problem_id,nudge_type,payoff,decision_cost,max_payoff
12011920647772288795,none,210.0,5.0,210.0
12011920647772288795,greedy,201.0,6.0,201.0
12011920647772288795,none,191.0,4.0,191.0
12011920647772288795,greedy,170.0,1.0,189.0
12011920647772288795,none,213.0,4.0,213.0
12011920647772288795,greedy,196.0,5.0,196.0
12011920647772288795,none,196.0,6.0,196.0
12011920647772288795,greedy,202.0,7.0,202.0
12011920647772288795,none,203.0,5.0,203.0
12011920647772288795,greedy,202.0,5.0,202.0
12011920647772288795,none,207.0,6.0,207.0
12011920647772288795,greedy,200.0,4.0,200.0
12011920647772288795,none,196.0,9.0,196.0
13821805790124705124,greedy,161.0,8.0,162.0
13821805790124705124,none,147.0,3.0,154.0
13821805790124705124,greedy,143.0,3.0,163.0
13821805790124705124,none,163.0,8.0,164.0
13821805790124705124,greedy,169.0,9.0,169.0
13821805790124705124,none,158.0,12.0,164.0
13821805790124705124,greedy,181.0,1.0,181.0
13821805790124705124,none,156.0,14.0,156.0
13821805790124705124,greedy,184.0,8.0,184.0
13821805790124705124,none,166.0,3.0,166.0
13821805790124705124,greedy,177.0,5.0,177.0
13821805790124705124,none,184.0,3.0,187.0
13821805790124705124,greedy,163.0,7.0,164.0
13821805790124705124,none,156.0,10.0,156.0
13821805790124705124,greedy,186.0,6.0,186.0
13821805790124705124,none,191.0,4.0,191.0
13821805790124705124,greedy,168.0,10.0,168.0
13821805790124705124,none,180.0,4.0,180.0
13821805790124705124,greedy,174.0,1.0,179.0
13821805790124705124,none,180.0,7.0,180.0
14527914624736106743,greedy,178.0,3.0,196.0
14527914624736106743,none,208.0,9.0,208.0
14527914624736106743,greedy,187.0,6.0,187.0
14527914624736106743,none,189.0,6.0,196.0
14527914624736106743,greedy,188.0,3.0,188.0
14527914624736106743,none,254.0,3.0,254.0
14527914624736106743,greedy,207.0,3.0,207.0
14527914624736106743,none,208.0,4.0,208.0
14527914624736106743,greedy,221.0,3.0,221.0
14527914624736106743,none,190.0,6.0,200.0
14527914624736106743,greedy,185.0,4.0,185.0
14527914624736106743,none,202.0,6.0,202.0
14527914624736106743,greedy,175.0,5.0,177.0
14527914624736106743,none,176.0,5.0,176.0
14527914624736106743,greedy,203.0,2.0,203.0
14527914624736106743,none,207.0,9.0,207.0
14527914624736106743,greedy,197.0,2.0,197.0
14527914624736106743,none,185.0,3.0,190.0
14527914624736106743,greedy,177.0,2.0,177.0
14527914624736106743,none,200.0,8.0,209.0
7446369922652907462,greedy,201.0,1.0,201.0
7446369922652907462,none,177.0,1.0,177.0
7446369922652907462,greedy,158.0,3.0,158.0
7446369922652907462,none,166.0,3.0,166.0
7446369922652907462,greedy,161.0,1.0,164.0
7446369922652907462,none,173.0,5.0,173.0
7446369922652907462,greedy,144.0,5.0,144.0
7446369922652907462,none,166.0,1.0,182.0
7446369922652907462,greedy,186.0,5.0,186.0
7446369922652907462,none,156.0,6.0,156.0
7446369922652907462,greedy,155.0,10.0,160.0
7446369922652907462,none,146.0,7.0,146.0
7446369922652907462,greedy,158.0,6.0,158.0
7446369922652907462,none,154.0,5.0,154.0
7446369922652907462,greedy,156.0,6.0,156.0
7446369922652907462,none,203.0,1.0,205.0
7446369922652907462,greedy,172.0,5.0,172.0
7446369922652907462,none,194.0,3.0,194.0
7446369922652907462,greedy,151.0,7.0,152.0
7446369922652907462,none,170.0,5.0,170.0
7152982716538385767,greedy,201.0,4.0,201.0
7152982716538385767,none,194.0,11.0,194.0
7152982716538385767,greedy,197.0,7.0,197.0
7152982716538385767,none,221.0,5.0,221.0
7152982716538385767,greedy,196.0,8.0,196.0
7152982716538385767,none,187.0,8.0,187.0
7152982716538385767,greedy,206.0,5.0,206.0
7152982716538385767,none,158.0,8.0,158.0
7152982716538385767,greedy,200.0,5.0,200.0
7152982716538385767,none,150.0,7.0,150.0
7152982716538385767,greedy,126.0,9.0,142.0
7152982716538385767,none,153.0,9.0,185.0
7152982716538385767,greedy,151.0,12.0,161.0
7152982716538385767,none,213.0,5.0,213.0
7152982716538385767,greedy,189.0,6.0,189.0
7152982716538385767,none,165.0,9.0,165.0
7152982716538385767,greedy,152.0,12.0,158.0
7152982716538385767,none,213.0,6.0,213.0
7152982716538385767,greedy,218.0,5.0,218.0
7152982716538385767,none,179.0,9.0,179.0
15840899927529281179,greedy,156.0,7.0,163.0
15840899927529281179,none,169.0,11.0,169.0
15840899927529281179,greedy,146.0,10.0,160.0
15840899927529281179,none,144.0,10.0,162.0
15840899927529281179,greedy,166.0,11.0,166.0
15840899927529281179,none,171.0,7.0,171.0
15840899927529281179,greedy,165.0,10.0,165.0
15840899927529281179,none,164.0,7.0,164.0
15840899927529281179,greedy,175.0,6.0,175.0
15840899927529281179,none,184.0,7.0,184.0
15840899927529281179,greedy,172.0,8.0,172.0
15840899927529281179,none,154.0,8.0,162.0
15840899927529281179,greedy,175.0,9.0,175.0
15840899927529281179,none,172.0,12.0,172.0
15840899927529281179,greedy,168.0,12.0,168.0
15840899927529281179,none,153.0,10.0,158.0
15840899927529281179,greedy,179.0,8.0,179.0
15840899927529281179,none,177.0,3.0,177.0
15840899927529281179,greedy,170.0,10.0,170.0
15840899927529281179,none,179.0,10.0,179.0
11191522275054188604,greedy,144.0,3.0,150.0
11191522275054188604,none,160.0,2.0,164.0
11191522275054188604,greedy,168.0,12.0,168.0
11191522275054188604,none,175.0,4.0,175.0
11191522275054188604,greedy,172.0,7.0,172.0
11191522275054188604,none,173.0,6.0,173.0
11191522275054188604,greedy,176.0,6.0,176.0
11191522275054188604,none,161.0,11.0,161.0
11191522275054188604,greedy,185.0,6.0,185.0
11191522275054188604,none,155.0,2.0,167.0
11191522275054188604,greedy,177.0,3.0,177.0
11191522275054188604,none,160.0,7.0,160.0
11191522275054188604,greedy,162.0,4.0,162.0
11191522275054188604,none,172.0,7.0,172.0
11191522275054188604,greedy,155.0,5.0,155.0
11191522275054188604,none,183.0,5.0,183.0
11191522275054188604,greedy,173.0,4.0,173.0
11191522275054188604,none,171.0,7.0,171.0
11191522275054188604,greedy,170.0,3.0,170.0
11191522275054188604,none,170.0,5.0,170.0
4247105136251057372,greedy,142.0,7.0,163.0
4247105136251057372,none,192.0,1.0,192.0
4247105136251057372,greedy,200.0,1.0,200.0
4247105136251057372,none,204.0,1.0,204.0
4247105136251057372,greedy,169.0,5.0,169.0
4247105136251057372,none,200.0,7.0,200.0
4247105136251057372,greedy,132.0,7.0,152.0
4247105136251057372,none,162.0,7.0,162.0
4247105136251057372,greedy,125.0,7.0,144.0
4247105136251057372,none,155.0,11.0,155.0
4247105136251057372,greedy,133.0,7.0,153.0
4247105136251057372,none,188.0,8.0,191.0
4247105136251057372,greedy,176.0,5.0,176.0
4247105136251057372,none,158.0,5.0,158.0
4247105136251057372,greedy,191.0,4.0,191.0
4247105136251057372,none,181.0,4.0,181.0
4247105136251057372,greedy,126.0,7.0,144.0
4247105136251057372,none,193.0,6.0,193.0
4247105136251057372,greedy,186.0,7.0,186.0
4247105136251057372,none,166.0,10.0,167.0
3623206301600758587,greedy,213.0,2.0,213.0
3623206301600758587,none,211.0,6.0,211.0
3623206301600758587,greedy,210.0,2.0,210.0
3623206301600758587,none,238.0,2.0,238.0
3623206301600758587,greedy,199.0,2.0,199.0
3623206301600758587,none,184.0,6.0,184.0
3623206301600758587,greedy,178.0,4.0,178.0
3623206301600758587,none,220.0,2.0,220.0
3623206301600758587,greedy,212.0,2.0,212.0
3623206301600758587,none,199.0,3.0,199.0
3623206301600758587,greedy,219.0,2.0,219.0
3623206301600758587,none,221.0,2.0,221.0
3623206301600758587,greedy,232.0,2.0,232.0
3623206301600758587,none,187.0,2.0,187.0
3623206301600758587,greedy,204.0,4.0,204.0
3623206301600758587,none,182.0,3.0,208.0
3623206301600758587,greedy,201.0,2.0,202.0
3623206301600758587,none,191.0,4.0,191.0
3623206301600758587,greedy,199.0,2.0,199.0
3623206301600758587,none,188.0,2.0,192.0
16407387089596203094,greedy,185.0,9.0,185.0
16407387089596203094,none,210.0,6.0,210.0
16407387089596203094,greedy,172.0,11.0,186.0
16407387089596203094,none,169.0,6.0,184.0
16407387089596203094,greedy,204.0,4.0,204.0
16407387089596203094,none,167.0,11.0,182.0
16407387089596203094,greedy,219.0,2.0,219.0
16407387089596203094,none,160.0,7.0,176.0
16407387089596203094,greedy,213.0,2.0,213.0
16407387089596203094,none,203.0,6.0,203.0
16407387089596203094,greedy,206.0,2.0,206.0
16407387089596203094,none,171.0,5.0,199.0
16407387089596203094,greedy,216.0,2.0,216.0
16407387089596203094,none,200.0,3.0,200.0
16407387089596203094,greedy,194.0,9.0,194.0
16407387089596203094,none,187.0,5.0,214.0
16407387089596203094,greedy,164.0,7.0,195.0
16407387089596203094,none,176.0,5.0,199.0
16407387089596203094,greedy,222.0,2.0,222.0
16407387089596203094,none,183.0,9.0,183.0
14892568929368639942,greedy,122.0,7.0,140.0
14892568929368639942,none,152.0,13.0,152.0
14892568929368639942,greedy,146.0,10.0,146.0
14892568929368639942,none,164.0,11.0,167.0
14892568929368639942,greedy,162.0,11.0,167.0
14892568929368639942,none,136.0,1.0,161.0
14892568929368639942,greedy,151.0,5.0,151.0
14892568929368639942,none,162.0,4.0,170.0
14892568929368639942,greedy,171.0,4.0,171.0
14892568929368639942,none,176.0,7.0,176.0
14892568929368639942,greedy,164.0,5.0,164.0
14892568929368639942,none,141.0,6.0,161.0
14892568929368639942,greedy,152.0,4.0,152.0
14892568929368639942,none,143.0,11.0,143.0
14892568929368639942,greedy,174.0,5.0,174.0
14892568929368639942,none,136.0,7.0,158.0
14892568929368639942,greedy,166.0,5.0,166.0
14892568929368639942,none,134.0,6.0,154.0
14892568929368639942,greedy,146.0,8.0,146.0
14892568929368639942,none,164.0,4.0,164.0
9940713237115559466,greedy,194.0,2.0,194.0
9940713237115559466,none,164.0,13.0,165.0
9940713237115559466,greedy,167.0,7.0,169.0
9940713237115559466,none,172.0,7.0,172.0
9940713237115559466,greedy,176.0,4.0,176.0
9940713237115559466,none,190.0,5.0,190.0
9940713237115559466,greedy,158.0,9.0,170.0
9940713237115559466,none,186.0,7.0,186.0
9940713237115559466,greedy,172.0,11.0,172.0
9940713237115559466,none,204.0,5.0,204.0
9940713237115559466,greedy,174.0,1.0,174.0
9940713237115559466,none,183.0,10.0,183.0
9940713237115559466,greedy,185.0,2.0,185.0
9940713237115559466,none,173.0,14.0,173.0
9940713237115559466,greedy,176.0,2.0,176.0
9940713237115559466,none,168.0,12.0,173.0
9940713237115559466,greedy,161.0,5.0,174.0
9940713237115559466,none,184.0,8.0,184.0
9940713237115559466,greedy,169.0,9.0,169.0
9940713237115559466,none,186.0,1.0,186.0
14710165058804750229,greedy,190.0,4.0,190.0
14710165058804750229,none,163.0,4.0,176.0
14710165058804750229,greedy,162.0,13.0,165.0
14710165058804750229,none,161.0,4.0,163.0
14710165058804750229,greedy,174.0,2.0,175.0
14710165058804750229,none,175.0,9.0,175.0
14710165058804750229,greedy,167.0,4.0,172.0
14710165058804750229,none,181.0,4.0,187.0
14710165058804750229,greedy,188.0,2.0,192.0
14710165058804750229,none,173.0,3.0,173.0
14710165058804750229,greedy,178.0,4.0,178.0
14710165058804750229,none,184.0,4.0,184.0
14710165058804750229,greedy,169.0,1.0,169.0
14710165058804750229,none,172.0,1.0,173.0
14710165058804750229,greedy,185.0,2.0,185.0
14710165058804750229,none,190.0,4.0,190.0
14710165058804750229,greedy,179.0,2.0,179.0
14710165058804750229,none,176.0,9.0,176.0
14710165058804750229,greedy,171.0,4.0,172.0
14710165058804750229,none,181.0,11.0,181.0
1116213588687817234,greedy,203.0,4.0,203.0
1116213588687817234,none,158.0,1.0,187.0
1116213588687817234,greedy,165.0,3.0,181.0
1116213588687817234,none,184.0,6.0,184.0
1116213588687817234,greedy,180.0,3.0,180.0
1116213588687817234,none,192.0,3.0,223.0
1116213588687817234,greedy,183.0,5.0,183.0
1116213588687817234,none,199.0,4.0,199.0
1116213588687817234,greedy,181.0,6.0,181.0
1116213588687817234,none,187.0,4.0,187.0
1116213588687817234,greedy,187.0,4.0,187.0
1116213588687817234,none,214.0,4.0,214.0
1116213588687817234,greedy,208.0,3.0,208.0
1116213588687817234,none,149.0,1.0,188.0
1116213588687817234,greedy,167.0,3.0,182.0
1116213588687817234,none,174.0,5.0,174.0
1116213588687817234,greedy,189.0,6.0,189.0
1116213588687817234,none,187.0,5.0,187.0
1116213588687817234,greedy,203.0,3.0,203.0
1116213588687817234,none,179.0,6.0,179.0
9876735943980166983,greedy,207.0,4.0,216.0
9876735943980166983,none,206.0,4.0,210.0
9876735943980166983,greedy,263.0,2.0,263.0
9876735943980166983,none,205.0,4.0,205.0
9876735943980166983,greedy,259.0,2.0,259.0
9876735943980166983,none,215.0,2.0,225.0
9876735943980166983,greedy,230.0,2.0,230.0
9876735943980166983,none,229.0,2.0,229.0
9876735943980166983,greedy,205.0,4.0,205.0
9876735943980166983,none,245.0,2.0,245.0
9876735943980166983,greedy,229.0,4.0,229.0
9876735943980166983,none,207.0,4.0,211.0
9876735943980166983,greedy,183.0,6.0,183.0
9876735943980166983,none,211.0,8.0,211.0
9876735943980166983,greedy,228.0,2.0,228.0
9876735943980166983,none,221.0,2.0,221.0
9876735943980166983,greedy,203.0,4.0,208.0
9876735943980166983,none,209.0,4.0,209.0
9876735943980166983,greedy,243.0,2.0,243.0
9876735943980166983,none,205.0,8.0,205.0
14911121726849231200,greedy,158.0,6.0,197.0
14911121726849231200,none,154.0,5.0,174.0
14911121726849231200,greedy,183.0,3.0,183.0
14911121726849231200,none,153.0,9.0,181.0
14911121726849231200,greedy,181.0,8.0,181.0
14911121726849231200,none,194.0,13.0,194.0
14911121726849231200,greedy,195.0,3.0,195.0
14911121726849231200,none,163.0,9.0,173.0
14911121726849231200,greedy,167.0,5.0,167.0
14911121726849231200,none,184.0,14.0,184.0
14911121726849231200,greedy,209.0,1.0,209.0
14911121726849231200,none,152.0,9.0,181.0
14911121726849231200,greedy,182.0,7.0,182.0
14911121726849231200,none,173.0,6.0,173.0
14911121726849231200,greedy,176.0,3.0,176.0
14911121726849231200,none,187.0,5.0,187.0
14911121726849231200,greedy,169.0,8.0,169.0
14911121726849231200,none,162.0,9.0,181.0
14911121726849231200,greedy,182.0,7.0,182.0
14911121726849231200,none,176.0,3.0,176.0
7314051537635704654,greedy,181.0,5.0,181.0
7314051537635704654,none,195.0,4.0,195.0
7314051537635704654,greedy,177.0,2.0,177.0
7314051537635704654,none,185.0,5.0,185.0
7314051537635704654,greedy,178.0,10.0,178.0
7314051537635704654,none,159.0,4.0,163.0
7314051537635704654,greedy,152.0,9.0,165.0
7314051537635704654,none,173.0,6.0,173.0
7314051537635704654,greedy,186.0,3.0,186.0
7314051537635704654,none,157.0,4.0,169.0
7314051537635704654,greedy,180.0,3.0,180.0
7314051537635704654,none,178.0,5.0,178.0
7314051537635704654,greedy,177.0,4.0,177.0
7314051537635704654,none,189.0,4.0,189.0
7314051537635704654,greedy,183.0,3.0,183.0
7314051537635704654,none,186.0,4.0,186.0
7314051537635704654,greedy,176.0,9.0,176.0
7314051537635704654,none,173.0,7.0,174.0
7314051537635704654,greedy,182.0,3.0,182.0
7314051537635704654,none,168.0,4.0,172.0
17346417853436151446,greedy,137.0,5.0,145.0
17346417853436151446,none,192.0,6.0,192.0
17346417853436151446,greedy,194.0,1.0,197.0
17346417853436151446,none,181.0,1.0,189.0
17346417853436151446,greedy,167.0,8.0,167.0
17346417853436151446,none,195.0,7.0,195.0
17346417853436151446,greedy,188.0,3.0,188.0
17346417853436151446,none,186.0,6.0,186.0
17346417853436151446,greedy,190.0,6.0,190.0
17346417853436151446,none,175.0,9.0,175.0
17346417853436151446,greedy,196.0,3.0,196.0
17346417853436151446,none,239.0,1.0,239.0
17346417853436151446,greedy,194.0,3.0,194.0
17346417853436151446,none,177.0,1.0,179.0
17346417853436151446,greedy,197.0,3.0,197.0
17346417853436151446,none,157.0,13.0,157.0
17346417853436151446,greedy,132.0,5.0,160.0
17346417853436151446,none,200.0,5.0,200.0
17346417853436151446,greedy,205.0,3.0,205.0
17346417853436151446,none,184.0,6.0,184.0
4662687654794683010,greedy,188.0,4.0,188.0
4662687654794683010,none,180.0,5.0,180.0
4662687654794683010,greedy,210.0,3.0,210.0
4662687654794683010,none,188.0,4.0,188.0
4662687654794683010,greedy,179.0,7.0,179.0
4662687654794683010,none,175.0,8.0,175.0
4662687654794683010,greedy,174.0,6.0,180.0
4662687654794683010,none,198.0,5.0,198.0
4662687654794683010,greedy,182.0,4.0,182.0
4662687654794683010,none,177.0,4.0,177.0
4662687654794683010,greedy,158.0,7.0,161.0
4662687654794683010,none,159.0,4.0,159.0
4662687654794683010,greedy,190.0,6.0,190.0
4662687654794683010,none,195.0,5.0,195.0
4662687654794683010,greedy,185.0,2.0,185.0
4662687654794683010,none,211.0,5.0,211.0
4662687654794683010,greedy,160.0,2.0,183.0
4662687654794683010,none,155.0,3.0,158.0
4662687654794683010,greedy,163.0,6.0,163.0
4662687654794683010,none,225.0,4.0,225.0
15863072485882477209,greedy,219.0,1.0,219.0
15863072485882477209,none,165.0,10.0,165.0
15863072485882477209,greedy,189.0,2.0,189.0
15863072485882477209,none,136.0,9.0,162.0
15863072485882477209,greedy,191.0,4.0,191.0
15863072485882477209,none,206.0,1.0,206.0
15863072485882477209,greedy,175.0,14.0,177.0
15863072485882477209,none,221.0,4.0,221.0
15863072485882477209,greedy,156.0,8.0,161.0
15863072485882477209,none,178.0,8.0,178.0
15863072485882477209,greedy,216.0,1.0,216.0
15863072485882477209,none,185.0,1.0,185.0
15863072485882477209,greedy,140.0,10.0,174.0
15863072485882477209,none,216.0,4.0,216.0
15863072485882477209,greedy,205.0,4.0,205.0
15863072485882477209,none,183.0,7.0,196.0
15863072485882477209,greedy,187.0,7.0,187.0
15863072485882477209,none,210.0,1.0,210.0
15863072485882477209,greedy,211.0,1.0,211.0
15863072485882477209,none,181.0,6.0,181.0
12715794167735982823,greedy,157.0,9.0,175.0
12715794167735982823,none,209.0,4.0,209.0
12715794167735982823,greedy,165.0,9.0,165.0
12715794167735982823,none,189.0,4.0,189.0
12715794167735982823,greedy,193.0,6.0,193.0
12715794167735982823,none,183.0,7.0,183.0
12715794167735982823,greedy,193.0,2.0,193.0
12715794167735982823,none,181.0,5.0,181.0
12715794167735982823,greedy,178.0,7.0,178.0
12715794167735982823,none,202.0,4.0,202.0
12715794167735982823,greedy,192.0,6.0,192.0
12715794167735982823,none,195.0,6.0,195.0
12715794167735982823,greedy,187.0,2.0,187.0
12715794167735982823,none,164.0,11.0,168.0
12715794167735982823,greedy,170.0,9.0,176.0
12715794167735982823,none,182.0,10.0,182.0
12715794167735982823,greedy,183.0,10.0,183.0
12715794167735982823,none,192.0,6.0,192.0
12715794167735982823,greedy,169.0,16.0,169.0
12715794167735982823,none,196.0,6.0,196.0
15364294799721565812,greedy,149.0,8.0,153.0
15364294799721565812,none,138.0,7.0,153.0
15364294799721565812,greedy,166.0,7.0,166.0
15364294799721565812,none,154.0,5.0,162.0
15364294799721565812,greedy,149.0,8.0,153.0
15364294799721565812,none,149.0,1.0,158.0
15364294799721565812,greedy,159.0,9.0,159.0
15364294799721565812,none,148.0,1.0,159.0
15364294799721565812,greedy,159.0,1.0,159.0
15364294799721565812,none,157.0,13.0,157.0
15364294799721565812,greedy,166.0,7.0,166.0
15364294799721565812,none,160.0,9.0,160.0
15364294799721565812,greedy,156.0,7.0,156.0
15364294799721565812,none,148.0,5.0,155.0
15364294799721565812,greedy,162.0,9.0,162.0
15364294799721565812,none,162.0,7.0,162.0
15364294799721565812,greedy,181.0,3.0,181.0
15364294799721565812,none,176.0,5.0,176.0
15364294799721565812,greedy,158.0,9.0,158.0
15364294799721565812,none,162.0,5.0,164.0
7715395889621159658,greedy,165.0,9.0,192.0
7715395889621159658,none,194.0,2.0,194.0
7715395889621159658,greedy,151.0,2.0,173.0
7715395889621159658,none,196.0,4.0,196.0
7715395889621159658,greedy,175.0,6.0,179.0
7715395889621159658,none,187.0,1.0,246.0
7715395889621159658,greedy,188.0,5.0,188.0
7715395889621159658,none,193.0,4.0,193.0
7715395889621159658,greedy,181.0,7.0,184.0
7715395889621159658,none,222.0,1.0,222.0
7715395889621159658,greedy,218.0,1.0,218.0
7715395889621159658,none,207.0,1.0,207.0
7715395889621159658,greedy,207.0,1.0,207.0
7715395889621159658,none,184.0,5.0,184.0
7715395889621159658,greedy,165.0,9.0,188.0
7715395889621159658,none,199.0,1.0,199.0
7715395889621159658,greedy,175.0,9.0,175.0
7715395889621159658,none,194.0,5.0,194.0
7715395889621159658,greedy,193.0,1.0,201.0
7715395889621159658,none,204.0,1.0,204.0
14100913784241757811,greedy,216.0,6.0,216.0
14100913784241757811,none,200.0,8.0,200.0
14100913784241757811,greedy,185.0,4.0,185.0
14100913784241757811,none,178.0,5.0,178.0
14100913784241757811,greedy,181.0,9.0,182.0
14100913784241757811,none,180.0,3.0,180.0
14100913784241757811,greedy,184.0,4.0,184.0
14100913784241757811,none,160.0,5.0,193.0
14100913784241757811,greedy,171.0,11.0,171.0
14100913784241757811,none,184.0,6.0,184.0
14100913784241757811,greedy,184.0,5.0,184.0
14100913784241757811,none,183.0,5.0,183.0
14100913784241757811,greedy,195.0,4.0,195.0
14100913784241757811,none,177.0,12.0,177.0
14100913784241757811,greedy,195.0,5.0,195.0
14100913784241757811,none,164.0,5.0,180.0
14100913784241757811,greedy,216.0,5.0,216.0
14100913784241757811,none,161.0,5.0,198.0
14100913784241757811,greedy,202.0,6.0,202.0
14100913784241757811,none,186.0,7.0,192.0
7980373377851087130,greedy,192.0,5.0,192.0
7980373377851087130,none,189.0,6.0,189.0
7980373377851087130,greedy,175.0,8.0,175.0
7980373377851087130,none,152.0,5.0,162.0
7980373377851087130,greedy,167.0,11.0,172.0
7980373377851087130,none,145.0,5.0,171.0
