problem_id,nudge_type,payoff,decision_cost,weight_dev,max_payoff
2223537118342433948,extreme,268.0,1.0,30.0,268.0
2223537118342433948,greedy,268.0,2.0,30.0,268.0
2223537118342433948,none,158.0,14.0,10.0,185.0
2223537118342433948,random,158.0,8.0,10.0,185.0
2223537118342433948,extreme,158.0,12.0,10.0,185.0
2223537118342433948,greedy,185.0,2.0,10.0,185.0
2223537118342433948,none,190.0,6.0,16.0,190.0
2223537118342433948,random,190.0,1.0,16.0,190.0
2223537118342433948,extreme,190.0,3.0,16.0,190.0
2223537118342433948,greedy,190.0,1.0,16.0,190.0
2223537118342433948,none,235.0,1.0,24.0,235.0
2223537118342433948,random,235.0,1.0,24.0,235.0
2223537118342433948,extreme,235.0,1.0,24.0,235.0
2223537118342433948,greedy,235.0,1.0,24.0,235.0
2223537118342433948,none,223.0,2.0,16.0,223.0
2223537118342433948,random,223.0,2.0,16.0,223.0
2223537118342433948,extreme,223.0,1.0,16.0,223.0
2223537118342433948,greedy,223.0,2.0,16.0,223.0
2223537118342433948,none,205.0,3.0,16.0,205.0
2223537118342433948,random,205.0,1.0,16.0,205.0
2223537118342433948,extreme,205.0,9.0,16.0,205.0
2223537118342433948,greedy,205.0,1.0,16.0,205.0
2223537118342433948,none,181.0,16.0,16.0,181.0
2223537118342433948,random,181.0,15.0,16.0,181.0
2223537118342433948,extreme,181.0,3.0,16.0,181.0
2223537118342433948,greedy,181.0,1.0,16.0,181.0
2160580897003608586,none,189.0,13.0,10.0,189.0
2160580897003608586,random,189.0,11.0,10.0,189.0
2160580897003608586,extreme,189.0,1.0,10.0,189.0
2160580897003608586,greedy,189.0,13.0,10.0,189.0
2160580897003608586,none,190.0,6.0,10.0,190.0
2160580897003608586,random,190.0,6.0,10.0,190.0
2160580897003608586,extreme,190.0,3.0,10.0,190.0
2160580897003608586,greedy,190.0,1.0,10.0,190.0
2160580897003608586,none,176.0,3.0,24.0,214.0
2160580897003608586,random,176.0,1.0,24.0,214.0
2160580897003608586,extreme,214.0,7.0,24.0,214.0
2160580897003608586,greedy,214.0,1.0,24.0,214.0
2160580897003608586,none,203.0,13.0,22.0,203.0
2160580897003608586,random,203.0,11.0,22.0,203.0
2160580897003608586,extreme,203.0,2.0,22.0,203.0
2160580897003608586,greedy,203.0,10.0,22.0,203.0
2160580897003608586,none,197.0,7.0,14.0,197.0
2160580897003608586,random,172.0,3.0,14.0,197.0
2160580897003608586,extreme,172.0,3.0,14.0,197.0
2160580897003608586,greedy,197.0,1.0,14.0,197.0
2160580897003608586,none,176.0,9.0,16.0,205.0
2160580897003608586,random,176.0,1.0,16.0,205.0
2160580897003608586,extreme,176.0,3.0,16.0,205.0
2160580897003608586,greedy,205.0,1.0,16.0,205.0
2160580897003608586,none,183.0,9.0,10.0,183.0
2160580897003608586,random,183.0,9.0,10.0,183.0
2160580897003608586,extreme,183.0,1.0,10.0,183.0
2160580897003608586,greedy,178.0,2.0,10.0,183.0
2160580897003608586,none,194.0,11.0,12.0,194.0
2160580897003608586,random,194.0,11.0,12.0,194.0
2160580897003608586,extreme,194.0,1.0,12.0,194.0
2160580897003608586,greedy,194.0,2.0,12.0,194.0
2160580897003608586,none,171.0,9.0,18.0,213.0
2160580897003608586,random,171.0,1.0,18.0,213.0
2160580897003608586,extreme,171.0,4.0,18.0,213.0
2160580897003608586,greedy,213.0,1.0,18.0,213.0
2160580897003608586,none,180.0,9.0,18.0,189.0
2160580897003608586,random,180.0,13.0,18.0,189.0
2160580897003608586,extreme,189.0,14.0,18.0,189.0
2160580897003608586,greedy,180.0,3.0,18.0,189.0
13767850658795215551,none,150.0,13.0,10.0,150.0
13767850658795215551,random,150.0,13.0,10.0,150.0
13767850658795215551,extreme,150.0,7.0,10.0,150.0
13767850658795215551,greedy,150.0,9.0,10.0,150.0
13767850658795215551,none,144.0,18.0,8.0,144.0
13767850658795215551,random,144.0,16.0,8.0,144.0
13767850658795215551,extreme,144.0,16.0,8.0,144.0
13767850658795215551,greedy,144.0,16.0,8.0,144.0
13767850658795215551,none,149.0,13.0,22.0,149.0
13767850658795215551,random,149.0,11.0,22.0,149.0
13767850658795215551,extreme,149.0,13.0,22.0,149.0
13767850658795215551,greedy,149.0,13.0,22.0,149.0
13767850658795215551,none,144.0,10.0,6.0,144.0
13767850658795215551,random,144.0,11.0,6.0,144.0
13767850658795215551,extreme,144.0,4.0,6.0,144.0
13767850658795215551,greedy,144.0,6.0,6.0,144.0
13767850658795215551,none,160.0,22.0,26.0,160.0
13767850658795215551,random,160.0,22.0,26.0,160.0
13767850658795215551,extreme,160.0,21.0,26.0,160.0
13767850658795215551,greedy,160.0,20.0,26.0,160.0
13767850658795215551,none,137.0,13.0,22.0,137.0
13767850658795215551,random,137.0,11.0,22.0,137.0
13767850658795215551,extreme,137.0,13.0,22.0,137.0
13767850658795215551,greedy,137.0,13.0,22.0,137.0
13767850658795215551,none,160.0,16.0,28.0,160.0
13767850658795215551,random,160.0,20.0,28.0,160.0
13767850658795215551,extreme,160.0,16.0,28.0,160.0
13767850658795215551,greedy,160.0,19.0,28.0,160.0
13767850658795215551,none,141.0,13.0,20.0,144.0
13767850658795215551,random,141.0,13.0,20.0,144.0
13767850658795215551,extreme,141.0,7.0,20.0,144.0
13767850658795215551,greedy,141.0,9.0,20.0,144.0
13767850658795215551,none,124.0,25.0,30.0,124.0
13767850658795215551,random,124.0,7.0,30.0,124.0
13767850658795215551,extreme,124.0,16.0,30.0,124.0
13767850658795215551,greedy,124.0,16.0,30.0,124.0
13767850658795215551,none,156.0,13.0,16.0,156.0
13767850658795215551,random,156.0,14.0,16.0,156.0
13767850658795215551,extreme,156.0,7.0,16.0,156.0
13767850658795215551,greedy,156.0,9.0,16.0,156.0
8596940978391489120,none,172.0,1.0,18.0,177.0
8596940978391489120,random,172.0,2.0,18.0,177.0
8596940978391489120,extreme,172.0,1.0,18.0,177.0
8596940978391489120,greedy,172.0,1.0,18.0,177.0
8596940978391489120,none,198.0,1.0,18.0,198.0
8596940978391489120,random,198.0,1.0,18.0,198.0
