type,is_practice,click_values,payoff_matrix,cost_matrix,weights,weights_deviation,trial_num,selected_option,gross_earnings,net_earnings,click_cost,uncovered_values,experiment_type,trial_nudge,nudge_index,accepted_default,chose_nudge,og_baskets,actual_baskets,num_features,cost,reaction_time,trial_type,trial_index,time_elapsed,nudge_type,participant_id
mouselab,False,"[6, 6, 6, 6, 7, 7, 7, 7, 12, 12, 12, 12]","[[2, 6, 5], [4, 5, 3], [5, 5, 7], [2, 4, 4], [3, 6, 4]]","[[4, 4, 4], [4, 4, 4], [0, 0, 4], [4, 4, 4], [0, 4, 4]]","[1, 3, 8, 3, 5]",18.75,16,2,0.102,0.09,0.012,"[6, 7, 12]",supersize,post-supersize,2,False,True,2,3,5,4,10166,implicit-mouselab,18,480738,supersize,38
mouselab,False,"[5, 5, 5, 5, 6]","[[7, 6, 4, 6, 5], [8, 1, 4, 6, 10]]","[[4, 4, 4, 4, 4], [0, 3, 4, 4, 4]]","[1, 19]",19.799999999999997,17,0,0.159,0.154,0.005,[5],supersize,control,0,False,True,5,5,2,4,4858,implicit-mouselab,19,486579,supersize,38
mouselab,False,"[0, 0, 0, 0, 1, 1, 1, 1]","[[6, 4], [2, 3]]","[[0, 0], [4, 4]]","[14, 6]",19.8,18,0,0.096,0.088,0.008,"[0, 1]",supersize,control,0,False,True,2,2,2,4,5192,implicit-mouselab,20,492516,supersize,38
mouselab,False,"[29, 29, 29, 29, 28, 28, 28, 28]","[[5, 7, 9, 3, 4, 3], [1, 8, 5, 4, 4, 3], [8, 1, 4, 6, 8, 7], [4, 6, 7, 6, 7, 6], [8, 7, 6, 2, 7, 5]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 0, 0]]","[2, 3, 2, 2, 11]",18.75,19,4,0.127,0.119,0.008,"[29, 28]",supersize,pre-supersize,5,False,False,5,6,5,4,14745,implicit-mouselab,21,508261,supersize,38
mouselab,False,"[0, 1]","[[7, 4], [7, 1]]","[[0, 0], [1, 1]]","[17, 3]",19.799999999999997,20,0,0.14,0.138,0.002,"[0, 1]",supersize,control,0,False,True,2,2,2,1,4115,implicit-mouselab,22,513150,supersize,38
mouselab,False,"[1, 2]","[[4, 6, 5], [2, 5, 6]]","[[1, 0, 0], [1, 1, 1]]","[19, 1]",19.799999999999997,21,1,0.119,0.11699999999999999,0.002,"[1, 2]",supersize,pre-supersize,0,False,False,2,3,2,1,3973,implicit-mouselab,23,517881,supersize,38
mouselab,False,"[6, 6, 6, 6, 7, 7, 7, 7]","[[5, 4], [3, 4], [4, 4], [6, 2], [8, 7]]","[[4, 4], [4, 4], [4, 4], [0, 0], [4, 4]]","[4, 1, 4, 6, 5]",18.75,22,0,0.115,0.10700000000000001,0.008,"[6, 7]",supersize,control,1,False,False,2,2,5,4,12508,implicit-mouselab,24,531308,supersize,38
mouselab,False,"[2, 3, 0, 1]","[[7, 5], [5, 5]]","[[0, 0], [0, 0]]","[7, 13]",19.8,23,0,0.114,0.11,0.004,"[2, 3, 0, 1]",supersize,control,1,False,False,2,2,2,1,5239,implicit-mouselab,25,537256,supersize,38
mouselab,False,"[24, 25, 26, 27, 28, 20, 2, 0, 18]","[[6, 2, 3, 6, 3, 3], [4, 7, 7, 5, 6, 2], [9, 5, 8, 8, 7, 6], [4, 5, 5, 6, 7, 5], [4, 6, 6, 4, 5, 4]]","[[0, 1, 0, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 0, 1]]","[5, 4, 4, 5, 2]",18.75,24,0,0.11,0.101,0.009,"[24, 25, 26, 27, 28, 20, 2, 0, 18]",supersize,post-supersize,5,False,False,5,6,5,1,24320,implicit-mouselab,26,562546,supersize,38
mouselab,True,"[1, 7]","[[8, 5, 5, 7, 4], [6, 3, 8, 7, 6]]","[[1, 0, 1, 1, 1], [1, 1, 0, 1, 1]]","[10, 10]",19.8,1,2,0.13,0.128,0.002,"[1, 7]",supersize,control,1,False,False,5,5,2,1,9813,implicit-mouselab,4,404042,supersize,39
mouselab,True,"[2, 2, 2, 2, 3, 3, 3, 3]","[[5, 6], [3, 5], [5, 5], [5, 2], [3, 7]]","[[4, 4], [0, 0], [4, 4], [4, 4], [4, 4]]","[1, 10, 5, 3, 1]",18.75,2,1,0.094,0.086,0.008,"[2, 3]",supersize,control,1,False,True,2,2,5,4,13898,implicit-mouselab,5,422143,supersize,39
mouselab,False,"[6, 6, 6, 6, 8, 8, 8, 8]","[[7, 6, 9, 4, 7], [8, 6, 7, 3, 6]]","[[4, 4, 4, 4, 4], [4, 0, 4, 0, 4]]","[4, 16]",19.8,5,1,0.12,0.11199999999999999,0.008,"[6, 8]",supersize,control,3,False,False,5,5,2,4,9731,implicit-mouselab,7,436247,supersize,39
mouselab,False,"[3, 3, 3, 3]","[[6, 2, 4, 7, 8], [3, 4, 6, 4, 4]]","[[4, 4, 4, 0, 4], [4, 4, 4, 4, 4]]","[17, 3]",19.799999999999997,6,3,0.131,0.127,0.004,[3],supersize,control,1,False,False,5,5,2,4,6348,implicit-mouselab,8,444750,supersize,39
mouselab,False,"[0, 0, 0, 0]","[[7, 3], [8, 4]]","[[0, 4], [4, 4]]","[10, 10]",19.8,7,0,0.15,0.146,0.004,[0],supersize,control,0,False,True,2,2,2,4,5549,implicit-mouselab,9,452654,supersize,39
mouselab,False,"[2, 3]","[[3, 5], [5, 7], [4, 6], [5, 3], [6, 7]]","[[1, 1], [0, 0], [1, 1], [1, 1], [1, 1]]","[2, 7, 5, 4, 2]",18.75,8,1,0.115,0.113,0.002,"[2, 3]",supersize,control,1,False,True,2,2,5,1,7264,implicit-mouselab,10,462414,supersize,39
mouselab,False,"[10, 13]","[[6, 3, 6, 5, 1], [8, 4, 3, 4, 6], [4, 4, 6, 5, 5], [5, 8, 4, 2, 5], [3, 5, 4, 6, 7]]","[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [0, 1, 1, 0, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]","[3, 2, 7, 2, 6]",18.75,9,3,0.098,0.096,0.002,"[10, 13]",supersize,control,3,False,True,5,5,5,1,5429,implicit-mouselab,11,470434,supersize,39
mouselab,False,"[19, 19, 19, 19]","[[4, 4, 6, 4, 4, 7], [4, 4, 4, 6, 4, 4], [5, 3, 7, 6, 7, 4], [4, 4, 5, 4, 5, 6], [8, 8, 5, 5, 5, 5]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 0, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[2, 4, 2, 9, 3]",18.75,10,5,0.107,0.103,0.004,[19],supersize,post-supersize,5,False,True,5,6,5,4,13935,implicit-mouselab,12,487794,supersize,39
mouselab,False,[],"[[5, 4, 8], [3, 8, 3], [6, 4, 8], [6, 6, 6], [5, 6, 3]]","[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1]]","[2, 1, 10, 3, 4]",18.75,11,1,0.098,0.098,0.0,[],supersize,pre-supersize,1,False,True,2,3,5,1,4531,implicit-mouselab,13,494791,supersize,39
mouselab,False,"[10, 12, 13]","[[2, 3, 4, 4, 9], [8, 6, 5, 3, 1], [3, 7, 5, 5, 5], [4, 2, 5, 5, 7], [4, 5, 3, 5, 5]]","[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [0, 1, 0, 0, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]","[3, 3, 10, 2, 2]",18.75,12,3,0.091,0.088,0.003,"[10, 12, 13]",supersize,control,1,False,False,5,5,5,1,9130,implicit-mouselab,14,506278,supersize,39
mouselab,False,[],"[[6, 3, 3, 6, 7, 7], [4, 4, 6, 5, 5, 6]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[15, 5]",19.8,13,5,0.135,0.135,0.0,[],supersize,pre-supersize,5,False,True,5,6,2,4,4367,implicit-mouselab,15,512416,supersize,39
mouselab,False,"[10, 13, 14]","[[4, 4, 4, 4, 3], [7, 3, 3, 5, 4], [2, 3, 6, 3, 5], [5, 4, 4, 4, 8], [5, 4, 8, 5, 7]]","[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [0, 1, 1, 0, 0], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]","[5, 5, 7, 2, 1]",18.75,14,4,0.093,0.09,0.003,"[10, 13, 14]",supersize,control,3,False,False,5,5,5,1,6162,implicit-mouselab,16,521080,supersize,39
mouselab,False,"[8, 8, 8, 8, 9, 9, 9, 9, 9]","[[3, 5], [5, 4], [6, 7], [6, 8], [2, 7]]","[[4, 4], [4, 4], [4, 4], [4, 4], [0, 0]]","[1, 5, 2, 3, 9]",18.75,15,1,0.126,0.118,0.008,"[8, 9]",supersize,control,1,False,True,2,2,5,4,6139,implicit-mouselab,17,528751,supersize,39
mouselab,False,"[0, 1, 2]","[[5, 4, 3], [3, 4, 7]]","[[0, 0, 0], [1, 1, 1]]","[18, 2]",19.799999999999997,16,0,0.096,0.093,0.003,"[0, 1, 2]",supersize,post-supersize,2,False,False,2,3,2,1,10284,implicit-mouselab,18,541210,supersize,39
mouselab,False,"[0, 1]","[[4, 2, 5], [4, 6, 4]]","[[0, 0, 1], [1, 1, 1]]","[18, 2]",19.799999999999997,17,2,0.098,0.096,0.002,"[0, 1]",supersize,post-supersize,2,False,True,2,3,2,1,8173,implicit-mouselab,19,551229,supersize,39
mouselab,False,[6],"[[6, 8, 6, 8, 6, 5], [9, 4, 6, 2, 7, 4]]","[[1, 1, 1, 1, 1, 1], [0, 1, 1, 1, 1, 1]]","[8, 12]",19.8,18,0,0.156,0.155,0.001,[6],supersize,pre-supersize,1,False,False,5,6,2,1,7028,implicit-mouselab,20,559998,supersize,39
mouselab,False,"[1, 1, 1, 1]","[[3, 5, 4], [6, 3, 4], [6, 5, 4], [7, 4, 5], [5, 3, 6]]","[[4, 0, 4], [4, 4, 4], [4, 4, 4], [4, 4, 4], [4, 4, 4]]","[13, 3, 1, 2, 1]",18.75,19,1,0.09,0.086,0.004,[1],supersize,post-supersize,2,False,False,2,3,5,4,9817,implicit-mouselab,21,571621,supersize,39
mouselab,False,[],"[[4, 6, 5], [5, 6, 10], [3, 8, 6], [2, 5, 9], [6, 8, 3]]","[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1]]","[1, 5, 10, 3, 1]",18.75,20,2,0.145,0.145,0.0,[],supersize,pre-supersize,2,False,True,2,3,5,1,2785,implicit-mouselab,22,576940,supersize,39
mouselab,False,"[2, 2, 2, 2]","[[5, 4, 5], [5, 5, 5], [6, 3, 5], [5, 5, 3], [5, 1, 6]]","[[4, 4, 0], [4, 4, 4], [4, 4, 4], [4, 4, 4], [4, 4, 4]]","[8, 1, 2, 5, 4]",18.75,21,2,0.094,0.09,0.004,[2],supersize,pre-supersize,0,False,False,2,3,5,4,6131,implicit-mouselab,23,585066,supersize,39
mouselab,False,"[3, 3, 3, 3]","[[5, 6, 5, 5, 5], [1, 6, 2, 5, 4]]","[[4, 4, 4, 0, 4], [4, 4, 4, 4, 4]]","[17, 3]",19.799999999999997,22,3,0.1,0.096,0.004,[3],supersize,control,3,False,True,5,5,2,4,6696,implicit-mouselab,24,593766,supersize,39
mouselab,False,"[0, 4]","[[5, 3, 5, 2, 6], [6, 8, 4, 9, 7]]","[[0, 1, 1, 1, 0], [1, 1, 1, 1, 1]]","[17, 3]",19.799999999999997,23,0,0.103,0.10099999999999999,0.002,"[0, 4]",supersize,control,3,False,False,5,5,2,1,4368,implicit-mouselab,25,599473,supersize,39
mouselab,False,"[1, 1, 1, 1]","[[9, 4, 6], [6, 6, 4]]","[[4, 0, 4], [4, 4, 4]]","[12, 8]",19.8,24,2,0.104,0.09999999999999999,0.004,[1],supersize,post-supersize,2,False,True,2,3,2,4,6907,implicit-mouselab,26,609024,supersize,39
mouselab,True,"[4, 1, 0, 6, 9, 2, 8, 3, 5, 7, 8]","[[5, 6], [6, 7], [5, 7], [6, 8], [7, 3]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]","[2, 13, 1, 1, 3]",18.75,1,0,0.12,0.11,0.01,"[4, 1, 0, 6, 9, 2, 8, 3, 5, 7]",supersize,control,0,False,True,2,2,5,1,49730,implicit-mouselab,4,257471,supersize,40
mouselab,True,"[1, 0]","[[3, 4, 8, 7, 1], [4, 6, 7, 4, 6]]","[[3, 3, 4, 4, 4], [4, 4, 4, 4, 4]]","[17, 3]",19.799999999999997,2,1,0.086,0.08399999999999999,0.002,[],supersize,control,1,False,True,5,5,2,4,12776,implicit-mouselab,5,273186,supersize,40
mouselab,False,"[12, 2, 27, 4, 0, 24, 1, 20, 8, 10, 29]","[[4, 7, 1, 3, 6, 2], [4, 5, 5, 4, 7, 6], [6, 7, 6, 3, 3, 2], [8, 5, 5, 2, 5, 1], [7, 3, 5, 5, 3, 5]]","[[0, 0, 0, 1, 0, 1], [1, 1, 0, 1, 0, 1], [0, 1, 1, 1, 1, 1], [1, 1, 0, 1, 1, 1], [0, 1, 1, 0, 1, 0]]","[5, 5, 1, 6, 3]",18.75,5,3,0.065,0.054000000000000006,0.011,"[12, 2, 27, 4, 0, 24, 1, 20, 8, 10, 29]",supersize,post-supersize,5,False,False,5,6,5,1,24078,implicit-mouselab,7,302442,supersize,40
mouselab,False,"[0, 3, 4, 6, 8, 1, 7]","[[4, 5], [6, 3], [7, 6], [5, 4], [1, 6]]","[[0, 0], [1, 0], [0, 1], [0, 0], [0, 1]]","[3, 2, 6, 7, 2]",18.75,6,1,0.097,0.09,0.007,"[0, 3, 4, 6, 8, 1, 7]",supersize,control,0,False,False,2,2,5,1,6322,implicit-mouselab,8,310837,supersize,40
mouselab,False,"[0, 6, 2, 3]","[[5, 4, 4, 7, 5], [5, 1, 6, 1, 5], [4, 8, 8, 6, 7], [6, 3, 4, 4, 3], [2, 5, 4, 6, 5]]","[[3, 4, 3, 3, 4], [4, 3, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4]]","[2, 2, 1, 8, 7]",18.75,7,3,0.096,0.092,0.004,[],supersize,control,4,False,False,5,5,5,4,8781,implicit-mouselab,9,321210,supersize,40
mouselab,False,"[9, 8]","[[4, 4, 8], [7, 3, 5], [4, 6, 3], [6, 4, 5], [5, 8, 8]]","[[4, 4, 4], [4, 4, 4], [4, 4, 3], [3, 4, 4], [4, 4, 4]]","[4, 2, 5, 2, 7]",18.75,8,2,0.123,0.121,0.002,[],supersize,post-supersize,2,False,True,2,3,5,4,7140,implicit-mouselab,10,330115,supersize,40
mouselab,False,"[1, 2]","[[4, 5], [7, 6]]","[[4, 3], [3, 4]]","[1, 19]",19.799999999999997,9,1,0.119,0.11699999999999999,0.002,[],supersize,control,1,False,True,2,2,2,4,4612,implicit-mouselab,11,335899,supersize,40
mouselab,False,"[1, 3, 5]","[[8, 6, 6], [3, 5, 4]]","[[4, 3, 4], [3, 4, 3]]","[9, 11]",19.8,10,2,0.098,0.095,0.003,[],supersize,post-supersize,2,False,True,2,3,2,4,10349,implicit-mouselab,12,347805,supersize,40
mouselab,False,"[2, 1, 0]","[[3, 4], [3, 2]]","[[0, 0], [0, 1]]","[16, 4]",19.8,11,0,0.06,0.056999999999999995,0.003,"[2, 1, 0]",supersize,control,0,False,True,2,2,2,1,5541,implicit-mouselab,13,354840,supersize,40
mouselab,False,"[3, 5, 7, 4, 9]","[[4, 6, 6, 6, 5], [7, 8, 5, 5, 8]]","[[4, 4, 4, 3, 3], [3, 4, 3, 4, 3]]","[6, 14]",19.8,12,0,0.122,0.11699999999999999,0.005,[],supersize,control,1,False,False,5,5,2,4,6868,implicit-mouselab,14,362946,supersize,40
mouselab,False,"[1, 6, 3, 9, 0]","[[7, 7, 7, 5, 2], [6, 4, 3, 5, 7]]","[[3, 3, 4, 3, 4], [4, 3, 4, 4, 3]]","[8, 12]",19.8,13,4,0.1,0.095,0.005,[],supersize,control,2,False,False,5,5,2,4,7215,implicit-mouselab,15,371400,supersize,40
mouselab,False,"[0, 3]","[[5, 6], [3, 5]]","[[0, 1], [1, 0]]","[11, 9]",19.8,14,1,0.111,0.109,0.002,"[0, 3]",supersize,control,1,False,True,2,2,2,1,3255,implicit-mouselab,16,375991,supersize,40
mouselab,False,"[4, 6, 1, 8, 11, 5, 11, 0]","[[6, 4, 6, 6, 5, 2], [5, 6, 8, 5, 2, 0]]","[[3, 3, 4, 4, 3, 4], [3, 4, 3, 4, 4, 2]]","[10, 10]",19.8,15,1,0.1,0.093,0.007,[],supersize,post-supersize,5,False,False,5,6,2,4,10511,implicit-mouselab,17,387646,supersize,40
mouselab,False,"[6, 13, 14, 2, 27, 5]","[[5, 3, 4, 6, 4, 6], [7, 5, 6, 6, 5, 4], [5, 4, 7, 4, 4, 7], [6, 4, 2, 5, 4, 7], [4, 5, 5, 3, 5, 7]]","[[4, 4, 3, 4, 4, 3], [3, 4, 4, 4, 4, 4], [4, 3, 3, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 3, 4, 4]]","[6, 8, 2, 1, 3]",18.75,16,5,0.11,0.104,0.006,[],supersize,pre-supersize,4,False,False,5,6,5,4,8412,implicit-mouselab,18,397665,supersize,40
mouselab,False,"[0, 2]","[[5, 5, 2], [8, 4, 6]]","[[0, 1, 0], [1, 1, 1]]","[18, 2]",19.799999999999997,17,1,0.098,0.096,0.002,"[0, 2]",supersize,pre-supersize,2,False,False,2,3,2,1,5437,implicit-mouselab,19,404148,supersize,40
mouselab,False,"[0, 2, 1]","[[2, 4], [6, 5]]","[[0, 0], [0, 1]]","[7, 13]",19.8,18,1,0.093,0.09,0.003,"[0, 2, 1]",supersize,control,1,False,True,2,2,2,1,5298,implicit-mouselab,20,410351,supersize,40
mouselab,False,"[0, 7, 18, 20, 9, 3, 10, 22, 2, 14, 17, 5]","[[7, 4, 4, 6, 4, 5], [3, 5, 2, 4, 5, 3], [6, 7, 8, 5, 7, 5], [6, 5, 7, 5, 5, 5], [7, 5, 2, 4, 5, 7]]","[[3, 4, 3, 3, 4, 3], [4, 3, 4, 3, 3, 4], [4, 4, 3, 4, 4, 3], [3, 4, 3, 4, 3, 4], [4, 4, 4, 4, 4, 4]]","[11, 2, 1, 4, 2]",18.75,19,3,0.107,0.095,0.012,[],supersize,post-supersize,5,False,False,5,6,5,4,13404,implicit-mouselab,21,425345,supersize,40
mouselab,False,"[0, 5, 12, 2, 3, 13, 15, 20, 11, 19, 9, 22, 6, 18]","[[6, 6, 4, 3, 7], [4, 6, 3, 4, 5], [5, 3, 3, 4, 7], [5, 4, 8, 6, 7], [8, 8, 3, 6, 7]]","[[0, 1, 0, 0, 1], [0, 0, 1, 1, 0], [1, 0, 0, 0, 1], [0, 1, 1, 0, 0], [0, 1, 0, 1, 1]]","[2, 5, 3, 7, 3]",18.75,20,0,0.106,0.092,0.014,"[0, 5, 12, 2, 3, 13, 15, 20, 11, 19, 9, 22, 6, 18]",supersize,control,1,False,False,5,5,5,1,15514,implicit-mouselab,22,442449,supersize,40
mouselab,False,"[0, 11, 6, 10, 2, 7, 22, 8, 13, 18, 9, 24, 3, 23]","[[6, 5, 5, 6, 6], [6, 6, 6, 3, 4], [6, 6, 7, 2, 7], [6, 4, 4, 6, 5], [3, 9, 3, 7, 6]]","[[3, 4, 3, 3, 4], [4, 3, 3, 3, 3], [3, 3, 4, 3, 4], [4, 4, 4, 3, 4], [4, 4, 3, 3, 3]]","[3, 4, 1, 9, 3]",18.75,21,3,0.107,0.093,0.014,[],supersize,control,2,False,False,5,5,5,4,12669,implicit-mouselab,23,456803,supersize,40
mouselab,False,"[1, 3, 9, 4, 11, 2, 8]","[[3, 6, 4, 4, 3, 7], [7, 3, 4, 5, 7, 4]]","[[1, 0, 0, 0, 0, 1], [1, 1, 0, 0, 1, 0]]","[13, 7]",19.8,22,2,0.08,0.073,0.007,"[1, 3, 9, 4, 11, 2, 8]",supersize,pre-supersize,0,False,False,5,6,2,1,6888,implicit-mouselab,24,464848,supersize,40
mouselab,False,"[0, 3, 9, 13, 4, 8, 1]","[[8, 6, 6], [7, 6, 6], [7, 6, 4], [6, 3, 3], [4, 6, 7]]","[[0, 0, 1], [0, 0, 1], [1, 1, 0], [0, 1, 1], [1, 0, 1]]","[7, 1, 8, 2, 2]",18.75,23,1,0.114,0.107,0.007,"[0, 3, 9, 13, 4, 8, 1]",supersize,pre-supersize,2,False,False,2,3,5,1,7390,implicit-mouselab,25,473876,supersize,40
mouselab,False,"[0, 9, 12, 4, 10, 5, 8, 1, 7]","[[6, 5, 6], [6, 5, 8], [5, 4, 7], [7, 4, 4], [3, 6, 4]]","[[0, 0, 1], [1, 0, 0], [1, 0, 0], [0, 0, 1], [0, 1, 1]]","[4, 3, 2, 9, 2]",18.75,24,1,0.091,0.082,0.009,"[0, 9, 12, 4, 10, 5, 8, 1, 7]",supersize,pre-supersize,1,False,True,2,3,5,1,11379,implicit-mouselab,26,486783,supersize,40
mouselab,True,"[24, 12, 10, 21, 23, 20, 22]","[[7, 6, 5, 4, 4], [3, 3, 7, 7, 6], [8, 3, 8, 6, 3], [7, 6, 7, 0, 7], [1, 4, 6, 6, 3]]","[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [0, 1, 0, 1, 1], [1, 1, 1, 1, 1], [0, 0, 0, 0, 0]]","[1, 2, 4, 2, 11]",18.75,1,2,0.131,0.124,0.007,"[24, 12, 10, 21, 23, 20, 22]",supersize,control,4,False,False,5,5,5,1,47862,implicit-mouselab,4,425664,supersize,44
mouselab,True,"[2, 2, 2, 2, 1, 1, 1, 1]","[[6, 4], [4, 5]]","[[4, 0], [0, 4]]","[11, 9]",19.8,2,0,0.102,0.094,0.008,"[2, 1]",supersize,control,0,False,True,2,2,2,4,13179,implicit-mouselab,5,441237,supersize,44
mouselab,False,"[0, 3]","[[8, 3], [7, 7]]","[[0, 1], [1, 0]]","[10, 10]",19.8,5,0,0.15,0.148,0.002,"[0, 3]",supersize,control,0,False,True,2,2,2,1,6181,implicit-mouselab,7,454305,supersize,44
mouselab,False,"[2, 5, 3, 6]","[[8, 6], [6, 7], [6, 3], [6, 4], [6, 9]]","[[1, 1], [0, 0], [1, 0], [0, 1], [1, 1]]","[3, 7, 5, 3, 2]",18.75,6,0,0.126,0.122,0.004,"[2, 5, 3, 6]",supersize,control,0,False,True,2,2,5,1,27129,implicit-mouselab,8,484411,supersize,44
mouselab,False,"[0, 7, 3, 10, 2]","[[8, 4, 8, 3, 7, 5], [4, 5, 8, 2, 5, 5]]","[[0, 1, 0, 0, 1, 1], [1, 0, 1, 1, 0, 1]]","[13, 7]",19.8,7,2,0.16,0.155,0.005,"[0, 7, 3, 10, 2]",supersize,post-supersize,5,False,False,5,6,2,1,40620,implicit-mouselab,9,527486,supersize,44
mouselab,False,"[12, 12, 12, 12, 20, 20, 20, 20, 17, 17, 17, 17]","[[5, 6, 3, 6, 4, 5], [3, 4, 6, 5, 3, 6], [8, 4, 5, 5, 7, 7], [5, 5, 3, 5, 3, 7], [5, 6, 7, 4, 2, 6]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [0, 4, 4, 4, 4, 0], [4, 4, 0, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[1, 3, 8, 5, 3]",18.75,8,0,0.118,0.106,0.012,"[12, 20, 17]",supersize,pre-supersize,3,False,False,5,6,5,4,25918,implicit-mouselab,10,555678,supersize,44
mouselab,False,"[2, 2, 2, 2]","[[5, 5], [5, 7]]","[[4, 4], [0, 4]]","[8, 12]",19.8,9,1,0.124,0.12,0.004,[2],supersize,control,0,False,False,2,2,2,4,9438,implicit-mouselab,11,567111,supersize,44
mouselab,False,"[6, 6, 6, 6, 8, 8, 8, 8, 10, 10, 10, 10]","[[6, 3, 5, 5, 5, 6], [4, 8, 8, 2, 3, 6], [5, 8, 7, 4, 6, 5], [6, 6, 8, 5, 8, 5], [2, 5, 4, 6, 6, 6]]","[[4, 4, 4, 4, 4, 4], [0, 4, 0, 4, 0, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[2, 9, 1, 5, 3]",18.75,10,2,0.141,0.12899999999999998,0.012,"[6, 8, 10]",supersize,post-supersize,5,False,False,5,6,5,4,15823,implicit-mouselab,12,584541,supersize,44
mouselab,False,"[10, 23, 21, 12, 14, 24, 11]","[[6, 5, 6, 5, 4], [5, 5, 5, 6, 5], [8, 8, 3, 4, 4], [5, 6, 2, 6, 4], [4, 8, 5, 4, 6]]","[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [0, 0, 0, 1, 0], [1, 1, 1, 1, 1], [1, 0, 1, 0, 0]]","[3, 1, 6, 4, 6]",18.75,11,1,0.14,0.133,0.007,"[10, 23, 21, 12, 14, 24, 11]",supersize,control,1,False,True,5,5,5,1,25396,implicit-mouselab,13,611941,supersize,44
mouselab,False,"[0, 0, 0, 0, 2, 2, 2, 2, 27, 27, 27, 27, 4, 4, 4, 4, 29, 29, 29, 29]","[[5, 3, 3, 5, 5, 6], [4, 5, 8, 8, 7, 6], [6, 4, 7, 4, 4, 5], [7, 5, 6, 5, 6, 6], [3, 8, 8, 4, 3, 5]]","[[0, 4, 0, 4, 0, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 0, 4, 0]]","[8, 1, 3, 1, 7]",18.75,12,1,0.102,0.08199999999999999,0.02,"[0, 2, 27, 4, 29]",supersize,pre-supersize,1,False,True,5,6,5,4,18490,implicit-mouselab,14,631706,supersize,44
mouselab,False,"[10, 10, 10, 10, 6, 6, 6, 6, 6, 22, 22, 22, 22, 13, 13, 13, 13, 13]","[[5, 7, 5, 4, 4], [3, 4, 4, 4, 6], [1, 3, 3, 5, 7], [4, 3, 3, 3, 5], [5, 3, 5, 4, 7]]","[[4, 4, 4, 4, 4], [4, 0, 4, 4, 4], [0, 4, 4, 0, 4], [4, 4, 4, 4, 4], [4, 4, 0, 4, 4]]","[3, 4, 5, 3, 5]",18.75,13,2,0.08,0.064,0.016,"[10, 6, 22, 13]",supersize,control,0,False,False,5,5,5,4,17613,implicit-mouselab,15,651394,supersize,44
mouselab,False,"[6, 6, 6, 6, 1, 1, 1, 1, 3, 3, 3, 3, 10, 10, 10, 10]","[[5, 4, 5, 6, 5, 7], [6, 6, 7, 7, 3, 2], [3, 4, 6, 6, 3, 4], [5, 7, 6, 8, 7, 2], [5, 3, 8, 10, 4, 5]]","[[4, 0, 4, 0, 4, 4], [0, 4, 4, 4, 0, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[5, 5, 2, 4, 4]",18.75,14,0,0.101,0.085,0.016,"[6, 1, 3, 10]",supersize,pre-supersize,2,False,False,5,6,5,4,22323,implicit-mouselab,16,676918,supersize,44
mouselab,False,"[2, 3, 0]","[[8, 5], [4, 4]]","[[0, 1], [0, 0]]","[4, 16]",19.8,15,0,0.096,0.093,0.003,"[2, 3, 0]",supersize,control,1,False,False,2,2,2,1,8983,implicit-mouselab,17,687345,supersize,44
mouselab,False,"[3, 4, 1, 5]","[[3, 3, 6], [4, 5, 5]]","[[1, 0, 1], [0, 0, 0]]","[2, 18]",19.799999999999997,16,2,0.102,0.09799999999999999,0.004,"[3, 4, 1, 5]",supersize,post-supersize,2,False,True,2,3,2,1,26826,implicit-mouselab,18,715964,supersize,44
