type,is_practice,original_item_cost,sale_item_cost,click_values,payoff_matrix,cost_matrix,weights,highlight_weight,weights_deviation,trial_num,selected_option,gross_earnings,net_earnings,click_cost,uncovered_values,num_values_revealed,num_options,num_features,reaction_time,points_click_cost,points_action_utility,points_metalevel_reward,sale_type,is_control,sale_index,highlight_value,trial_type,trial_index,time_elapsed,highlight_value_check,maximized_highlighted_option,highlight_num_clicks,highlight_weight_check,num_highlight_reveals,participant_id,weights_sum
traffic-light-mouselab,False,3,1,[],"[[5, 4, 4, 4, 5], [6, 5, 5, 5, 5], [5, 7, 3, 7, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[12, 11, 7]",11,6,14,0,0.054,0.054,0.0,[],0,5,3,1296,0,161,161,none,True,1,11,traffic-light-mouselab,18,442293,6,1,0,11,0,13,30
traffic-light-mouselab,False,3,1,[],"[[10, 4, 6, 1, 7], [6, 3, 5, 3, 8], [4, 5, 9, 4, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 1, 27]",27,34,15,0,0.045,0.045,0.0,[],0,5,3,3286,0,134,134,none,True,2,27,traffic-light-mouselab,19,447052,4,0,0,27,0,13,30
traffic-light-mouselab,False,3,1,[],"[[7, 6, 4, 5, 4], [4, 5, 6, 8, 7], [4, 1, 2, 3, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[25, 3, 2]",25,30,16,1,0.056,0.056,0.0,[],0,5,3,1224,0,167,167,none,True,0,25,traffic-light-mouselab,20,450020,6,0,0,25,0,13,30
traffic-light-mouselab,False,3,1,[],"[[6, 6, 7, 6, 5], [7, 6, 2, 5, 7], [6, 5, 8, 1, 1]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[16, 11, 3]",16,14,17,1,0.059,0.059,0.0,[],0,5,3,1176,0,177,177,none,False,0,16,traffic-light-mouselab,21,452357,6,0,0,16,0,13,30
traffic-light-mouselab,False,3,1,[],"[[7, 7, 5, 2, 5], [5, 7, 6, 5, 3], [5, 2, 4, 3, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[9, 4, 17]",9,14,18,1,0.042,0.042,0.0,[],0,5,3,1703,0,125,125,none,True,0,9,traffic-light-mouselab,22,455293,7,1,0,9,0,13,30
traffic-light-mouselab,False,3,1,[],"[[2, 5, 4, 5, 4], [3, 7, 6, 6, 4], [6, 7, 6, 7, 4]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[12, 12, 6]",12,8,19,2,0.052,0.052,0.0,[],0,5,3,742,0,156,156,none,False,0,12,traffic-light-mouselab,23,457325,4,0,0,12,0,13,30
traffic-light-mouselab,False,3,1,[],"[[4, 7, 7, 4, 6], [3, 6, 7, 8, 3], [4, 7, 6, 6, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[8, 9, 13]",13,6,20,2,0.066,0.066,0.0,[],0,5,3,638,0,197,197,none,True,2,13,traffic-light-mouselab,24,459303,6,0,0,13,0,13,30
traffic-light-mouselab,False,3,1,[],"[[6, 4, 4, 4, 0], [5, 4, 3, 5, 6], [7, 4, 8, 6, 3]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[14, 4, 12]",14,12,21,2,0.055,0.055,0.0,[],0,5,3,2047,0,164,164,none,False,0,14,traffic-light-mouselab,25,462485,4,0,0,14,0,13,30
traffic-light-mouselab,False,3,1,[],"[[7, 8, 4, 7, 5], [5, 5, 6, 6, 0], [3, 4, 1, 7, 5]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 18, 2]",10,16,22,3,0.064,0.064,0.0,[],0,5,3,3615,0,192,192,none,False,0,10,traffic-light-mouselab,26,468972,7,0,0,10,0,13,30
traffic-light-mouselab,False,3,1,[],"[[6, 2, 4, 6, 8], [7, 4, 8, 7, 7], [2, 5, 4, 5, 2]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[1, 17, 12]",1,18,23,3,0.062,0.062,0.0,[],0,5,3,936,0,185,185,none,True,0,1,traffic-light-mouselab,27,471773,6,0,0,1,0,13,30
traffic-light-mouselab,False,3,1,[],"[[6, 5, 5, 7, 2], [6, 8, 4, 3, 10], [5, 3, 5, 3, 8]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[4, 4, 22]",4,24,24,3,0.035,0.035,0.0,[],0,5,3,1575,0,106,106,none,False,1,4,traffic-light-mouselab,28,474405,3,0,0,4,0,13,30
traffic-light-mouselab,False,3,1,[],"[[3, 6, 3, 5, 2], [10, 6, 8, 7, 3], [5, 6, 7, 7, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 7, 21]",7,22,25,3,0.069,0.069,0.0,[],0,5,3,1039,0,206,206,none,True,1,7,traffic-light-mouselab,29,476877,7,0,0,7,0,13,30
traffic-light-mouselab,False,3,1,[],"[[7, 5, 5, 8, 3], [6, 8, 4, 3, 6], [4, 7, 6, 7, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[1, 1, 28]",28,36,26,3,0.069,0.069,0.0,[],0,5,3,1176,0,207,207,none,False,2,28,traffic-light-mouselab,30,479589,7,1,0,28,0,13,30
traffic-light-mouselab,False,3,1,[],"[[9, 6, 6, 6, 2], [5, 5, 5, 4, 8], [6, 4, 5, 3, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[7, 3, 20]",3,20,27,3,0.038,0.038,0.0,[],0,5,3,967,0,114,114,none,True,1,3,traffic-light-mouselab,31,481661,4,0,0,3,0,13,30
traffic-light-mouselab,False,3,1,[],"[[7, 5, 4, 4, 2], [5, 4, 4, 6, 4], [5, 6, 7, 4, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[5, 1, 24]",24,28,28,3,0.041,0.041,0.0,[],0,5,3,1007,0,122,122,none,False,2,24,traffic-light-mouselab,32,483797,4,0,0,24,0,13,30
traffic-light-mouselab,False,3,1,[],"[[5, 5, 6, 0, 10], [8, 6, 5, 7, 4], [4, 6, 4, 7, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[13, 15, 2]",15,16,29,3,0.04,0.04,0.0,[],0,5,3,790,0,119,119,none,True,1,15,traffic-light-mouselab,33,485725,7,0,0,15,0,13,30
traffic-light-mouselab,False,3,1,[],"[[2, 4, 1, 4, 5], [6, 6, 4, 6, 2], [3, 5, 4, 5, 4]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[2, 26, 2]",26,32,30,3,0.058,0.058,0.0,[],0,5,3,1399,0,174,174,none,False,1,26,traffic-light-mouselab,34,488181,6,1,0,26,0,13,30
traffic-light-mouselab,True,3,1,"[6, 6, 6, 2, 2, 2, 11, 11, 11, 0, 0, 0, 1, 1, 1, 3, 3, 3, 4, 4, 4, 9, 9, 9, 14, 14, 14, 8, 8, 8, 13, 13, 13, 12, 12, 12, 7, 7, 7, 5, 5, 5, 10, 10, 10, 0, 0]","[[5, 7, 6, 3, 7], [3, 4, 4, 7, 5], [5, 3, 4, 4, 8]]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[12, 13, 5]",13,10,1,1,0.05,0.035,0.015,"[6, 2, 11, 0, 1, 3, 4, 9, 14, 8, 13, 12, 7, 5, 10]",15,5,3,63748,45,151,106,none,True,1,13,traffic-light-mouselab,4,327208,4,0,15,13,5,14,30
traffic-light-mouselab,True,3,1,"[0, 1, 4, 3, 2]","[[3, 4, 4, 5, 4], [9, 4, 4, 4, 5], [2, 6, 2, 9, 7]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 13, 7]",10,6,2,3,0.055,0.05333333333333334,0.0016666666666666668,"[0, 1, 4, 3, 2]",5,5,3,20180,5,165,160,none,False,0,10,traffic-light-mouselab,5,353592,5,1,5,10,5,14,30
traffic-light-mouselab,False,3,1,"[0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4]","[[5, 6, 5, 8, 6], [7, 5, 6, 5, 7], [9, 5, 7, 5, 5]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[1, 12, 17]",12,18,3,2,0.065,0.060000000000000005,0.005,"[0, 1, 2, 3, 4]",5,5,3,11959,15,196,181,none,True,1,12,traffic-light-mouselab,7,374022,6,0,0,12,0,14,30
traffic-light-mouselab,False,3,1,"[0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4]","[[5, 8, 8, 9, 5], [6, 6, 6, 4, 5], [4, 3, 8, 5, 7]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[22, 5, 3]",22,24,4,3,0.078,0.073,0.005,"[0, 1, 2, 3, 4]",5,5,3,17425,15,233,218,none,True,0,22,traffic-light-mouselab,8,393788,9,1,15,22,5,14,30
traffic-light-mouselab,False,3,1,"[0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4]","[[0, 8, 7, 7, 5], [4, 6, 2, 6, 6], [5, 2, 5, 6, 9]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[15, 4, 11]",4,12,5,1,0.055,0.05,0.005,"[0, 1, 2, 3, 4]",5,5,3,13262,15,166,151,none,True,1,4,traffic-light-mouselab,9,409052,6,1,0,4,0,14,30
traffic-light-mouselab,False,3,1,"[0, 0, 0, 5, 5, 5, 10, 10, 10]","[[3, 4, 4, 8, 6], [7, 4, 9, 6, 1], [3, 2, 7, 1, 4]]","[[0, 3, 3, 3, 3], [0, 3, 3, 3, 3], [0, 3, 3, 3, 3]]","[12, 16, 2]",2,16,6,0,0.051,0.047999999999999994,0.003,"[0, 5, 10]",3,5,3,6145,9,154,145,none,True,2,2,traffic-light-mouselab,10,418450,3,0,3,2,1,14,30
traffic-light-mouselab,False,3,1,"[0, 1, 2, 3, 4, 14, 14, 14]","[[4, 4, 6, 4, 7], [8, 5, 7, 7, 5], [7, 4, 4, 7, 7]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 0]]","[5, 5, 20]",5,20,7,4,0.067,0.06433333333333334,0.0026666666666666666,"[0, 1, 2, 3, 4, 14]",6,5,3,14150,8,200,192,none,False,0,5,traffic-light-mouselab,11,436858,7,1,5,5,5,14,30
traffic-light-mouselab,False,3,1,"[0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3]","[[3, 6, 3, 6, 4], [4, 6, 4, 6, 6], [8, 6, 5, 3, 5]]","[[0, 0, 0, 0, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[28, 1, 1]",28,36,8,1,0.06,0.055999999999999994,0.004,"[0, 1, 2, 3]",4,5,3,11485,12,180,168,none,True,0,28,traffic-light-mouselab,12,451460,6,1,12,28,4,14,30
traffic-light-mouselab,False,3,1,"[10, 10, 10, 14, 14, 14]","[[3, 4, 5, 7, 5], [4, 8, 7, 5, 4], [2, 5, 2, 6, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 3, 3, 3, 0]]","[5, 1, 24]",24,28,9,4,0.066,0.064,0.002,"[10, 14]",2,5,3,5667,6,197,191,none,True,2,24,traffic-light-mouselab,13,459202,7,1,6,24,2,14,30
traffic-light-mouselab,False,3,1,"[14, 10, 12]","[[2, 4, 3, 5, 6], [7, 6, 5, 6, 2], [4, 8, 6, 4, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 1, 0, 1, 0]]","[2, 5, 23]",23,26,10,2,0.056,0.055,0.001,"[14, 10, 12]",3,5,3,6100,3,169,166,none,False,2,23,traffic-light-mouselab,14,467817,6,0,3,23,3,14,30
traffic-light-mouselab,False,3,1,"[10, 10, 10, 5, 5, 5, 9, 9, 9]","[[3, 5, 5, 3, 6], [4, 4, 3, 5, 6], [4, 5, 6, 6, 6]]","[[3, 3, 3, 3, 3], [0, 3, 3, 3, 0], [0, 3, 3, 3, 3]]","[8, 11, 11]",8,4,11,4,0.06,0.056999999999999995,0.003,"[10, 5, 9]",3,5,3,92689,9,180,171,none,True,0,8,traffic-light-mouselab,15,574778,6,1,0,8,0,14,30
traffic-light-mouselab,False,3,1,"[11, 11, 11, 12, 12, 12]","[[7, 6, 4, 7, 5], [2, 8, 4, 7, 2], [2, 3, 8, 6, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 0, 0, 3, 3]]","[4, 12, 14]",14,12,12,2,0.059,0.056999999999999995,0.002,"[11, 12]",2,5,3,6788,6,176,170,none,True,2,14,traffic-light-mouselab,16,591869,8,1,6,14,2,14,30
traffic-light-mouselab,False,3,1,"[1, 1, 1]","[[4, 4, 5, 4, 7], [5, 5, 4, 4, 5], [5, 5, 7, 5, 9]]","[[3, 0, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[26, 3, 1]",26,32,13,1,0.041,0.04,0.001,[1],1,5,3,5578,3,124,121,none,True,0,26,traffic-light-mouselab,17,607075,4,0,3,26,1,14,30
traffic-light-mouselab,False,3,1,"[1, 3]","[[6, 3, 5, 6, 0], [7, 7, 5, 4, 5], [4, 1, 3, 4, 6]]","[[1, 0, 1, 0, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[19, 1, 10]",19,18,14,3,0.053,0.05233333333333333,0.0006666666666666666,"[1, 3]",2,5,3,3970,2,158,156,none,False,0,19,traffic-light-mouselab,18,612863,6,1,2,19,2,14,30
traffic-light-mouselab,False,3,1,"[5, 9, 6]","[[4, 7, 6, 2, 6], [5, 0, 7, 5, 5], [3, 6, 5, 7, 6]]","[[3, 3, 3, 3, 3], [0, 0, 1, 1, 0], [3, 3, 3, 3, 3]]","[3, 21, 6]",21,22,15,4,0.053,0.052,0.001,"[5, 9, 6]",3,5,3,5838,3,159,156,none,False,1,21,traffic-light-mouselab,19,621048,5,0,3,21,3,14,30
traffic-light-mouselab,False,3,1,"[10, 11]","[[5, 5, 4, 3, 9], [6, 5, 10, 6, 6], [5, 4, 7, 5, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 1, 1, 1]]","[4, 11, 15]",15,12,16,0,0.054,0.05333333333333333,0.0006666666666666666,"[10, 11]",2,5,3,4681,2,161,159,none,False,2,15,traffic-light-mouselab,20,628356,5,0,2,15,2,14,30
traffic-light-mouselab,False,3,1,"[0, 0, 0, 4, 4, 4]","[[3, 6, 1, 4, 5], [6, 4, 1, 5, 6], [8, 7, 4, 6, 8]]","[[0, 3, 3, 3, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[16, 1, 13]",16,18,17,0,0.053,0.051,0.002,"[0, 4]",2,5,3,7349,6,158,152,none,True,0,16,traffic-light-mouselab,21,637545,3,0,6,16,2,14,30
traffic-light-mouselab,False,3,1,"[0, 0, 0]","[[4, 7, 5, 4, 6], [5, 3, 4, 3, 7], [7, 7, 5, 5, 4]]","[[0, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[1, 19, 10]",10,18,18,0,0.056,0.055,0.001,[0],1,5,3,2674,3,169,166,none,True,2,10,traffic-light-mouselab,22,641894,7,1,0,10,0,14,30
traffic-light-mouselab,False,3,1,"[14, 13, 12, 11, 10]","[[4, 4, 5, 7, 5], [5, 7, 4, 5, 5], [7, 5, 7, 5, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[14, 15, 1]",1,18,19,2,0.046,0.044333333333333336,0.0016666666666666668,"[14, 13, 12, 11, 10]",5,5,3,5752,5,137,132,none,False,2,1,traffic-light-mouselab,23,649260,7,1,5,1,5,14,30
traffic-light-mouselab,False,3,1,"[10, 10]","[[4, 5, 5, 3, 6], [2, 6, 5, 4, 6], [4, 1, 8, 4, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 3, 3, 3, 3]]","[6, 4, 20]",20,20,20,0,0.037,0.03633333333333333,0.0006666666666666666,[],0,5,3,8521,2,112,110,none,True,2,20,traffic-light-mouselab,24,663871,4,0,2,20,0,14,30
traffic-light-mouselab,False,3,1,"[5, 6, 7, 9, 8]","[[6, 4, 2, 8, 4], [5, 6, 5, 3, 5], [5, 3, 4, 6, 5]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[8, 17, 5]",17,14,21,1,0.05,0.04833333333333334,0.0016666666666666668,"[5, 6, 7, 9, 8]",5,5,3,5863,5,149,144,none,False,1,17,traffic-light-mouselab,25,671238,6,1,5,17,5,14,30
traffic-light-mouselab,False,3,1,"[5, 5, 5, 1, 1, 1]","[[3, 6, 3, 10, 4], [4, 5, 7, 6, 6], [6, 4, 7, 5, 7]]","[[3, 0, 3, 3, 3], [0, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 18, 10]",18,16,22,1,0.047,0.045,0.002,"[5, 1]",2,5,3,7396,6,142,136,none,True,1,18,traffic-light-mouselab,26,680199,5,0,3,18,1,14,30
traffic-light-mouselab,False,3,1,"[10, 11, 14, 12]","[[2, 5, 7, 3, 5], [7, 5, 5, 5, 3], [6, 3, 2, 7, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 1, 0]]","[1, 4, 25]",25,30,23,0,0.06,0.058666666666666666,0.0013333333333333333,"[10, 11, 14, 12]",4,5,3,6291,4,180,176,none,False,2,25,traffic-light-mouselab,27,692825,6,0,4,25,4,14,30
traffic-light-mouselab,False,3,1,"[0, 2]","[[4, 7, 6, 5, 5], [5, 8, 5, 8, 2], [7, 8, 7, 4, 6]]","[[0, 1, 0, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[11, 10, 9]",11,2,24,2,0.06,0.05933333333333333,0.0006666666666666666,"[0, 2]",2,5,3,4219,2,179,177,none,False,0,11,traffic-light-mouselab,28,702168,6,0,2,11,2,14,30
traffic-light-mouselab,False,3,1,"[4, 4, 4, 0, 0, 0]","[[3, 4, 5, 4, 3], [3, 8, 7, 3, 8], [3, 9, 4, 8, 5]]","[[0, 3, 3, 3, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[16, 6, 8]",6,12,25,2,0.051,0.048999999999999995,0.002,"[4, 0]",2,5,3,4567,6,154,148,none,True,1,6,traffic-light-mouselab,29,709297,7,0,0,6,0,14,30
traffic-light-mouselab,False,3,1,"[4, 0]","[[4, 2, 1, 8, 5], [5, 3, 7, 6, 6], [7, 6, 4, 2, 5]]","[[0, 1, 1, 1, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[7, 22, 1]",7,24,26,4,0.057,0.05633333333333333,0.0006666666666666666,"[4, 0]",2,5,3,4214,2,172,170,none,False,0,7,traffic-light-mouselab,30,715106,5,0,2,7,2,14,30
traffic-light-mouselab,False,3,1,"[9, 5]","[[9, 8, 6, 2, 3], [5, 6, 4, 5, 5], [7, 7, 8, 6, 6]]","[[3, 3, 3, 3, 3], [0, 1, 1, 1, 0], [3, 3, 3, 3, 3]]","[2, 27, 1]",27,34,27,0,0.053,0.05233333333333333,0.0006666666666666666,"[9, 5]",2,5,3,3308,2,160,158,none,False,1,27,traffic-light-mouselab,31,719481,5,0,2,27,2,14,30
traffic-light-mouselab,False,3,1,"[10, 11, 12]","[[6, 7, 4, 5, 6], [6, 6, 5, 5, 6], [4, 5, 7, 3, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 1, 1]]","[11, 6, 13]",13,8,28,2,0.055,0.054,0.001,"[10, 11, 12]",3,5,3,2755,3,165,162,none,False,2,13,traffic-light-mouselab,32,723208,7,1,3,13,3,14,30
traffic-light-mouselab,False,3,1,[0],"[[7, 4, 4, 5, 5], [4, 5, 3, 4, 3], [6, 7, 8, 4, 7]]","[[0, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[9, 15, 6]",9,10,29,0,0.053,0.05266666666666667,0.0003333333333333333,[0],1,5,3,2756,1,159,158,none,False,0,9,traffic-light-mouselab,33,727278,7,1,1,9,1,14,30
traffic-light-mouselab,False,3,1,"[14, 10]","[[7, 4, 3, 6, 5], [5, 5, 6, 4, 5], [5, 7, 7, 3, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 1, 1, 1, 0]]","[1, 26, 3]",3,32,30,1,0.052,0.05133333333333333,0.0006666666666666666,"[14, 10]",2,5,3,3665,2,155,153,none,False,2,3,traffic-light-mouselab,34,734517,7,1,2,3,2,14,30
traffic-light-mouselab,True,3,1,"[0, 0, 0, 5, 6, 7, 8, 9, 11, 11, 11, 12, 12, 12, 14, 14, 14, 10, 10, 10, 1, 1, 1]","[[6, 6, 7, 6, 5], [7, 8, 4, 3, 7], [3, 3, 2, 6, 3]]","[[0, 0, 3, 3, 3], [0, 0, 0, 0, 0], [0, 0, 0, 3, 0]]","[12, 7, 11]",7,6,1,1,0.054,0.04633333333333333,0.007666666666666666,"[0, 5, 6, 7, 8, 9, 11, 12, 14, 10, 1]",11,5,3,30378,23,161,138,none,False,1,7,traffic-light-mouselab,4,199254,8,1,5,7,5,15,30
traffic-light-mouselab,True,3,1,"[0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4]","[[4, 4, 6, 4, 5], [5, 5, 7, 5, 7], [4, 5, 6, 6, 4]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[25, 4, 1]",25,30,2,2,0.061,0.056,0.005,"[0, 1, 2, 3, 4]",5,5,3,8372,15,184,169,none,True,0,25,traffic-light-mouselab,5,222744,6,1,15,25,5,15,30
traffic-light-mouselab,False,3,1,"[0, 1, 2, 3, 4]","[[4, 5, 9, 5, 7], [5, 4, 3, 4, 4], [8, 3, 6, 3, 6]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[22, 5, 3]",22,24,3,2,0.077,0.07533333333333334,0.0016666666666666668,"[0, 1, 2, 3, 4]",5,5,3,6574,5,231,226,none,False,0,22,traffic-light-mouselab,7,232761,9,1,5,22,5,15,30
traffic-light-mouselab,False,3,1,"[0, 1, 2, 3, 4, 5, 5, 5, 9, 9, 9]","[[7, 3, 6, 4, 8], [6, 6, 3, 5, 8], [7, 6, 5, 6, 4]]","[[0, 0, 0, 0, 0], [0, 3, 3, 3, 0], [3, 3, 3, 3, 3]]","[18, 8, 4]",18,16,4,4,0.075,0.07133333333333333,0.0036666666666666666,"[0, 1, 2, 3, 4, 5, 9]",7,5,3,13222,11,224,213,none,False,0,18,traffic-light-mouselab,8,247740,8,1,5,18,5,15,30
traffic-light-mouselab,False,3,1,"[5, 5, 5, 6, 6, 6, 9, 9, 9, 8, 8, 8, 7, 7, 7, 12, 12, 12, 11, 11, 11]","[[1, 3, 6, 3, 5], [2, 7, 9, 6, 5], [4, 4, 4, 8, 7]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 0, 0, 3, 3]]","[3, 16, 11]",3,14,5,2,0.069,0.062000000000000006,0.007,"[5, 6, 9, 8, 7, 12, 11]",7,5,3,13229,21,206,185,none,True,0,3,traffic-light-mouselab,9,263247,6,1,0,3,0,15,30
traffic-light-mouselab,False,3,1,"[10, 11, 12, 13, 14]","[[5, 3, 4, 8, 4], [5, 3, 7, 6, 8], [4, 5, 5, 5, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[6, 4, 20]",20,20,6,2,0.051,0.04933333333333333,0.0016666666666666668,"[10, 11, 12, 13, 14]",5,5,3,10162,5,152,147,none,False,2,20,traffic-light-mouselab,10,274705,5,1,5,20,5,15,30
traffic-light-mouselab,False,3,1,"[10, 10, 10, 11, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 14, 3, 3, 3, 4, 4, 4]","[[8, 5, 5, 3, 7], [4, 2, 5, 4, 5], [6, 7, 6, 8, 8]]","[[3, 3, 3, 0, 0], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[10, 9, 11]",11,2,7,4,0.068,0.061000000000000006,0.007,"[10, 11, 12, 13, 14, 3, 4]",7,5,3,11703,21,203,182,none,True,2,11,traffic-light-mouselab,11,292731,8,1,15,11,5,15,30
traffic-light-mouselab,False,3,1,"[10, 10, 10, 11, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 14]","[[7, 5, 6, 6, 8], [6, 4, 5, 5, 6], [5, 3, 5, 5, 6]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[2, 6, 22]",2,24,8,4,0.061,0.056,0.005,"[10, 11, 12, 13, 14]",5,5,3,8126,15,184,169,none,False,0,2,traffic-light-mouselab,12,302392,8,1,0,2,0,15,30
traffic-light-mouselab,False,3,1,"[10, 10, 10, 11, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 14]","[[7, 3, 5, 2, 8], [4, 3, 2, 0, 4], [4, 3, 5, 3, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[4, 5, 21]",5,22,9,2,0.045,0.04,0.005,"[10, 11, 12, 13, 14]",5,5,3,7457,15,135,120,none,True,1,5,traffic-light-mouselab,13,311299,2,0,0,5,0,15,30
traffic-light-mouselab,False,3,1,"[5, 5, 5, 6, 6, 6, 7, 7, 7, 8, 8, 8, 9, 9, 9, 2, 0]","[[5, 4, 4, 4, 6], [7, 3, 8, 6, 5], [7, 6, 6, 5, 4]]","[[0, 1, 0, 1, 1], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[8, 17, 5]",8,14,10,2,0.066,0.060333333333333336,0.005666666666666667,"[5, 6, 7, 8, 9, 2, 0]",7,5,3,12026,17,198,181,none,False,0,8,traffic-light-mouselab,14,327011,4,0,2,8,2,15,30
traffic-light-mouselab,False,3,1,"[10, 10, 10, 11, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 14]","[[6, 3, 5, 7, 4], [6, 5, 6, 6, 6], [4, 5, 7, 6, 8]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[7, 2, 21]",7,22,11,4,0.069,0.064,0.005,"[10, 11, 12, 13, 14]",5,5,3,7059,15,208,193,none,True,0,7,traffic-light-mouselab,15,343006,4,0,0,7,0,15,30
traffic-light-mouselab,False,3,1,"[10, 10, 10, 11, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 14, 9, 8, 7, 6, 5]","[[8, 3, 5, 5, 5], [6, 8, 3, 5, 7], [7, 4, 3, 3, 3]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[4, 12, 14]",12,12,12,0,0.067,0.060333333333333336,0.006666666666666667,"[10, 11, 12, 13, 14, 9, 8, 7, 6, 5]",10,5,3,15444,20,202,182,none,False,1,12,traffic-light-mouselab,16,360043,6,0,5,12,5,15,30
