type,is_practice,original_item_cost,sale_item_cost,click_values,payoff_matrix,cost_matrix,weights,highlight_weight,weights_deviation,trial_num,selected_option,gross_earnings,net_earnings,click_cost,uncovered_values,num_values_revealed,num_options,num_features,reaction_time,points_click_cost,points_action_utility,points_metalevel_reward,sale_type,is_control,sale_index,highlight_value,trial_type,trial_index,time_elapsed,highlight_value_check,maximized_highlighted_option,highlight_num_clicks,highlight_weight_check,num_highlight_reveals,participant_id,weights_sum
traffic-light-mouselab,True,3,1,"[0, 0, 0, 2, 2, 2, 4, 4, 4, 3, 3, 3, 1, 1, 1, 5, 5, 5, 6, 6, 6, 7, 7, 7, 8, 8, 8, 9, 9, 9, 14, 14, 14, 13, 13, 13, 13, 12, 12, 12, 11, 11, 11, 10, 10, 10]","[[3, 6, 7, 5, 7], [5, 5, 5, 4, 4], [4, 3, 5, 6, 7]]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[22, 5, 3]",3,24,1,4,0.065,0.05,0.015,"[0, 2, 4, 3, 1, 5, 6, 7, 8, 9, 14, 13, 12, 11, 10]",15,5,3,157058,45,195,150,none,True,2,3,traffic-light-mouselab,4,244835,7,1,16,3,5,0,30
traffic-light-mouselab,True,3,1,"[14, 14, 14]","[[1, 5, 8, 5, 4], [8, 4, 6, 5, 4], [5, 4, 6, 4, 4]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 0]]","[8, 9, 13]",9,6,2,2,0.065,0.064,0.001,[14],1,5,3,10579,3,196,193,none,False,1,9,traffic-light-mouselab,5,258053,6,0,0,9,0,0,30
traffic-light-mouselab,False,3,1,[],"[[7, 4, 8, 5, 5], [4, 2, 4, 7, 6], [5, 3, 2, 2, 8]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[1, 5, 24]",24,28,3,0,0.049,0.049,0.0,[],0,5,3,27892,0,147,147,none,False,2,24,traffic-light-mouselab,7,342576,5,0,0,24,0,0,30
traffic-light-mouselab,False,3,1,[],"[[2, 6, 5, 4, 4], [3, 3, 3, 5, 6], [2, 4, 4, 3, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[23, 3, 4]",23,26,4,3,0.04,0.04,0.0,[],0,5,3,3960,0,119,119,none,True,0,23,traffic-light-mouselab,8,348115,4,0,0,23,0,0,30
traffic-light-mouselab,False,3,1,"[6, 6, 6, 7, 7, 7, 8, 8, 8, 9, 9, 9, 5, 5, 5]","[[5, 6, 6, 2, 8], [4, 3, 6, 7, 4], [4, 7, 6, 6, 6]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[4, 15, 11]",11,12,5,3,0.06,0.055,0.005,"[6, 7, 8, 9, 5]",5,5,3,12030,15,179,164,none,True,2,11,traffic-light-mouselab,9,361610,6,0,0,11,0,0,30
traffic-light-mouselab,False,3,1,"[6, 6, 6, 13]","[[6, 5, 4, 6, 4], [5, 2, 6, 5, 4], [1, 5, 7, 8, 8]]","[[3, 3, 3, 3, 3], [3, 0, 3, 3, 3], [1, 1, 1, 0, 1]]","[1, 1, 28]",28,36,6,3,0.078,0.07666666666666666,0.0013333333333333333,"[6, 13]",2,5,3,4017,4,235,231,none,False,2,28,traffic-light-mouselab,10,366624,8,1,1,28,1,0,30
traffic-light-mouselab,False,3,1,"[10, 10, 10, 11, 11, 11, 12, 12, 12]","[[6, 3, 5, 6, 4], [5, 4, 4, 10, 8], [5, 3, 6, 6, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 3, 3]]","[10, 7, 13]",13,6,7,2,0.052,0.048999999999999995,0.003,"[10, 11, 12]",3,5,3,5016,9,156,147,none,True,2,13,traffic-light-mouselab,11,372410,6,1,9,13,3,0,30
traffic-light-mouselab,False,3,1,[],"[[3, 5, 6, 5, 7], [5, 4, 4, 5, 3], [7, 7, 2, 3, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 27, 1]",1,34,8,3,0.049,0.049,0.0,[],0,5,3,1856,0,148,148,none,True,2,1,traffic-light-mouselab,12,375260,3,0,0,1,0,0,30
traffic-light-mouselab,False,3,1,"[2, 1, 0, 3, 4]","[[5, 5, 6, 9, 4], [3, 5, 2, 3, 6], [3, 4, 8, 1, 4]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[22, 7, 1]",22,24,9,3,0.073,0.07133333333333333,0.0016666666666666668,"[2, 1, 0, 3, 4]",5,5,3,3180,5,220,215,none,False,0,22,traffic-light-mouselab,13,379621,9,1,5,22,5,0,30
traffic-light-mouselab,False,3,1,"[5, 5, 5]","[[7, 5, 8, 7, 5], [7, 5, 9, 3, 5], [8, 3, 8, 5, 7]]","[[3, 3, 3, 3, 3], [0, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[1, 21, 8]",21,22,10,0,0.073,0.072,0.001,[5],1,5,3,3458,3,218,215,none,True,1,21,traffic-light-mouselab,14,384803,7,0,3,21,1,0,30
traffic-light-mouselab,False,3,1,"[5, 6, 7, 8, 9]","[[7, 9, 6, 7, 3], [5, 7, 4, 7, 5], [4, 7, 5, 6, 9]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[4, 20, 6]",20,20,11,1,0.073,0.07133333333333333,0.0016666666666666668,"[5, 6, 7, 8, 9]",5,5,3,4173,5,218,213,none,False,1,20,traffic-light-mouselab,15,389779,7,1,5,20,5,0,30
traffic-light-mouselab,False,3,1,"[10, 12, 14, 13, 11]","[[6, 7, 5, 5, 5], [10, 9, 5, 7, 4], [1, 3, 2, 3, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[6, 22, 2]",2,24,12,4,0.043,0.04133333333333333,0.0016666666666666668,"[10, 12, 14, 13, 11]",5,5,3,4574,5,128,123,none,False,2,2,traffic-light-mouselab,16,395150,5,1,5,2,5,0,30
traffic-light-mouselab,False,3,1,"[2, 2, 2, 4, 4, 4, 1, 1, 1]","[[5, 7, 3, 3, 3], [7, 6, 8, 5, 4], [5, 6, 3, 5, 4]]","[[3, 0, 0, 3, 0], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[21, 8, 1]",8,22,13,1,0.067,0.064,0.003,"[2, 4, 1]",3,5,3,4610,9,201,192,none,False,1,8,traffic-light-mouselab,17,401090,6,0,0,8,0,0,30
traffic-light-mouselab,False,3,1,"[10, 12, 14]","[[3, 4, 8, 4, 7], [4, 6, 4, 3, 6], [6, 5, 5, 7, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 1, 0, 1, 0]]","[7, 7, 16]",16,12,14,0,0.048,0.047,0.001,"[10, 12, 14]",3,5,3,2995,3,145,142,none,False,2,16,traffic-light-mouselab,18,404943,6,0,3,16,3,0,30
traffic-light-mouselab,False,3,1,"[10, 10, 6, 6, 6, 8, 8, 8, 9, 9, 9, 5, 5, 5]","[[8, 3, 6, 4, 7], [8, 4, 6, 5, 2], [9, 6, 4, 4, 5]]","[[3, 3, 3, 3, 3], [0, 0, 3, 0, 0], [1, 3, 3, 3, 3]]","[11, 12, 7]",7,6,15,0,0.082,0.07733333333333334,0.004666666666666667,"[6, 8, 9, 5]",4,5,3,6450,14,247,233,none,True,2,7,traffic-light-mouselab,19,412687,9,1,2,7,0,0,30
traffic-light-mouselab,False,3,1,"[12, 12, 12, 14, 14, 14, 10, 10, 10]","[[4, 7, 5, 4, 3], [6, 6, 5, 7, 6], [5, 4, 4, 5, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 3, 0, 3, 0]]","[10, 3, 17]",3,14,16,4,0.044,0.040999999999999995,0.003,"[12, 14, 10]",3,5,3,6336,9,133,124,none,True,1,3,traffic-light-mouselab,20,419842,6,0,0,3,0,0,30
traffic-light-mouselab,False,3,1,"[5, 5, 5, 7, 7, 7, 9, 9, 9]","[[6, 7, 4, 5, 4], [6, 6, 4, 5, 8], [7, 6, 3, 7, 7]]","[[3, 3, 3, 3, 3], [0, 3, 0, 3, 0], [3, 3, 3, 3, 3]]","[7, 19, 4]",19,18,17,4,0.069,0.066,0.003,"[5, 7, 9]",3,5,3,5282,9,208,199,none,True,1,19,traffic-light-mouselab,21,425944,8,1,9,19,3,0,30
traffic-light-mouselab,False,3,1,"[5, 11, 11, 11, 13, 13, 13]","[[5, 5, 8, 7, 5], [1, 5, 7, 7, 3], [1, 7, 5, 4, 1]]","[[3, 3, 3, 3, 3], [0, 1, 1, 1, 1], [3, 0, 3, 0, 3]]","[8, 6, 16]",6,12,18,1,0.061,0.058666666666666666,0.0023333333333333335,"[5, 11, 13]",3,5,3,3478,7,182,175,none,False,1,6,traffic-light-mouselab,22,430080,5,0,1,6,1,0,30
traffic-light-mouselab,False,3,1,"[5, 5, 5, 7, 7, 7]","[[5, 6, 6, 5, 4], [3, 3, 8, 5, 4], [7, 4, 1, 5, 9]]","[[3, 3, 3, 3, 3], [0, 3, 0, 3, 3], [3, 3, 3, 3, 3]]","[1, 25, 4]",25,30,19,2,0.07,0.068,0.002,"[5, 7]",2,5,3,3232,6,210,204,none,True,1,25,traffic-light-mouselab,23,434127,8,1,6,25,2,0,30
traffic-light-mouselab,False,3,1,"[5, 5, 5, 7, 7, 7, 9, 9, 9]","[[7, 6, 8, 7, 4], [5, 4, 4, 3, 8], [5, 7, 4, 4, 8]]","[[3, 3, 3, 3, 3], [0, 3, 0, 3, 0], [3, 3, 3, 3, 3]]","[2, 27, 1]",27,34,20,4,0.077,0.074,0.003,"[5, 7, 9]",3,5,3,3950,9,232,223,none,True,1,27,traffic-light-mouselab,24,439598,8,1,9,27,3,0,30
traffic-light-mouselab,False,3,1,"[0, 2, 4]","[[4, 3, 1, 5, 7], [4, 6, 6, 5, 4], [7, 5, 7, 8, 5]]","[[0, 1, 0, 1, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 7, 5]",18,16,21,4,0.06,0.059,0.001,"[0, 2, 4]",3,5,3,2834,3,179,176,none,False,0,18,traffic-light-mouselab,25,443567,7,1,3,18,3,0,30
traffic-light-mouselab,False,3,1,"[6, 6, 6]","[[7, 4, 8, 4, 5], [4, 6, 5, 4, 7], [4, 3, 3, 3, 2]]","[[3, 3, 3, 3, 3], [3, 0, 3, 3, 3], [1, 1, 1, 1, 1]]","[3, 17, 10]",10,14,22,1,0.048,0.047,0.001,[6],1,5,3,2826,3,144,141,none,False,2,10,traffic-light-mouselab,26,447126,3,0,0,10,0,0,30
traffic-light-mouselab,False,3,1,[2],"[[4, 5, 7, 4, 4], [7, 5, 4, 5, 4], [6, 3, 7, 7, 5]]","[[1, 1, 0, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[12, 3, 15]",12,14,23,2,0.067,0.06666666666666667,0.0003333333333333333,[2],1,5,3,2467,1,201,200,none,False,0,12,traffic-light-mouselab,27,451005,7,1,1,12,1,0,30
traffic-light-mouselab,False,3,1,"[5, 5, 5]","[[5, 5, 6, 4, 5], [8, 6, 4, 5, 5], [6, 5, 4, 5, 5]]","[[3, 3, 3, 3, 3], [0, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[5, 23, 2]",5,26,24,0,0.074,0.073,0.001,[5],1,5,3,2188,3,221,218,none,True,0,5,traffic-light-mouselab,28,453987,5,0,0,5,0,0,30
traffic-light-mouselab,False,3,1,"[2, 2, 2, 0, 0, 0, 1, 1, 1, 4, 4, 4]","[[5, 3, 0, 4, 6], [4, 3, 4, 5, 3], [4, 5, 3, 6, 6]]","[[0, 0, 0, 3, 0], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[23, 3, 4]",4,26,25,3,0.044,0.039999999999999994,0.004,"[2, 0, 1, 4]",4,5,3,5736,12,131,119,none,False,2,4,traffic-light-mouselab,29,460669,6,1,0,4,0,0,30
traffic-light-mouselab,False,3,1,"[5, 6, 7, 8, 9]","[[4, 3, 4, 6, 8], [6, 6, 4, 7, 7], [5, 4, 4, 5, 9]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[3, 26, 1]",26,32,26,3,0.068,0.06633333333333334,0.0016666666666666668,"[5, 6, 7, 8, 9]",5,5,3,4257,5,205,200,none,False,1,26,traffic-light-mouselab,30,466871,7,1,5,26,5,0,30
traffic-light-mouselab,False,3,1,"[5, 5, 5, 7, 7, 7]","[[3, 4, 4, 4, 5], [4, 5, 7, 5, 5], [4, 7, 4, 2, 6]]","[[3, 3, 3, 3, 3], [0, 3, 0, 3, 3], [3, 3, 3, 3, 3]]","[5, 17, 8]",17,14,27,2,0.057,0.055,0.002,"[5, 7]",2,5,3,3567,6,171,165,none,True,1,17,traffic-light-mouselab,31,471315,7,1,6,17,2,0,30
traffic-light-mouselab,False,3,1,[10],"[[8, 5, 7, 4, 3], [0, 0, 7, 5, 3], [10, 4, 5, 5, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 1, 1, 1, 1]]","[2, 14, 14]",14,16,28,0,0.052,0.051666666666666666,0.0003333333333333333,[10],1,5,3,2112,1,156,155,none,False,2,14,traffic-light-mouselab,32,474158,10,1,1,14,1,0,30
traffic-light-mouselab,False,3,1,[0],"[[2, 6, 8, 7, 4], [6, 4, 5, 3, 7], [4, 5, 4, 4, 4]]","[[2, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[15, 13, 2]",15,16,29,0,0.039,0.03866666666666667,0.0003333333333333333,[],0,5,3,2623,1,116,115,none,True,0,15,traffic-light-mouselab,33,477556,2,0,1,15,0,0,30
traffic-light-mouselab,False,3,1,"[6, 6, 6, 8, 8, 8]","[[2, 4, 3, 5, 6], [4, 5, 3, 6, 3], [6, 4, 6, 4, 7]]","[[3, 3, 3, 3, 3], [3, 0, 3, 0, 3], [3, 3, 3, 3, 3]]","[6, 15, 9]",9,10,30,3,0.052,0.049999999999999996,0.002,"[6, 8]",2,5,3,3306,6,156,150,none,True,2,9,traffic-light-mouselab,34,481665,4,0,0,9,0,0,30
traffic-light-mouselab,True,3,1,"[8, 8, 8, 7, 7, 7, 2, 2, 2]","[[3, 7, 4, 4, 5], [8, 7, 5, 2, 8], [5, 7, 6, 4, 5]]","[[3, 3, 0, 3, 3], [3, 3, 0, 0, 3], [3, 3, 3, 3, 3]]","[7, 22, 1]",22,24,1,2,0.048,0.045,0.003,"[8, 7, 2]",3,5,3,11526,9,144,135,none,True,1,22,traffic-light-mouselab,4,159052,5,0,6,22,2,1,30
traffic-light-mouselab,True,3,1,"[14, 12, 13, 9, 9, 9]","[[4, 6, 5, 3, 5], [4, 2, 9, 5, 6], [3, 3, 4, 4, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 0], [1, 1, 0, 0, 0]]","[2, 17, 11]",11,16,2,4,0.063,0.061,0.002,"[14, 12, 13, 9]",4,5,3,6931,6,189,183,none,False,2,11,traffic-light-mouselab,5,169274,7,1,3,11,3,1,30
traffic-light-mouselab,False,3,1,[8],"[[5, 6, 6, 2, 8], [6, 5, 4, 9, 4], [5, 5, 5, 7, 6]]","[[3, 3, 3, 3, 3], [1, 1, 1, 0, 1], [3, 3, 3, 3, 3]]","[14, 8, 8]",8,8,3,3,0.052,0.051666666666666666,0.0003333333333333333,[8],1,5,3,4488,1,156,155,none,False,1,8,traffic-light-mouselab,7,180233,9,1,1,8,1,1,30
traffic-light-mouselab,False,3,1,"[4, 4, 4, 3, 3, 3, 13, 13, 13]","[[5, 2, 6, 6, 3], [4, 4, 3, 7, 6], [6, 3, 5, 6, 6]]","[[3, 3, 3, 0, 0], [3, 3, 3, 3, 3], [3, 3, 3, 0, 3]]","[16, 1, 13]",13,18,4,3,0.06,0.056999999999999995,0.003,"[4, 3, 13]",3,5,3,9194,9,181,172,none,True,2,13,traffic-light-mouselab,8,193939,6,1,3,13,1,1,30
traffic-light-mouselab,False,3,1,"[9, 7, 12, 12, 12]","[[4, 8, 5, 5, 2], [5, 5, 6, 7, 4], [5, 4, 6, 3, 5]]","[[3, 3, 3, 3, 3], [1, 1, 0, 1, 0], [3, 3, 0, 3, 3]]","[4, 12, 14]",12,12,5,2,0.059,0.05733333333333333,0.0016666666666666668,"[9, 7, 12]",3,5,3,8137,5,176,171,none,False,1,12,traffic-light-mouselab,9,203414,6,0,2,12,2,1,30
traffic-light-mouselab,False,3,1,"[3, 3, 3]","[[5, 4, 3, 6, 8], [3, 7, 4, 7, 7], [5, 5, 7, 4, 4]]","[[3, 3, 3, 0, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[16, 3, 11]",11,14,6,3,0.054,0.053,0.001,[3],1,5,3,4187,3,161,158,none,True,2,11,traffic-light-mouselab,10,210079,4,0,0,11,0,1,30
traffic-light-mouselab,False,3,1,"[9, 9, 9, 14]","[[5, 6, 5, 7, 3], [4, 3, 6, 6, 4], [3, 6, 3, 4, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 0], [1, 1, 1, 1, 0]]","[6, 8, 16]",16,12,7,4,0.054,0.05266666666666667,0.0013333333333333333,"[9, 14]",2,5,3,6850,4,162,158,none,False,2,16,traffic-light-mouselab,11,218003,7,1,1,16,1,1,30
traffic-light-mouselab,False,3,1,"[7, 7, 7, 12, 12, 12]","[[4, 7, 4, 5, 5], [5, 5, 6, 6, 3], [5, 5, 7, 6, 4]]","[[3, 3, 3, 3, 3], [3, 3, 0, 3, 3], [3, 3, 0, 3, 3]]","[3, 15, 12]",3,14,8,2,0.062,0.06,0.002,"[7, 12]",2,5,3,5884,6,186,180,none,True,0,3,traffic-light-mouselab,12,224985,4,0,0,3,0,1,30
traffic-light-mouselab,False,3,1,"[3, 2, 1, 0, 4]","[[4, 3, 4, 3, 5], [2, 5, 7, 5, 4], [5, 4, 8, 4, 6]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[4, 13, 13]",4,12,9,4,0.05,0.04833333333333334,0.0016666666666666668,"[3, 2, 1, 0, 4]",5,5,3,7581,5,150,145,none,False,0,4,traffic-light-mouselab,13,233792,5,1,5,4,5,1,30
traffic-light-mouselab,False,3,1,"[14, 13, 12, 11, 10]","[[6, 6, 7, 7, 5], [6, 4, 3, 5, 4], [3, 6, 4, 7, 8]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[5, 1, 24]",24,28,10,4,0.074,0.07233333333333333,0.0016666666666666668,"[14, 13, 12, 11, 10]",5,5,3,5032,5,221,216,none,False,2,24,traffic-light-mouselab,14,239772,8,1,5,24,5,1,30
traffic-light-mouselab,False,3,1,"[8, 8, 8, 6, 6, 6]","[[6, 6, 2, 3, 2], [4, 3, 6, 5, 5], [5, 5, 2, 8, 6]]","[[3, 3, 3, 3, 3], [3, 0, 3, 0, 3], [3, 3, 3, 3, 3]]","[1, 21, 8]",1,22,11,3,0.057,0.055,0.002,"[8, 6]",2,5,3,5255,6,172,166,none,True,0,1,traffic-light-mouselab,15,246498,3,0,0,1,0,1,30
traffic-light-mouselab,False,3,1,"[13, 13, 13, 11, 11, 11]","[[5, 4, 5, 6, 5], [5, 5, 3, 9, 7], [4, 6, 7, 5, 5]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 0, 3, 0, 3]]","[2, 12, 16]",2,16,12,1,0.055,0.053,0.002,"[13, 11]",2,5,3,4261,6,164,158,none,False,0,2,traffic-light-mouselab,16,251665,4,0,0,2,0,1,30
traffic-light-mouselab,False,3,1,[4],"[[7, 4, 5, 6, 8], [7, 6, 5, 7, 3], [3, 6, 4, 5, 5]]","[[1, 1, 1, 1, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 12, 8]",10,4,13,4,0.052,0.051666666666666666,0.0003333333333333333,[4],1,5,3,2611,1,156,155,none,False,0,10,traffic-light-mouselab,17,255377,8,1,1,10,1,1,30
traffic-light-mouselab,False,3,1,"[7, 7, 7]","[[7, 6, 6, 3, 5], [6, 7, 6, 5, 5], [4, 7, 6, 9, 5]]","[[3, 3, 3, 3, 3], [3, 3, 0, 3, 3], [3, 3, 3, 3, 3]]","[9, 18, 3]",9,16,14,2,0.06,0.059,0.001,[7],1,5,3,2880,3,180,177,none,True,0,9,traffic-light-mouselab,18,259226,6,0,0,9,0,1,30
traffic-light-mouselab,False,3,1,"[8, 8, 8, 7, 7, 7, 6, 6, 6]","[[6, 6, 7, 4, 5], [8, 5, 5, 3, 7], [3, 5, 6, 5, 5]]","[[3, 3, 3, 3, 3], [3, 0, 0, 0, 3], [3, 3, 3, 3, 3]]","[3, 25, 2]",25,30,15,4,0.067,0.064,0.003,"[8, 7, 6]",3,5,3,5059,9,200,191,none,True,1,25,traffic-light-mouselab,19,265529,7,0,9,25,3,1,30
traffic-light-mouselab,False,3,1,"[9, 9, 9]","[[5, 3, 6, 6, 4], [6, 6, 4, 7, 9], [4, 6, 5, 3, 8]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 0], [3, 3, 3, 3, 3]]","[1, 27, 2]",27,34,16,4,0.088,0.087,0.001,[9],1,5,3,4763,3,263,260,none,True,1,27,traffic-light-mouselab,20,271488,9,1,3,27,1,1,30
traffic-light-mouselab,False,3,1,"[3, 3, 3, 1, 1, 1, 0, 0, 0]","[[3, 5, 2, 4, 5], [5, 5, 4, 6, 4], [4, 5, 3, 5, 5]]","[[0, 0, 3, 0, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[21, 1, 8]",21,22,17,2,0.023,0.02,0.003,"[3, 1, 0]",3,5,3,5788,9,70,61,none,True,0,21,traffic-light-mouselab,21,278384,2,0,9,21,3,1,30
traffic-light-mouselab,False,3,1,"[8, 7, 6]","[[7, 5, 4, 6, 5], [5, 6, 5, 4, 5], [7, 6, 5, 4, 3]]","[[3, 3, 3, 3, 3], [1, 0, 0, 0, 1], [3, 3, 3, 3, 3]]","[10, 18, 2]",18,16,18,1,0.057,0.056,0.001,"[8, 7, 6]",3,5,3,4052,3,170,167,none,False,1,18,traffic-light-mouselab,22,283317,6,1,3,18,3,1,30
traffic-light-mouselab,False,3,1,"[12, 12, 12]","[[4, 4, 5, 9, 6], [7, 3, 8, 3, 7], [6, 6, 6, 4, 2]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 0, 3, 3]]","[1, 7, 22]",7,24,19,2,0.064,0.063,0.001,[12],1,5,3,2580,3,193,190,none,True,1,7,traffic-light-mouselab,23,287135,8,1,0,7,0,1,30
traffic-light-mouselab,False,3,1,"[9, 7, 5]","[[4, 6, 7, 4, 3], [8, 5, 6, 3, 6], [7, 5, 4, 4, 4]]","[[3, 3, 3, 3, 3], [0, 1, 0, 1, 0], [3, 3, 3, 3, 3]]","[6, 22, 2]",22,24,20,0,0.071,0.06999999999999999,0.001,"[9, 7, 5]",3,5,3,3994,3,214,211,none,False,1,22,traffic-light-mouselab,24,292451,8,1,3,22,3,1,30
traffic-light-mouselab,False,3,1,"[0, 3, 2, 4]","[[3, 6, 4, 6, 7], [9, 7, 1, 4, 6], [5, 3, 5, 6, 8]]","[[0, 1, 0, 0, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[26, 3, 1]",26,32,21,4,0.069,0.06766666666666667,0.0013333333333333333,"[0, 3, 2, 4]",4,5,3,4197,4,208,204,none,False,0,26,traffic-light-mouselab,25,297596,7,1,4,26,4,1,30
traffic-light-mouselab,False,3,1,"[13, 13, 13]","[[6, 2, 5, 6, 9], [6, 6, 5, 3, 3], [5, 6, 7, 6, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 0, 3]]","[1, 5, 24]",5,28,22,3,0.055,0.054,0.001,[13],1,5,3,2712,3,165,162,none,True,1,5,traffic-light-mouselab,26,301811,3,0,0,5,0,1,30
traffic-light-mouselab,False,3,1,"[11, 13, 14, 12, 10]","[[6, 6, 6, 9, 9], [6, 3, 5, 8, 3], [7, 4, 5, 6, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[6, 4, 20]",20,20,23,0,0.067,0.06533333333333334,0.0016666666666666668,"[11, 13, 14, 12, 10]",5,5,3,4426,5,200,195,none,False,2,20,traffic-light-mouselab,27,306943,7,1,5,20,5,1,30
traffic-light-mouselab,False,3,1,"[3, 3, 3, 2, 2, 2]","[[5, 6, 5, 3, 3], [4, 3, 4, 6, 8], [3, 7, 4, 4, 6]]","[[3, 3, 0, 0, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[15, 13, 2]",15,16,24,2,0.045,0.043,0.002,"[3, 2]",2,5,3,10813,6,135,129,none,True,0,15,traffic-light-mouselab,28,319487,5,0,6,15,2,1,30
traffic-light-mouselab,False,3,1,"[1, 1, 1, 3, 3, 3]","[[2, 5, 4, 7, 6], [7, 4, 5, 2, 2], [5, 3, 5, 5, 4]]","[[3, 0, 3, 0, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[14, 10, 6]",6,8,25,3,0.049,0.047,0.002,"[1, 3]",2,5,3,4596,6,148,142,none,False,2,6,traffic-light-mouselab,29,325508,5,1,0,6,0,1,30
traffic-light-mouselab,False,3,1,"[3, 0, 1, 2, 4]","[[5, 4, 6, 4, 5], [5, 8, 7, 4, 5], [8, 3, 6, 5, 7]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[28, 1, 1]",28,36,26,2,0.06,0.058333333333333334,0.0016666666666666668,"[3, 0, 1, 2, 4]",5,5,3,5201,5,181,176,none,False,0,28,traffic-light-mouselab,30,331730,6,1,5,28,5,1,30
traffic-light-mouselab,False,3,1,[7],"[[4, 5, 6, 3, 5], [2, 6, 9, 7, 4], [5, 4, 7, 8, 5]]","[[3, 3, 3, 3, 3], [1, 1, 0, 1, 1], [3, 3, 3, 3, 3]]","[12, 14, 4]",14,12,27,2,0.075,0.07466666666666666,0.0003333333333333333,[7],1,5,3,2792,1,226,225,none,False,1,14,traffic-light-mouselab,31,335395,9,1,1,14,1,1,30
traffic-light-mouselab,False,3,1,"[9, 9, 9]","[[6, 5, 4, 6, 3], [6, 3, 7, 4, 8], [4, 4, 5, 5, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 0], [3, 3, 3, 3, 3]]","[3, 23, 4]",23,26,28,4,0.072,0.071,0.001,[9],1,5,3,2825,3,217,214,none,True,1,23,traffic-light-mouselab,32,339154,8,1,3,23,1,1,30
traffic-light-mouselab,False,3,1,"[6, 6, 6]","[[5, 7, 5, 7, 6], [3, 6, 5, 6, 3], [2, 3, 5, 2, 4]]","[[3, 3, 3, 3, 3], [3, 0, 3, 3, 3], [3, 3, 3, 3, 3]]","[4, 19, 7]",19,18,29,1,0.054,0.053,0.001,[6],1,5,3,2794,3,163,160,none,True,1,19,traffic-light-mouselab,33,343003,6,1,3,19,1,1,30
traffic-light-mouselab,False,3,1,"[14, 14, 14, 12, 12, 12]","[[8, 6, 6, 6, 5], [7, 5, 6, 5, 4], [4, 6, 5, 7, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 0, 3, 0]]","[2, 11, 17]",17,16,30,2,0.054,0.052,0.002,"[14, 12]",2,5,3,5218,6,163,157,none,True,2,17,traffic-light-mouselab,34,349771,5,0,6,17,2,1,30
