type,is_practice,original_item_cost,sale_item_cost,click_values,payoff_matrix,cost_matrix,weights,highlight_weight,weights_deviation,trial_num,selected_option,gross_earnings,net_earnings,click_cost,uncovered_values,num_values_revealed,num_options,num_features,reaction_time,points_click_cost,points_action_utility,points_metalevel_reward,sale_type,is_control,sale_index,trial_type,trial_index,time_elapsed,highlight_option_value,maximized_highlighted_option,highlight_num_clicks,num_highlight_reveals,participant_id
traffic-light-mouselab,False,3,1,[],"[[7, 6, 7, 7, 5], [5, 8, 7, 3, 3], [6, 7, 5, 4, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[18, 11, 1]",1,18,15,0,0.062,0.062,0.0,[],0,5,3,481,0,187,187,none,False,2,traffic-light-mouselab,19,207721,6,0,0,0,31
traffic-light-mouselab,False,3,1,[],"[[5, 5, 5, 5, 0], [4, 10, 4, 8, 6], [6, 5, 6, 5, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[5, 17, 8]",17,14,16,1,0.078,0.078,0.0,[],0,5,3,577,0,235,235,none,True,1,traffic-light-mouselab,20,209090,10,1,0,0,31
traffic-light-mouselab,False,3,1,[],"[[4, 7, 4, 6, 5], [5, 4, 0, 9, 8], [3, 7, 6, 7, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[15, 11, 4]",11,12,17,2,0.028,0.028,0.0,[],0,5,3,465,0,84,84,none,True,1,traffic-light-mouselab,21,210226,0,0,0,0,31
traffic-light-mouselab,False,3,1,[],"[[4, 3, 5, 4, 1], [4, 6, 4, 8, 8], [5, 6, 7, 7, 3]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[20, 6, 4]",20,20,18,3,0.052,0.052,0.0,[],0,5,3,475,0,156,156,none,False,0,traffic-light-mouselab,22,211375,4,0,0,0,31
traffic-light-mouselab,False,3,1,[],"[[5, 4, 5, 2, 4], [6, 6, 5, 4, 4], [4, 4, 4, 8, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[11, 4, 15]",15,12,19,1,0.043,0.043,0.0,[],0,5,3,455,0,128,128,none,False,2,traffic-light-mouselab,23,212660,4,0,0,0,31
traffic-light-mouselab,False,3,1,[],"[[2, 4, 7, 4, 3], [6, 7, 6, 4, 7], [5, 4, 5, 3, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[9, 4, 17]",17,14,20,4,0.041,0.041,0.0,[],0,5,3,534,0,123,123,none,False,2,traffic-light-mouselab,24,213808,4,0,0,0,31
traffic-light-mouselab,False,3,1,[],"[[5, 4, 10, 8, 6], [7, 5, 6, 4, 6], [9, 6, 5, 0, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[8, 20, 2]",2,20,21,0,0.066,0.066,0.0,[],0,5,3,580,0,198,198,none,True,2,traffic-light-mouselab,25,215015,9,1,0,0,31
traffic-light-mouselab,False,3,1,[],"[[4, 5, 7, 2, 7], [6, 4, 8, 6, 5], [6, 3, 7, 5, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 18, 10]",2,16,22,2,0.076,0.076,0.0,[],0,5,3,500,0,228,228,none,True,0,traffic-light-mouselab,26,216174,7,1,0,0,31
traffic-light-mouselab,False,3,1,[],"[[7, 0, 4, 6, 6], [4, 4, 4, 5, 5], [6, 6, 6, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[5, 16, 9]",9,12,23,3,0.046,0.046,0.0,[],0,5,3,526,0,137,137,none,True,2,traffic-light-mouselab,27,217633,3,0,0,0,31
traffic-light-mouselab,False,3,1,[],"[[3, 7, 5, 6, 1], [4, 4, 6, 8, 3], [3, 6, 4, 4, 5]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[5, 19, 6]",5,18,24,1,0.049,0.049,0.0,[],0,5,3,434,0,147,147,none,False,0,traffic-light-mouselab,28,218680,7,1,0,0,31
traffic-light-mouselab,False,3,1,[],"[[5, 8, 7, 5, 4], [2, 4, 4, 4, 9], [7, 4, 4, 6, 2]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[4, 13, 13]",13,12,25,2,0.044,0.044,0.0,[],0,5,3,427,0,132,132,none,True,1,traffic-light-mouselab,29,219702,4,0,0,0,31
traffic-light-mouselab,False,3,1,[],"[[6, 4, 6, 5, 8], [7, 3, 7, 5, 5], [2, 4, 5, 6, 4]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[17, 8, 5]",8,14,26,0,0.056,0.056,0.0,[],0,5,3,445,0,168,168,none,False,1,traffic-light-mouselab,30,220835,7,1,0,0,31
traffic-light-mouselab,False,3,1,[],"[[5, 6, 7, 8, 2], [4, 2, 8, 5, 6], [5, 4, 2, 6, 7]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[19, 5, 6]",19,18,27,3,0.071,0.071,0.0,[],0,5,3,495,0,213,213,none,False,0,traffic-light-mouselab,31,221892,8,1,0,0,31
traffic-light-mouselab,False,3,1,[],"[[4, 6, 7, 4, 6], [5, 2, 3, 3, 5], [6, 4, 5, 8, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 8, 12]",10,4,28,4,0.053,0.053,0.0,[],0,5,3,523,0,160,160,none,True,0,traffic-light-mouselab,32,222973,6,0,0,0,31
traffic-light-mouselab,False,3,1,[],"[[3, 6, 6, 4, 7], [2, 4, 5, 5, 5], [4, 8, 4, 9, 5]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[23, 2, 5]",23,26,29,2,0.056,0.056,0.0,[],0,5,3,531,0,168,168,none,False,0,traffic-light-mouselab,33,224159,6,0,0,0,31
traffic-light-mouselab,False,3,1,[],"[[3, 6, 5, 8, 8], [6, 5, 2, 4, 7], [4, 6, 6, 5, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[16, 10, 4]",16,12,30,1,0.057,0.057,0.0,[],0,5,3,510,0,170,170,none,True,0,traffic-light-mouselab,34,225296,6,0,0,0,31
traffic-light-mouselab,False,3,1,[],"[[5, 5, 4, 9, 5], [2, 3, 3, 5, 4], [3, 7, 1, 5, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[11, 11, 8]",8,4,31,2,0.028,0.028,0.0,[],0,5,3,544,0,85,85,none,False,2,traffic-light-mouselab,35,226398,1,0,0,0,31
traffic-light-mouselab,False,3,1,[],"[[4, 2, 8, 4, 5], [5, 7, 8, 4, 6], [3, 8, 6, 7, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 7, 21]",2,22,32,0,0.035,0.035,0.0,[],0,5,3,531,0,106,106,none,True,0,traffic-light-mouselab,36,227621,4,0,0,0,31
traffic-light-mouselab,True,3,1,"[5, 11, 6, 2, 7, 13, 5, 5, 11, 11, 6, 6, 7, 7, 7, 13, 13, 13, 2, 2, 10, 10, 10, 3, 3, 3, 4, 4, 4, 14, 14, 14, 9, 9, 9, 8, 8, 8, 12, 12, 12, 1, 1, 1, 0, 0, 0]","[[6, 7, 6, 0, 8], [7, 4, 5, 5, 5], [4, 5, 5, 5, 5]]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[27, 1, 2]",2,34,1,1,0.068,0.053000000000000005,0.015,"[5, 11, 6, 7, 13, 2, 10, 3, 4, 14, 9, 8, 12, 1, 0]",15,5,3,65659,45,203,158,none,True,2,traffic-light-mouselab,4,152994,5,1,16,5,32
traffic-light-mouselab,True,3,1,[],"[[6, 7, 3, 6, 4], [6, 7, 2, 6, 5], [4, 7, 5, 7, 5]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[19, 7, 4]",19,18,2,2,0.03,0.03,0.0,[],0,5,3,2265,0,91,91,none,False,0,traffic-light-mouselab,5,159310,3,0,0,0,32
traffic-light-mouselab,False,3,1,"[0, 7]","[[5, 4, 6, 3, 6], [7, 6, 5, 7, 7], [5, 5, 4, 4, 5]]","[[2, 3, 3, 3, 3], [3, 3, 2, 3, 3], [3, 3, 3, 3, 3]]","[19, 7, 4]",4,18,3,2,0.055,0.05433333333333333,0.0006666666666666666,[],0,5,3,3396,2,165,163,none,True,2,traffic-light-mouselab,7,171107,4,0,0,0,32
traffic-light-mouselab,False,3,1,[],"[[5, 5, 7, 5, 7], [5, 6, 3, 5, 7], [8, 6, 6, 5, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[21, 2, 7]",21,22,4,4,0.061,0.061,0.0,[],0,5,3,4918,0,182,182,none,True,0,traffic-light-mouselab,8,180289,7,1,0,0,32
traffic-light-mouselab,False,3,1,"[7, 6, 5, 8, 9]","[[7, 6, 4, 4, 6], [4, 4, 7, 5, 8], [7, 7, 7, 5, 4]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[14, 11, 5]",11,10,5,4,0.064,0.06233333333333334,0.0016666666666666668,"[7, 6, 5, 8, 9]",5,5,3,6644,5,192,187,none,False,1,traffic-light-mouselab,9,193059,8,1,5,5,32
traffic-light-mouselab,False,3,1,[],"[[3, 6, 4, 8, 4], [5, 3, 7, 5, 7], [5, 5, 4, 5, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[5, 1, 24]",5,28,6,3,0.055,0.055,0.0,[],0,5,3,1736,0,165,165,none,True,0,traffic-light-mouselab,10,197332,8,1,0,0,32
traffic-light-mouselab,False,3,1,[],"[[3, 4, 2, 6, 9], [4, 7, 9, 5, 4], [5, 6, 4, 9, 8]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[5, 13, 12]",5,10,7,1,0.061,0.061,0.0,[],0,5,3,1458,0,183,183,none,False,0,traffic-light-mouselab,11,201144,4,0,0,0,32
traffic-light-mouselab,False,3,1,"[0, 0, 0, 4, 4, 4]","[[4, 5, 7, 4, 4], [5, 6, 7, 6, 2], [4, 6, 5, 5, 4]]","[[0, 3, 3, 3, 0], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[19, 3, 8]",3,18,8,0,0.041,0.039,0.002,"[0, 4]",2,5,3,9813,6,123,117,none,False,1,traffic-light-mouselab,12,217456,5,0,0,0,32
traffic-light-mouselab,False,3,1,[],"[[4, 9, 3, 3, 7], [5, 8, 6, 5, 5], [3, 7, 6, 6, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 14, 14]",14,16,9,2,0.058,0.058,0.0,[],0,5,3,839,0,174,174,none,True,2,traffic-light-mouselab,13,220465,6,0,0,0,32
traffic-light-mouselab,False,3,1,"[13, 11, 11, 13, 3, 3]","[[2, 6, 7, 4, 4], [5, 5, 6, 5, 4], [3, 4, 4, 5, 5]]","[[3, 3, 3, 1, 3], [1, 1, 1, 1, 1], [3, 1, 3, 1, 3]]","[2, 17, 11]",17,16,10,3,0.049,0.047,0.002,[],0,5,3,9294,6,148,142,none,False,1,traffic-light-mouselab,14,231887,5,0,0,0,32
traffic-light-mouselab,False,3,1,"[0, 14, 10]","[[5, 8, 6, 5, 4], [7, 5, 8, 5, 5], [6, 7, 6, 7, 7]]","[[2, 3, 3, 3, 3], [3, 3, 3, 3, 3], [2, 3, 3, 3, 2]]","[10, 18, 2]",2,16,11,2,0.072,0.071,0.001,[],0,5,3,4533,3,216,213,none,True,2,traffic-light-mouselab,15,238371,6,0,2,0,32
traffic-light-mouselab,False,3,1,[],"[[5, 7, 1, 5, 4], [5, 5, 3, 6, 6], [9, 5, 3, 4, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[15, 10, 5]",15,10,12,0,0.057,0.057,0.0,[],0,5,3,1128,0,170,170,none,True,0,traffic-light-mouselab,16,241767,5,0,0,0,32
traffic-light-mouselab,False,3,1,"[1, 7, 13, 4]","[[7, 4, 2, 3, 2], [7, 5, 6, 6, 5], [5, 4, 6, 4, 6]]","[[3, 2, 3, 3, 2], [3, 3, 2, 3, 3], [3, 3, 3, 2, 3]]","[3, 22, 5]",22,24,13,3,0.054,0.05266666666666667,0.0013333333333333333,[],0,5,3,5660,4,161,157,none,True,1,traffic-light-mouselab,17,249015,6,0,1,0,32
traffic-light-mouselab,False,3,1,[],"[[7, 4, 9, 6, 7], [6, 6, 4, 2, 6], [2, 5, 4, 2, 7]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[1, 14, 15]",14,18,14,1,0.054,0.054,0.0,[],0,5,3,1418,0,163,163,none,False,1,traffic-light-mouselab,18,253762,6,1,0,0,32
traffic-light-mouselab,False,3,1,[],"[[4, 7, 5, 5, 2], [7, 2, 6, 3, 4], [6, 5, 6, 5, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[4, 7, 19]",19,18,15,3,0.045,0.045,0.0,[],0,5,3,1212,0,136,136,none,False,2,traffic-light-mouselab,19,256667,5,0,0,0,32
traffic-light-mouselab,False,3,1,[],"[[6, 6, 4, 4, 5], [4, 3, 3, 8, 5], [5, 6, 5, 6, 8]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[15, 13, 2]",15,16,16,1,0.047,0.047,0.0,[],0,5,3,1393,0,141,141,none,True,0,traffic-light-mouselab,20,260121,6,1,0,0,32
traffic-light-mouselab,False,3,1,"[5, 6, 6, 6, 7, 7, 7]","[[3, 6, 8, 4, 4], [5, 5, 2, 7, 8], [0, 7, 2, 4, 4]]","[[1, 1, 1, 1, 1], [2, 0, 0, 3, 3], [3, 3, 3, 3, 3]]","[10, 13, 7]",10,6,17,1,0.058,0.05566666666666667,0.0023333333333333335,"[6, 7]",2,5,3,6558,7,174,167,none,False,0,traffic-light-mouselab,21,268514,6,0,0,0,32
traffic-light-mouselab,False,3,1,[],"[[5, 4, 5, 5, 7], [3, 5, 5, 6, 2], [5, 4, 2, 6, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[20, 8, 2]",2,20,18,4,0.054,0.054,0.0,[],0,5,3,1349,0,162,162,none,False,2,traffic-light-mouselab,22,271057,3,0,0,0,32
traffic-light-mouselab,False,3,1,"[6, 6, 8, 8, 8]","[[5, 7, 4, 7, 5], [3, 4, 9, 7, 7], [5, 2, 7, 3, 4]]","[[3, 3, 3, 3, 3], [1, 0, 1, 0, 1], [3, 3, 3, 3, 3]]","[6, 8, 16]",8,12,19,3,0.049,0.04833333333333333,0.0006666666666666666,"[6, 8]",2,5,3,3849,2,146,144,none,False,1,traffic-light-mouselab,23,276914,7,0,5,2,32
traffic-light-mouselab,False,3,1,"[0, 0, 0, 1, 1, 1]","[[4, 5, 7, 4, 3], [1, 6, 6, 6, 4], [6, 5, 3, 6, 4]]","[[0, 0, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[19, 5, 6]",6,18,20,1,0.052,0.049999999999999996,0.002,"[0, 1]",2,5,3,11340,6,155,149,none,False,2,traffic-light-mouselab,24,289966,5,0,0,0,32
traffic-light-mouselab,False,3,1,[],"[[6, 6, 4, 5, 6], [5, 3, 6, 2, 2], [5, 9, 6, 7, 5]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[6, 5, 19]",6,18,21,2,0.056,0.056,0.0,[],0,5,3,1425,0,168,168,none,False,0,traffic-light-mouselab,25,292626,4,0,0,0,32
traffic-light-mouselab,False,3,1,[],"[[5, 6, 7, 3, 4], [7, 8, 3, 3, 5], [5, 6, 4, 7, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 26, 2]",2,32,22,3,0.033,0.033,0.0,[],0,5,3,1078,0,98,98,none,True,2,traffic-light-mouselab,26,297643,7,1,0,0,32
traffic-light-mouselab,False,3,1,"[4, 4, 4]","[[2, 4, 5, 3, 6], [6, 7, 5, 6, 8], [4, 4, 3, 6, 4]]","[[3, 3, 3, 3, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[3, 15, 12]",12,14,23,4,0.062,0.061,0.001,[4],1,5,3,3048,3,186,183,none,True,2,traffic-light-mouselab,27,303081,4,0,0,0,32
traffic-light-mouselab,False,3,1,"[4, 4, 3, 3, 2, 1, 0]","[[1, 4, 5, 5, 5], [9, 5, 7, 2, 8], [8, 4, 6, 3, 3]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[3, 23, 4]",3,26,24,4,0.07,0.06833333333333334,0.0016666666666666668,"[4, 3, 2, 1, 0]",5,5,3,10757,5,211,206,none,False,0,traffic-light-mouselab,28,315347,5,1,7,5,32
traffic-light-mouselab,False,3,1,[8],"[[2, 4, 7, 4, 5], [4, 7, 4, 5, 7], [4, 6, 3, 6, 4]]","[[3, 3, 3, 3, 3], [1, 1, 1, 0, 1], [3, 3, 3, 3, 3]]","[5, 21, 4]",21,22,25,3,0.05,0.04966666666666667,0.0003333333333333333,[8],1,5,3,2932,1,149,148,none,False,1,traffic-light-mouselab,29,331782,5,0,1,1,32
traffic-light-mouselab,False,3,1,"[10, 3, 3, 3]","[[6, 4, 5, 2, 4], [6, 5, 5, 4, 8], [4, 4, 6, 5, 4]]","[[3, 3, 3, 0, 3], [3, 3, 3, 3, 3], [0, 1, 1, 1, 1]]","[17, 11, 2]",2,16,26,1,0.044,0.042666666666666665,0.0013333333333333333,"[10, 3]",2,5,3,4795,4,131,127,none,False,2,traffic-light-mouselab,30,338660,4,0,1,1,32
traffic-light-mouselab,False,3,1,"[5, 6, 7, 8, 9]","[[7, 3, 7, 5, 5], [6, 2, 2, 4, 3], [5, 6, 4, 6, 6]]","[[3, 3, 3, 3, 3], [2, 2, 2, 2, 2], [3, 3, 3, 3, 3]]","[14, 2, 14]",14,16,27,2,0.053,0.051333333333333335,0.0016666666666666668,[],0,5,3,8090,5,158,153,none,True,0,traffic-light-mouselab,31,349183,7,1,0,0,32
traffic-light-mouselab,False,3,1,[],"[[5, 8, 5, 5, 3], [6, 4, 4, 7, 4], [8, 2, 7, 5, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[12, 14, 4]",14,12,28,1,0.053,0.053,0.0,[],0,5,3,1339,0,160,160,none,True,1,traffic-light-mouselab,32,351839,4,0,0,0,32
traffic-light-mouselab,False,3,1,[],"[[4, 4, 3, 6, 5], [4, 5, 5, 6, 6], [4, 5, 7, 4, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 4, 16]",10,12,29,3,0.049,0.049,0.0,[],0,5,3,1212,0,148,148,none,True,0,traffic-light-mouselab,33,355350,6,1,0,0,32
traffic-light-mouselab,False,3,1,[],"[[6, 3, 5, 5, 3], [3, 6, 8, 9, 4], [4, 3, 5, 5, 6]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[3, 12, 15]",12,14,30,2,0.062,0.062,0.0,[],0,5,3,1102,0,186,186,none,False,1,traffic-light-mouselab,34,357870,8,0,0,0,32
traffic-light-mouselab,False,3,1,[],"[[5, 6, 3, 9, 4], [4, 2, 4, 5, 6], [3, 7, 5, 7, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[9, 12, 9]",12,4,31,4,0.045,0.045,0.0,[],0,5,3,1132,0,135,135,none,True,1,traffic-light-mouselab,35,369384,6,1,0,0,32
traffic-light-mouselab,False,3,1,[],"[[5, 5, 7, 3, 4], [7, 3, 3, 3, 5], [5, 4, 8, 6, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[4, 9, 17]",17,14,32,0,0.056,0.056,0.0,[],0,5,3,1765,0,168,168,none,True,2,traffic-light-mouselab,36,372920,5,0,0,0,32
traffic-light-mouselab,True,3,1,"[5, 5, 5, 10, 11, 12, 12, 12, 11, 11, 10, 10, 7, 7, 7, 6, 6, 6, 13, 13, 13, 8, 8, 8, 9, 9, 9, 4, 4, 4, 14, 14, 14, 0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 3, 0, 0, 10]","[[6, 2, 2, 3, 2], [3, 4, 4, 6, 6], [7, 6, 4, 4, 7]]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[1, 19, 10]",10,18,1,0,0.044,0.028999999999999998,0.015,"[5, 12, 11, 10, 7, 6, 13, 8, 9, 4, 14, 0, 1, 2, 3]",15,5,3,107123,45,133,88,none,True,2,traffic-light-mouselab,4,213506,7,1,16,5,33
traffic-light-mouselab,True,3,1,"[11, 11, 11, 13, 13, 13, 9, 9, 9, 8, 8, 8, 5, 5, 5, 7, 7, 7, 14, 14, 14, 4, 4, 4]","[[7, 8, 6, 6, 9], [6, 5, 5, 5, 8], [7, 6, 3, 5, 6]]","[[1, 1, 1, 1, 0], [0, 3, 0, 0, 0], [3, 0, 3, 0, 0]]","[10, 5, 15]",10,10,2,4,0.073,0.06566666666666666,0.007333333333333333,"[11, 13, 9, 8, 5, 7, 14, 4]",8,5,3,23395,22,220,198,none,False,0,traffic-light-mouselab,5,245088,9,1,3,1,33
traffic-light-mouselab,False,3,1,"[10, 10, 10, 14, 14, 14, 12, 12, 12, 8, 8, 8, 13, 13, 13, 3, 3, 3]","[[7, 4, 5, 5, 6], [4, 6, 4, 6, 4], [4, 4, 5, 8, 6]]","[[3, 3, 3, 0, 3], [3, 3, 3, 0, 3], [0, 3, 0, 0, 0]]","[6, 2, 22]",6,24,3,3,0.073,0.06699999999999999,0.006,"[10, 14, 12, 8, 13, 3]",6,5,3,18737,18,218,200,none,True,0,traffic-light-mouselab,7,271836,5,0,3,1,33
traffic-light-mouselab,False,3,1,"[14, 14, 14, 4, 4, 4, 9, 9, 9, 11, 11, 11]","[[4, 7, 4, 5, 2], [4, 4, 2, 6, 6], [6, 2, 6, 7, 6]]","[[3, 3, 3, 3, 0], [1, 1, 1, 1, 0], [3, 0, 3, 3, 0]]","[4, 14, 12]",14,12,4,1,0.036,0.03266666666666666,0.0033333333333333335,"[14, 4, 9, 11]",4,5,3,9917,10,108,98,none,False,1,traffic-light-mouselab,8,287616,4,0,3,1,33
traffic-light-mouselab,False,3,1,"[8, 8, 8, 13, 13, 13, 3, 3, 3]","[[3, 7, 3, 7, 6], [6, 6, 6, 6, 4], [5, 6, 5, 4, 5]]","[[3, 3, 3, 0, 3], [3, 3, 3, 0, 3], [3, 3, 3, 0, 3]]","[22, 7, 1]",22,24,5,3,0.067,0.064,0.003,"[8, 13, 3]",3,5,3,5559,9,200,191,none,True,0,traffic-light-mouselab,9,295762,7,1,3,1,33
traffic-light-mouselab,False,3,1,"[11, 11, 11, 10, 10, 10, 5, 5, 5, 0, 0, 0]","[[5, 4, 4, 3, 9], [7, 4, 4, 2, 6], [8, 1, 6, 7, 5]]","[[0, 3, 3, 3, 3], [0, 3, 3, 3, 3], [0, 0, 3, 3, 3]]","[5, 3, 22]",3,24,6,0,0.074,0.06999999999999999,0.004,"[11, 10, 5, 0]",4,5,3,6153,12,222,210,none,True,1,traffic-light-mouselab,10,303264,7,1,3,1,33
traffic-light-mouselab,False,3,1,"[13, 13, 13, 8, 8, 8, 12, 12, 12, 12, 7, 7, 7, 11, 11, 11, 6, 6, 6, 1, 1, 1, 3, 3, 3]","[[8, 2, 4, 6, 4], [7, 5, 2, 5, 3], [2, 6, 8, 5, 3]]","[[3, 0, 3, 0, 3], [3, 0, 0, 0, 3], [3, 0, 0, 0, 3]]","[11, 6, 13]",13,8,7,3,0.054,0.046,0.008,"[13, 8, 12, 7, 11, 6, 1, 3]",8,5,3,12560,24,161,137,none,True,2,traffic-light-mouselab,11,317278,5,0,10,3,33
traffic-light-mouselab,False,3,1,"[14, 14, 14, 12, 12, 12, 11, 11, 11, 6, 6, 6, 1, 1, 1, 13, 13, 13, 13, 8, 8, 8, 9, 9, 9, 9, 4, 7, 7, 7, 10, 10, 10, 5, 5, 2, 2, 2, 3, 3, 3, 4, 4, 0, 0, 0, 5, 5]","[[4, 5, 2, 3, 1], [1, 2, 3, 2, 4], [3, 8, 6, 6, 6]]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[14, 12, 4]",12,12,8,1,0.042,0.027000000000000003,0.015,"[14, 12, 11, 6, 1, 13, 8, 9, 7, 10, 2, 3, 4, 0, 5]",15,5,3,32752,45,126,81,none,True,1,traffic-light-mouselab,12,351494,2,0,17,5,33
traffic-light-mouselab,False,3,1,"[11, 11, 11, 12, 12, 12, 12, 13, 13, 13, 14, 14, 14, 10, 10, 10, 8, 8, 8, 7, 7, 7, 2, 2, 2]","[[9, 4, 3, 3, 3], [3, 8, 7, 5, 6], [5, 4, 7, 2, 3]]","[[3, 3, 0, 3, 3], [3, 3, 0, 0, 3], [0, 0, 0, 0, 0]]","[1, 14, 15]",15,18,9,2,0.069,0.061000000000000006,0.008,"[11, 12, 13, 14, 10, 8, 7, 2]",8,5,3,10350,24,206,182,none,True,2,traffic-light-mouselab,13,363222,7,1,16,5,33
traffic-light-mouselab,False,3,1,"[11, 11, 11, 10, 10, 10, 12, 12, 12, 13, 13, 13, 14, 14, 14, 9, 9, 9, 6, 6, 6, 5, 5, 5]","[[7, 8, 6, 7, 7], [6, 6, 6, 6, 5], [5, 5, 7, 5, 4]]","[[3, 3, 3, 3, 3], [0, 0, 3, 3, 0], [0, 0, 0, 0, 0]]","[8, 3, 19]",19,18,10,0,0.056,0.048,0.008,"[11, 10, 12, 13, 14, 9, 6, 5]",8,5,3,9315,24,169,145,none,True,2,traffic-light-mouselab,14,373824,5,0,15,5,33
traffic-light-mouselab,False,3,1,"[12, 12, 12, 11, 11, 11, 10, 10, 10, 6, 6, 6]","[[3, 4, 8, 5, 5], [8, 5, 5, 4, 6], [6, 8, 4, 6, 6]]","[[1, 1, 1, 1, 1], [3, 0, 3, 3, 3], [0, 0, 0, 3, 3]]","[5, 21, 4]",5,22,11,1,0.052,0.048,0.004,"[12, 11, 10, 6]",4,5,3,5260,12,157,145,none,False,0,traffic-light-mouselab,15,380670,4,0,0,0,33
