type,is_practice,original_item_cost,sale_item_cost,click_values,payoff_matrix,cost_matrix,weights,highlight_weight,weights_deviation,trial_num,selected_option,gross_earnings,net_earnings,click_cost,uncovered_values,num_values_revealed,num_options,num_features,reaction_time,points_click_cost,points_action_utility,points_metalevel_reward,sale_type,is_control,sale_index,trial_type,trial_index,time_elapsed,highlight_option_value,maximized_highlighted_option,highlight_num_clicks,num_highlight_reveals,participant_id
traffic-light-mouselab,False,3,1,"[0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4]","[[4, 6, 6, 7, 3], [2, 7, 7, 2, 4], [5, 5, 6, 7, 5]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[3, 10, 17]",3,14,16,3,0.053,0.048,0.005,"[0, 1, 2, 3, 4]",5,5,3,7645,15,160,145,none,True,0,traffic-light-mouselab,20,367111,7,1,15,5,7
traffic-light-mouselab,False,3,1,"[10, 11, 12, 13, 14]","[[5, 4, 10, 5, 5], [4, 4, 2, 5, 7], [5, 3, 3, 4, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[4, 13, 13]",13,12,17,4,0.063,0.06133333333333334,0.0016666666666666668,"[10, 11, 12, 13, 14]",5,5,3,5081,5,189,184,none,False,2,traffic-light-mouselab,21,373645,6,1,5,5,7
traffic-light-mouselab,False,3,1,"[10, 11, 12, 13, 14]","[[4, 4, 4, 5, 6], [6, 5, 7, 5, 4], [4, 2, 1, 7, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[4, 21, 5]",5,22,18,3,0.053,0.051333333333333335,0.0016666666666666668,"[10, 11, 12, 13, 14]",5,5,3,4227,5,160,155,none,False,2,traffic-light-mouselab,22,380103,7,1,5,5,7
traffic-light-mouselab,False,3,1,"[10, 10, 10, 11, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 14]","[[4, 4, 4, 5, 5], [3, 4, 3, 5, 10], [7, 6, 5, 3, 2]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[2, 12, 16]",12,16,19,0,0.052,0.047,0.005,"[10, 11, 12, 13, 14]",5,5,3,7480,15,156,141,none,True,1,traffic-light-mouselab,23,388830,3,0,0,0,7
traffic-light-mouselab,False,3,1,"[0, 1, 2, 3, 4]","[[7, 4, 4, 5, 5], [3, 6, 5, 3, 4], [4, 2, 7, 7, 5]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[19, 5, 6]",19,18,20,0,0.057,0.05533333333333334,0.0016666666666666668,"[0, 1, 2, 3, 4]",5,5,3,4089,5,172,167,none,False,0,traffic-light-mouselab,24,394002,7,1,5,5,7
traffic-light-mouselab,False,3,1,"[10, 11, 12, 13, 14]","[[5, 4, 4, 4, 7], [8, 5, 4, 3, 4], [3, 4, 7, 3, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[5, 21, 4]",4,22,21,2,0.044,0.042333333333333334,0.0016666666666666668,"[10, 11, 12, 13, 14]",5,5,3,3939,5,132,127,none,False,2,traffic-light-mouselab,25,399032,7,1,5,5,7
traffic-light-mouselab,False,3,1,"[10, 10, 10, 11, 11, 11]","[[6, 4, 1, 7, 7], [8, 4, 6, 6, 5], [7, 3, 5, 6, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 3, 3, 3]]","[6, 10, 14]",14,8,22,0,0.071,0.06899999999999999,0.002,"[10, 11]",2,5,3,5403,6,214,208,none,True,2,traffic-light-mouselab,26,405323,7,1,6,2,7
traffic-light-mouselab,False,3,1,"[5, 6, 7, 8, 9]","[[3, 4, 6, 4, 7], [3, 7, 6, 5, 9], [8, 9, 3, 3, 5]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[20, 9, 1]",9,20,23,4,0.075,0.07333333333333333,0.0016666666666666668,"[5, 6, 7, 8, 9]",5,5,3,3884,5,226,221,none,False,1,traffic-light-mouselab,27,410254,9,1,5,5,7
traffic-light-mouselab,False,3,1,"[5, 5, 5, 6, 6, 6]","[[4, 4, 4, 7, 5], [8, 3, 6, 6, 4], [6, 7, 6, 4, 8]]","[[3, 3, 3, 3, 3], [0, 0, 3, 3, 3], [3, 3, 3, 3, 3]]","[15, 2, 13]",13,16,24,0,0.051,0.048999999999999995,0.002,"[5, 6]",2,5,3,3590,6,154,148,none,True,2,traffic-light-mouselab,28,415469,6,0,0,0,7
traffic-light-mouselab,False,3,1,"[5, 6, 7, 8, 9, 9]","[[5, 7, 7, 6, 3], [7, 4, 5, 8, 5], [4, 4, 3, 7, 5]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[15, 11, 4]",11,12,25,3,0.069,0.06733333333333334,0.0016666666666666668,"[5, 6, 7, 8, 9]",5,5,3,3851,5,206,201,none,False,1,traffic-light-mouselab,29,420250,8,1,6,5,7
traffic-light-mouselab,False,3,1,"[0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4, 6, 6, 6, 5, 5, 5]","[[6, 6, 2, 4, 4], [8, 6, 5, 6, 8], [6, 8, 7, 7, 6]]","[[0, 0, 0, 0, 0], [0, 0, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 24, 4]",2,28,26,0,0.076,0.06899999999999999,0.007,"[0, 1, 2, 3, 4, 6, 5]",7,5,3,11490,21,228,207,none,True,0,traffic-light-mouselab,30,433303,6,1,15,5,7
traffic-light-mouselab,False,3,1,"[5, 5, 5, 6, 6, 6, 7, 7, 7, 8, 8, 8, 9, 9, 9]","[[5, 6, 4, 7, 8], [4, 2, 3, 6, 5], [4, 6, 2, 3, 2]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[4, 7, 19]",7,18,27,3,0.042,0.037000000000000005,0.005,"[5, 6, 7, 8, 9]",5,5,3,6045,15,127,112,none,True,1,traffic-light-mouselab,31,440401,6,1,15,5,7
traffic-light-mouselab,False,3,1,"[10, 11, 12, 13, 14]","[[9, 6, 8, 5, 3], [5, 4, 5, 5, 7], [8, 6, 4, 6, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[9, 3, 18]",18,16,28,0,0.08,0.07833333333333334,0.0016666666666666668,"[10, 11, 12, 13, 14]",5,5,3,4228,5,240,235,none,False,2,traffic-light-mouselab,32,445979,8,1,5,5,7
traffic-light-mouselab,False,3,1,"[10, 10, 10, 11, 11, 11]","[[5, 2, 4, 4, 1], [5, 5, 5, 4, 6], [3, 9, 5, 5, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 3, 3, 3]]","[12, 11, 7]",12,6,29,1,0.047,0.045,0.002,"[10, 11]",2,5,3,4702,6,142,136,none,True,0,traffic-light-mouselab,33,451880,2,0,0,0,7
traffic-light-mouselab,False,3,1,"[10, 11, 12, 13, 14, 9, 9, 9, 8, 8, 8, 3, 3, 3, 4, 4, 4]","[[3, 5, 4, 2, 5], [7, 7, 7, 6, 6], [7, 5, 3, 8, 8]]","[[3, 3, 3, 0, 0], [3, 3, 3, 0, 0], [0, 0, 0, 0, 0]]","[12, 10, 8]",8,4,30,4,0.061,0.05533333333333333,0.005666666666666667,"[10, 11, 12, 13, 14, 9, 8, 3, 4]",9,5,3,8211,17,184,167,none,False,2,traffic-light-mouselab,34,461179,8,1,5,5,7
traffic-light-mouselab,False,3,1,"[10, 10, 10]","[[6, 6, 3, 6, 3], [7, 5, 6, 8, 4], [9, 2, 4, 5, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 3, 3, 3, 3]]","[12, 2, 16]",2,16,31,0,0.077,0.076,0.001,[10],1,5,3,3231,3,230,227,none,True,1,traffic-light-mouselab,35,465959,7,0,0,0,7
traffic-light-mouselab,False,3,1,"[10, 10, 10, 11, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 14, 14]","[[5, 5, 5, 4, 6], [6, 8, 6, 9, 6], [4, 6, 6, 4, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[19, 9, 2]",19,18,32,4,0.061,0.056,0.005,"[10, 11, 12, 13, 14]",5,5,3,6670,15,182,167,none,True,0,traffic-light-mouselab,36,473608,6,1,0,0,7
traffic-light-mouselab,True,3,1,"[0, 0, 0, 8, 11, 11, 11, 7, 4, 4, 4, 3, 3, 3, 9, 5, 10, 10, 10, 1, 1, 1, 2, 2, 2, 6, 12, 12, 12, 13, 13, 13, 14, 14, 14, 13]","[[6, 2, 8, 5, 5], [7, 7, 4, 4, 5], [4, 6, 5, 6, 5]]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[10, 12, 8]",12,4,1,2,0.056,0.044333333333333336,0.011666666666666667,"[0, 8, 11, 7, 4, 3, 9, 5, 10, 1, 2, 6, 12, 13, 14]",15,5,3,63678,35,168,133,none,False,1,traffic-light-mouselab,4,443670,4,0,5,5,8
traffic-light-mouselab,True,3,1,"[1, 1, 1, 1, 6, 6, 6, 6, 11, 11, 11, 10, 10, 10, 5, 5, 5, 0, 0, 0]","[[6, 4, 5, 5, 6], [4, 5, 6, 4, 4], [5, 7, 3, 4, 6]]","[[0, 0, 3, 3, 3], [0, 0, 3, 3, 3], [0, 0, 3, 3, 3]]","[11, 6, 13]",13,8,2,1,0.055,0.049,0.006,"[1, 6, 11, 10, 5, 0]",6,5,3,10575,18,165,147,none,True,2,traffic-light-mouselab,5,456062,7,1,6,2,8
traffic-light-mouselab,False,3,1,"[14, 10, 4, 4, 4, 9, 9, 9]","[[5, 3, 4, 7, 5], [5, 4, 4, 5, 5], [2, 7, 3, 4, 6]]","[[3, 3, 3, 3, 0], [3, 3, 3, 3, 0], [0, 1, 1, 1, 0]]","[6, 2, 22]",22,24,3,4,0.057,0.05433333333333334,0.0026666666666666666,"[14, 10, 4, 9]",4,5,3,8696,8,172,164,none,False,2,traffic-light-mouselab,7,471975,6,0,2,2,8
traffic-light-mouselab,False,3,1,"[2, 2, 2, 7, 7, 7, 12, 12, 12, 0, 0, 0, 5, 5, 5, 10, 10, 10, 4, 4, 4, 9, 9, 9, 14, 14, 14]","[[3, 5, 6, 8, 6], [4, 6, 6, 6, 5], [9, 6, 4, 5, 8]]","[[0, 3, 0, 3, 0], [0, 3, 0, 3, 0], [0, 3, 0, 3, 0]]","[1, 22, 7]",7,24,4,4,0.057,0.048,0.009,"[2, 7, 12, 0, 5, 10, 4, 9, 14]",9,5,3,25422,27,172,145,none,True,2,traffic-light-mouselab,8,501038,8,0,9,3,8
traffic-light-mouselab,False,3,1,"[14, 14, 14, 4, 4, 4, 12, 12, 12, 11, 11, 11, 6, 6, 6, 1, 1, 1]","[[6, 4, 5, 5, 2], [9, 8, 5, 9, 1], [4, 5, 0, 4, 8]]","[[3, 0, 3, 3, 0], [3, 0, 3, 3, 3], [3, 0, 0, 3, 0]]","[10, 9, 11]",10,2,5,1,0.056,0.05,0.006,"[14, 4, 12, 11, 6, 1]",6,5,3,20024,18,167,149,none,True,0,traffic-light-mouselab,9,522839,4,0,6,2,8
traffic-light-mouselab,False,3,1,"[4, 14, 14, 14, 2, 0, 10, 10, 10, 13, 13, 13, 9, 9, 9, 3, 8, 8, 8]","[[6, 5, 3, 5, 6], [5, 4, 4, 6, 2], [4, 7, 8, 4, 6]]","[[0, 1, 0, 0, 0], [3, 3, 3, 0, 0], [0, 3, 3, 0, 0]]","[2, 21, 7]",2,22,6,3,0.055,0.048666666666666664,0.006333333333333333,"[4, 14, 2, 0, 10, 13, 9, 3, 8]",9,5,3,25030,19,164,145,none,False,0,traffic-light-mouselab,10,561607,5,0,4,4,8
traffic-light-mouselab,False,3,1,"[4, 4, 4, 9, 9, 9, 14, 14, 14]","[[6, 7, 7, 5, 6], [4, 4, 2, 3, 6], [6, 8, 7, 6, 5]]","[[3, 3, 3, 3, 0], [3, 3, 3, 3, 0], [3, 3, 3, 3, 0]]","[27, 2, 1]",1,34,7,4,0.06,0.056999999999999995,0.003,"[4, 9, 14]",3,5,3,10342,9,179,170,none,True,2,traffic-light-mouselab,11,575078,5,0,3,1,8
traffic-light-mouselab,False,3,1,"[2, 2, 2, 4, 4, 4, 1, 1, 1, 6, 6, 6, 11, 11, 11]","[[8, 6, 4, 5, 5], [5, 9, 1, 3, 6], [7, 4, 3, 3, 6]]","[[3, 0, 0, 3, 0], [3, 0, 3, 3, 3], [3, 0, 3, 3, 3]]","[9, 16, 5]",9,12,8,1,0.073,0.06799999999999999,0.005,"[2, 4, 1, 6, 11]",5,5,3,9071,15,218,203,none,True,0,traffic-light-mouselab,12,585894,6,0,9,3,8
traffic-light-mouselab,False,3,1,"[12, 10, 5, 5, 5, 0, 0, 0]","[[5, 7, 4, 3, 4], [7, 4, 6, 2, 4], [7, 5, 3, 6, 3]]","[[0, 3, 3, 3, 3], [0, 3, 3, 3, 3], [0, 1, 0, 1, 1]]","[5, 22, 3]",3,24,9,0,0.067,0.06433333333333334,0.0026666666666666666,"[12, 10, 5, 0]",4,5,3,9359,8,200,192,none,False,2,traffic-light-mouselab,13,597726,7,1,2,2,8
traffic-light-mouselab,False,3,1,"[14, 14, 14, 4, 4, 4, 9, 9, 9, 10, 10, 10, 5, 5, 5, 12, 12, 12, 2, 2, 2, 0, 0, 0]","[[7, 5, 2, 5, 5], [3, 1, 7, 3, 1], [6, 6, 4, 4, 8]]","[[0, 3, 0, 3, 0], [0, 3, 3, 3, 0], [0, 3, 0, 3, 0]]","[17, 4, 9]",9,14,10,0,0.062,0.054,0.008,"[14, 4, 9, 10, 5, 12, 2, 0]",8,5,3,22096,24,185,161,none,True,2,traffic-light-mouselab,14,623981,6,0,9,3,8
traffic-light-mouselab,False,3,1,"[0, 4, 2, 7, 7, 7, 12, 12, 12]","[[3, 4, 7, 8, 3], [7, 2, 6, 5, 3], [3, 5, 4, 5, 5]]","[[0, 1, 0, 1, 0], [3, 3, 0, 3, 3], [3, 3, 0, 3, 3]]","[11, 15, 4]",11,12,11,2,0.061,0.057999999999999996,0.003,"[0, 4, 2, 7, 12]",5,5,3,6655,9,183,174,none,False,0,traffic-light-mouselab,15,632439,7,0,3,3,8
traffic-light-mouselab,False,3,1,"[8, 3, 3, 3, 13, 13, 13]","[[6, 4, 5, 1, 3], [2, 3, 5, 7, 3], [5, 6, 2, 4, 5]]","[[3, 3, 3, 0, 3], [1, 1, 1, 0, 1], [3, 3, 3, 0, 3]]","[9, 20, 1]",20,20,12,3,0.051,0.048666666666666664,0.0023333333333333335,"[8, 3, 13]",3,5,3,8990,7,153,146,none,False,1,traffic-light-mouselab,16,646358,7,1,1,1,8
traffic-light-mouselab,False,3,1,"[14, 14, 14, 4, 4, 4, 9, 9, 9]","[[3, 8, 3, 5, 6], [5, 6, 4, 5, 5], [6, 3, 3, 6, 5]]","[[3, 3, 3, 3, 0], [3, 3, 3, 3, 0], [3, 3, 3, 3, 0]]","[19, 10, 1]",10,18,13,4,0.056,0.053,0.003,"[14, 4, 9]",3,5,3,6958,9,169,160,none,True,1,traffic-light-mouselab,17,661918,5,0,3,1,8
traffic-light-mouselab,False,3,1,"[7, 7, 7, 12, 12, 12, 2, 2, 2, 14, 14, 14, 9, 9, 9, 4, 4, 4]","[[6, 3, 2, 3, 6], [9, 5, 5, 2, 7], [5, 7, 7, 3, 5]]","[[3, 3, 0, 3, 0], [3, 3, 0, 3, 0], [3, 3, 0, 3, 0]]","[3, 12, 15]",3,14,14,4,0.059,0.053,0.006,"[7, 12, 2, 14, 9, 4]",6,5,3,11079,18,177,159,none,True,0,traffic-light-mouselab,18,677382,6,1,6,2,8
traffic-light-mouselab,False,3,1,"[3, 1, 11, 6, 11, 11, 6, 6]","[[7, 10, 6, 7, 6], [7, 5, 5, 5, 7], [9, 6, 8, 3, 6]]","[[1, 0, 1, 0, 1], [3, 0, 3, 3, 3], [3, 0, 3, 3, 3]]","[8, 7, 15]",8,10,15,1,0.068,0.06533333333333334,0.0026666666666666666,"[3, 1, 11, 6]",4,5,3,10976,8,205,197,none,False,0,traffic-light-mouselab,19,693246,10,1,2,2,8
traffic-light-mouselab,False,3,1,"[1, 2, 4, 7, 7, 7, 12, 12, 12]","[[4, 4, 7, 9, 5], [6, 5, 7, 6, 4], [2, 6, 6, 4, 5]]","[[1, 0, 0, 1, 0], [3, 3, 0, 3, 3], [3, 3, 0, 3, 3]]","[14, 13, 3]",14,14,16,2,0.069,0.066,0.003,"[1, 2, 4, 7, 12]",5,5,3,9271,9,207,198,none,False,0,traffic-light-mouselab,20,704406,7,0,3,3,8
traffic-light-mouselab,False,3,1,"[1, 1, 1, 5, 5, 5, 4, 4, 4, 9, 9, 9, 14, 14, 14]","[[6, 5, 7, 6, 6], [2, 4, 5, 5, 3], [3, 1, 8, 4, 7]]","[[3, 0, 3, 3, 0], [0, 3, 3, 3, 0], [3, 3, 3, 3, 0]]","[10, 4, 16]",10,12,17,4,0.061,0.056,0.005,"[1, 5, 4, 9, 14]",5,5,3,11047,15,184,169,none,True,0,traffic-light-mouselab,21,718389,6,0,6,2,8
traffic-light-mouselab,False,3,1,"[10, 12, 14, 13, 11, 5, 5, 5, 0, 0, 0]","[[6, 8, 5, 3, 1], [6, 5, 4, 5, 6], [5, 4, 3, 4, 3]]","[[0, 3, 3, 3, 3], [0, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[2, 13, 15]",15,16,18,0,0.055,0.051333333333333335,0.0036666666666666666,"[10, 12, 14, 13, 11, 5, 0]",7,5,3,10785,11,165,154,none,False,2,traffic-light-mouselab,22,730918,5,1,5,5,8
traffic-light-mouselab,False,3,1,"[0, 0, 0, 1, 1, 1, 6, 6, 6, 11, 11, 11]","[[4, 6, 3, 5, 8], [4, 8, 4, 5, 4], [5, 9, 3, 3, 7]]","[[0, 0, 3, 3, 3], [3, 0, 3, 3, 3], [3, 0, 3, 3, 3]]","[11, 15, 4]",15,12,19,1,0.074,0.06999999999999999,0.004,"[0, 1, 6, 11]",4,5,3,7151,12,222,210,none,True,1,traffic-light-mouselab,23,740902,8,1,3,1,8
traffic-light-mouselab,False,3,1,"[11, 12, 14, 10, 5, 5, 5, 0, 0, 0, 6, 6, 6, 1, 1, 1]","[[3, 9, 5, 5, 4], [5, 6, 8, 7, 5], [7, 5, 4, 8, 5]]","[[0, 0, 3, 3, 3], [0, 0, 3, 3, 3], [0, 0, 0, 1, 0]]","[4, 1, 25]",25,30,20,1,0.056,0.050666666666666665,0.005333333333333333,"[11, 12, 14, 10, 5, 0, 6, 1]",8,5,3,12913,16,167,151,none,False,2,traffic-light-mouselab,24,755470,5,0,4,4,8
traffic-light-mouselab,False,3,1,"[11, 11, 11, 7, 7, 7, 5, 5, 5, 10, 10, 10, 0, 0, 0]","[[5, 3, 6, 4, 8], [6, 5, 4, 3, 7], [4, 4, 6, 7, 6]]","[[0, 3, 3, 3, 3], [0, 3, 0, 3, 3], [0, 0, 3, 3, 3]]","[22, 2, 6]",2,24,21,0,0.049,0.044000000000000004,0.005,"[11, 7, 5, 10, 0]",5,5,3,9168,15,146,131,none,True,1,traffic-light-mouselab,25,765879,6,0,6,2,8
traffic-light-mouselab,False,3,1,"[2, 4, 9, 9, 9, 1, 6, 6, 6, 11, 11, 11]","[[5, 5, 3, 7, 6], [7, 5, 4, 9, 2], [4, 6, 4, 4, 3]]","[[1, 0, 0, 1, 0], [3, 0, 3, 3, 0], [3, 0, 3, 3, 3]]","[11, 15, 4]",11,12,22,1,0.051,0.047,0.004,"[2, 4, 9, 1, 6, 11]",6,5,3,9606,12,154,142,none,False,0,traffic-light-mouselab,26,776918,5,0,3,3,8
traffic-light-mouselab,False,3,1,"[0, 0, 0, 5, 5, 5, 10, 10, 10]","[[6, 3, 7, 3, 7], [5, 4, 5, 5, 6], [2, 5, 4, 5, 7]]","[[0, 3, 3, 3, 3], [0, 3, 3, 3, 3], [0, 3, 3, 3, 3]]","[3, 9, 18]",9,16,23,0,0.033,0.030000000000000002,0.003,"[0, 5, 10]",3,5,3,4648,9,99,90,none,True,1,traffic-light-mouselab,27,782741,5,0,3,1,8
traffic-light-mouselab,False,3,1,"[3, 3, 3, 8, 8, 8, 13, 13, 13]","[[5, 5, 5, 5, 4], [6, 4, 7, 7, 6], [4, 8, 5, 4, 5]]","[[3, 3, 3, 0, 3], [3, 3, 3, 0, 3], [3, 3, 3, 0, 3]]","[25, 3, 2]",3,30,24,3,0.051,0.047999999999999994,0.003,"[3, 8, 13]",3,5,3,4712,9,154,145,none,True,1,traffic-light-mouselab,28,789726,7,1,3,1,8
traffic-light-mouselab,False,3,1,"[8, 6, 3, 3, 3, 13, 13, 13]","[[5, 6, 7, 7, 6], [3, 5, 6, 7, 2], [3, 4, 7, 3, 8]]","[[3, 3, 3, 0, 3], [1, 0, 1, 0, 1], [3, 3, 3, 0, 3]]","[21, 6, 3]",6,22,25,3,0.066,0.06333333333333334,0.0026666666666666666,"[8, 6, 3, 13]",4,5,3,6823,8,198,190,none,False,1,traffic-light-mouselab,29,798078,7,1,2,2,8
traffic-light-mouselab,False,3,1,"[11, 14, 9, 9, 9, 4, 4, 4]","[[3, 3, 5, 5, 6], [5, 3, 4, 4, 5], [5, 4, 3, 8, 6]]","[[3, 3, 3, 3, 0], [3, 3, 3, 3, 0], [1, 0, 1, 1, 0]]","[1, 7, 22]",22,24,26,4,0.058,0.05533333333333334,0.0026666666666666666,"[11, 14, 9, 4]",4,5,3,6640,8,173,165,none,False,2,traffic-light-mouselab,30,866056,6,0,2,2,8
traffic-light-mouselab,False,3,1,"[12, 7, 7, 7, 2, 2, 2]","[[2, 4, 4, 5, 7], [5, 7, 6, 5, 5], [8, 3, 5, 6, 5]]","[[3, 3, 0, 3, 3], [3, 3, 0, 3, 3], [1, 1, 0, 1, 1]]","[15, 5, 10]",10,10,27,2,0.047,0.04466666666666667,0.0023333333333333335,"[12, 7, 2]",3,5,3,6697,7,140,133,none,False,2,traffic-light-mouselab,31,877207,5,0,1,1,8
traffic-light-mouselab,False,3,1,"[14, 14, 14, 4, 4, 4, 9, 9, 9]","[[6, 6, 4, 3, 5], [5, 6, 7, 6, 7], [4, 5, 4, 4, 5]]","[[3, 3, 3, 3, 0], [3, 3, 3, 3, 0], [3, 3, 3, 3, 0]]","[14, 6, 10]",6,8,28,4,0.054,0.051,0.003,"[14, 4, 9]",3,5,3,8894,9,162,153,none,True,1,traffic-light-mouselab,32,892430,7,1,3,1,8
traffic-light-mouselab,False,3,1,"[1, 1, 1, 6, 6, 6, 11, 11, 11, 4, 4, 4, 9, 9, 9, 14, 14, 14, 3, 3, 3, 8, 8, 8, 13, 13, 13, 2, 2, 2, 7, 7, 7, 12, 12, 12, 0, 0, 0, 5, 5, 5, 10, 10, 10]","[[4, 6, 4, 8, 7], [3, 3, 4, 4, 4], [3, 6, 6, 5, 3]]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[18, 10, 2]",10,16,29,3,0.065,0.05,0.015,"[1, 6, 11, 4, 9, 14, 3, 8, 13, 2, 7, 12, 0, 5, 10]",15,5,3,21319,45,194,149,none,True,1,traffic-light-mouselab,33,915574,4,1,15,5,8
traffic-light-mouselab,False,3,1,"[12, 13, 14, 11, 10, 8, 8, 8, 3, 3, 3, 7, 7, 7, 2, 2, 2, 1, 1, 1, 6, 6, 6, 5, 5, 5, 0, 0, 0]","[[6, 4, 4, 5, 4], [3, 7, 6, 3, 3], [4, 5, 1, 5, 2]]","[[0, 0, 0, 0, 3], [0, 0, 0, 0, 3], [0, 0, 0, 0, 0]]","[15, 3, 12]",12,14,30,1,0.047,0.03733333333333333,0.009666666666666667,"[12, 13, 14, 11, 10, 8, 3, 7, 2, 1, 6, 5, 0]",13,5,3,13838,29,141,112,none,False,2,traffic-light-mouselab,34,933421,5,1,5,5,8
traffic-light-mouselab,False,3,1,"[3, 2, 4, 1, 0, 6, 6, 6, 11, 11, 11]","[[6, 7, 6, 5, 3], [8, 8, 3, 6, 3], [6, 5, 5, 4, 3]]","[[0, 0, 0, 0, 0], [3, 0, 3, 3, 3], [3, 0, 3, 3, 3]]","[9, 16, 5]",9,12,31,1,0.072,0.06833333333333333,0.0036666666666666666,"[3, 2, 4, 1, 0, 6, 11]",7,5,3,6326,11,216,205,none,False,0,traffic-light-mouselab,35,941558,7,1,5,5,8
traffic-light-mouselab,False,3,1,"[0, 0, 0, 0, 5, 5, 5, 10, 10, 10, 11, 11, 11, 6, 6, 6, 1, 1, 1, 2, 2, 2, 7, 7, 7, 12, 12, 12, 13, 13, 13, 8, 8, 8, 8, 3, 3, 3, 4, 4, 4, 9, 9, 9, 14, 14, 14]","[[7, 6, 6, 6, 6], [6, 7, 4, 6, 5], [5, 5, 7, 2, 6]]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[7, 3, 20]",3,20,32,4,0.059,0.044,0.015,"[0, 5, 10, 11, 6, 1, 2, 7, 12, 13, 8, 3, 4, 9, 14]",15,5,3,17695,45,177,132,none,True,1,traffic-light-mouselab,36,961310,5,0,16,5,8
traffic-light-mouselab,True,3,1,"[2, 6, 6, 6, 13, 13, 13, 3, 4, 1, 0, 0, 10, 5, 5, 5, 10, 10, 11, 11, 11, 12, 12, 12, 7, 7, 7, 8, 8, 8, 9, 9, 9, 14, 14, 14, 1]","[[5, 5, 4, 2, 4], [5, 5, 4, 7, 5], [5, 7, 1, 3, 4]]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[17, 4, 9]",17,14,1,1,0.056,0.044333333333333336,0.011666666666666667,"[2, 6, 13, 3, 4, 1, 0, 5, 10, 11, 12, 7, 8, 9, 14]",15,5,3,59628,35,168,133,none,False,0,traffic-light-mouselab,4,274198,5,1,7,5,9
traffic-light-mouselab,True,3,1,"[10, 10, 10, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4, 0, 0, 0]","[[4, 5, 4, 7, 5], [5, 4, 4, 6, 8], [6, 6, 5, 4, 4]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [0, 3, 3, 3, 3]]","[18, 6, 6]",6,16,2,3,0.062,0.056,0.006,"[10, 1, 2, 3, 4, 0]",6,5,3,21742,18,186,168,none,True,1,traffic-light-mouselab,5,311657,6,0,0,0,9
traffic-light-mouselab,False,3,1,"[5, 5, 5]","[[5, 3, 3, 6, 4], [7, 6, 2, 3, 2], [6, 5, 5, 3, 3]]","[[3, 3, 3, 3, 3], [0, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[8, 20, 2]",8,20,3,0,0.064,0.063,0.001,[5],1,5,3,13665,3,192,189,none,True,0,traffic-light-mouselab,7,336555,5,0,0,0,9
traffic-light-mouselab,False,3,1,"[12, 12, 12]","[[5, 7, 7, 7, 5], [3, 6, 4, 3, 5], [5, 4, 7, 4, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 0, 3, 3]]","[4, 3, 23]",23,26,4,2,0.067,0.066,0.001,[12],1,5,3,10647,3,201,198,none,True,2,traffic-light-mouselab,8,352198,7,1,3,1,9
