type,is_practice,click_values,payoff_matrix,cost_matrix,weights,weights_deviation,trial_num,selected_option,gross_earnings,net_earnings,click_cost,uncovered_values,num_values_revealed,nudge_type,num_baskets,num_features,reaction_time,points_click_cost,points_action_utility,points_metalevel_reward,trial_type,trial_index,time_elapsed,participant_id
mouselab,False,[],"[[4, 6, 7, 6, 6], [4, 4, 2, 3, 9], [7, 8, 8, 1, 7], [9, 5, 3, 3, 3], [5, 4, 6, 2, 3]]","[[4, 4, 0, 4, 0], [0, 4, 0, 4, 4], [4, 4, 4, 0, 0], [4, 4, 0, 4, 0], [0, 4, 0, 4, 4]]","[11, 10, 1, 4, 4]",18,11,2,0.047,0.047,0.0,[],0,random,5,5,8575,0,141,141,attentional-mouselab,15,461377,0
mouselab,False,[],"[[1, 6, 7, 3, 5], [6, 2, 3, 3, 8], [6, 4, 5, 2, 9], [2, 5, 5, 4, 5], [5, 7, 6, 4, 9]]","[[0, 0, 0, 0, 0], [4, 4, 4, 4, 4], [4, 4, 0, 4, 0], [4, 0, 4, 4, 4], [4, 0, 4, 0, 4]]","[15, 3, 2, 7, 3]",20,12,1,0.053,0.053,0.0,[],0,random,5,5,6951,0,160,160,attentional-mouselab,16,469649,0
mouselab,False,[],"[[8, 3, 6, 5, 6], [5, 4, 5, 5, 4], [3, 2, 3, 6, 4], [5, 5, 3, 5, 9], [1, 7, 6, 7, 4]]","[[0, 0, 4, 4, 0], [4, 4, 4, 4, 4], [0, 0, 4, 4, 4], [4, 0, 4, 4, 0], [0, 0, 4, 0, 4]]","[3, 6, 9, 10, 2]",14,13,1,0.038,0.038,0.0,[],0,random,5,5,2943,0,115,115,attentional-mouselab,17,477681,0
mouselab,False,[],"[[4, 4, 6, 6, 2], [8, 5, 5, 0, 6], [3, 2, 6, 4, 6], [2, 3, 3, 2, 4], [5, 7, 6, 8, 7]]","[[4, 4, 0, 4, 4], [0, 4, 4, 4, 0], [0, 4, 0, 0, 4], [4, 4, 4, 4, 0], [0, 0, 4, 0, 4]]","[1, 5, 1, 10, 13]",22,14,0,0.044,0.044,0.0,[],0,random,5,5,4487,0,132,132,attentional-mouselab,18,483857,0
mouselab,False,[],"[[8, 7, 6, 3, 5], [9, 7, 7, 4, 4], [6, 9, 4, 7, 5], [7, 7, 8, 3, 1], [6, 3, 5, 4, 5]]","[[0, 4, 4, 0, 4], [0, 0, 4, 0, 0], [4, 4, 4, 4, 4], [0, 0, 4, 4, 0], [4, 4, 4, 4, 0]]","[8, 5, 3, 12, 2]",16,15,0,0.074,0.074,0.0,[],0,random,5,5,7023,0,223,223,attentional-mouselab,19,492425,0
mouselab,False,[],"[[3, 7, 6, 7, 6], [8, 7, 2, 4, 2], [5, 4, 2, 7, 7], [4, 5, 7, 2, 6], [6, 5, 6, 7, 7]]","[[0, 4, 4, 0, 4], [0, 4, 4, 0, 0], [4, 4, 0, 0, 4], [4, 0, 4, 4, 4], [4, 4, 4, 0, 0]]","[2, 2, 18, 4, 4]",24,16,3,0.061,0.061,0.0,[],0,random,5,5,4807,0,184,184,attentional-mouselab,20,498881,0
mouselab,False,[],"[[2, 4, 5, 5, 6], [7, 5, 4, 7, 4], [7, 5, 2, 5, 2], [4, 5, 6, 8, 4], [5, 3, 7, 3, 5]]","[[4, 0, 0, 0, 4], [4, 0, 0, 4, 4], [4, 0, 0, 4, 4], [4, 4, 0, 4, 4], [4, 0, 0, 4, 4]]","[1, 2, 7, 17, 3]",24,17,2,0.05,0.05,0.0,[],0,greedy,5,5,3287,0,150,150,attentional-mouselab,21,503761,0
mouselab,False,[],"[[6, 5, 5, 5, 8], [7, 5, 5, 4, 3], [6, 2, 7, 5, 6], [6, 5, 7, 6, 9], [4, 6, 4, 8, 7]]","[[0, 4, 0, 4, 4], [4, 4, 0, 0, 0], [4, 4, 0, 4, 4], [0, 4, 0, 4, 4], [0, 4, 0, 4, 4]]","[5, 6, 5, 3, 11]",10,18,2,0.052,0.052,0.0,[],0,greedy,5,5,3175,0,155,155,attentional-mouselab,22,508737,0
mouselab,False,[],"[[6, 4, 6, 6, 5], [1, 4, 6, 5, 6], [5, 5, 5, 6, 6], [5, 5, 6, 3, 4], [6, 6, 6, 2, 6]]","[[0, 4, 4, 0, 4], [0, 4, 4, 0, 4], [0, 4, 0, 0, 4], [0, 4, 4, 0, 4], [4, 4, 4, 0, 4]]","[3, 9, 5, 7, 6]",8,19,3,0.042,0.042,0.0,[],0,greedy,5,5,5375,0,126,126,attentional-mouselab,23,516425,0
mouselab,False,[],"[[7, 6, 6, 1, 3], [4, 6, 6, 6, 5], [4, 5, 6, 6, 5], [5, 6, 6, 6, 8], [7, 8, 3, 6, 4]]","[[4, 4, 0, 0, 4], [0, 4, 4, 0, 0], [4, 4, 4, 0, 4], [0, 0, 4, 0, 4], [4, 4, 4, 0, 4]]","[2, 7, 3, 10, 8]",14,20,3,0.057,0.057,0.0,[],0,greedy,5,5,5575,0,170,170,attentional-mouselab,24,523425,0
mouselab,False,[],"[[6, 8, 5, 7, 4], [8, 4, 6, 6, 5], [6, 5, 7, 4, 7], [5, 4, 6, 5, 5], [4, 4, 7, 6, 6]]","[[0, 4, 0, 4, 0], [4, 0, 4, 4, 0], [0, 4, 4, 4, 0], [0, 4, 4, 4, 0], [4, 4, 4, 0, 4]]","[17, 4, 2, 6, 1]",22,21,4,0.046,0.046,0.0,[],0,random,5,5,5191,0,138,138,attentional-mouselab,25,530481,0
mouselab,False,[],"[[4, 5, 2, 5, 6], [5, 5, 1, 5, 5], [4, 5, 4, 5, 9], [6, 9, 5, 5, 4], [7, 6, 3, 5, 6]]","[[4, 0, 4, 0, 4], [4, 0, 4, 4, 4], [4, 0, 4, 4, 0], [4, 0, 4, 0, 4], [0, 0, 4, 4, 0]]","[6, 5, 11, 3, 5]",10,22,1,0.056,0.056,0.0,[],0,greedy,5,5,3775,0,167,167,attentional-mouselab,26,535513,0
mouselab,True,[],"[[5, 4, 3, 7, 5], [7, 6, 7, 5, 4], [6, 7, 4, 6, 6], [6, 7, 4, 6, 5], [7, 6, 6, 5, 4]]","[[0, 4, 4, 4, 0], [4, 4, 4, 4, 4], [0, 0, 4, 4, 4], [4, 4, 0, 0, 0], [4, 4, 0, 0, 0]]","[1, 11, 12, 3, 3]",22,1,1,0.064,0.064,0.0,[],0,random,5,5,7627,0,193,193,attentional-mouselab,4,274742,1
mouselab,True,[],"[[6, 6, 7, 9, 5], [4, 6, 4, 4, 6], [4, 5, 5, 6, 6], [5, 1, 7, 4, 4], [5, 6, 5, 4, 8]]","[[0, 4, 4, 0, 0], [0, 0, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 0, 4], [0, 0, 0, 0, 4]]","[6, 5, 5, 5, 9]",6,2,0,0.049,0.049,0.0,[],0,random,5,5,8832,0,146,146,attentional-mouselab,5,286766,1
mouselab,False,[],"[[3, 0, 4, 6, 5], [9, 5, 5, 6, 3], [5, 6, 7, 4, 8], [4, 4, 5, 7, 2], [6, 7, 4, 3, 3]]","[[0, 0, 4, 0, 0], [4, 4, 4, 4, 0], [4, 4, 0, 0, 4], [4, 4, 0, 4, 0], [0, 4, 4, 4, 4]]","[2, 5, 1, 12, 10]",20,3,2,0.047,0.047,0.0,[],0,random,5,5,4743,0,140,140,attentional-mouselab,7,300016,1
mouselab,False,[],"[[5, 5, 6, 6, 7], [6, 8, 6, 5, 4], [8, 2, 7, 5, 5], [7, 3, 7, 6, 4], [4, 6, 4, 5, 5]]","[[4, 4, 0, 4, 0], [4, 4, 4, 0, 0], [4, 4, 0, 4, 0], [0, 4, 4, 4, 0], [4, 4, 0, 4, 0]]","[8, 1, 6, 10, 5]",12,4,1,0.04,0.04,0.0,[],0,greedy,5,5,6861,0,120,120,attentional-mouselab,8,309086,1
mouselab,False,[],"[[6, 6, 5, 4, 4], [3, 5, 8, 3, 4], [4, 5, 4, 3, 4], [7, 4, 4, 2, 5], [2, 2, 5, 1, 4]]","[[0, 4, 4, 0, 4], [0, 4, 4, 0, 0], [0, 4, 4, 0, 4], [0, 4, 4, 4, 4], [0, 4, 4, 4, 0]]","[6, 8, 3, 3, 10]",12,5,2,0.056,0.056,0.0,[],0,greedy,5,5,12017,0,168,168,attentional-mouselab,9,323298,1
mouselab,False,[],"[[7, 6, 8, 7, 7], [4, 7, 6, 3, 3], [4, 5, 5, 7, 5], [4, 5, 5, 6, 6], [5, 5, 5, 6, 5]]","[[4, 0, 0, 4, 0], [4, 4, 4, 0, 4], [0, 4, 0, 0, 4], [4, 4, 4, 4, 4], [4, 0, 0, 0, 4]]","[1, 2, 10, 7, 10]",18,6,4,0.052,0.052,0.0,[],0,random,5,5,2706,0,155,155,attentional-mouselab,10,327952,1
mouselab,False,[],"[[4, 5, 2, 5, 6], [5, 5, 1, 5, 5], [4, 5, 4, 5, 9], [6, 9, 5, 5, 4], [7, 6, 3, 5, 6]]","[[4, 0, 4, 0, 4], [4, 4, 0, 4, 0], [0, 0, 4, 4, 0], [4, 4, 4, 0, 4], [4, 4, 0, 4, 0]]","[10, 8, 3, 4, 5]",12,7,4,0.058,0.058,0.0,[],0,random,5,5,7954,0,173,173,attentional-mouselab,11,338268,1
mouselab,False,[],"[[3, 2, 7, 4, 6], [5, 6, 5, 4, 7], [8, 3, 7, 2, 6], [6, 7, 5, 4, 7], [3, 6, 9, 5, 1]]","[[0, 4, 0, 0, 4], [0, 0, 4, 4, 0], [0, 4, 4, 4, 4], [0, 4, 0, 4, 4], [0, 4, 4, 4, 4]]","[7, 5, 2, 6, 10]",10,8,2,0.069,0.069,0.0,[],0,greedy,5,5,10888,0,208,208,attentional-mouselab,12,351638,1
mouselab,False,[],"[[6, 1, 4, 5, 5], [9, 7, 4, 4, 7], [3, 3, 7, 5, 7], [7, 4, 7, 3, 4], [7, 5, 5, 2, 7]]","[[4, 4, 0, 0, 4], [4, 4, 0, 4, 4], [4, 4, 0, 4, 0], [4, 4, 0, 4, 0], [4, 4, 0, 0, 0]]","[16, 1, 4, 8, 1]",24,9,0,0.06,0.06,0.0,[],0,greedy,5,5,2345,0,180,180,attentional-mouselab,13,357042,1
mouselab,False,[],"[[7, 4, 7, 4, 7], [0, 6, 4, 2, 6], [5, 4, 9, 5, 4], [7, 3, 4, 7, 1], [7, 4, 5, 8, 5]]","[[4, 0, 0, 4, 4], [4, 0, 4, 0, 4], [4, 0, 4, 4, 4], [0, 0, 0, 4, 0], [4, 0, 4, 4, 4]]","[6, 2, 9, 10, 3]",14,10,1,0.038,0.038,0.0,[],0,greedy,5,5,5624,0,114,114,attentional-mouselab,14,364734,1
mouselab,False,[],"[[5, 2, 4, 5, 4], [4, 7, 2, 5, 5], [7, 6, 2, 7, 7], [5, 4, 7, 3, 3], [5, 6, 6, 3, 9]]","[[4, 4, 4, 0, 4], [4, 4, 4, 0, 4], [0, 4, 0, 0, 0], [4, 4, 4, 0, 0], [4, 4, 0, 0, 4]]","[5, 7, 9, 6, 3]",8,11,1,0.052,0.052,0.0,[],0,greedy,5,5,1609,0,155,155,attentional-mouselab,15,368259,1
mouselab,False,[],"[[8, 7, 4, 6, 6], [5, 6, 7, 3, 4], [2, 5, 5, 5, 6], [6, 9, 6, 3, 5], [4, 9, 1, 2, 7]]","[[0, 0, 4, 4, 4], [0, 0, 4, 0, 4], [4, 0, 0, 4, 4], [4, 0, 4, 4, 4], [4, 0, 0, 4, 4]]","[3, 2, 4, 14, 7]",18,12,1,0.081,0.081,0.0,[],0,greedy,5,5,3583,0,242,242,attentional-mouselab,16,373495,1
mouselab,False,[],"[[5, 8, 6, 5, 5], [6, 5, 5, 5, 5], [4, 6, 2, 4, 4], [7, 4, 6, 4, 5], [4, 6, 5, 8, 6]]","[[0, 4, 4, 0, 0], [0, 4, 4, 0, 4], [4, 0, 4, 0, 4], [4, 0, 4, 0, 4], [4, 4, 0, 4, 4]]","[5, 4, 6, 2, 13]",14,13,2,0.046,0.046,0.0,[],0,random,5,5,6451,0,139,139,attentional-mouselab,17,381725,1
mouselab,False,[],"[[8, 3, 4, 2, 3], [3, 7, 4, 4, 7], [2, 7, 4, 5, 5], [5, 3, 5, 7, 6], [6, 3, 4, 5, 7]]","[[0, 4, 4, 4, 4], [0, 4, 4, 0, 4], [0, 4, 4, 4, 0], [0, 0, 0, 4, 4], [0, 0, 4, 4, 4]]","[11, 3, 3, 11, 2]",20,14,0,0.057,0.057,0.0,[],0,greedy,5,5,6463,0,170,170,attentional-mouselab,18,389831,1
mouselab,False,[],"[[2, 6, 3, 7, 5], [5, 3, 8, 5, 7], [7, 2, 4, 5, 6], [3, 4, 5, 6, 3], [5, 5, 3, 5, 2]]","[[4, 0, 0, 4, 4], [4, 0, 4, 4, 0], [0, 4, 4, 0, 4], [4, 4, 0, 0, 4], [0, 0, 4, 4, 4]]","[12, 4, 10, 3, 1]",20,15,4,0.053,0.053,0.0,[],0,random,5,5,3800,0,159,159,attentional-mouselab,19,395338,1
mouselab,False,[1],"[[7, 4, 3, 6, 7], [4, 7, 3, 7, 7], [7, 3, 4, 5, 0], [4, 7, 2, 6, 3], [8, 2, 4, 4, 5]]","[[0, 3, 4, 4, 0], [0, 4, 4, 4, 0], [0, 0, 4, 0, 4], [4, 4, 0, 0, 4], [4, 0, 4, 4, 4]]","[8, 5, 4, 7, 6]",6,16,1,0.047,0.04666666666666667,0.0003333333333333333,[],0,random,5,5,13673,1,140,139,attentional-mouselab,20,411670,1
mouselab,False,[],"[[8, 3, 9, 4, 2], [3, 3, 6, 4, 2], [6, 4, 7, 5, 7], [5, 7, 4, 6, 3], [6, 6, 6, 5, 5]]","[[4, 4, 4, 4, 0], [4, 0, 4, 0, 0], [0, 4, 4, 4, 0], [0, 4, 4, 4, 0], [4, 0, 4, 4, 0]]","[6, 2, 4, 6, 12]",12,17,2,0.063,0.063,0.0,[],0,greedy,5,5,2667,0,190,190,attentional-mouselab,21,415966,1
mouselab,False,[],"[[4, 5, 5, 5, 6], [8, 4, 6, 7, 4], [4, 3, 4, 6, 6], [7, 5, 5, 5, 4], [4, 4, 4, 4, 4]]","[[4, 4, 0, 0, 4], [4, 4, 0, 0, 4], [0, 0, 0, 0, 4], [4, 4, 0, 4, 4], [4, 4, 0, 4, 4]]","[6, 11, 6, 1, 6]",10,18,4,0.048,0.048,0.0,[],0,greedy,5,5,2269,0,144,144,attentional-mouselab,22,419552,1
mouselab,False,[],"[[5, 5, 5, 5, 3], [7, 8, 5, 5, 3], [8, 2, 6, 7, 6], [5, 4, 6, 6, 7], [8, 2, 4, 6, 4]]","[[4, 4, 4, 0, 0], [4, 0, 0, 0, 0], [4, 4, 4, 0, 0], [4, 0, 4, 4, 4], [4, 4, 0, 4, 4]]","[4, 4, 14, 2, 6]",16,19,3,0.062,0.062,0.0,[],0,random,5,5,2595,0,186,186,attentional-mouselab,23,423140,1
mouselab,False,[],"[[6, 5, 5, 4, 5], [2, 6, 1, 5, 7], [5, 4, 6, 5, 4], [7, 8, 8, 3, 6], [3, 6, 7, 1, 6]]","[[4, 4, 0, 4, 0], [4, 0, 4, 0, 4], [0, 4, 0, 4, 4], [0, 0, 4, 4, 4], [0, 0, 4, 4, 4]]","[3, 5, 4, 14, 4]",16,20,4,0.058,0.058,0.0,[],0,random,5,5,8239,0,174,174,attentional-mouselab,24,432561,1
mouselab,False,[],"[[6, 8, 4, 4, 5], [7, 4, 4, 3, 7], [6, 5, 7, 3, 7], [4, 2, 4, 1, 8], [3, 6, 6, 6, 5]]","[[0, 4, 0, 4, 0], [4, 0, 4, 4, 4], [4, 0, 0, 4, 4], [4, 4, 0, 4, 4], [0, 0, 0, 4, 4]]","[13, 9, 5, 1, 2]",20,21,3,0.036,0.036,0.0,[],0,random,5,5,3597,0,107,107,attentional-mouselab,25,437437,1
mouselab,False,[],"[[6, 3, 2, 5, 4], [5, 6, 5, 6, 8], [8, 4, 3, 4, 6], [2, 3, 7, 5, 5], [4, 4, 5, 2, 5]]","[[4, 4, 0, 4, 4], [4, 4, 4, 4, 4], [4, 0, 4, 0, 4], [0, 0, 0, 0, 0], [4, 0, 4, 0, 4]]","[2, 1, 10, 9, 8]",18,22,0,0.049,0.049,0.0,[],0,random,5,5,6839,0,147,147,attentional-mouselab,26,445815,1
mouselab,True,[],"[[5, 6, 2, 6, 4], [5, 3, 3, 4, 4], [4, 5, 7, 3, 8], [5, 3, 6, 4, 7], [4, 5, 8, 4, 8]]","[[0, 0, 4, 4, 4], [4, 4, 0, 4, 4], [4, 4, 0, 0, 0], [0, 4, 4, 0, 4], [4, 4, 0, 0, 4]]","[13, 3, 3, 2, 9]",20,1,1,0.051,0.051,0.0,[],0,random,5,5,10032,0,153,153,attentional-mouselab,4,258929,2
mouselab,True,[],"[[6, 2, 6, 1, 5], [5, 5, 4, 3, 3], [5, 5, 6, 3, 5], [8, 5, 4, 8, 5], [4, 3, 4, 8, 2]]","[[0, 0, 4, 4, 4], [4, 0, 0, 4, 4], [0, 4, 4, 4, 4], [0, 0, 4, 0, 4], [0, 4, 4, 0, 4]]","[3, 6, 9, 6, 6]",6,2,4,0.04,0.04,0.0,[],0,random,5,5,14703,0,120,120,attentional-mouselab,5,277249,2
mouselab,False,[],"[[1, 7, 5, 5, 1], [2, 4, 4, 5, 9], [1, 5, 3, 4, 7], [4, 5, 6, 6, 6], [1, 5, 6, 4, 7]]","[[4, 4, 4, 0, 0], [4, 0, 0, 0, 4], [4, 0, 4, 4, 4], [4, 4, 0, 4, 0], [4, 4, 4, 0, 0]]","[1, 11, 9, 7, 2]",18,3,3,0.049,0.049,0.0,[],0,random,5,5,5551,0,146,146,attentional-mouselab,7,288553,2
mouselab,False,[],"[[7, 5, 2, 6, 7], [5, 5, 4, 5, 3], [4, 2, 5, 4, 7], [5, 3, 7, 3, 5], [5, 2, 5, 6, 6]]","[[4, 0, 0, 0, 0], [0, 4, 4, 4, 4], [4, 0, 4, 4, 4], [0, 4, 0, 0, 4], [4, 4, 0, 4, 4]]","[6, 2, 3, 5, 14]",16,4,2,0.047,0.047,0.0,[],0,random,5,5,9015,0,140,140,attentional-mouselab,8,299529,2
mouselab,False,[],"[[3, 6, 6, 3, 5], [4, 6, 5, 8, 1], [6, 5, 8, 5, 5], [7, 5, 4, 3, 6], [3, 6, 7, 5, 2]]","[[4, 4, 0, 0, 0], [4, 4, 4, 4, 0], [4, 4, 0, 4, 0], [0, 4, 4, 4, 0], [0, 4, 4, 4, 0]]","[1, 8, 5, 3, 13]",18,5,1,0.057,0.057,0.0,[],0,greedy,5,5,6207,0,172,172,attentional-mouselab,9,307929,2
mouselab,False,[],"[[5, 3, 5, 5, 4], [5, 5, 5, 8, 5], [6, 7, 6, 6, 8], [4, 4, 4, 2, 6], [6, 7, 3, 4, 4]]","[[0, 4, 4, 0, 4], [0, 4, 4, 0, 4], [0, 4, 4, 4, 4], [0, 4, 4, 4, 0], [0, 0, 4, 4, 0]]","[6, 9, 2, 8, 5]",10,6,3,0.05,0.05,0.0,[],0,greedy,5,5,6271,0,150,150,attentional-mouselab,10,317281,2
mouselab,False,[],"[[3, 5, 7, 6, 8], [5, 3, 4, 3, 6], [4, 4, 2, 8, 7], [6, 3, 6, 4, 5], [5, 7, 6, 4, 3]]","[[4, 0, 4, 4, 4], [4, 0, 0, 4, 0], [4, 0, 4, 4, 0], [0, 0, 4, 4, 4], [4, 0, 4, 0, 4]]","[2, 6, 1, 7, 14]",18,7,1,0.05,0.05,0.0,[],0,greedy,5,5,7558,0,151,151,attentional-mouselab,11,326433,2
mouselab,False,[],"[[5, 9, 5, 6, 5], [4, 3, 4, 5, 4], [6, 2, 5, 6, 7], [4, 7, 5, 9, 5], [3, 5, 7, 9, 4]]","[[4, 4, 4, 0, 0], [4, 4, 4, 0, 4], [4, 4, 4, 0, 0], [4, 4, 0, 0, 4], [0, 0, 4, 0, 4]]","[7, 3, 6, 10, 4]",10,8,3,0.073,0.073,0.0,[],0,greedy,5,5,6039,0,219,219,attentional-mouselab,12,333985,2
mouselab,False,[],"[[6, 3, 6, 5, 5], [5, 4, 5, 6, 4], [4, 5, 4, 4, 6], [3, 7, 5, 7, 5], [4, 3, 6, 6, 5]]","[[4, 4, 4, 4, 4], [0, 4, 0, 0, 0], [0, 4, 4, 0, 0], [4, 0, 0, 4, 4], [4, 0, 4, 4, 4]]","[4, 6, 11, 7, 2]",12,9,4,0.052,0.052,0.0,[],0,random,5,5,9143,0,155,155,attentional-mouselab,13,344305,2
mouselab,False,[],"[[3, 5, 4, 3, 5], [3, 9, 4, 5, 7], [7, 7, 5, 7, 4], [5, 6, 7, 6, 3], [5, 4, 5, 3, 5]]","[[0, 4, 4, 0, 4], [0, 4, 4, 4, 0], [0, 4, 4, 0, 4], [4, 4, 0, 0, 0], [4, 4, 4, 4, 0]]","[6, 2, 13, 6, 3]",14,10,3,0.055,0.055,0.0,[],0,random,5,5,7198,0,164,164,attentional-mouselab,14,353241,2
mouselab,False,[],"[[3, 5, 4, 6, 6], [6, 5, 4, 8, 5], [4, 3, 1, 7, 5], [6, 5, 7, 8, 4], [4, 6, 5, 7, 6]]","[[4, 4, 4, 4, 0], [4, 4, 4, 4, 4], [0, 4, 0, 4, 0], [0, 0, 0, 0, 4], [4, 0, 4, 4, 0]]","[5, 4, 1, 16, 4]",20,11,3,0.075,0.075,0.0,[],0,random,5,5,8158,0,225,225,attentional-mouselab,15,362618,2
mouselab,False,[],"[[8, 6, 5, 6, 3], [5, 5, 4, 5, 6], [1, 6, 6, 5, 8], [3, 6, 5, 6, 8], [6, 5, 8, 5, 3]]","[[4, 4, 0, 0, 4], [0, 0, 4, 0, 0], [4, 4, 4, 4, 0], [4, 4, 0, 4, 4], [0, 4, 4, 4, 0]]","[3, 5, 1, 14, 7]",18,12,1,0.056,0.056,0.0,[],0,random,5,5,9655,0,168,168,attentional-mouselab,16,373665,2
mouselab,False,[],"[[5, 4, 7, 6, 6], [4, 3, 6, 4, 4], [6, 5, 5, 4, 4], [7, 6, 4, 5, 6], [5, 6, 5, 5, 5]]","[[4, 0, 4, 4, 0], [0, 4, 4, 4, 0], [4, 4, 4, 0, 0], [4, 0, 4, 4, 0], [4, 4, 4, 0, 0]]","[2, 5, 7, 9, 7]",10,13,1,0.051,0.051,0.0,[],0,greedy,5,5,8342,0,154,154,attentional-mouselab,17,384313,2
