type,is_practice,original_item_cost,sale_item_cost,click_values,payoff_matrix,cost_matrix,weights,weights_deviation,trial_num,selected_option,gross_earnings,net_earnings,click_cost,uncovered_values,num_values_revealed,num_options,num_features,reaction_time,points_click_cost,points_action_utility,points_metalevel_reward,sale_type,sale_index,trial_type,trial_index,time_elapsed,highlight_option_value,maximized_highlighted_option,highlight_num_clicks,highlight_weight,participant_id
traffic-light-mouselab,False,3,1,"[5, 5, 5, 6, 6, 6, 11, 11, 11]","[[4, 7, 4, 5, 4], [6, 9, 4, 3, 6], [8, 6, 3, 3, 7]]","[[1, 1, 1, 1, 1], [0, 0, 3, 3, 3], [3, 0, 3, 3, 3]]","[2, 18, 10]",16,20,1,0.079,0.076,0.003,"[5, 6, 11]",3,5,3,10230,9,236,227,low,0,traffic-light-mouselab,24,406327,7,1,0,2,16
traffic-light-mouselab,False,3,1,"[10, 10, 10, 11, 11, 11, 6]","[[7, 2, 5, 5, 6], [6, 4, 5, 5, 4], [5, 7, 3, 2, 6]]","[[3, 3, 3, 3, 3], [1, 0, 1, 1, 1], [0, 0, 3, 3, 3]]","[2, 10, 18]",16,21,1,0.057,0.05466666666666667,0.0023333333333333335,"[10, 11, 6]",3,5,3,7172,7,170,163,medium,1,traffic-light-mouselab,25,414430,4,0,1,10,16
traffic-light-mouselab,False,3,1,"[0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4]","[[5, 4, 1, 6, 9], [3, 4, 4, 6, 7], [9, 6, 7, 5, 5]]","[[0, 0, 0, 0, 0], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[18, 2, 10]",16,22,4,0.075,0.06999999999999999,0.005,"[0, 1, 2, 3, 4]",5,5,3,8361,15,226,211,low,1,traffic-light-mouselab,26,423872,7,1,0,2,16
traffic-light-mouselab,False,3,1,"[5, 5, 5, 6, 6, 6, 11, 11, 11]","[[5, 5, 6, 4, 2], [6, 8, 3, 2, 3], [4, 4, 7, 4, 5]]","[[1, 1, 1, 1, 1], [0, 0, 3, 3, 3], [3, 0, 3, 3, 3]]","[2, 18, 10]",16,23,1,0.065,0.062,0.003,"[5, 6, 11]",3,5,3,5623,9,194,185,low,0,traffic-light-mouselab,27,431677,5,0,0,2,16
traffic-light-mouselab,False,3,1,"[10, 11, 12, 13, 14, 4, 4, 4]","[[3, 4, 8, 6, 7], [1, 6, 6, 7, 3], [5, 6, 5, 5, 7]]","[[3, 3, 3, 3, 0], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[10, 2, 18]",16,24,4,0.067,0.06433333333333334,0.0026666666666666666,"[10, 11, 12, 13, 14, 4]",6,5,3,7542,8,202,194,hi,2,traffic-light-mouselab,28,440064,7,1,5,18,16
traffic-light-mouselab,False,3,1,"[0, 0, 0, 1, 1, 1, 2, 2, 2, 7]","[[5, 3, 7, 5, 7], [5, 1, 6, 9, 3], [4, 5, 5, 5, 5]]","[[0, 0, 0, 3, 3], [1, 1, 0, 1, 1], [3, 3, 3, 3, 3]]","[18, 10, 2]",16,25,2,0.065,0.06166666666666667,0.0033333333333333335,"[0, 1, 2, 7]",4,5,3,7544,10,196,186,medium,1,traffic-light-mouselab,29,448371,6,0,1,10,16
traffic-light-mouselab,False,3,1,"[10, 11, 12, 13, 14]","[[3, 9, 3, 4, 5], [5, 7, 5, 4, 5], [7, 5, 3, 3, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[10, 2, 18]",16,26,0,0.055,0.05333333333333334,0.0016666666666666668,"[10, 11, 12, 13, 14]",5,5,3,8688,5,166,161,hi,2,traffic-light-mouselab,30,457943,7,1,5,18,16
traffic-light-mouselab,False,3,1,"[0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4, 5, 8]","[[6, 4, 2, 5, 2], [3, 6, 2, 6, 6], [7, 7, 3, 7, 3]]","[[0, 0, 0, 0, 0], [0, 1, 1, 0, 1], [3, 3, 3, 3, 3]]","[18, 10, 2]",16,27,3,0.055,0.04933333333333333,0.005666666666666667,"[0, 1, 2, 3, 4, 5, 8]",7,5,3,13979,17,164,147,medium,1,traffic-light-mouselab,31,473165,6,1,2,10,16
traffic-light-mouselab,False,3,1,"[5, 5, 5, 6, 6, 6, 7, 7, 7]","[[3, 6, 4, 4, 5], [5, 4, 8, 3, 7], [5, 5, 6, 5, 5]]","[[3, 3, 3, 3, 3], [0, 0, 0, 3, 3], [1, 1, 1, 1, 1]]","[2, 18, 10]",16,28,2,0.071,0.06799999999999999,0.003,"[5, 6, 7]",3,5,3,6325,9,212,203,medium,2,traffic-light-mouselab,32,480366,6,1,0,10,16
traffic-light-mouselab,False,3,1,"[5, 5, 5, 6, 6, 6, 7, 7, 7, 8, 8, 8]","[[7, 7, 5, 3, 5], [4, 6, 4, 7, 10], [5, 6, 5, 4, 5]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 3], [1, 1, 1, 1, 1]]","[10, 18, 2]",16,29,3,0.055,0.051000000000000004,0.004,"[5, 6, 7, 8]",4,5,3,6130,12,164,152,low,2,traffic-light-mouselab,33,487762,4,0,0,2,16
traffic-light-mouselab,False,3,1,"[5, 5, 5, 6, 6, 6, 7, 7, 7, 8, 8, 8, 9, 9, 9, 3]","[[4, 7, 7, 7, 5], [2, 5, 5, 6, 4], [6, 5, 5, 3, 4]]","[[1, 1, 1, 0, 1], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,30,3,0.061,0.05566666666666666,0.005333333333333333,"[5, 6, 7, 8, 9, 3]",6,5,3,11904,16,184,168,medium,0,traffic-light-mouselab,34,500626,7,1,1,10,16
traffic-light-mouselab,False,3,1,"[0, 1, 2, 3, 4]","[[4, 5, 5, 6, 8], [7, 5, 6, 2, 6], [6, 4, 8, 8, 6]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 10, 2]",16,31,4,0.072,0.07033333333333333,0.0016666666666666668,"[0, 1, 2, 3, 4]",5,5,3,17840,5,216,211,hi,0,traffic-light-mouselab,35,519409,8,1,5,18,16
traffic-light-mouselab,False,3,1,"[0, 0, 0]","[[7, 5, 4, 1, 4], [5, 7, 6, 7, 8], [8, 6, 7, 6, 4]]","[[0, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[18, 10, 2]",16,32,0,0.064,0.063,0.001,[0],1,5,3,3622,3,192,189,low,2,traffic-light-mouselab,36,524119,8,1,0,2,16
traffic-light-mouselab,False,3,1,"[10, 10, 10, 11, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 14]","[[5, 6, 5, 5, 2], [7, 4, 4, 5, 6], [5, 4, 5, 1, 5]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [0, 0, 0, 0, 0]]","[10, 2, 18]",16,33,2,0.049,0.044000000000000004,0.005,"[10, 11, 12, 13, 14]",5,5,3,8636,15,148,133,low,1,traffic-light-mouselab,37,533822,4,0,0,2,16
traffic-light-mouselab,True,3,1,"[0, 1]","[[4, 8, 4, 7, 5], [6, 5, 4, 5, 6], [5, 6, 6, 4, 4]]","[[0, 0, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,1,1,0.061,0.06033333333333333,0.0006666666666666666,"[0, 1]",2,5,3,9931,2,182,180,medium,0,traffic-light-mouselab,4,178931,8,1,2,10,17
traffic-light-mouselab,True,3,1,"[5, 6]","[[4, 3, 3, 6, 8], [3, 9, 8, 4, 4], [5, 4, 3, 5, 8]]","[[3, 3, 3, 3, 3], [0, 0, 1, 1, 1], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,2,1,0.067,0.06633333333333334,0.0006666666666666666,"[5, 6]",2,5,3,5450,2,200,198,hi,1,traffic-light-mouselab,5,190377,9,1,2,18,17
traffic-light-mouselab,True,3,1,"[0, 1, 2, 3]","[[5, 6, 3, 6, 4], [7, 5, 7, 4, 3], [4, 7, 7, 6, 4]]","[[0, 0, 0, 0, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 10, 18]",16,3,3,0.053,0.051666666666666666,0.0013333333333333333,"[0, 1, 2, 3]",4,5,3,12268,4,160,156,low,0,traffic-light-mouselab,6,206654,6,1,4,2,17
traffic-light-mouselab,False,3,1,"[5, 5, 5]","[[6, 4, 5, 5, 7], [9, 3, 8, 6, 3], [7, 5, 4, 7, 6]]","[[3, 3, 3, 3, 3], [0, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[10, 18, 2]",16,4,0,0.079,0.078,0.001,[5],1,5,3,10216,3,236,233,low,2,traffic-light-mouselab,8,234541,7,1,0,2,17
traffic-light-mouselab,False,3,1,"[5, 6, 7, 8, 13, 13, 13, 12, 12, 12]","[[7, 4, 3, 5, 6], [5, 3, 5, 6, 2], [6, 5, 8, 5, 5]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 1], [3, 3, 0, 0, 3]]","[2, 10, 18]",16,5,2,0.067,0.06366666666666668,0.0033333333333333335,"[5, 6, 7, 8, 13, 12]",6,5,3,15265,10,200,190,medium,1,traffic-light-mouselab,9,252338,5,0,4,10,17
traffic-light-mouselab,False,3,1,"[5, 5, 5, 6, 6, 6]","[[6, 6, 7, 8, 8], [3, 6, 3, 4, 4], [3, 2, 6, 5, 5]]","[[1, 1, 1, 1, 1], [0, 0, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,6,1,0.047,0.045,0.002,"[5, 6]",2,5,3,6909,6,140,134,low,0,traffic-light-mouselab,10,261826,6,0,0,2,17
traffic-light-mouselab,False,3,1,"[10, 11, 12, 13, 14]","[[5, 5, 5, 7, 6], [6, 7, 7, 7, 5], [5, 3, 6, 7, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[2, 10, 18]",16,7,3,0.07,0.06833333333333334,0.0016666666666666668,"[10, 11, 12, 13, 14]",5,5,3,5457,5,210,205,hi,2,traffic-light-mouselab,11,270403,7,1,5,18,17
traffic-light-mouselab,False,3,1,"[5, 6, 7, 8, 9]","[[6, 4, 7, 8, 4], [6, 4, 7, 4, 6], [5, 3, 7, 2, 3]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,8,2,0.07,0.06833333333333334,0.0016666666666666668,"[5, 6, 7, 8, 9]",5,5,3,5320,5,210,205,hi,1,traffic-light-mouselab,12,277884,7,1,5,18,17
traffic-light-mouselab,False,3,1,"[10, 11, 12, 6, 6, 6, 13, 14, 9, 9, 9]","[[7, 3, 6, 3, 1], [3, 4, 7, 8, 3], [5, 7, 3, 3, 6]]","[[3, 3, 3, 3, 3], [3, 0, 3, 3, 0], [0, 0, 0, 0, 0]]","[2, 18, 10]",16,9,1,0.049,0.04533333333333334,0.0036666666666666666,"[10, 11, 12, 6, 13, 14, 9]",7,5,3,11737,11,148,137,medium,2,traffic-light-mouselab,13,291420,7,1,5,10,17
traffic-light-mouselab,False,3,1,"[5, 6, 7, 8, 9]","[[5, 6, 4, 4, 5], [6, 4, 3, 3, 4], [6, 7, 10, 5, 4]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,10,0,0.059,0.05733333333333333,0.0016666666666666668,"[5, 6, 7, 8, 9]",5,5,3,6619,5,178,173,hi,1,traffic-light-mouselab,14,300239,6,1,5,18,17
traffic-light-mouselab,False,3,1,"[5, 5, 5, 6, 6, 6]","[[6, 7, 4, 7, 0], [4, 6, 4, 3, 7], [4, 5, 6, 1, 2]]","[[3, 3, 3, 3, 3], [0, 0, 3, 3, 3], [1, 1, 1, 1, 1]]","[10, 18, 2]",16,11,1,0.063,0.061,0.002,"[5, 6]",2,5,3,4739,6,188,182,low,2,traffic-light-mouselab,15,307173,5,0,0,2,17
traffic-light-mouselab,False,3,1,"[10, 11, 12, 13, 14]","[[6, 6, 2, 3, 6], [8, 4, 5, 6, 4], [7, 5, 5, 5, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[10, 2, 18]",16,12,0,0.067,0.06533333333333334,0.0016666666666666668,"[10, 11, 12, 13, 14]",5,5,3,4199,5,202,197,hi,2,traffic-light-mouselab,16,314106,7,1,5,18,17
traffic-light-mouselab,False,3,1,"[5, 6, 7, 8, 9, 1, 1, 1, 4, 4, 4]","[[5, 5, 5, 4, 7], [5, 6, 3, 5, 6], [4, 9, 4, 4, 6]]","[[3, 0, 3, 3, 0], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,13,4,0.063,0.059333333333333335,0.0036666666666666666,"[5, 6, 7, 8, 9, 1, 4]",7,5,3,9384,11,190,179,hi,1,traffic-light-mouselab,17,325682,6,1,5,18,17
traffic-light-mouselab,False,3,1,"[10, 11, 12, 13, 14, 6, 6, 6, 7, 7, 7]","[[4, 3, 6, 7, 5], [6, 3, 6, 8, 5], [6, 7, 7, 6, 4]]","[[3, 3, 3, 3, 3], [3, 0, 0, 3, 3], [0, 0, 0, 0, 0]]","[2, 18, 10]",16,14,2,0.063,0.059333333333333335,0.0036666666666666666,"[10, 11, 12, 13, 14, 6, 7]",7,5,3,10895,11,190,179,medium,2,traffic-light-mouselab,18,338664,7,1,5,10,17
traffic-light-mouselab,False,3,1,"[10, 10, 10, 11, 11, 11, 12, 12, 12, 2, 2, 2]","[[8, 7, 5, 6, 3], [6, 7, 8, 8, 8], [6, 6, 8, 6, 7]]","[[3, 3, 0, 3, 3], [1, 1, 1, 1, 1], [0, 0, 0, 3, 3]]","[10, 2, 18]",16,15,2,0.07,0.066,0.004,"[10, 11, 12, 2]",4,5,3,9528,12,210,198,low,1,traffic-light-mouselab,19,349974,8,1,0,2,17
traffic-light-mouselab,False,3,1,"[10, 11, 12, 13, 14, 4, 4, 4, 3, 3, 3]","[[4, 4, 7, 4, 4], [4, 9, 5, 5, 5], [3, 5, 5, 5, 6]]","[[3, 3, 3, 0, 0], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[18, 2, 10]",16,16,4,0.047,0.043333333333333335,0.0036666666666666666,"[10, 11, 12, 13, 14, 4, 3]",7,5,3,11479,11,142,131,medium,2,traffic-light-mouselab,20,362985,6,1,5,10,17
traffic-light-mouselab,False,3,1,"[5, 6, 7, 8, 9, 10, 10, 10]","[[7, 8, 6, 5, 2], [6, 4, 4, 6, 1], [6, 5, 4, 7, 1]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [0, 3, 3, 3, 3]]","[2, 10, 18]",16,17,0,0.061,0.058333333333333334,0.0026666666666666666,"[5, 6, 7, 8, 9, 10]",6,5,3,6392,8,182,174,medium,1,traffic-light-mouselab,21,370891,6,1,5,10,17
traffic-light-mouselab,False,3,1,"[5, 6, 1, 1, 1]","[[7, 7, 5, 6, 8], [4, 7, 7, 5, 4], [5, 4, 5, 6, 3]]","[[3, 0, 3, 3, 3], [0, 0, 1, 1, 1], [3, 3, 3, 3, 3]]","[18, 10, 2]",16,18,1,0.068,0.06633333333333334,0.0016666666666666668,"[5, 6, 1]",3,5,3,4627,5,204,199,medium,1,traffic-light-mouselab,22,379655,7,1,2,10,17
traffic-light-mouselab,False,3,1,"[5, 5, 5, 6, 6, 6, 7, 7, 7, 8, 8, 8]","[[6, 2, 5, 4, 2], [5, 3, 3, 4, 5], [4, 4, 5, 4, 4]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 3], [1, 1, 1, 1, 1]]","[10, 18, 2]",16,19,0,0.053,0.049,0.004,"[5, 6, 7, 8]",4,5,3,8753,12,158,146,low,2,traffic-light-mouselab,23,389803,4,0,0,2,17
traffic-light-mouselab,False,3,1,"[0, 1, 2, 3, 13, 13, 13]","[[3, 5, 3, 7, 8], [7, 4, 2, 7, 6], [5, 5, 3, 6, 7]]","[[0, 0, 0, 0, 1], [3, 3, 3, 3, 3], [3, 3, 3, 0, 3]]","[10, 2, 18]",16,20,3,0.064,0.06166666666666667,0.0023333333333333335,"[0, 1, 2, 3, 13]",5,5,3,7448,7,192,185,medium,0,traffic-light-mouselab,24,399212,7,0,4,10,17
traffic-light-mouselab,False,3,1,"[10, 11, 1, 1, 1]","[[5, 6, 1, 6, 3], [7, 3, 4, 4, 4], [5, 7, 5, 7, 1]]","[[3, 0, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 1, 1, 1]]","[18, 2, 10]",16,21,1,0.061,0.059333333333333335,0.0016666666666666668,"[10, 11, 1]",3,5,3,4708,5,184,179,medium,2,traffic-light-mouselab,25,405491,7,1,2,10,17
traffic-light-mouselab,False,3,1,"[5, 6, 7, 8, 9, 1, 1, 1, 3, 3, 3]","[[4, 6, 5, 6, 7], [5, 6, 5, 6, 4], [4, 9, 3, 5, 4]]","[[3, 0, 3, 0, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,22,1,0.062,0.058333333333333334,0.0036666666666666666,"[5, 6, 7, 8, 9, 1, 3]",7,5,3,11528,11,186,175,hi,1,traffic-light-mouselab,26,418478,6,1,5,18,17
traffic-light-mouselab,False,3,1,"[0, 0, 0]","[[8, 7, 6, 7, 6], [6, 1, 3, 5, 2], [5, 4, 4, 4, 2]]","[[0, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[18, 10, 2]",16,23,0,0.071,0.06999999999999999,0.001,[0],1,5,3,5990,3,214,211,low,2,traffic-light-mouselab,27,425983,5,1,0,2,17
traffic-light-mouselab,False,3,1,"[10, 10, 10, 11, 11, 11]","[[4, 6, 6, 7, 4], [6, 4, 5, 6, 6], [4, 6, 5, 4, 4]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [0, 0, 3, 3, 3]]","[10, 2, 18]",16,24,1,0.059,0.056999999999999995,0.002,"[10, 11]",2,5,3,5063,6,176,170,medium,0,traffic-light-mouselab,28,432344,6,0,0,10,17
traffic-light-mouselab,False,3,1,"[10, 10, 10, 11, 11, 11]","[[6, 8, 5, 5, 6], [2, 9, 3, 4, 2], [3, 7, 6, 5, 3]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [0, 0, 3, 3, 3]]","[10, 2, 18]",16,25,1,0.075,0.073,0.002,"[10, 11]",2,5,3,5214,6,224,218,low,1,traffic-light-mouselab,29,438920,9,1,0,2,17
traffic-light-mouselab,False,3,1,"[5, 6, 7, 8, 9]","[[6, 8, 4, 3, 5], [6, 7, 5, 6, 5], [3, 5, 7, 5, 6]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,26,1,0.064,0.06233333333333334,0.0016666666666666668,"[5, 6, 7, 8, 9]",5,5,3,4974,5,192,187,hi,1,traffic-light-mouselab,30,445507,7,1,5,18,17
traffic-light-mouselab,False,3,1,"[5, 6, 7, 8, 9]","[[5, 6, 3, 4, 5], [8, 5, 4, 0, 5], [8, 6, 6, 5, 8]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,27,0,0.07,0.06833333333333334,0.0016666666666666668,"[5, 6, 7, 8, 9]",5,5,3,4006,5,210,205,hi,1,traffic-light-mouselab,31,450940,8,1,5,18,17
traffic-light-mouselab,False,3,1,"[10, 11, 12, 13, 14, 9, 9, 9]","[[10, 5, 7, 7, 5], [5, 5, 3, 5, 7], [5, 5, 3, 2, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 0], [0, 0, 0, 0, 0]]","[2, 18, 10]",16,28,4,0.065,0.06233333333333334,0.0026666666666666666,"[10, 11, 12, 13, 14, 9]",6,5,3,8085,8,196,188,medium,2,traffic-light-mouselab,32,460543,6,1,5,10,17
traffic-light-mouselab,False,3,1,"[10, 11, 12, 13, 14, 1, 1, 1]","[[6, 7, 5, 6, 7], [6, 4, 3, 6, 4], [5, 7, 4, 6, 7]]","[[3, 0, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[10, 2, 18]",16,29,1,0.068,0.06533333333333334,0.0026666666666666666,"[10, 11, 12, 13, 14, 1]",6,5,3,6126,8,204,196,hi,2,traffic-light-mouselab,33,468443,7,1,5,18,17
traffic-light-mouselab,False,3,1,"[0, 0, 0]","[[6, 3, 8, 3, 4], [6, 4, 6, 8, 6], [6, 6, 4, 5, 5]]","[[0, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[18, 10, 2]",16,30,0,0.06,0.059,0.001,[0],1,5,3,4289,3,180,177,low,2,traffic-light-mouselab,34,474110,6,1,0,2,17
traffic-light-mouselab,False,3,1,"[0, 0, 0, 1, 1, 1]","[[3, 8, 6, 7, 3], [6, 6, 7, 5, 4], [6, 4, 3, 7, 8]]","[[0, 0, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[18, 2, 10]",16,31,1,0.065,0.063,0.002,"[0, 1]",2,5,3,3748,6,196,190,low,1,traffic-light-mouselab,35,479214,6,0,0,2,17
traffic-light-mouselab,False,3,1,"[5, 6, 7, 8, 9]","[[5, 5, 4, 5, 7], [7, 5, 8, 5, 5], [7, 4, 4, 4, 5]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,32,2,0.064,0.06233333333333334,0.0016666666666666668,"[5, 6, 7, 8, 9]",5,5,3,3966,5,192,187,hi,1,traffic-light-mouselab,36,485438,8,1,5,18,17
traffic-light-mouselab,False,3,1,"[10, 10, 10, 11, 11, 11, 12, 12, 12, 13, 13, 13]","[[6, 4, 3, 6, 5], [3, 6, 4, 4, 8], [6, 5, 5, 6, 6]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [0, 0, 0, 0, 3]]","[10, 2, 18]",16,33,0,0.058,0.054000000000000006,0.004,"[10, 11, 12, 13]",4,5,3,10365,12,174,162,low,1,traffic-light-mouselab,37,497102,3,0,0,2,17
traffic-light-mouselab,True,3,1,"[0, 0, 0, 5]","[[4, 7, 6, 6, 5], [3, 3, 4, 7, 5], [6, 5, 6, 3, 5]]","[[0, 3, 3, 3, 3], [0, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,1,0,0.035,0.03366666666666667,0.0013333333333333333,"[0, 5]",2,5,3,20432,4,106,102,hi,1,traffic-light-mouselab,4,220684,3,0,1,18,18
traffic-light-mouselab,True,3,1,"[7, 5]","[[5, 4, 4, 4, 6], [8, 5, 1, 6, 5], [5, 8, 7, 7, 5]]","[[3, 3, 3, 3, 3], [0, 1, 0, 1, 1], [3, 3, 3, 3, 3]]","[18, 2, 10]",16,2,0,0.052,0.05133333333333333,0.0006666666666666666,"[7, 5]",2,5,3,7080,2,156,154,low,1,traffic-light-mouselab,5,232811,8,1,2,2,18
traffic-light-mouselab,True,3,1,"[10, 13]","[[3, 7, 3, 5, 7], [7, 6, 6, 6, 6], [3, 7, 6, 8, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 1, 1, 0, 1]]","[2, 18, 10]",16,3,3,0.066,0.06533333333333334,0.0006666666666666666,"[10, 13]",2,5,3,8872,2,198,196,medium,2,traffic-light-mouselab,6,243967,8,1,2,10,18
traffic-light-mouselab,False,3,1,[10],"[[5, 3, 2, 9, 4], [7, 4, 1, 7, 4], [6, 3, 6, 8, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 1, 1, 1, 1]]","[18, 2, 10]",16,4,0,0.055,0.05466666666666667,0.0003333333333333333,[10],1,5,3,5711,1,164,163,medium,2,traffic-light-mouselab,8,259188,6,0,1,10,18
traffic-light-mouselab,False,3,1,"[0, 1]","[[5, 9, 3, 5, 7], [7, 5, 6, 2, 7], [5, 6, 5, 6, 5]]","[[0, 0, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 10, 2]",16,5,1,0.075,0.07433333333333333,0.0006666666666666666,"[0, 1]",2,5,3,5114,2,224,222,hi,0,traffic-light-mouselab,9,267563,9,1,2,18,18
traffic-light-mouselab,False,3,1,"[5, 8, 6, 7, 9]","[[5, 6, 5, 4, 8], [6, 6, 2, 2, 5], [4, 7, 5, 5, 5]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,6,0,0.055,0.05333333333333334,0.0016666666666666668,"[5, 8, 6, 7, 9]",5,5,3,8430,5,166,161,hi,1,traffic-light-mouselab,10,277713,6,1,5,18,18
traffic-light-mouselab,False,3,1,"[0, 2, 4]","[[5, 6, 4, 6, 2], [5, 6, 5, 6, 4], [8, 4, 5, 4, 7]]","[[0, 1, 0, 1, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 2, 18]",16,7,0,0.068,0.067,0.001,"[0, 2, 4]",3,5,3,5578,3,204,201,medium,0,traffic-light-mouselab,11,284474,5,0,3,10,18
traffic-light-mouselab,False,3,1,"[0, 0, 0, 2, 2, 2, 3, 3, 3]","[[4, 5, 3, 1, 4], [5, 3, 4, 4, 6], [2, 5, 7, 6, 3]]","[[0, 3, 0, 0, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[18, 2, 10]",16,8,0,0.034,0.031000000000000003,0.003,"[0, 2, 3]",3,5,3,9877,9,102,93,low,1,traffic-light-mouselab,12,295702,5,0,0,2,18
traffic-light-mouselab,False,3,1,"[6, 6, 6, 9, 9, 9]","[[4, 5, 6, 6, 3], [5, 3, 4, 6, 4], [6, 6, 5, 6, 7]]","[[3, 3, 3, 3, 3], [3, 0, 3, 3, 0], [1, 1, 1, 1, 1]]","[10, 18, 2]",16,9,0,0.047,0.045,0.002,"[6, 9]",2,5,3,10277,6,142,136,low,2,traffic-light-mouselab,13,309365,6,0,0,2,18
traffic-light-mouselab,False,3,1,"[8, 8, 8]","[[5, 6, 6, 6, 6], [4, 6, 5, 5, 3], [2, 6, 6, 6, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 0, 3], [1, 1, 1, 1, 1]]","[10, 18, 2]",16,10,3,0.054,0.053,0.001,[8],1,5,3,5824,3,162,159,low,2,traffic-light-mouselab,14,317273,6,1,0,2,18
traffic-light-mouselab,False,3,1,"[5, 5, 5]","[[4, 9, 6, 6, 6], [6, 2, 5, 4, 3], [5, 3, 8, 5, 5]]","[[3, 3, 3, 3, 3], [0, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[10, 18, 2]",16,11,0,0.053,0.052,0.001,[5],1,5,3,6828,3,158,155,low,2,traffic-light-mouselab,15,325276,5,0,0,2,18
traffic-light-mouselab,False,3,1,"[6, 5, 8, 7, 9]","[[6, 2, 6, 3, 5], [6, 3, 6, 7, 5], [6, 7, 4, 6, 5]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,12,3,0.056,0.05433333333333334,0.0016666666666666668,"[6, 5, 8, 7, 9]",5,5,3,5285,5,168,163,hi,1,traffic-light-mouselab,16,331686,7,1,5,18,18
traffic-light-mouselab,False,3,1,[0],"[[8, 8, 7, 5, 7], [5, 3, 6, 7, 7], [5, 4, 7, 8, 5]]","[[0, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 2, 18]",16,13,0,0.06,0.059666666666666666,0.0003333333333333333,[0],1,5,3,4338,1,180,179,medium,0,traffic-light-mouselab,17,337246,8,1,1,10,18
