type,is_practice,original_item_cost,sale_item_cost,click_values,payoff_matrix,cost_matrix,weights,weights_deviation,trial_num,selected_option,gross_earnings,net_earnings,click_cost,uncovered_values,num_values_revealed,num_options,num_features,reaction_time,points_click_cost,points_action_utility,points_metalevel_reward,sale_type,sale_index,trial_type,trial_index,time_elapsed,highlight_option_value,maximized_highlighted_option,highlight_num_clicks,highlight_weight,participant_id
traffic-light-mouselab,False,3,1,"[5, 6, 7, 8, 9, 10, 10, 10, 11, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 14]","[[8, 4, 6, 1, 4], [6, 5, 3, 4, 7], [2, 6, 6, 5, 4]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[2, 10, 18]",16,26,1,0.055,0.04833333333333333,0.006666666666666667,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",10,5,3,15450,20,166,146,medium,1,traffic-light-mouselab,30,571357,5,0,5,10,8
traffic-light-mouselab,False,3,1,"[5, 5, 5, 6, 6, 6, 7, 7, 7, 8, 8, 8, 9, 9, 9, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4]","[[5, 4, 5, 3, 3], [3, 5, 4, 5, 4], [5, 5, 7, 5, 5]]","[[3, 0, 0, 0, 0], [0, 0, 0, 0, 0], [1, 1, 1, 1, 1]]","[10, 18, 2]",16,27,2,0.045,0.036,0.009,"[5, 6, 7, 8, 9, 1, 2, 3, 4]",9,5,3,14857,27,136,109,low,2,traffic-light-mouselab,31,587403,7,1,0,2,8
traffic-light-mouselab,False,3,1,"[10, 11, 12, 13, 14, 0, 0, 0, 3, 3, 3, 4, 4, 4]","[[2, 5, 5, 3, 3], [2, 2, 5, 7, 6], [5, 4, 2, 5, 5]]","[[0, 3, 3, 0, 0], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[10, 2, 18]",16,28,3,0.045,0.04033333333333333,0.004666666666666667,"[10, 11, 12, 13, 14, 0, 3, 4]",8,5,3,13787,14,134,120,hi,2,traffic-light-mouselab,32,602153,5,1,5,18,8
traffic-light-mouselab,False,3,1,"[0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4, 7, 7, 7]","[[6, 6, 8, 6, 3], [4, 7, 5, 5, 3], [5, 5, 3, 6, 7]]","[[0, 0, 0, 0, 0], [3, 3, 0, 3, 3], [1, 1, 1, 1, 1]]","[18, 10, 2]",16,29,2,0.067,0.061000000000000006,0.006,"[0, 1, 2, 3, 4, 7]",6,5,3,7924,18,200,182,low,2,traffic-light-mouselab,33,610833,3,0,0,2,8
traffic-light-mouselab,False,3,1,"[0, 1, 2, 3, 4, 6, 6, 6, 11, 11, 11, 14, 14, 14]","[[4, 6, 4, 3, 6], [5, 6, 7, 4, 2], [2, 7, 5, 4, 3]]","[[0, 0, 0, 0, 0], [3, 0, 3, 3, 3], [3, 0, 3, 3, 0]]","[18, 2, 10]",16,30,1,0.063,0.058333333333333334,0.004666666666666667,"[0, 1, 2, 3, 4, 6, 11, 14]",8,5,3,8843,14,190,176,hi,0,traffic-light-mouselab,34,620532,6,1,5,18,8
traffic-light-mouselab,False,3,1,"[0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4, 10, 11, 12, 13, 14]","[[2, 4, 6, 3, 4], [4, 8, 4, 4, 6], [5, 5, 6, 2, 3]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[18, 2, 10]",16,31,2,0.059,0.05233333333333333,0.006666666666666667,"[0, 1, 2, 3, 4, 10, 11, 12, 13, 14]",10,5,3,9171,20,176,156,medium,2,traffic-light-mouselab,35,630688,6,1,5,10,8
traffic-light-mouselab,False,3,1,"[0, 5, 5, 5, 6, 6, 6, 7, 7, 7, 8, 8, 8, 9, 9, 9, 2, 2, 2, 3, 3, 3, 4, 4, 4, 0, 5, 0]","[[6, 3, 3, 7, 3], [6, 5, 7, 7, 7], [5, 7, 4, 5, 4]]","[[0, 3, 0, 0, 0], [0, 0, 0, 0, 0], [1, 1, 1, 1, 1]]","[10, 18, 2]",16,32,3,0.069,0.060000000000000005,0.009,"[5, 6, 7, 8, 9, 2, 3, 4, 0]",9,5,3,13014,27,206,179,low,2,traffic-light-mouselab,36,644454,5,0,0,2,8
traffic-light-mouselab,False,3,1,"[5, 5, 5, 6, 6, 6, 7, 7, 7, 8, 8, 8, 9, 9, 9, 4, 3, 2, 1, 0]","[[5, 6, 3, 6, 5], [7, 3, 5, 2, 4], [5, 6, 5, 4, 4]]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,33,0,0.062,0.05533333333333333,0.006666666666666667,"[5, 6, 7, 8, 9, 4, 3, 2, 1, 0]",10,5,3,12380,20,186,166,medium,0,traffic-light-mouselab,37,658191,5,0,5,10,8
traffic-light-mouselab,True,3,1,"[5, 0, 0, 0, 10, 10, 10, 6, 7, 8, 9, 13, 13, 13, 3, 3, 3]","[[4, 3, 3, 4, 4], [3, 4, 6, 7, 5], [2, 6, 4, 4, 6]]","[[0, 3, 3, 0, 3], [0, 0, 0, 0, 0], [0, 3, 3, 0, 3]]","[10, 2, 18]",16,1,3,0.042,0.036333333333333336,0.005666666666666667,"[5, 0, 10, 6, 7, 8, 9, 13, 3]",9,5,3,40083,17,126,109,low,1,traffic-light-mouselab,4,198801,7,1,5,2,9
traffic-light-mouselab,True,3,1,"[5, 8, 7, 6, 1, 1, 1, 11, 11, 11]","[[6, 6, 6, 5, 5], [3, 7, 1, 5, 4], [5, 2, 3, 6, 3]]","[[3, 0, 3, 3, 3], [0, 0, 0, 0, 1], [3, 0, 3, 3, 3]]","[18, 10, 2]",16,2,1,0.061,0.057666666666666665,0.0033333333333333335,"[5, 8, 7, 6, 1, 11]",6,5,3,14063,10,182,172,medium,1,traffic-light-mouselab,5,216434,7,1,4,10,9
traffic-light-mouselab,True,3,1,"[12, 7, 7, 7, 2, 2, 2, 14, 11, 6, 6, 6, 1, 1, 1]","[[7, 6, 3, 8, 8], [4, 4, 3, 6, 5], [6, 8, 7, 2, 3]]","[[3, 0, 0, 3, 3], [3, 0, 0, 3, 3], [1, 0, 0, 1, 0]]","[2, 10, 18]",16,3,1,0.065,0.060000000000000005,0.005,"[12, 7, 2, 14, 11, 6, 1]",7,5,3,10361,15,196,181,hi,2,traffic-light-mouselab,6,228810,8,1,3,18,9
traffic-light-mouselab,False,3,1,"[5, 8, 7, 6, 1, 1, 1, 11, 11, 11, 3, 3, 3, 13, 13, 13]","[[7, 3, 4, 6, 5], [2, 6, 4, 4, 3], [1, 4, 5, 4, 7]]","[[3, 0, 3, 0, 3], [0, 0, 0, 0, 1], [3, 0, 3, 0, 3]]","[2, 10, 18]",16,4,3,0.041,0.035666666666666666,0.005333333333333333,"[5, 8, 7, 6, 1, 11, 3, 13]",8,5,3,15531,16,124,108,medium,1,traffic-light-mouselab,8,258753,4,0,4,10,9
traffic-light-mouselab,False,3,1,"[1, 2, 3, 4, 0, 7, 7, 7, 8, 8, 8, 13, 13, 13]","[[5, 2, 6, 6, 3], [6, 6, 4, 5, 5], [6, 7, 5, 6, 8]]","[[0, 0, 0, 0, 0], [3, 3, 0, 0, 3], [3, 3, 3, 0, 3]]","[18, 2, 10]",16,5,3,0.059,0.05433333333333333,0.004666666666666667,"[1, 2, 3, 4, 0, 7, 8, 13]",8,5,3,15260,14,178,164,hi,0,traffic-light-mouselab,9,275914,6,1,5,18,9
traffic-light-mouselab,False,3,1,"[10, 5, 5, 5, 0, 0, 0, 12, 14, 13, 11]","[[7, 5, 2, 6, 5], [2, 7, 3, 6, 6], [8, 6, 5, 6, 6]]","[[0, 3, 3, 3, 3], [0, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[2, 10, 18]",16,6,0,0.059,0.05533333333333333,0.0036666666666666666,"[10, 5, 0, 12, 14, 13, 11]",7,5,3,12471,11,178,167,hi,2,traffic-light-mouselab,10,289512,8,1,5,18,9
traffic-light-mouselab,False,3,1,"[5, 7, 6, 9, 8, 2, 2, 2, 12, 12, 12]","[[5, 3, 7, 7, 2], [5, 6, 7, 5, 4], [4, 2, 6, 5, 3]]","[[3, 3, 0, 3, 3], [0, 0, 0, 0, 0], [3, 3, 0, 3, 3]]","[10, 18, 2]",16,7,2,0.069,0.06533333333333334,0.0036666666666666666,"[5, 7, 6, 9, 8, 2, 12]",7,5,3,6671,11,208,197,hi,1,traffic-light-mouselab,11,297619,7,1,5,18,9
traffic-light-mouselab,False,3,1,"[10, 12, 14, 13, 11, 8, 8, 8, 3, 3, 3]","[[5, 6, 8, 6, 4], [6, 9, 3, 7, 7], [2, 5, 3, 5, 3]]","[[3, 3, 3, 0, 3], [3, 3, 3, 0, 3], [0, 0, 0, 0, 0]]","[2, 10, 18]",16,8,3,0.057,0.05333333333333334,0.0036666666666666666,"[10, 12, 14, 13, 11, 8, 3]",7,5,3,9100,11,172,161,hi,2,traffic-light-mouselab,12,308064,5,1,5,18,9
traffic-light-mouselab,False,3,1,"[10, 12, 14, 9, 9, 9, 4, 4, 4]","[[7, 6, 6, 4, 6], [7, 4, 5, 6, 8], [1, 1, 4, 8, 9]]","[[3, 3, 3, 3, 0], [3, 3, 3, 3, 0], [0, 1, 0, 1, 0]]","[2, 18, 10]",16,9,4,0.082,0.079,0.003,"[10, 12, 14, 9, 4]",5,5,3,9963,9,246,237,medium,2,traffic-light-mouselab,13,319113,9,1,3,10,9
traffic-light-mouselab,False,3,1,"[10, 10, 10, 5, 5, 5, 0]","[[8, 3, 3, 4, 7], [6, 5, 7, 6, 6], [8, 5, 4, 7, 3]]","[[0, 1, 1, 1, 1], [0, 3, 3, 3, 3], [0, 3, 3, 3, 3]]","[2, 10, 18]",16,10,0,0.073,0.07066666666666666,0.0023333333333333335,"[10, 5, 0]",3,5,3,5860,7,220,213,low,0,traffic-light-mouselab,14,325953,8,1,1,2,9
traffic-light-mouselab,False,3,1,"[0, 2, 3, 4, 14, 14, 14, 9, 9, 9]","[[5, 4, 4, 5, 6], [6, 6, 9, 5, 5], [8, 4, 3, 5, 6]]","[[0, 1, 0, 0, 0], [3, 3, 3, 3, 0], [3, 3, 3, 3, 0]]","[10, 2, 18]",16,11,4,0.059,0.05566666666666666,0.0033333333333333335,"[0, 2, 3, 4, 14, 9]",6,5,3,7868,10,178,168,medium,0,traffic-light-mouselab,15,336787,6,1,4,10,9
traffic-light-mouselab,False,3,1,"[5, 5, 5, 7, 7, 7, 8, 8, 8, 9, 9, 9, 2, 4, 14, 14, 14]","[[8, 4, 0, 5, 9], [3, 4, 5, 4, 5], [6, 5, 7, 6, 2]]","[[1, 1, 0, 1, 0], [0, 3, 0, 0, 0], [3, 3, 3, 3, 0]]","[2, 18, 10]",16,12,4,0.043,0.03733333333333333,0.005666666666666667,"[5, 7, 8, 9, 2, 4, 14]",7,5,3,9370,17,128,111,low,0,traffic-light-mouselab,16,347424,9,1,2,2,9
traffic-light-mouselab,False,3,1,"[5, 6, 1, 1, 1, 11, 11, 11]","[[3, 5, 7, 4, 1], [1, 8, 7, 5, 8], [6, 6, 4, 4, 3]]","[[3, 0, 3, 3, 3], [0, 0, 1, 1, 1], [3, 0, 3, 3, 3]]","[10, 18, 2]",16,13,1,0.069,0.06633333333333334,0.0026666666666666666,"[5, 6, 1, 11]",4,5,3,6158,8,206,198,hi,1,traffic-light-mouselab,17,354778,8,1,2,18,9
traffic-light-mouselab,False,3,1,"[5, 5, 5, 7, 7, 7, 8, 8, 8, 3, 3, 3, 2, 2, 2, 12]","[[6, 4, 6, 2, 6], [0, 4, 5, 6, 7], [5, 2, 6, 5, 3]]","[[3, 3, 0, 0, 3], [0, 3, 0, 0, 3], [1, 1, 0, 1, 1]]","[10, 18, 2]",16,14,2,0.054,0.048666666666666664,0.005333333333333333,"[5, 7, 8, 3, 2, 12]",6,5,3,12935,16,162,146,low,2,traffic-light-mouselab,18,371393,6,1,1,2,9
traffic-light-mouselab,False,3,1,"[5, 0, 0, 0, 7, 8, 9, 6, 2, 2, 2, 10, 10, 10]","[[4, 5, 0, 4, 6], [7, 5, 6, 4, 5], [5, 6, 6, 7, 6]]","[[0, 3, 0, 3, 3], [0, 0, 0, 0, 0], [0, 3, 3, 3, 3]]","[18, 10, 2]",16,15,0,0.051,0.04633333333333333,0.004666666666666667,"[5, 0, 7, 8, 9, 6, 2, 10]",8,5,3,10295,14,152,138,medium,1,traffic-light-mouselab,19,382760,7,1,5,10,9
traffic-light-mouselab,False,3,1,"[5, 11, 11, 11, 1, 1, 1, 6]","[[9, 7, 7, 9, 6], [3, 7, 7, 2, 7], [4, 6, 3, 5, 1]]","[[3, 0, 3, 3, 3], [0, 0, 1, 1, 1], [3, 0, 3, 3, 3]]","[10, 2, 18]",16,16,1,0.064,0.06133333333333334,0.0026666666666666666,"[5, 11, 1, 6]",4,5,3,8787,8,192,184,low,1,traffic-light-mouselab,20,392606,7,1,2,2,9
traffic-light-mouselab,False,3,1,"[1, 1, 1, 3, 3, 3, 4, 4, 4, 8, 8, 8, 13]","[[3, 4, 4, 6, 6], [7, 4, 3, 7, 3], [3, 4, 5, 5, 3]]","[[3, 0, 3, 0, 0], [3, 3, 3, 0, 3], [1, 1, 1, 0, 1]]","[18, 10, 2]",16,17,3,0.063,0.058666666666666666,0.004333333333333333,"[1, 3, 4, 8, 13]",5,5,3,12031,13,188,175,low,2,traffic-light-mouselab,21,405470,5,1,1,2,9
traffic-light-mouselab,False,3,1,"[0, 1, 2, 3, 4, 9, 9, 9, 14, 14, 14]","[[1, 4, 2, 6, 7], [4, 7, 7, 8, 6], [3, 5, 6, 4, 5]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 0], [3, 3, 3, 3, 0]]","[18, 10, 2]",16,18,4,0.065,0.06133333333333334,0.0036666666666666666,"[0, 1, 2, 3, 4, 9, 14]",7,5,3,7542,11,196,185,hi,0,traffic-light-mouselab,22,417721,7,1,5,18,9
traffic-light-mouselab,False,3,1,"[10, 11, 12, 13, 14, 3, 3, 3, 8, 8, 8]","[[5, 5, 3, 7, 5], [7, 6, 3, 5, 7], [6, 5, 5, 8, 4]]","[[3, 3, 3, 0, 3], [3, 3, 3, 0, 3], [0, 0, 0, 0, 0]]","[10, 2, 18]",16,19,3,0.075,0.07133333333333333,0.0036666666666666666,"[10, 11, 12, 13, 14, 3, 8]",7,5,3,6725,11,224,213,hi,2,traffic-light-mouselab,23,425551,8,1,5,18,9
traffic-light-mouselab,False,3,1,"[5, 5, 5, 7, 7, 7, 2, 2, 2, 12]","[[4, 4, 8, 4, 5], [5, 7, 7, 3, 4], [4, 3, 0, 4, 4]]","[[3, 3, 0, 3, 3], [0, 3, 0, 3, 3], [1, 1, 0, 1, 1]]","[10, 18, 2]",16,20,2,0.069,0.06566666666666668,0.0033333333333333335,"[5, 7, 2, 12]",4,5,3,8632,10,206,196,low,2,traffic-light-mouselab,24,435100,0,0,1,2,9
traffic-light-mouselab,False,3,1,"[0, 1, 3, 4, 2, 13, 8, 8, 8]","[[4, 3, 4, 5, 3], [5, 6, 3, 5, 5], [4, 5, 4, 1, 0]]","[[0, 0, 0, 0, 0], [3, 3, 3, 0, 3], [3, 3, 3, 2, 3]]","[18, 10, 2]",16,21,3,0.047,0.044,0.003,"[0, 1, 3, 4, 2, 8]",6,5,3,8400,9,142,133,hi,0,traffic-light-mouselab,25,444615,5,1,5,18,9
traffic-light-mouselab,False,3,1,"[0, 0, 0, 2, 2, 2, 3, 3, 3, 8]","[[4, 6, 3, 8, 5], [6, 5, 6, 5, 5], [4, 2, 3, 8, 5]]","[[0, 3, 0, 0, 3], [1, 1, 1, 0, 1], [3, 3, 3, 3, 3]]","[18, 10, 2]",16,22,3,0.07,0.06666666666666668,0.0033333333333333335,"[0, 2, 3, 8]",4,5,3,8869,10,210,200,medium,1,traffic-light-mouselab,26,454732,5,0,1,10,9
traffic-light-mouselab,False,3,1,"[0, 5, 5, 5]","[[6, 2, 4, 6, 5], [5, 3, 5, 5, 4], [8, 6, 7, 5, 6]]","[[0, 1, 1, 1, 1], [0, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,23,0,0.055,0.05366666666666667,0.0013333333333333333,"[0, 5]",2,5,3,4452,4,166,162,medium,0,traffic-light-mouselab,27,460128,6,1,1,10,9
traffic-light-mouselab,False,3,1,"[10, 11, 12, 13, 14, 3, 3, 3]","[[3, 4, 7, 6, 5], [3, 5, 5, 4, 4], [4, 4, 3, 5, 4]]","[[3, 3, 3, 0, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[10, 2, 18]",16,24,3,0.053,0.050333333333333334,0.0026666666666666666,"[10, 11, 12, 13, 14, 3]",6,5,3,5324,8,158,150,hi,2,traffic-light-mouselab,28,466587,5,1,5,18,9
traffic-light-mouselab,False,3,1,"[10, 10, 10, 5]","[[3, 7, 5, 3, 3], [7, 6, 4, 5, 5], [8, 6, 7, 5, 6]]","[[3, 3, 3, 3, 3], [0, 1, 1, 1, 1], [0, 3, 3, 3, 3]]","[2, 10, 18]",16,25,0,0.073,0.07166666666666666,0.0013333333333333333,"[10, 5]",2,5,3,4874,4,220,216,medium,1,traffic-light-mouselab,29,472774,7,1,1,10,9
traffic-light-mouselab,False,3,1,"[10, 11, 12, 13, 14, 5, 5, 5]","[[8, 6, 6, 7, 4], [7, 6, 7, 2, 5], [7, 3, 3, 5, 5]]","[[3, 3, 3, 3, 3], [0, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[2, 10, 18]",16,26,0,0.071,0.06833333333333333,0.0026666666666666666,"[10, 11, 12, 13, 14, 5]",6,5,3,5422,8,212,204,hi,2,traffic-light-mouselab,30,479241,7,1,5,18,9
traffic-light-mouselab,False,3,1,"[5, 6, 8, 3, 3, 3, 0, 0, 0]","[[2, 5, 6, 6, 5], [5, 2, 6, 8, 7], [1, 3, 7, 5, 9]]","[[0, 3, 3, 0, 3], [0, 0, 1, 0, 1], [3, 3, 3, 3, 3]]","[18, 10, 2]",16,27,3,0.066,0.063,0.003,"[5, 6, 8, 3, 0]",5,5,3,7055,9,198,189,medium,1,traffic-light-mouselab,31,487510,8,1,3,10,9
traffic-light-mouselab,False,3,1,"[7, 7, 7, 9, 9, 9, 5, 5, 5, 6, 6, 6, 11, 11, 11]","[[3, 6, 3, 6, 2], [2, 6, 3, 8, 5], [3, 6, 4, 6, 10]]","[[1, 1, 1, 1, 1], [0, 0, 0, 3, 0], [3, 0, 3, 3, 3]]","[2, 18, 10]",16,28,1,0.06,0.055,0.005,"[7, 9, 5, 6, 11]",5,5,3,8843,15,180,165,low,0,traffic-light-mouselab,32,497592,6,1,0,2,9
traffic-light-mouselab,False,3,1,"[1, 1, 1, 6, 6, 6, 3, 3, 3]","[[4, 8, 8, 1, 6], [3, 3, 6, 8, 6], [4, 6, 5, 3, 7]]","[[3, 0, 3, 0, 3], [3, 0, 3, 3, 3], [1, 1, 1, 1, 1]]","[18, 10, 2]",16,29,1,0.062,0.059,0.003,"[1, 6, 3]",3,5,3,7980,9,186,177,low,2,traffic-light-mouselab,33,506465,6,0,0,2,9
traffic-light-mouselab,False,3,1,"[2, 2, 2, 4, 4, 4, 0, 0, 0, 5]","[[8, 7, 4, 7, 4], [6, 7, 2, 6, 4], [6, 8, 7, 3, 6]]","[[0, 3, 0, 3, 0], [0, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[18, 2, 10]",16,30,0,0.072,0.06866666666666667,0.0033333333333333335,"[2, 4, 0, 5]",4,5,3,8263,10,216,206,low,1,traffic-light-mouselab,34,516772,6,0,1,2,9
traffic-light-mouselab,False,3,1,"[6, 1, 1, 1]","[[5, 7, 4, 8, 6], [3, 6, 4, 4, 4], [3, 4, 6, 5, 7]]","[[3, 0, 3, 3, 3], [1, 0, 1, 1, 1], [3, 3, 3, 3, 3]]","[18, 10, 2]",16,31,1,0.065,0.06366666666666666,0.0013333333333333333,"[6, 1]",2,5,3,4142,4,194,190,medium,1,traffic-light-mouselab,35,521724,6,1,1,10,9
traffic-light-mouselab,False,3,1,"[5, 8, 7, 6, 11, 11, 11, 10, 10, 10]","[[5, 6, 8, 7, 2], [5, 6, 4, 4, 4], [2, 4, 4, 6, 6]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 1], [0, 0, 3, 3, 3]]","[2, 10, 18]",16,32,1,0.048,0.04466666666666667,0.0033333333333333335,"[5, 8, 7, 6, 11, 10]",6,5,3,8458,10,144,134,medium,1,traffic-light-mouselab,36,531052,6,1,4,10,9
traffic-light-mouselab,False,3,1,"[0, 0, 0, 3, 3, 3, 8, 8, 8]","[[4, 8, 5, 8, 4], [8, 7, 5, 4, 4], [4, 3, 5, 5, 4]]","[[0, 3, 3, 0, 3], [3, 3, 3, 0, 3], [1, 1, 1, 1, 1]]","[18, 10, 2]",16,33,3,0.065,0.062,0.003,"[0, 3, 8]",3,5,3,6499,9,194,185,low,2,traffic-light-mouselab,37,538467,5,1,0,2,9
traffic-light-mouselab,True,3,1,[0],"[[8, 3, 6, 4, 4], [6, 7, 4, 3, 4], [5, 8, 5, 2, 5]]","[[0, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,1,0,0.066,0.06566666666666666,0.0003333333333333333,[0],1,5,3,7486,1,198,197,medium,0,traffic-light-mouselab,4,111463,8,1,1,10,10
traffic-light-mouselab,True,3,1,"[0, 1, 2]","[[5, 7, 4, 4, 6], [3, 2, 8, 7, 9], [6, 7, 6, 8, 8]]","[[2, 2, 2, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,2,0,0.041,0.04,0.001,[],0,5,3,12558,3,124,121,hi,1,traffic-light-mouselab,5,126343,3,0,0,18,10
traffic-light-mouselab,True,3,1,"[5, 2, 7, 9, 6, 8, 1]","[[7, 5, 6, 4, 5], [3, 5, 0, 5, 5], [4, 3, 3, 6, 8]]","[[3, 2, 2, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[10, 2, 18]",16,3,1,0.038,0.035666666666666666,0.0023333333333333335,"[5, 7, 9, 6, 8]",5,5,3,8931,7,114,107,low,1,traffic-light-mouselab,6,136638,5,1,5,2,10
traffic-light-mouselab,False,3,1,[],"[[5, 6, 4, 7, 5], [5, 3, 7, 6, 6], [8, 6, 2, 10, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[10, 18, 2]",16,4,0,0.052,0.052,0.0,[],0,5,3,1668,0,156,156,low,2,traffic-light-mouselab,8,142113,8,0,0,2,10
traffic-light-mouselab,False,3,1,[],"[[5, 3, 6, 4, 4], [3, 5, 5, 10, 7], [6, 5, 5, 5, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[2, 18, 10]",16,5,2,0.051,0.051,0.0,[],0,5,3,1043,0,152,152,medium,2,traffic-light-mouselab,9,144347,5,0,0,10,10
traffic-light-mouselab,False,3,1,[],"[[4, 6, 6, 6, 6], [4, 8, 3, 4, 2], [7, 3, 4, 4, 5]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,6,1,0.062,0.062,0.0,[],0,5,3,1122,0,186,186,low,0,traffic-light-mouselab,10,146591,6,1,0,2,10
traffic-light-mouselab,False,3,1,[],"[[8, 7, 6, 7, 0], [7, 6, 3, 5, 7], [1, 4, 7, 7, 5]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 2, 18]",16,7,1,0.051,0.051,0.0,[],0,5,3,973,0,154,154,medium,0,traffic-light-mouselab,11,149429,7,0,0,10,10
traffic-light-mouselab,False,3,1,[],"[[5, 5, 4, 7, 5], [4, 6, 7, 5, 4], [7, 4, 8, 5, 4]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 2, 10]",16,8,1,0.047,0.047,0.0,[],0,5,3,1237,0,142,142,hi,0,traffic-light-mouselab,12,151766,5,0,0,18,10
traffic-light-mouselab,False,3,1,[],"[[4, 2, 4, 8, 2], [4, 5, 2, 4, 5], [6, 6, 5, 5, 4]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[18, 2, 10]",16,9,1,0.035,0.035,0.0,[],0,5,3,1002,0,106,106,low,1,traffic-light-mouselab,13,153868,5,1,0,2,10
traffic-light-mouselab,False,3,1,[],"[[4, 4, 7, 7, 6], [5, 6, 5, 6, 6], [5, 6, 4, 4, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[2, 10, 18]",16,10,1,0.059,0.059,0.0,[],0,5,3,758,0,176,176,hi,2,traffic-light-mouselab,14,155554,6,1,0,18,10
traffic-light-mouselab,False,3,1,[],"[[5, 8, 5, 3, 5], [2, 4, 3, 6, 5], [6, 1, 6, 4, 5]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,11,1,0.051,0.051,0.0,[],0,5,3,719,0,154,154,hi,1,traffic-light-mouselab,15,157140,4,0,0,18,10
traffic-light-mouselab,False,3,1,[],"[[4, 7, 6, 6, 5], [6, 2, 6, 3, 5], [7, 3, 3, 4, 6]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,12,0,0.054,0.054,0.0,[],0,5,3,718,0,162,162,hi,1,traffic-light-mouselab,16,158747,6,1,0,18,10
traffic-light-mouselab,False,3,1,[],"[[1, 9, 6, 6, 0], [7, 2, 5, 2, 4], [6, 7, 3, 3, 6]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,13,2,0.052,0.052,0.0,[],0,5,3,735,0,156,156,medium,0,traffic-light-mouselab,17,160487,6,0,0,10,10
traffic-light-mouselab,False,3,1,[],"[[5, 6, 4, 6, 6], [8, 3, 8, 6, 6], [6, 6, 8, 3, 4]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,14,3,0.05,0.05,0.0,[],0,5,3,658,0,150,150,low,0,traffic-light-mouselab,18,162175,6,1,0,2,10
traffic-light-mouselab,False,3,1,[],"[[4, 3, 3, 8, 3], [3, 5, 6, 4, 6], [5, 5, 6, 7, 7]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[18, 10, 2]",16,15,2,0.042,0.042,0.0,[],0,5,3,1058,0,126,126,medium,1,traffic-light-mouselab,19,164061,6,1,0,10,10
traffic-light-mouselab,False,3,1,[],"[[2, 7, 6, 7, 6], [5, 6, 3, 8, 3], [3, 5, 4, 4, 4]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 10, 18]",16,16,1,0.055,0.055,0.0,[],0,5,3,710,0,164,164,low,0,traffic-light-mouselab,20,165745,7,1,0,2,10
traffic-light-mouselab,False,3,1,[],"[[4, 5, 4, 4, 4], [2, 8, 3, 5, 7], [9, 5, 4, 7, 5]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 10, 18]",16,17,0,0.063,0.063,0.0,[],0,5,3,827,0,190,190,low,0,traffic-light-mouselab,21,167703,4,0,0,2,10
