type,is_practice,click_values,payoff_matrix,cost_matrix,weights,weights_deviation,trial_num,selected_option,gross_earnings,net_earnings,click_cost,uncovered_values,num_values_revealed,nudge_type,num_baskets,num_features,reaction_time,points_click_cost,points_action_utility,points_metalevel_reward,problem_id,trial_type,trial_index,time_elapsed,participant_id
mouselab,True,"[15, 5, 13, 7, 22, 23, 24, 21]","[[6, 4, 6, 4, 5], [4, 6, 5, 6, 4], [2, 6, 5, 6, 2], [1, 7, 7, 5, 3], [7, 3, 3, 7, 4]]","[[2, 2, 2, 2, 2], [2, 2, 2, 0, 2], [2, 0, 2, 2, 0], [2, 2, 2, 0, 0], [0, 2, 2, 2, 2]]","[4, 5, 1, 7, 13]",16,1,0,0.048,0.04533333333333334,0.0026666666666666666,[],0,random,5,5,48215,8,144,136,3.229837419612501e+18,attentional-mouselab,4,293912,0
mouselab,True,"[20, 6, 17, 24, 5, 7]","[[5, 5, 7, 8, 8], [4, 3, 5, 6, 6], [3, 1, 6, 4, 4], [5, 6, 8, 4, 6], [2, 8, 4, 5, 3]]","[[2, 2, 2, 2, 2], [2, 2, 2, 0, 0], [2, 2, 2, 2, 0], [2, 0, 2, 2, 0], [2, 0, 2, 2, 2]]","[3, 11, 8, 1, 7]",16,2,1,0.039,0.037,0.002,[],0,random,5,5,26628,6,118,112,1.3911885327210973e+17,attentional-mouselab,5,324718,0
mouselab,False,"[22, 21, 20, 23, 9]","[[3, 2, 1, 4, 5], [2, 8, 8, 4, 5], [1, 4, 4, 9, 7], [6, 7, 5, 4, 4], [6, 3, 5, 4, 8]]","[[2, 2, 0, 2, 2], [2, 2, 0, 2, 2], [0, 2, 2, 0, 2], [2, 2, 2, 2, 0], [2, 2, 2, 2, 0]]","[4, 3, 8, 5, 10]",12,3,4,0.064,0.06233333333333334,0.0016666666666666668,[],0,extreme,5,5,13198,5,191,186,9.191659770910776e+18,attentional-mouselab,7,344136,0
mouselab,False,[],"[[6, 5, 7, 2, 2], [1, 4, 5, 7, 5], [4, 3, 5, 4, 3], [5, 5, 5, 6, 6], [4, 4, 6, 5, 4]]","[[2, 2, 0, 0, 2], [2, 2, 0, 2, 2], [0, 2, 2, 2, 0], [2, 2, 2, 2, 2], [2, 2, 0, 2, 2]]","[10, 4, 4, 10, 2]",16,4,2,0.057,0.057,0.0,[],0,greedy,5,5,5160,0,172,172,2.4108846621983446e+17,attentional-mouselab,8,351822,0
mouselab,False,"[16, 15, 17, 19, 18]","[[6, 3, 3, 2, 5], [5, 4, 8, 5, 5], [4, 5, 6, 3, 3], [6, 5, 5, 7, 6], [5, 6, 4, 6, 5]]","[[2, 2, 0, 0, 2], [2, 0, 0, 2, 2], [2, 0, 2, 0, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[5, 2, 1, 15, 7]",20,5,2,0.047,0.04533333333333334,0.0016666666666666668,[],0,extreme,5,5,23241,5,140,135,8.253244738370435e+18,attentional-mouselab,9,377188,0
mouselab,False,"[5, 5]","[[3, 6, 5, 5, 8], [4, 3, 3, 3, 3], [8, 4, 1, 4, 7], [7, 3, 6, 5, 3], [6, 2, 6, 6, 5]]","[[2, 0, 2, 2, 0], [2, 2, 0, 2, 2], [0, 2, 2, 0, 2], [0, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[4, 10, 7, 5, 4]",10,6,0,0.056,0.05533333333333333,0.0006666666666666666,[5],1,greedy,5,5,16177,2,167,165,5.991279848637548e+18,attentional-mouselab,10,395480,0
mouselab,False,"[8, 8, 5, 5]","[[6, 5, 5, 3, 7], [4, 5, 6, 2, 4], [9, 7, 4, 6, 5], [3, 7, 8, 3, 6], [7, 5, 5, 6, 8]]","[[0, 0, 2, 2, 2], [2, 0, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 0, 2, 2], [0, 0, 2, 2, 2]]","[2, 11, 2, 5, 10]",18,7,0,0.053,0.051666666666666666,0.0013333333333333333,"[8, 5]",2,random,5,5,12862,4,159,155,1.460958009853599e+19,attentional-mouselab,11,410436,0
mouselab,False,"[10, 10]","[[5, 5, 5, 6, 5], [6, 4, 7, 7, 7], [6, 2, 3, 5, 7], [4, 5, 5, 6, 6], [3, 6, 5, 5, 3]]","[[2, 2, 0, 0, 0], [2, 2, 2, 0, 2], [2, 0, 2, 2, 2], [2, 2, 2, 0, 2], [2, 2, 2, 2, 2]]","[6, 3, 16, 3, 2]",20,8,0,0.054,0.05333333333333333,0.0006666666666666666,[10],1,greedy,5,5,11226,2,162,160,1.207740341736622e+19,attentional-mouselab,12,423533,0
mouselab,False,"[13, 13]","[[3, 3, 7, 5, 6], [3, 3, 6, 7, 5], [3, 6, 4, 4, 5], [5, 6, 6, 7, 2], [8, 7, 8, 7, 5]]","[[2, 2, 0, 2, 2], [2, 2, 2, 0, 2], [0, 2, 2, 2, 0], [2, 2, 2, 0, 2], [2, 2, 0, 2, 2]]","[3, 7, 10, 7, 3]",12,9,3,0.058,0.05733333333333333,0.0006666666666666666,[13],1,greedy,5,5,6943,2,174,172,6.71759268850555e+18,attentional-mouselab,13,432549,0
mouselab,False,"[0, 0, 2, 2]","[[5, 5, 3, 6, 5], [5, 6, 4, 5, 6], [4, 6, 6, 7, 5], [5, 4, 5, 3, 5], [4, 6, 3, 3, 4]]","[[2, 2, 2, 0, 2], [2, 2, 2, 0, 2], [2, 2, 0, 0, 0], [2, 2, 2, 2, 2], [0, 2, 2, 2, 2]]","[10, 7, 4, 3, 6]",10,10,3,0.05,0.04866666666666667,0.0013333333333333333,"[0, 2]",2,random,5,5,14552,4,150,146,7.254012641397054e+18,attentional-mouselab,14,448658,0
mouselab,False,"[24, 24]","[[6, 3, 6, 4, 7], [4, 7, 2, 6, 6], [3, 8, 6, 4, 5], [3, 7, 4, 10, 6], [4, 6, 9, 9, 4]]","[[2, 2, 2, 2, 0], [0, 0, 2, 2, 0], [2, 2, 2, 2, 0], [2, 2, 2, 2, 2], [2, 2, 0, 2, 2]]","[5, 3, 5, 6, 11]",10,11,4,0.053,0.05233333333333333,0.0006666666666666666,[24],1,random,5,5,5940,2,158,156,9.067944074115958e+18,attentional-mouselab,15,456450,0
mouselab,False,"[21, 21]","[[7, 7, 4, 5, 4], [5, 5, 8, 7, 8], [5, 4, 5, 6, 2], [6, 6, 5, 5, 6], [6, 8, 8, 5, 6]]","[[2, 0, 2, 0, 2], [2, 2, 0, 2, 2], [0, 0, 2, 2, 2], [2, 2, 0, 2, 2], [2, 2, 2, 2, 2]]","[10, 2, 1, 2, 15]",26,12,1,0.072,0.07133333333333333,0.0006666666666666666,[21],1,random,5,5,8233,2,216,214,9.457994541270157e+18,attentional-mouselab,16,466871,0
mouselab,False,"[12, 12]","[[7, 1, 5, 5, 7], [6, 3, 5, 5, 5], [7, 7, 6, 2, 5], [6, 6, 9, 9, 5], [4, 7, 3, 7, 4]]","[[0, 2, 2, 2, 0], [0, 2, 2, 2, 2], [0, 2, 2, 2, 2], [0, 2, 2, 2, 2], [2, 2, 2, 0, 2]]","[3, 5, 18, 1, 3]",24,13,2,0.055,0.05433333333333333,0.0006666666666666666,[12],1,greedy,5,5,6645,2,166,164,1.581142680642684e+19,attentional-mouselab,17,475484,0
mouselab,False,"[21, 21, 24, 24]","[[6, 5, 4, 7, 8], [3, 8, 6, 4, 3], [5, 5, 3, 4, 7], [2, 5, 6, 6, 8], [5, 3, 4, 4, 0]]","[[2, 2, 2, 2, 0], [2, 0, 2, 2, 2], [0, 2, 2, 2, 0], [2, 2, 2, 0, 0], [2, 2, 2, 2, 2]]","[7, 6, 3, 5, 9]",8,14,1,0.05,0.04866666666666667,0.0013333333333333333,"[21, 24]",2,greedy,5,5,15353,4,150,146,1.6794282600629385e+19,attentional-mouselab,18,493109,0
mouselab,False,"[0, 0, 5, 5]","[[6, 2, 6, 2, 4], [7, 6, 3, 6, 6], [4, 3, 2, 4, 4], [5, 3, 9, 5, 6], [7, 7, 3, 6, 8]]","[[2, 2, 2, 2, 2], [2, 2, 0, 0, 2], [2, 0, 0, 2, 2], [2, 2, 2, 2, 0], [2, 0, 2, 2, 2]]","[10, 6, 5, 4, 5]",8,15,0,0.059,0.057666666666666665,0.0013333333333333333,"[0, 5]",2,random,5,5,8896,4,177,173,1.6776300132985506e+19,attentional-mouselab,19,503878,0
mouselab,False,"[5, 5, 7, 7, 13, 13]","[[2, 4, 7, 4, 5], [2, 6, 1, 6, 7], [6, 3, 5, 6, 5], [4, 7, 4, 3, 4], [5, 6, 6, 4, 5]]","[[2, 0, 2, 2, 2], [2, 2, 2, 0, 2], [2, 0, 2, 2, 0], [2, 2, 2, 2, 2], [2, 2, 0, 0, 2]]","[4, 13, 10, 2, 1]",22,16,3,0.055,0.053,0.002,"[5, 7, 13]",3,random,5,5,11071,6,164,158,9.012231791750737e+18,attentional-mouselab,20,516823,0
mouselab,False,[],"[[9, 8, 4, 5, 4], [7, 1, 3, 5, 5], [8, 4, 4, 6, 4], [3, 7, 4, 2, 3], [6, 6, 7, 3, 9]]","[[0, 2, 2, 2, 0], [2, 0, 2, 2, 2], [2, 0, 2, 2, 2], [2, 2, 2, 2, 2], [0, 2, 2, 2, 0]]","[15, 2, 2, 4, 7]",20,17,0,0.073,0.073,0.0,[],0,extreme,5,5,3542,0,219,219,1.6512119593612993e+19,attentional-mouselab,21,522176,0
mouselab,False,[],"[[6, 3, 2, 6, 3], [7, 7, 3, 6, 4], [1, 6, 6, 5, 8], [4, 8, 4, 3, 2], [6, 6, 6, 4, 4]]","[[2, 2, 2, 2, 0], [2, 2, 0, 2, 2], [0, 2, 2, 2, 0], [2, 2, 2, 0, 0], [2, 2, 2, 2, 2]]","[3, 6, 13, 7, 1]",16,18,4,0.052,0.052,0.0,[],0,extreme,5,5,7402,0,155,155,2.810359681803398e+18,attentional-mouselab,22,531262,0
mouselab,False,"[24, 24]","[[8, 6, 4, 4, 5], [5, 4, 5, 7, 3], [5, 5, 4, 3, 7], [5, 6, 6, 6, 9], [4, 3, 5, 7, 6]]","[[2, 2, 2, 2, 0], [2, 2, 2, 2, 0], [2, 2, 2, 0, 0], [2, 2, 2, 2, 0], [2, 2, 2, 0, 2]]","[6, 4, 9, 3, 8]",10,19,4,0.06,0.05933333333333333,0.0006666666666666666,[24],1,greedy,5,5,12824,2,180,178,8.060173892147907e+18,attentional-mouselab,23,545981,0
mouselab,False,"[6, 6, 21, 21, 5, 5, 9, 9, 8, 8]","[[3, 6, 5, 6, 5], [4, 6, 3, 5, 5], [5, 5, 2, 3, 5], [7, 5, 7, 5, 5], [6, 4, 5, 6, 5]]","[[0, 2, 0, 2, 2], [2, 2, 2, 2, 2], [2, 0, 0, 0, 2], [2, 0, 2, 2, 2], [2, 2, 2, 2, 2]]","[2, 16, 3, 2, 7]",22,20,1,0.054,0.050666666666666665,0.0033333333333333335,"[6, 21, 5, 9, 8]",5,extreme,5,5,19651,10,161,151,1.7447911631092502e+17,attentional-mouselab,24,567125,0
mouselab,False,"[16, 16]","[[5, 6, 2, 4, 3], [5, 6, 5, 6, 3], [7, 3, 4, 4, 3], [7, 3, 5, 6, 5], [4, 6, 4, 5, 5]]","[[2, 2, 2, 0, 2], [2, 2, 0, 2, 2], [2, 2, 2, 2, 0], [2, 2, 2, 0, 0], [0, 2, 2, 2, 2]]","[5, 3, 2, 12, 8]",16,21,3,0.053,0.05233333333333333,0.0006666666666666666,[16],1,random,5,5,7960,2,158,156,8.542130017440408e+18,attentional-mouselab,25,576758,0
mouselab,False,[],"[[3, 4, 4, 6, 6], [4, 9, 4, 1, 8], [3, 5, 4, 2, 5], [5, 4, 4, 6, 6], [6, 8, 2, 2, 5]]","[[2, 2, 2, 2, 2], [0, 0, 2, 0, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 0, 0, 2, 0]]","[1, 10, 3, 1, 15]",26,22,1,0.078,0.078,0.0,[],0,extreme,5,5,2491,0,233,233,9.119517580776992e+18,attentional-mouselab,26,581217,0
mouselab,False,"[3, 3]","[[4, 6, 5, 8, 2], [5, 5, 7, 8, 5], [3, 6, 5, 5, 7], [9, 4, 2, 4, 5], [4, 4, 3, 3, 6]]","[[0, 2, 2, 2, 0], [0, 2, 2, 2, 2], [2, 2, 2, 0, 2], [0, 2, 0, 2, 2], [2, 2, 2, 2, 2]]","[15, 6, 2, 3, 4]",18,23,3,0.067,0.06633333333333334,0.0006666666666666666,[3],1,extreme,5,5,5910,2,202,200,1.6433368985984995e+19,attentional-mouselab,27,588704,0
mouselab,False,"[1, 1]","[[6, 5, 5, 0, 7], [5, 8, 4, 4, 8], [5, 4, 3, 5, 4], [6, 4, 2, 6, 5], [6, 8, 6, 4, 7]]","[[2, 2, 2, 0, 0], [0, 0, 2, 0, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 0, 2]]","[11, 6, 8, 2, 3]",14,24,4,0.063,0.06233333333333333,0.0006666666666666666,[1],1,random,5,5,9453,2,188,186,1.260570537398292e+19,attentional-mouselab,28,599556,0
mouselab,False,"[22, 22, 24, 24, 20, 20]","[[6, 3, 7, 7, 8], [5, 6, 5, 3, 1], [4, 5, 9, 6, 6], [7, 4, 6, 6, 4], [5, 8, 5, 9, 2]]","[[2, 0, 2, 2, 0], [2, 2, 2, 2, 2], [0, 2, 2, 2, 2], [0, 0, 2, 2, 2], [2, 2, 2, 0, 2]]","[1, 3, 8, 4, 14]",20,25,0,0.05,0.048,0.002,"[22, 24, 20]",3,random,5,5,8569,6,151,145,1.1303365877844042e+19,attentional-mouselab,29,609778,0
mouselab,False,[],"[[2, 3, 4, 3, 7], [6, 8, 7, 4, 8], [4, 6, 6, 2, 5], [5, 3, 5, 6, 2], [6, 4, 6, 3, 5]]","[[2, 0, 2, 2, 2], [2, 0, 2, 2, 2], [2, 2, 2, 2, 2], [0, 2, 2, 0, 2], [2, 2, 2, 0, 0]]","[5, 10, 8, 6, 1]",12,26,1,0.055,0.055,0.0,[],0,random,5,5,2880,0,165,165,2.27015372846382e+16,attentional-mouselab,30,614406,0
mouselab,False,"[8, 8]","[[4, 8, 4, 7, 4], [4, 6, 5, 6, 1], [5, 4, 6, 7, 4], [1, 4, 5, 5, 4], [7, 5, 6, 7, 5]]","[[2, 2, 2, 0, 0], [2, 0, 2, 2, 2], [2, 2, 2, 0, 0], [2, 2, 2, 2, 2], [2, 2, 2, 0, 2]]","[7, 8, 9, 5, 1]",12,27,3,0.064,0.06333333333333334,0.0006666666666666666,[8],1,greedy,5,5,9687,2,192,190,6.1133168381236e+18,attentional-mouselab,31,625491,0
mouselab,False,"[20, 20, 23, 23, 24, 24]","[[5, 3, 7, 3, 5], [6, 5, 5, 6, 7], [5, 4, 3, 3, 8], [5, 3, 6, 6, 8], [4, 3, 5, 4, 4]]","[[2, 2, 2, 0, 2], [2, 2, 2, 2, 0], [2, 0, 2, 2, 0], [2, 2, 2, 2, 0], [2, 0, 2, 2, 2]]","[4, 1, 11, 1, 13]",24,28,4,0.058,0.056,0.002,"[20, 23, 24]",3,greedy,5,5,10067,6,175,169,2.981354973238445e+18,attentional-mouselab,32,637009,0
mouselab,False,"[0, 0]","[[7, 5, 2, 3, 6], [4, 4, 2, 5, 8], [6, 4, 4, 7, 1], [6, 6, 7, 3, 2], [6, 5, 5, 5, 3]]","[[2, 2, 0, 2, 2], [2, 2, 0, 2, 2], [2, 2, 0, 2, 0], [2, 2, 2, 2, 0], [2, 0, 2, 2, 2]]","[17, 3, 2, 2, 6]",22,29,0,0.064,0.06333333333333334,0.0006666666666666666,[0],1,extreme,5,5,5889,2,191,189,1.8119771025229552e+19,attentional-mouselab,33,644697,0
mouselab,False,"[15, 15]","[[6, 7, 5, 10, 5], [3, 6, 5, 5, 9], [8, 3, 5, 5, 4], [6, 7, 5, 3, 1], [7, 6, 5, 6, 4]]","[[2, 2, 2, 0, 2], [2, 2, 2, 2, 0], [0, 2, 0, 2, 2], [2, 2, 2, 2, 0], [2, 2, 2, 0, 2]]","[4, 1, 2, 22, 1]",32,30,0,0.061,0.06033333333333333,0.0006666666666666666,[15],1,extreme,5,5,5698,2,182,180,1.1285882372266468e+18,attentional-mouselab,34,652099,0
mouselab,False,"[5, 5]","[[4, 6, 2, 8, 5], [5, 6, 6, 6, 8], [6, 7, 8, 3, 0], [7, 6, 6, 7, 7], [3, 6, 5, 3, 6]]","[[2, 0, 0, 0, 2], [2, 2, 2, 2, 2], [0, 2, 2, 2, 0], [2, 2, 0, 2, 2], [2, 2, 2, 2, 2]]","[2, 8, 13, 3, 4]",18,31,0,0.053,0.05233333333333333,0.0006666666666666666,[5],1,extreme,5,5,8180,2,159,157,9.517422732880695e+18,attentional-mouselab,35,661964,0
mouselab,False,[],"[[4, 3, 6, 6, 4], [8, 7, 4, 5, 3], [5, 1, 6, 4, 7], [6, 5, 4, 3, 6], [3, 8, 6, 6, 6]]","[[2, 2, 2, 2, 2], [0, 2, 2, 2, 0], [2, 2, 2, 2, 0], [2, 2, 0, 0, 2], [2, 2, 2, 0, 2]]","[1, 2, 4, 5, 18]",24,32,3,0.052,0.052,0.0,[],0,greedy,5,5,4331,0,155,155,5.992678152867066e+18,attentional-mouselab,36,667726,0
mouselab,True,"[13, 13, 8, 8]","[[5, 4, 2, 3, 9], [3, 7, 7, 7, 4], [6, 1, 4, 1, 6], [3, 3, 4, 9, 3], [6, 4, 10, 4, 5]]","[[2, 2, 2, 0, 0], [2, 0, 2, 2, 0], [2, 2, 2, 2, 2], [2, 2, 2, 0, 2], [2, 2, 2, 0, 2]]","[6, 13, 1, 7, 3]",16,1,3,0.062,0.06066666666666667,0.0013333333333333333,"[13, 8]",2,random,5,5,15704,4,185,181,9.756388240355189e+18,attentional-mouselab,4,123582,1
mouselab,True,"[5, 5, 20, 20, 2, 2, 18, 18]","[[4, 4, 3, 8, 1], [6, 5, 5, 7, 3], [6, 1, 2, 3, 4], [6, 4, 7, 8, 6], [4, 5, 5, 6, 7]]","[[0, 2, 2, 2, 2], [2, 2, 0, 2, 2], [0, 0, 2, 0, 2], [0, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[2, 10, 8, 5, 5]",12,2,3,0.06,0.05733333333333333,0.0026666666666666666,"[5, 20, 2, 18]",4,random,5,5,15703,8,180,172,1.5124496326205227e+19,attentional-mouselab,5,142853,1
mouselab,False,"[12, 12]","[[6, 5, 8, 4, 6], [5, 5, 7, 6, 4], [6, 6, 6, 4, 9], [2, 2, 6, 4, 7], [7, 5, 5, 6, 4]]","[[2, 2, 0, 2, 2], [2, 2, 0, 2, 2], [2, 2, 2, 2, 0], [2, 0, 0, 2, 2], [0, 2, 2, 2, 2]]","[6, 5, 6, 7, 6]",2,3,2,0.064,0.06333333333333334,0.0006666666666666666,[12],1,greedy,5,5,5150,2,191,189,1.7559539325082555e+18,attentional-mouselab,7,152831,1
mouselab,False,"[14, 14, 24, 24, 10, 10, 12, 12]","[[1, 5, 5, 4, 2], [5, 1, 5, 5, 8], [3, 3, 7, 6, 6], [3, 5, 7, 5, 7], [4, 4, 1, 2, 4]]","[[0, 2, 0, 2, 2], [2, 0, 2, 2, 0], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 0, 0, 2]]","[9, 5, 1, 9, 6]",12,4,4,0.05,0.04733333333333334,0.0026666666666666666,"[14, 24, 10, 12]",4,extreme,5,5,16604,8,151,143,1.3978845886108006e+19,attentional-mouselab,8,171270,1
mouselab,False,"[12, 12]","[[9, 1, 8, 3, 5], [5, 7, 4, 7, 5], [4, 6, 6, 5, 7], [5, 6, 7, 5, 5], [6, 8, 7, 2, 4]]","[[2, 0, 0, 2, 2], [2, 2, 0, 2, 2], [2, 0, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 0, 0, 2]]","[5, 2, 14, 8, 1]",20,5,2,0.065,0.06433333333333334,0.0006666666666666666,[12],1,random,5,5,5544,2,195,193,1.0728131733677605e+19,attentional-mouselab,9,178492,1
mouselab,False,"[19, 19, 6, 6, 17, 17]","[[7, 7, 4, 5, 4], [5, 5, 8, 7, 8], [5, 4, 5, 6, 2], [6, 6, 5, 5, 6], [6, 8, 8, 5, 6]]","[[2, 0, 2, 2, 2], [2, 2, 2, 2, 0], [0, 0, 2, 2, 0], [2, 2, 2, 2, 2], [2, 2, 0, 2, 2]]","[7, 8, 1, 13, 1]",20,6,4,0.059,0.056999999999999995,0.002,"[19, 6, 17]",3,extreme,5,5,7862,6,178,172,9.457994541270157e+18,attentional-mouselab,10,189821,1
mouselab,False,"[5, 5, 8, 8, 2, 2, 6, 6]","[[6, 2, 5, 8, 4], [3, 5, 5, 4, 7], [5, 4, 4, 7, 4], [7, 7, 5, 5, 2], [7, 5, 5, 4, 6]]","[[2, 2, 2, 0, 0], [2, 2, 2, 2, 0], [2, 2, 2, 2, 2], [0, 2, 2, 2, 2], [0, 2, 0, 2, 2]]","[3, 18, 3, 5, 1]",24,7,3,0.049,0.04633333333333334,0.0026666666666666666,"[5, 8, 2, 6]",4,greedy,5,5,12689,8,146,138,5.996841966507962e+18,attentional-mouselab,11,204276,1
mouselab,False,[],"[[7, 5, 4, 5, 6], [2, 4, 3, 7, 6], [8, 6, 5, 6, 7], [5, 7, 5, 7, 5], [7, 6, 6, 3, 4]]","[[0, 2, 2, 2, 2], [2, 0, 2, 0, 2], [0, 2, 2, 2, 2], [2, 2, 2, 2, 2], [0, 2, 2, 2, 0]]","[3, 7, 4, 15, 1]",20,8,0,0.05,0.05,0.0,[],0,greedy,5,5,2418,0,149,149,1.2142532938358028e+19,attentional-mouselab,12,208146,1
mouselab,False,[],"[[5, 5, 7, 6, 3], [8, 5, 3, 6, 2], [4, 2, 8, 3, 6], [5, 5, 7, 5, 2], [5, 6, 5, 7, 4]]","[[2, 2, 0, 2, 0], [2, 2, 2, 2, 2], [0, 0, 0, 2, 2], [2, 2, 2, 2, 0], [2, 2, 2, 2, 2]]","[12, 6, 7, 2, 3]",14,9,2,0.062,0.062,0.0,[],0,extreme,5,5,2924,0,187,187,5.436091006106421e+18,attentional-mouselab,13,212455,1
mouselab,False,"[2, 2, 22, 22, 10, 10, 3, 3, 19, 19, 13, 13]","[[3, 2, 5, 3, 6], [4, 1, 8, 4, 4], [4, 6, 4, 4, 4], [7, 5, 7, 3, 5], [4, 4, 5, 7, 6]]","[[0, 0, 2, 2, 2], [2, 2, 0, 2, 2], [2, 2, 0, 2, 2], [2, 0, 0, 2, 2], [2, 2, 2, 2, 2]]","[1, 10, 1, 5, 13]",22,10,2,0.063,0.059,0.004,"[2, 22, 10, 3, 19, 13]",6,greedy,5,5,14173,12,189,177,1.0679498637987279e+19,attentional-mouselab,14,228317,1
mouselab,False,"[5, 5, 24, 24, 20, 20, 3, 3, 6, 6]","[[6, 5, 4, 3, 6], [4, 3, 6, 5, 1], [4, 5, 4, 7, 7], [7, 3, 7, 5, 6], [5, 4, 7, 5, 4]]","[[2, 2, 0, 2, 2], [2, 2, 0, 2, 0], [2, 2, 2, 2, 0], [2, 2, 0, 2, 2], [2, 2, 0, 2, 2]]","[3, 5, 16, 3, 3]",20,11,2,0.049,0.04566666666666667,0.0033333333333333335,"[5, 24, 20, 3, 6]",5,greedy,5,5,19304,10,148,138,6.94515461378181e+18,attentional-mouselab,15,249096,1
mouselab,False,"[9, 9, 22, 22]","[[7, 5, 7, 3, 4], [3, 4, 6, 7, 5], [7, 5, 6, 3, 6], [5, 2, 2, 6, 3], [3, 6, 6, 4, 7]]","[[2, 2, 0, 2, 2], [0, 0, 0, 2, 2], [0, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 0, 2]]","[4, 6, 8, 4, 8]",8,12,2,0.056,0.05466666666666667,0.0013333333333333333,"[9, 22]",2,greedy,5,5,5196,4,168,164,5.448344544979616e+18,attentional-mouselab,16,255530,1
mouselab,False,"[5, 5, 1, 1, 24, 24, 9, 9]","[[3, 7, 8, 3, 5], [7, 4, 3, 4, 7], [7, 5, 6, 4, 8], [4, 6, 4, 3, 5], [8, 3, 7, 6, 8]]","[[2, 2, 2, 2, 2], [2, 2, 0, 0, 2], [2, 2, 0, 0, 2], [2, 2, 2, 2, 2], [2, 2, 0, 0, 2]]","[3, 4, 12, 9, 2]",18,13,4,0.067,0.06433333333333334,0.0026666666666666666,"[5, 1, 24, 9]",4,random,5,5,7975,8,200,192,9.672768658614673e+18,attentional-mouselab,17,267882,1
mouselab,False,"[22, 22, 2, 2, 8, 8, 18, 18, 9, 9, 5, 5]","[[4, 6, 4, 7, 7], [4, 3, 9, 5, 4], [6, 6, 2, 5, 3], [3, 5, 5, 2, 2], [6, 6, 4, 6, 7]]","[[2, 2, 2, 0, 2], [2, 0, 0, 2, 2], [2, 2, 0, 2, 2], [0, 2, 2, 2, 2], [2, 2, 2, 0, 2]]","[11, 7, 8, 1, 3]",16,14,3,0.057,0.053000000000000005,0.004,"[22, 2, 8, 18, 9, 5]",6,greedy,5,5,9145,12,172,160,2.962010817410924e+18,attentional-mouselab,18,277985,1
mouselab,False,[],"[[7, 4, 5, 3, 4], [5, 3, 4, 7, 3], [7, 5, 2, 3, 4], [6, 1, 5, 6, 8], [6, 7, 6, 4, 5]]","[[0, 0, 2, 2, 0], [2, 2, 2, 2, 2], [0, 2, 2, 2, 2], [2, 2, 0, 2, 2], [0, 2, 2, 2, 2]]","[1, 21, 3, 4, 1]",30,15,0,0.054,0.054,0.0,[],0,greedy,5,5,2023,0,163,163,9.961488159007822e+18,attentional-mouselab,19,281247,1
mouselab,False,[],"[[10, 6, 2, 6, 4], [5, 6, 4, 5, 4], [6, 6, 4, 6, 8], [5, 7, 5, 3, 5], [4, 4, 3, 6, 5]]","[[2, 2, 0, 2, 2], [2, 2, 2, 0, 2], [2, 2, 2, 2, 0], [2, 2, 2, 0, 2], [2, 2, 0, 2, 0]]","[3, 12, 6, 6, 3]",12,16,4,0.051,0.051,0.0,[],0,random,5,5,2260,0,153,153,5.042804856389504e+18,attentional-mouselab,20,284746,1
mouselab,False,"[11, 11, 4, 4, 2, 2, 13, 13, 20, 20]","[[7, 5, 5, 7, 4], [1, 6, 3, 2, 6], [6, 3, 6, 5, 4], [8, 6, 4, 7, 5], [1, 8, 7, 5, 4]]","[[2, 0, 2, 2, 2], [0, 0, 2, 2, 2], [2, 2, 2, 2, 0], [2, 2, 2, 2, 2], [2, 0, 2, 0, 2]]","[9, 1, 11, 5, 4]",16,17,1,0.049,0.04566666666666667,0.0033333333333333335,"[11, 4, 2, 13, 20]",5,greedy,5,5,9066,10,146,136,1.3963410223792077e+19,attentional-mouselab,21,295028,1
mouselab,False,"[5, 5, 2, 2, 24, 24, 20, 20]","[[3, 4, 5, 4, 2], [4, 5, 5, 2, 3], [8, 7, 7, 2, 5], [6, 5, 1, 7, 6], [7, 5, 5, 6, 7]]","[[2, 2, 2, 2, 0], [2, 2, 2, 0, 2], [2, 0, 2, 0, 2], [2, 0, 0, 2, 2], [2, 2, 2, 2, 2]]","[2, 6, 4, 16, 2]",20,18,1,0.052,0.04933333333333333,0.0026666666666666666,"[5, 2, 24, 20]",4,extreme,5,5,13892,8,156,148,6.765981897810233e+18,attentional-mouselab,22,322095,1
mouselab,False,"[10, 10]","[[6, 7, 5, 8, 5], [7, 4, 5, 7, 6], [6, 7, 6, 6, 5], [7, 6, 7, 7, 3], [8, 2, 1, 4, 7]]","[[2, 2, 2, 2, 2], [2, 2, 2, 0, 2], [2, 2, 0, 0, 2], [2, 2, 2, 2, 2], [0, 0, 0, 2, 2]]","[2, 3, 12, 12, 1]",24,19,0,0.066,0.06533333333333334,0.0006666666666666666,[10],1,extreme,5,5,3633,2,197,195,1.5999323256805083e+19,attentional-mouselab,23,326842,1
