type,is_practice,original_item_cost,highlight_cost,click_values,payoff_matrix,original_cost_matrix,final_cost_matrix,weights,highlight_weight,weights_deviation,trial_num,selected_option,gross_earnings,net_earnings,click_cost,uncovered_values,num_values_revealed,num_options,num_features,reaction_time,points_click_cost,points_action_utility,points_metalevel_reward,is_control,highlight_index,selected_option_highlight_value,trial_type,trial_index,time_elapsed,internal_node_id,prolific_pid,study_id,session_id,nudge_highlighted_values_are_even,highlight_value,maximized_highlighted_option,highlight_num_clicks,highlight_weight_check,highlight_num_reveals,participant_id,weights_sum
traffic-light-mouselab,False,3,1,[13],"[[1, 2, 7, 7, 5], [5, 3, 5, 6, 5], [5, 8, 3, 6, 9]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 0, 1]]","[9, 14, 7]",7,8,22,3,0.063,0.06266666666666666,0.0003333333333333333,[13],1,5,3,4107,1,189,188,False,2,6,traffic-light-mouselab,26,689244,0.0-3.0-23.0,60de0233ab52368089ea8d03,60ca52d74ed66c9bb11e25ac,60e627e2ab56eed89646d3d1,False,6,0,1,7,1,64,30
traffic-light-mouselab,False,3,1,[],"[[5, 5, 5, 4, 5], [2, 2, 7, 6, 7], [5, 6, 6, 5, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[14, 2, 14]",14,16,23,2,0.056,0.056,0.0,[],0,5,3,3596,0,168,168,True,2,6,traffic-light-mouselab,27,695407,0.0-3.0-24.0,60de0233ab52368089ea8d03,60ca52d74ed66c9bb11e25ac,60e627e2ab56eed89646d3d1,False,6,1,0,14,0,64,30
traffic-light-mouselab,False,3,1,"[10, 10, 10]","[[4, 2, 7, 4, 6], [5, 3, 4, 5, 7], [3, 4, 3, 6, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 3, 3, 3, 3]]","[3, 7, 20]",20,20,24,0,0.036,0.034999999999999996,0.001,[10],1,5,3,2491,3,107,104,True,2,3,traffic-light-mouselab,28,700500,0.0-3.0-25.0,60de0233ab52368089ea8d03,60ca52d74ed66c9bb11e25ac,60e627e2ab56eed89646d3d1,False,3,0,3,20,1,64,30
traffic-light-mouselab,False,3,1,[7],"[[7, 7, 3, 6, 3], [7, 6, 9, 5, 7], [2, 3, 7, 4, 5]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [1, 1, 0, 1, 1], [3, 3, 3, 3, 3]]","[1, 15, 14]",15,18,25,2,0.079,0.07866666666666666,0.0003333333333333333,[7],1,5,3,2362,1,236,235,False,1,9,traffic-light-mouselab,29,705751,0.0-3.0-26.0,60de0233ab52368089ea8d03,60ca52d74ed66c9bb11e25ac,60e627e2ab56eed89646d3d1,False,9,1,1,15,1,64,30
traffic-light-mouselab,False,3,1,[14],"[[6, 5, 4, 6, 9], [3, 5, 3, 6, 6], [6, 3, 5, 5, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 0]]","[2, 1, 27]",27,34,26,4,0.053,0.05266666666666667,0.0003333333333333333,[14],1,5,3,3639,1,159,158,False,2,5,traffic-light-mouselab,30,711160,0.0-3.0-27.0,60de0233ab52368089ea8d03,60ca52d74ed66c9bb11e25ac,60e627e2ab56eed89646d3d1,False,5,0,1,27,1,64,30
traffic-light-mouselab,False,3,1,[5],"[[7, 5, 5, 5, 3], [6, 2, 4, 5, 3], [5, 3, 6, 2, 3]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [0, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[6, 21, 3]",21,22,27,0,0.061,0.06066666666666667,0.0003333333333333333,[5],1,5,3,2318,1,183,182,False,1,6,traffic-light-mouselab,31,715161,0.0-3.0-28.0,60de0233ab52368089ea8d03,60ca52d74ed66c9bb11e25ac,60e627e2ab56eed89646d3d1,False,6,1,1,21,1,64,30
traffic-light-mouselab,False,3,1,[3],"[[9, 4, 6, 7, 4], [5, 4, 3, 4, 4], [3, 6, 7, 3, 4]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[1, 1, 1, 0, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[19, 8, 3]",19,18,28,3,0.058,0.05766666666666667,0.0003333333333333333,[3],1,5,3,3109,1,174,173,False,0,7,traffic-light-mouselab,32,720600,0.0-3.0-29.0,60de0233ab52368089ea8d03,60ca52d74ed66c9bb11e25ac,60e627e2ab56eed89646d3d1,False,7,0,1,19,1,64,30
traffic-light-mouselab,False,3,1,[],"[[9, 5, 6, 5, 7], [9, 3, 9, 5, 3], [4, 4, 6, 2, 2]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 4, 8]",4,16,29,1,0.045,0.045,0.0,[],0,5,3,1957,0,134,134,True,1,3,traffic-light-mouselab,33,724959,0.0-3.0-30.0,60de0233ab52368089ea8d03,60ca52d74ed66c9bb11e25ac,60e627e2ab56eed89646d3d1,False,3,0,0,4,0,64,30
traffic-light-mouselab,False,3,1,"[6, 6, 6]","[[2, 7, 5, 4, 5], [4, 5, 5, 3, 7], [5, 3, 4, 3, 0]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 0, 3, 3, 3], [3, 3, 3, 3, 3]]","[6, 13, 11]",6,8,30,1,0.047,0.046,0.001,[6],1,5,3,3167,3,140,137,True,0,7,traffic-light-mouselab,34,732318,0.0-3.0-31.0,60de0233ab52368089ea8d03,60ca52d74ed66c9bb11e25ac,60e627e2ab56eed89646d3d1,False,7,1,0,6,0,64,30
traffic-light-mouselab,True,3,1,"[10, 11, 12, 13, 14, 10, 10, 11, 11, 12, 12, 13, 13, 14, 14]","[[6, 3, 2, 4, 5], [5, 6, 4, 5, 5], [7, 5, 3, 4, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[3, 2, 25]",25,30,1,0,0.068,0.063,0.005,"[10, 11, 12, 13, 14]",5,5,3,22277,15,203,188,True,2,7,traffic-light-mouselab,4,499382,0.0-3.0-1.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,7,1,15,25,5,65,30
traffic-light-mouselab,True,3,1,"[5, 6, 7, 8, 9]","[[6, 3, 7, 4, 7], [3, 2, 6, 5, 4], [1, 5, 4, 5, 2]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[4, 24, 2]",24,28,2,2,0.06,0.058333333333333334,0.0016666666666666668,"[5, 6, 7, 8, 9]",5,5,3,13783,5,180,175,False,1,6,traffic-light-mouselab,5,516085,0.0-3.0-2.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,6,1,5,24,5,65,30
traffic-light-mouselab,False,3,1,"[5, 5, 5, 6, 6, 6, 7, 7, 7]","[[5, 5, 4, 3, 5], [3, 4, 7, 7, 3], [6, 6, 4, 4, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [0, 0, 0, 3, 3], [3, 3, 3, 3, 3]]","[7, 21, 2]",7,22,3,2,0.061,0.057999999999999996,0.003,"[5, 6, 7]",3,5,3,9494,9,183,174,True,0,4,traffic-light-mouselab,7,534037,0.0-3.0-4.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,4,0,0,7,0,65,30
traffic-light-mouselab,False,3,1,"[5, 6, 7]","[[6, 9, 4, 4, 3], [9, 5, 5, 8, 6], [6, 5, 6, 3, 5]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [0, 0, 0, 1, 1], [3, 3, 3, 3, 3]]","[3, 20, 7]",20,20,4,0,0.08,0.079,0.001,"[5, 6, 7]",3,5,3,9262,3,240,237,False,1,9,traffic-light-mouselab,8,545277,0.0-3.0-5.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,9,1,3,20,3,65,30
traffic-light-mouselab,False,3,1,"[4, 4, 4, 3, 3, 3, 2, 2, 2, 1, 1, 1, 0, 0, 0]","[[8, 6, 7, 6, 3], [4, 4, 7, 6, 5], [5, 3, 7, 7, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[26, 3, 1]",1,32,5,0,0.075,0.06999999999999999,0.005,"[4, 3, 2, 1, 0]",5,5,3,9543,15,225,210,True,2,5,traffic-light-mouselab,9,557213,0.0-3.0-6.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,5,0,0,1,0,65,30
traffic-light-mouselab,False,3,1,"[0, 1, 2, 3, 4]","[[6, 7, 3, 8, 4], [4, 5, 5, 8, 2], [4, 3, 4, 6, 6]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 10, 10]",10,0,6,3,0.073,0.07133333333333333,0.0016666666666666668,"[0, 1, 2, 3, 4]",5,5,3,12407,5,220,215,False,0,8,traffic-light-mouselab,10,571726,0.0-3.0-7.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,8,1,5,10,5,65,30
traffic-light-mouselab,False,3,1,"[5, 5, 5, 6, 6, 6, 7, 7, 7, 8, 8, 8, 9, 9, 9, 2, 2, 2, 0, 0, 0]","[[6, 5, 3, 8, 4], [6, 3, 6, 4, 5], [8, 5, 5, 4, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 3, 0, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[13, 15, 2]",15,16,7,0,0.061,0.054,0.007,"[5, 6, 7, 8, 9, 2, 0]",7,5,3,15704,21,184,163,True,1,6,traffic-light-mouselab,11,592942,0.0-3.0-8.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,6,1,15,15,5,65,30
traffic-light-mouselab,False,3,1,"[5, 6, 7, 8, 9]","[[5, 5, 10, 9, 4], [5, 6, 9, 3, 5], [3, 7, 4, 7, 6]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[1, 26, 3]",26,32,8,2,0.085,0.08333333333333334,0.0016666666666666668,"[5, 6, 7, 8, 9]",5,5,3,4662,5,256,251,False,1,9,traffic-light-mouselab,12,600782,0.0-3.0-9.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,9,1,5,26,5,65,30
traffic-light-mouselab,False,3,1,"[10, 10, 10]","[[5, 5, 3, 6, 4], [4, 7, 7, 6, 8], [7, 3, 4, 5, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 3, 3, 3, 3]]","[1, 4, 25]",25,30,9,0,0.065,0.064,0.001,[10],1,5,3,6071,3,196,193,True,2,7,traffic-light-mouselab,13,612021,0.0-3.0-10.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,7,1,3,25,1,65,30
traffic-light-mouselab,False,3,1,"[5, 5, 5, 6, 6, 6]","[[4, 4, 7, 6, 6], [2, 10, 4, 5, 5], [5, 3, 7, 6, 3]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[1, 1, 1, 1, 1], [0, 0, 3, 3, 3], [3, 3, 3, 3, 3]]","[8, 18, 4]",8,16,10,1,0.075,0.073,0.002,"[5, 6]",2,5,3,12354,6,224,218,False,0,4,traffic-light-mouselab,14,631541,0.0-3.0-11.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,4,0,0,8,0,65,30
traffic-light-mouselab,False,3,1,"[10, 10, 10, 11, 11, 11, 12, 12, 12, 14, 14, 14, 13, 13, 13]","[[6, 7, 6, 4, 6], [6, 6, 4, 3, 7], [2, 4, 3, 4, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[9, 9, 12]",9,4,11,4,0.067,0.062000000000000006,0.005,"[10, 11, 12, 14, 13]",5,5,3,16575,15,201,186,True,0,6,traffic-light-mouselab,15,651894,0.0-3.0-12.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,6,0,0,9,0,65,30
traffic-light-mouselab,False,3,1,"[10, 10, 10, 12, 12, 12]","[[4, 4, 3, 5, 7], [8, 6, 3, 2, 6], [8, 5, 2, 3, 2]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 3, 0, 3, 3]]","[12, 1, 17]",17,18,12,0,0.064,0.062,0.002,"[10, 12]",2,5,3,8326,6,192,186,True,2,8,traffic-light-mouselab,16,663661,0.0-3.0-13.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,8,1,6,17,2,65,30
traffic-light-mouselab,False,3,1,"[0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3]","[[4, 4, 5, 8, 4], [6, 6, 5, 6, 6], [8, 2, 8, 1, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[13, 12, 5]",13,10,13,3,0.06,0.055999999999999994,0.004,"[0, 1, 2, 3]",4,5,3,10512,12,181,169,True,0,8,traffic-light-mouselab,17,685494,0.0-3.0-14.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,8,1,12,13,4,65,30
traffic-light-mouselab,False,3,1,"[10, 10, 10, 11, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 14]","[[6, 3, 6, 6, 1], [6, 5, 8, 5, 5], [3, 5, 2, 4, 7]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [0, 0, 0, 0, 0]]","[7, 6, 17]",6,14,14,4,0.052,0.047,0.005,"[10, 11, 12, 13, 14]",5,5,3,12366,15,156,141,False,1,5,traffic-light-mouselab,18,700453,0.0-3.0-15.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,5,0,0,6,0,65,30
traffic-light-mouselab,False,3,1,"[10, 11, 12, 13, 14]","[[6, 4, 5, 2, 5], [5, 7, 4, 5, 7], [7, 3, 6, 4, 2]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[5, 1, 24]",24,28,15,0,0.068,0.06633333333333334,0.0016666666666666668,"[10, 11, 12, 13, 14]",5,5,3,6750,5,203,198,False,2,7,traffic-light-mouselab,19,709438,0.0-3.0-16.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,7,1,5,24,5,65,30
traffic-light-mouselab,False,3,1,"[5, 5, 5, 7, 7, 7, 8, 8, 8, 9, 9, 9]","[[4, 7, 4, 6, 6], [4, 5, 6, 3, 8], [4, 0, 5, 4, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [0, 3, 0, 0, 0], [3, 3, 3, 3, 3]]","[3, 19, 8]",19,18,16,4,0.065,0.061,0.004,"[5, 7, 8, 9]",4,5,3,9574,12,194,182,True,1,8,traffic-light-mouselab,20,720758,0.0-3.0-17.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,8,1,12,19,4,65,30
traffic-light-mouselab,False,3,1,"[6, 6, 6, 7, 7, 7, 8, 8, 8, 9, 9, 9, 5, 5, 5, 1, 1, 1, 3, 3, 3]","[[6, 5, 3, 7, 5], [4, 6, 3, 6, 5], [4, 5, 5, 5, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 0, 3, 0, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[6, 21, 3]",21,22,17,3,0.061,0.054,0.007,"[6, 7, 8, 9, 5, 1, 3]",7,5,3,16223,21,183,162,True,1,6,traffic-light-mouselab,21,738821,0.0-3.0-18.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,6,1,15,21,5,65,30
traffic-light-mouselab,False,3,1,"[5, 6, 7, 8, 9, 13, 13, 13, 10, 10, 10]","[[5, 6, 6, 5, 7], [5, 4, 4, 5, 3], [5, 4, 6, 5, 6]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [0, 3, 3, 0, 3]]","[3, 22, 5]",22,24,18,3,0.05,0.04633333333333334,0.0036666666666666666,"[5, 6, 7, 8, 9, 13, 10]",7,5,3,13654,11,150,139,False,1,5,traffic-light-mouselab,22,754725,0.0-3.0-19.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,5,1,5,22,5,65,30
traffic-light-mouselab,False,3,1,"[0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4, 8, 7]","[[4, 2, 7, 7, 3], [3, 5, 7, 5, 6], [4, 7, 5, 5, 7]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0], [1, 1, 0, 0, 1], [3, 3, 3, 3, 3]]","[18, 4, 8]",4,16,19,2,0.065,0.059333333333333335,0.005666666666666667,"[0, 1, 2, 3, 4, 8, 7]",7,5,3,10767,17,194,177,False,1,7,traffic-light-mouselab,23,767046,0.0-3.0-20.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,7,1,2,4,2,65,30
traffic-light-mouselab,False,3,1,"[10, 10, 10, 12, 12, 12, 14, 14, 14, 13, 13, 13, 11, 11, 11]","[[5, 4, 7, 5, 5], [7, 3, 6, 6, 7], [5, 5, 5, 4, 4]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [0, 0, 0, 0, 0]]","[2, 2, 26]",2,32,20,1,0.048,0.043000000000000003,0.005,"[10, 12, 14, 13, 11]",5,5,3,22367,15,144,129,False,1,3,traffic-light-mouselab,24,792605,0.0-3.0-21.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,3,0,0,2,0,65,30
traffic-light-mouselab,False,3,1,"[10, 11, 12, 13, 14]","[[3, 5, 5, 6, 4], [5, 3, 6, 6, 6], [5, 4, 4, 7, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[12, 4, 14]",14,12,21,3,0.065,0.06333333333333334,0.0016666666666666668,"[10, 11, 12, 13, 14]",5,5,3,9886,5,194,189,False,2,7,traffic-light-mouselab,25,805349,0.0-3.0-22.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,7,1,5,14,5,65,30
traffic-light-mouselab,False,3,1,"[5, 6, 7, 8, 9, 13, 13, 13, 12, 12, 12]","[[5, 6, 5, 8, 6], [7, 2, 7, 7, 3], [6, 5, 8, 5, 5]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 0, 0, 3]]","[3, 18, 9]",18,16,22,2,0.071,0.06733333333333333,0.0036666666666666666,"[5, 6, 7, 8, 9, 13, 12]",7,5,3,9982,11,213,202,False,1,7,traffic-light-mouselab,26,816845,0.0-3.0-23.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,7,1,5,18,5,65,30
traffic-light-mouselab,False,3,1,"[0, 1, 3, 2, 4]","[[4, 6, 5, 7, 6], [5, 5, 8, 8, 7], [4, 4, 2, 5, 2]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[16, 10, 4]",16,12,23,3,0.071,0.06933333333333333,0.0016666666666666668,"[0, 1, 3, 2, 4]",5,5,3,5070,5,212,207,False,0,7,traffic-light-mouselab,27,823549,0.0-3.0-24.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,7,1,5,16,5,65,30
traffic-light-mouselab,False,3,1,"[0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4]","[[2, 2, 3, 4, 7], [7, 8, 6, 6, 6], [4, 6, 6, 6, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[21, 4, 5]",5,22,24,4,0.067,0.062000000000000006,0.005,"[0, 1, 2, 3, 4]",5,5,3,9359,15,201,186,True,2,6,traffic-light-mouselab,28,836726,0.0-3.0-25.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,6,1,0,5,0,65,30
traffic-light-mouselab,False,3,1,"[5, 5, 5, 6, 6, 6, 7, 7, 7, 8, 8, 8, 9, 9, 9]","[[1, 4, 4, 5, 6], [6, 5, 4, 5, 5], [5, 4, 4, 5, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[8, 11, 11]",11,4,25,0,0.043,0.038,0.005,"[5, 6, 7, 8, 9]",5,5,3,19367,15,129,114,True,1,6,traffic-light-mouselab,29,858446,0.0-3.0-26.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,6,1,15,11,5,65,30
traffic-light-mouselab,False,3,1,"[10, 10, 10, 11, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 14]","[[5, 6, 7, 4, 4], [4, 7, 8, 8, 6], [4, 5, 6, 5, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[2, 1, 27]",27,34,26,2,0.061,0.056,0.005,"[10, 11, 12, 13, 14]",5,5,3,8183,15,184,169,True,2,6,traffic-light-mouselab,30,867974,0.0-3.0-27.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,6,1,15,27,5,65,30
traffic-light-mouselab,False,3,1,"[2, 2, 2, 1, 1, 1, 4, 4, 4]","[[5, 5, 5, 7, 7], [5, 4, 2, 5, 3], [4, 4, 10, 5, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 0, 0, 3, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[23, 2, 5]",23,26,27,4,0.067,0.064,0.003,"[2, 1, 4]",3,5,3,5535,9,202,193,True,0,7,traffic-light-mouselab,31,875261,0.0-3.0-28.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,7,1,9,23,3,65,30
traffic-light-mouselab,False,3,1,"[10, 11, 12, 13, 14]","[[6, 5, 6, 2, 5], [4, 4, 9, 2, 5], [4, 1, 4, 5, 8]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[1, 1, 28]",28,36,28,4,0.078,0.07633333333333334,0.0016666666666666668,"[10, 11, 12, 13, 14]",5,5,3,4854,5,234,229,False,2,8,traffic-light-mouselab,32,881534,0.0-3.0-29.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,8,1,5,28,5,65,30
traffic-light-mouselab,False,3,1,"[10, 11, 12, 13, 14]","[[0, 6, 5, 4, 4], [3, 3, 6, 5, 5], [3, 6, 5, 4, 9]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[12, 6, 12]",12,8,29,4,0.062,0.060333333333333336,0.0016666666666666668,"[10, 11, 12, 13, 14]",5,5,3,6031,5,186,181,False,2,9,traffic-light-mouselab,33,889422,0.0-3.0-30.0,60e37f890326eccbaba6ae6a,60ca52d74ed66c9bb11e25ac,60e62673ac772d43a5f251ce,True,9,1,5,12,5,65,30
