type,is_practice,click_values,payoff_matrix,cost_matrix,weights,weights_deviation,trial_num,selected_option,gross_earnings,net_earnings,click_cost,uncovered_values,experiment_type,trial_nudge,nudge_index,chose_nudge,og_baskets,shown_baskets,num_features,cost,reaction_time,naive,trial_type,trial_index,time_elapsed,nudge_type,participant_id
mouselab,True,[],"[[2, 7, 5, 3, 6], [6, 4, 4, 6, 3]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[1, 29]",28,1,3,0.059,0.059,0.0,[],supersize,control,-1,False,5,5,2,2,3613,False,implicit-mouselab,4,169108,supersize,28
mouselab,True,[],"[[7, 4, 5, 6, 4], [6, 5, 7, 5, 5], [9, 7, 3, 5, 5], [7, 4, 5, 5, 2], [4, 7, 5, 5, 2]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[1, 5, 16, 6, 2]",20,2,1,0.06,0.06,0.0,[],supersize,control,-1,False,5,5,5,2,2543,False,implicit-mouselab,5,174567,supersize,28
mouselab,False,[],"[[7, 4, 3, 5, 6, 6], [2, 7, 8, 1, 5, 5], [6, 1, 7, 6, 5, 3], [6, 4, 3, 3, 8, 1], [6, 4, 4, 5, 6, 4]]","[[2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2]]","[5, 9, 2, 3, 11]",16,3,3,0.037,0.037,0.0,[],supersize,pre-supersize,5,False,5,6,5,2,2716,False,implicit-mouselab,7,185594,supersize,28
mouselab,False,[],"[[9, 6, 6, 6, 5, 7], [3, 3, 4, 6, 7, 6]]","[[2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2]]","[5, 25]",20,4,5,0.062,0.062,0.0,[],supersize,post-supersize,5,True,5,6,2,2,7773,False,implicit-mouselab,8,194968,supersize,28
mouselab,False,[],"[[5, 1, 5, 3, 4], [3, 3, 7, 6, 4]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[27, 3]",24,5,3,0.033,0.033,0.0,[],supersize,control,-1,False,5,5,2,2,4164,False,implicit-mouselab,9,200573,supersize,28
mouselab,False,[],"[[3, 4, 8, 6, 5], [4, 3, 6, 6, 5]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[23, 7]",16,6,4,0.05,0.05,0.0,[],supersize,control,-1,False,5,5,2,2,1601,False,implicit-mouselab,10,203409,supersize,28
mouselab,False,[],"[[4, 3, 5, 4, 5], [4, 5, 8, 6, 3], [6, 5, 3, 5, 4], [5, 7, 6, 6, 5], [6, 6, 3, 10, 7]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[10, 6, 5, 1, 8]",12,7,1,0.047,0.047,0.0,[],supersize,control,-1,False,5,5,5,2,1726,False,implicit-mouselab,11,206591,supersize,28
mouselab,False,[],"[[6, 3, 5, 3, 7, 6], [5, 6, 5, 4, 6, 5]]","[[2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2]]","[6, 24]",18,8,4,0.062,0.062,0.0,[],supersize,pre-supersize,4,True,5,6,2,2,2247,False,implicit-mouselab,12,209925,supersize,28
mouselab,False,[],"[[7, 4, 4, 5, 5], [4, 4, 7, 7, 6], [6, 6, 4, 4, 8], [10, 8, 3, 8, 3], [3, 6, 4, 7, 6]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[3, 1, 10, 14, 2]",24,9,2,0.036,0.036,0.0,[],supersize,control,-1,False,5,5,5,2,1528,False,implicit-mouselab,13,212886,supersize,28
mouselab,False,[],"[[3, 2, 4, 7, 6, 7], [5, 7, 3, 6, 4, 3], [6, 9, 3, 5, 8, 4], [3, 3, 5, 8, 8, 3], [5, 6, 5, 4, 5, 4]]","[[2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2]]","[2, 16, 3, 4, 5]",20,10,5,0.035,0.035,0.0,[],supersize,post-supersize,5,True,5,6,5,2,3768,False,implicit-mouselab,14,218844,supersize,28
mouselab,True,"[2, 2, 6, 6, 8, 8, 10, 10, 7, 7, 3, 3, 4, 4, 9, 9, 1, 1, 0, 0]","[[3, 2, 4, 4, 6], [6, 3, 9, 5, 6]]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[6, 24]",18,1,2,0.08,0.07333333333333333,0.006666666666666667,"[2, 6, 8, 10, 7, 3, 4, 9, 1, 0]",supersize,control,-1,False,5,5,2,2,55328,False,implicit-mouselab,4,552861,supersize,29
mouselab,True,"[24, 24, 14, 14, 22, 22]","[[6, 7, 5, 3, 3], [6, 8, 3, 2, 6], [5, 5, 5, 7, 4], [7, 5, 6, 6, 5], [6, 3, 4, 4, 5]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 0, 2, 2], [2, 2, 2, 2, 0], [0, 2, 2, 2, 2]]","[3, 2, 1, 17, 7]",24,2,4,0.048,0.046,0.002,"[24, 14, 22]",supersize,control,-1,False,5,5,5,2,19106,False,implicit-mouselab,5,582515,supersize,29
mouselab,False,"[6, 6, 9, 9]","[[3, 3, 6, 3, 7], [5, 7, 4, 6, 6]]","[[2, 2, 2, 2, 2], [0, 2, 2, 0, 2]]","[3, 27]",24,3,3,0.057,0.05566666666666667,0.0013333333333333333,"[6, 9]",supersize,control,-1,False,5,5,2,2,13392,False,implicit-mouselab,7,608927,supersize,29
mouselab,False,[],"[[5, 3, 3, 3, 7, 7], [4, 4, 9, 4, 4, 4], [5, 5, 4, 5, 7, 5], [3, 3, 7, 3, 2, 7], [6, 8, 2, 8, 5, 6]]","[[2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2]]","[7, 2, 7, 5, 9]",10,4,3,0.05,0.05,0.0,[],supersize,pre-supersize,3,True,5,6,5,2,11615,False,implicit-mouselab,8,630532,supersize,29
mouselab,False,"[26, 26, 14, 14]","[[9, 8, 6, 5, 3], [6, 5, 4, 6, 8], [4, 7, 6, 7, 8], [7, 3, 4, 3, 3], [4, 2, 2, 9, 4]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 0, 2, 2], [2, 2, 2, 2, 2], [2, 2, 0, 2, 2]]","[1, 9, 16, 3, 1]",26,5,2,0.051,0.049666666666666665,0.0013333333333333333,"[26, 14]",supersize,control,-1,False,5,5,5,2,16155,False,implicit-mouselab,9,652054,supersize,29
mouselab,False,"[1, 1]","[[4, 3, 6, 5, 4, 5], [6, 6, 2, 2, 7, 5]]","[[2, 0, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2]]","[17, 13]",4,6,5,0.05,0.04933333333333333,0.0006666666666666666,[1],supersize,post-supersize,5,True,5,6,2,2,12224,False,implicit-mouselab,10,667286,supersize,29
mouselab,False,"[4, 4, 28, 28]","[[7, 7, 3, 6, 8], [4, 5, 5, 4, 3], [3, 3, 2, 8, 5], [4, 6, 4, 7, 9], [6, 5, 5, 6, 4]]","[[2, 2, 2, 2, 0], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 0]]","[1, 4, 13, 3, 9]",20,7,4,0.049,0.04766666666666667,0.0013333333333333333,"[4, 28]",supersize,control,-1,False,5,5,5,2,12701,False,implicit-mouselab,11,682903,supersize,29
mouselab,False,[],"[[6, 5, 6, 4, 6, 4], [2, 5, 4, 5, 6, 3]]","[[2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2]]","[10, 20]",10,8,0,0.033,0.033,0.0,[],supersize,pre-supersize,0,True,5,6,2,2,10291,False,implicit-mouselab,12,697736,supersize,29
mouselab,False,"[24, 24, 26, 26]","[[8, 7, 6, 3, 6, 5], [4, 7, 5, 4, 5, 5], [7, 7, 4, 6, 5, 3], [5, 6, 7, 7, 4, 4], [4, 5, 6, 5, 5, 4]]","[[2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2], [0, 2, 0, 2, 2, 2]]","[4, 5, 6, 2, 13]",14,9,5,0.041,0.03966666666666667,0.0013333333333333333,"[24, 26]",supersize,post-supersize,5,True,5,6,5,2,16653,False,implicit-mouselab,13,718165,supersize,29
mouselab,False,"[7, 7, 3, 3]","[[5, 2, 3, 5, 5], [4, 4, 4, 5, 3]]","[[2, 2, 2, 0, 2], [2, 0, 2, 2, 2]]","[15, 15]",0,10,3,0.05,0.04866666666666667,0.0013333333333333333,"[7, 3]",supersize,control,-1,False,5,5,2,2,12125,False,implicit-mouselab,14,732652,supersize,29
mouselab,True,"[8, 8, 8, 19, 16, 4, 24, 6, 28, 15, 9, 0, 1, 1, 12, 12, 26, 26, 3, 3, 27, 27, 21, 21, 20, 20, 14, 14, 13, 13, 25, 25, 18, 18, 7, 7, 2, 2, 22, 22, 10, 10, 4, 4, 9, 9, 15, 15, 16, 16, 28, 28, 19, 19, 24, 24, 6, 6, 0, 0]","[[6, 8, 5, 3, 3], [2, 4, 7, 3, 2], [4, 7, 6, 4, 6], [4, 4, 3, 9, 2], [5, 7, 5, 7, 4]]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[2, 7, 3, 16, 2]",22,1,0,0.037,0.02033333333333333,0.016666666666666666,"[8, 1, 12, 26, 3, 27, 21, 20, 14, 13, 25, 18, 7, 2, 22, 10, 4, 9, 15, 16, 28, 19, 24, 6, 0]",supersize,control,-1,False,5,5,5,2,50067,True,implicit-mouselab,4,123912,supersize,30
mouselab,True,[],"[[6, 2, 6, 7, 6], [8, 4, 6, 6, 6]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[15, 15]",0,2,2,0.06,0.06,0.0,[],supersize,control,-1,False,5,5,2,2,2096,True,implicit-mouselab,5,127146,supersize,30
mouselab,False,[],"[[8, 6, 5, 6, 5], [8, 5, 4, 5, 3]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[9, 21]",12,3,1,0.053,0.053,0.0,[],supersize,control,-1,False,5,5,2,2,1318,True,implicit-mouselab,7,131439,supersize,30
mouselab,False,[],"[[6, 1, 6, 7, 5, 3], [6, 4, 6, 8, 6, 4]]","[[2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2]]","[1, 29]",28,4,3,0.08,0.08,0.0,[],supersize,pre-supersize,0,False,5,6,2,2,770,True,implicit-mouselab,8,135154,supersize,30
mouselab,False,"[4, 4, 4, 10, 10]","[[6, 5, 6, 7, 6, 3], [5, 5, 7, 6, 6, 7]]","[[2, 2, 2, 2, 0, 2], [2, 2, 2, 2, 0, 2]]","[17, 13]",4,5,4,0.06,0.058666666666666666,0.0013333333333333333,"[4, 10]",supersize,post-supersize,5,False,5,6,2,2,6719,True,implicit-mouselab,9,143145,supersize,30
mouselab,False,"[8, 8, 4, 4, 10, 10, 1, 1]","[[3, 4, 8, 4, 0], [7, 7, 3, 5, 5]]","[[2, 0, 2, 2, 0], [2, 2, 0, 2, 0]]","[18, 12]",6,6,1,0.052,0.04933333333333333,0.0026666666666666666,"[8, 4, 10, 1]",supersize,control,-1,False,5,5,2,2,5027,True,implicit-mouselab,10,149330,supersize,30
mouselab,False,"[2, 2, 13, 13, 20, 20]","[[5, 4, 5, 4, 5, 4], [7, 4, 6, 9, 4, 7], [6, 7, 8, 5, 3, 4], [4, 6, 7, 5, 6, 5], [4, 5, 5, 9, 7, 3]]","[[2, 2, 0, 2, 2, 2], [2, 2, 2, 2, 2, 2], [2, 0, 2, 2, 2, 2], [2, 2, 0, 2, 2, 2], [2, 2, 2, 2, 2, 2]]","[7, 3, 5, 7, 8]",8,7,2,0.061,0.059,0.002,"[2, 13, 20]",supersize,post-supersize,5,False,5,6,5,2,6432,True,implicit-mouselab,11,159316,supersize,30
mouselab,False,"[17, 17, 4, 21]","[[4, 3, 6, 1, 7, 7], [4, 6, 7, 6, 7, 7], [5, 5, 3, 6, 1, 5], [4, 8, 5, 5, 7, 4], [1, 6, 4, 5, 7, 3]]","[[2, 2, 2, 2, 1, 2], [2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 0], [2, 2, 2, 1, 2, 2], [2, 2, 2, 2, 2, 2]]","[3, 9, 8, 3, 7]",12,8,4,0.054,0.05266666666666667,0.0013333333333333333,[17],supersize,pre-supersize,2,False,5,6,5,2,5265,True,implicit-mouselab,12,167251,supersize,30
mouselab,False,"[22, 22, 9, 9]","[[5, 3, 6, 7, 3], [7, 8, 4, 4, 3], [6, 5, 6, 4, 3], [5, 4, 6, 7, 3], [5, 3, 8, 7, 2]]","[[2, 2, 2, 2, 2], [2, 2, 2, 0, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 0], [2, 2, 2, 2, 2]]","[5, 5, 16, 2, 2]",20,9,3,0.049,0.04766666666666667,0.0013333333333333333,"[22, 9]",supersize,control,-1,False,5,5,5,2,3289,True,implicit-mouselab,13,172861,supersize,30
mouselab,False,[2],"[[5, 3, 4, 3, 4], [5, 7, 5, 8, 5], [8, 7, 8, 4, 4], [1, 5, 7, 7, 5], [5, 5, 4, 5, 5]]","[[2, 2, 1, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[1, 8, 7, 12, 2]",18,10,2,0.064,0.06366666666666666,0.0003333333333333333,[],supersize,control,-1,False,5,5,5,2,43270,True,implicit-mouselab,14,217117,supersize,30
mouselab,True,[],"[[6, 4, 9, 5, 2], [6, 5, 7, 4, 8], [3, 6, 3, 5, 3], [5, 6, 4, 4, 4], [6, 5, 4, 6, 3]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[10, 4, 1, 10, 5]",16,1,0,0.056,0.056,0.0,[],supersize,control,-1,False,5,5,5,2,8908,True,implicit-mouselab,4,114703,supersize,32
mouselab,True,[],"[[4, 7, 5, 4, 4], [7, 5, 6, 3, 4]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[5, 25]",20,2,2,0.058,0.058,0.0,[],supersize,control,-1,False,5,5,2,2,3538,True,implicit-mouselab,5,119998,supersize,32
mouselab,False,[],"[[6, 2, 4, 7, 4, 4], [1, 8, 6, 3, 3, 7], [8, 3, 4, 5, 6, 5], [1, 3, 6, 5, 4, 5], [4, 5, 7, 5, 7, 4]]","[[2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2]]","[1, 6, 11, 2, 10]",18,3,4,0.055,0.055,0.0,[],supersize,post-supersize,5,False,5,6,5,2,155171,True,implicit-mouselab,7,307273,supersize,32
mouselab,False,[],"[[6, 2, 4, 4, 8], [9, 4, 9, 5, 6], [7, 5, 2, 2, 5], [6, 2, 3, 5, 3], [5, 2, 8, 6, 4]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[5, 2, 8, 13, 2]",18,4,1,0.029,0.029,0.0,[],supersize,control,-1,False,5,5,5,2,2043,True,implicit-mouselab,8,314288,supersize,32
mouselab,False,[],"[[3, 6, 2, 7, 7, 6], [10, 5, 5, 5, 1, 5], [6, 8, 4, 7, 4, 6], [5, 4, 5, 5, 6, 8], [5, 2, 3, 6, 5, 0]]","[[2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2]]","[5, 4, 4, 4, 13]",14,5,3,0.06,0.06,0.0,[],supersize,pre-supersize,5,False,5,6,5,2,4430,True,implicit-mouselab,9,334545,supersize,32
mouselab,False,[],"[[6, 5, 4, 5, 5, 7], [6, 7, 4, 4, 7, 4]]","[[2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2]]","[25, 5]",20,6,5,0.065,0.065,0.0,[],supersize,post-supersize,5,True,5,6,2,2,6002,True,implicit-mouselab,10,342789,supersize,32
mouselab,False,[],"[[3, 4, 2, 3, 7], [8, 5, 5, 5, 6]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[26, 4]",22,7,1,0.041,0.041,0.0,[],supersize,control,-1,False,5,5,2,2,1827,True,implicit-mouselab,11,346850,supersize,32
mouselab,False,[],"[[6, 4, 6, 4, 7], [5, 3, 3, 6, 7], [5, 5, 5, 5, 4], [4, 5, 5, 5, 4], [6, 4, 5, 7, 7]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[1, 3, 5, 2, 19]",26,8,3,0.063,0.063,0.0,[],supersize,control,-1,False,5,5,5,2,1549,True,implicit-mouselab,12,351948,supersize,32
mouselab,False,[],"[[7, 4, 4, 5, 4, 7], [5, 3, 6, 4, 6, 4]]","[[2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2]]","[7, 23]",16,9,2,0.055,0.055,0.0,[],supersize,pre-supersize,2,True,5,6,2,2,5943,True,implicit-mouselab,13,359614,supersize,32
mouselab,False,[],"[[5, 5, 3, 3, 7], [7, 7, 4, 8, 3]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[3, 27]",24,10,4,0.034,0.034,0.0,[],supersize,control,-1,False,5,5,2,2,1619,True,implicit-mouselab,14,362746,supersize,32
mouselab,True,"[18, 18, 19, 19, 20, 20, 21, 21, 22, 22, 25, 25, 26, 26, 27, 27, 28, 28]","[[8, 7, 6, 3, 6], [4, 4, 4, 6, 6], [8, 4, 5, 5, 3], [3, 6, 7, 6, 6], [2, 6, 6, 4, 5]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [0, 0, 0, 0, 0], [2, 0, 0, 0, 0]]","[2, 2, 3, 16, 7]",22,1,2,0.063,0.057,0.006,"[18, 19, 20, 21, 22, 25, 26, 27, 28]",supersize,control,-1,False,5,5,5,2,34316,True,implicit-mouselab,4,291258,supersize,33
mouselab,True,"[0, 0, 1, 1, 2, 2, 3, 3, 4, 4]","[[5, 6, 2, 7, 8], [4, 4, 6, 5, 3]]","[[0, 0, 0, 0, 0], [2, 2, 2, 2, 2]]","[29, 1]",28,2,4,0.078,0.07466666666666667,0.0033333333333333335,"[0, 1, 2, 3, 4]",supersize,control,-1,False,5,5,2,2,13228,True,implicit-mouselab,5,307138,supersize,33
mouselab,False,"[6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 3, 3, 1, 1, 11, 11]","[[2, 4, 3, 7, 8, 3], [4, 7, 5, 8, 5, 3]]","[[2, 0, 2, 0, 2, 2], [0, 0, 0, 0, 0, 0]]","[5, 25]",20,3,3,0.078,0.07266666666666667,0.005333333333333333,"[6, 7, 8, 9, 10, 3, 1, 11]",supersize,post-supersize,5,False,5,6,2,2,37829,True,implicit-mouselab,7,352708,supersize,33
mouselab,False,"[6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 11, 4, 4, 1, 1]","[[5, 6, 7, 7, 5, 3], [6, 8, 5, 6, 8, 6]]","[[2, 0, 2, 2, 0, 2], [0, 0, 0, 0, 0, 0]]","[5, 25]",20,4,1,0.077,0.07166666666666667,0.005333333333333333,"[6, 7, 8, 9, 10, 11, 4, 1]",supersize,pre-supersize,2,False,5,6,2,2,28055,True,implicit-mouselab,8,381982,supersize,33
mouselab,False,"[6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 3, 3, 2, 2]","[[8, 2, 5, 5, 6], [4, 5, 6, 7, 3], [4, 5, 8, 3, 5], [4, 4, 3, 9, 7], [5, 4, 5, 7, 3]]","[[2, 2, 0, 0, 2], [0, 0, 0, 0, 0], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[8, 14, 3, 1, 4]",20,5,3,0.061,0.05633333333333333,0.004666666666666667,"[6, 7, 8, 9, 10, 3, 2]",supersize,control,-1,False,5,5,5,2,17549,True,implicit-mouselab,9,401877,supersize,33
mouselab,False,"[0, 0, 1, 1, 2, 2, 3, 3, 4, 4, 4, 28, 28, 26, 26]","[[4, 4, 5, 3, 6], [3, 5, 6, 5, 4], [4, 6, 8, 5, 4], [6, 5, 6, 7, 4], [7, 5, 3, 7, 8]]","[[0, 0, 0, 0, 0], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 0, 2, 0]]","[12, 5, 4, 2, 7]",14,6,4,0.057,0.052333333333333336,0.004666666666666667,"[0, 1, 2, 3, 4, 28, 26]",supersize,control,-1,False,5,5,5,2,19841,True,implicit-mouselab,10,423640,supersize,33
mouselab,False,"[0, 0, 1, 1, 1, 2, 2, 3, 3, 4, 4, 10, 10, 6, 6]","[[6, 3, 2, 5, 6], [5, 5, 2, 6, 5]]","[[0, 0, 0, 0, 0], [0, 2, 2, 2, 0]]","[26, 4]",22,7,4,0.059,0.05433333333333333,0.004666666666666667,"[0, 1, 2, 3, 4, 10, 6]",supersize,control,-1,False,5,5,2,2,17581,True,implicit-mouselab,11,442369,supersize,33
mouselab,False,"[12, 12, 13, 13, 14, 14, 15, 15, 16, 16, 17, 17]","[[4, 3, 6, 7, 4, 6], [5, 5, 4, 4, 2, 8], [3, 3, 5, 7, 6, 4], [7, 8, 3, 4, 2, 5], [4, 7, 4, 5, 6, 5]]","[[2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2], [0, 0, 0, 0, 0, 0], [2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2]]","[6, 1, 11, 6, 6]",10,8,3,0.059,0.05499999999999999,0.004,"[12, 13, 14, 15, 16, 17]",supersize,post-supersize,5,False,5,6,5,2,20677,True,implicit-mouselab,12,464626,supersize,33
mouselab,False,"[0, 0, 1, 1, 2, 2, 2, 3, 3, 4, 4, 5, 5, 20, 20]","[[6, 5, 7, 6, 4, 6], [5, 6, 3, 5, 2, 7], [3, 3, 4, 5, 6, 4], [5, 5, 7, 3, 4, 4], [5, 6, 5, 5, 6, 4]]","[[0, 0, 0, 0, 0, 0], [2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2], [2, 2, 0, 2, 2, 2], [2, 2, 2, 2, 2, 2]]","[9, 2, 6, 8, 5]",10,9,2,0.058,0.05333333333333334,0.004666666666666667,"[0, 1, 2, 3, 4, 5, 20]",supersize,pre-supersize,1,False,5,6,5,2,19589,True,implicit-mouselab,13,485923,supersize,33
mouselab,False,"[0, 0, 1, 1, 2, 2, 3, 3, 4, 4]","[[4, 5, 5, 4, 7], [5, 3, 8, 4, 5]]","[[0, 0, 0, 0, 0], [2, 2, 2, 2, 2]]","[24, 6]",18,10,4,0.066,0.06266666666666668,0.0033333333333333335,"[0, 1, 2, 3, 4]",supersize,control,-1,False,5,5,2,2,8133,True,implicit-mouselab,14,495451,supersize,33
mouselab,True,"[7, 7, 3, 3, 9, 9, 1, 1, 6, 6, 8, 8, 10, 10, 3, 7, 0, 0, 2, 2, 4, 4, 7, 6, 1]","[[5, 7, 5, 6, 5], [8, 7, 0, 5, 6]]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[1, 29]",28,1,1,0.07,0.06333333333333334,0.006666666666666667,"[7, 3, 9, 1, 6, 8, 10, 0, 2, 4]",supersize,control,-1,False,5,5,2,2,42801,False,implicit-mouselab,4,207281,supersize,34
mouselab,True,"[19, 19, 20, 20, 21, 21, 22, 22, 18, 18, 12, 12, 13, 13, 14, 14, 15, 15, 16, 16]","[[6, 7, 6, 7, 5], [5, 10, 6, 7, 5], [5, 6, 5, 5, 3], [2, 4, 8, 2, 8], [5, 6, 6, 5, 7]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [2, 2, 2, 2, 2]]","[5, 4, 7, 11, 3]",12,2,2,0.065,0.058333333333333334,0.006666666666666667,"[19, 20, 21, 22, 18, 12, 13, 14, 15, 16]",supersize,control,-1,False,5,5,5,2,19547,False,implicit-mouselab,5,231717,supersize,34
mouselab,False,"[6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 3, 3, 1, 1, 0, 0]","[[4, 5, 3, 8, 4, 5], [6, 6, 1, 6, 4, 5]]","[[0, 0, 2, 0, 2, 2], [0, 0, 0, 0, 0, 2]]","[9, 21]",12,3,3,0.066,0.06066666666666667,0.005333333333333333,"[6, 7, 8, 9, 10, 3, 1, 0]",supersize,post-supersize,5,False,5,6,2,2,33164,False,implicit-mouselab,7,275262,supersize,34
mouselab,False,"[0, 0, 1, 1, 2, 2, 3, 3, 4, 4, 24, 24, 25, 25, 26, 26, 27, 27, 28, 28]","[[5, 6, 6, 5, 5], [8, 5, 5, 5, 5], [7, 6, 3, 7, 5], [2, 7, 7, 4, 4], [4, 5, 4, 4, 3]]","[[0, 0, 0, 0, 0], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [0, 0, 0, 0, 0]]","[14, 2, 1, 5, 8]",20,4,1,0.058,0.051333333333333335,0.006666666666666667,"[0, 1, 2, 3, 4, 24, 25, 26, 27, 28]",supersize,control,-1,False,5,5,5,2,17529,False,implicit-mouselab,8,294939,supersize,34
mouselab,False,"[0, 0, 1, 1, 2, 2, 3, 3, 4, 4, 18, 18, 19, 19, 20, 20, 21, 21, 22, 22, 24, 24, 28, 28]","[[6, 4, 5, 5, 6], [6, 6, 4, 6, 6], [7, 3, 4, 4, 5], [5, 1, 6, 1, 5], [5, 6, 6, 4, 2]]","[[0, 0, 0, 0, 0], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [0, 0, 0, 0, 0], [0, 2, 2, 2, 0]]","[11, 3, 3, 8, 5]",14,5,0,0.057,0.049,0.008,"[0, 1, 2, 3, 4, 18, 19, 20, 21, 22, 24, 28]",supersize,control,-1,False,5,5,5,2,32387,False,implicit-mouselab,9,329440,supersize,34
mouselab,False,"[3, 3, 2, 2, 4, 4, 5, 5, 1, 1, 0, 0, 10, 10, 6, 6]","[[7, 5, 2, 5, 7, 6], [5, 9, 3, 6, 5, 7]]","[[0, 0, 0, 0, 0, 0], [0, 2, 2, 2, 0, 2]]","[26, 4]",22,6,0,0.067,0.06166666666666667,0.005333333333333333,"[3, 2, 4, 5, 1, 0, 10, 6]",supersize,pre-supersize,3,False,5,6,2,2,19923,False,implicit-mouselab,10,350898,supersize,34
