type,is_practice,click_values,payoff_matrix,cost_matrix,weights,weights_deviation,trial_num,selected_option,gross_earnings,net_earnings,click_cost,uncovered_values,num_values_revealed,nudge_type,num_baskets,num_features,reaction_time,points_click_cost,points_action_utility,points_metalevel_reward,problem_id,trial_type,trial_index,time_elapsed,participant_id
mouselab,False,[],"[[5, 7, 6, 5, 5], [5, 5, 6, 6, 6], [5, 4, 5, 4, 6], [7, 6, 2, 7, 6], [5, 9, 6, 4, 6]]","[[3, 1, 3, 3, 3], [3, 3, 3, 1, 3], [3, 1, 3, 3, 1], [3, 3, 1, 3, 3], [3, 1, 3, 3, 3]]","[1, 3, 9, 14, 3]",22,11,4,0.06,0.06,0.0,[],0,extreme,5,5,966,0,179,179,6.538258526578511e+18,attentional-mouselab,15,166162,0
mouselab,False,[],"[[6, 2, 4, 2, 4], [6, 7, 7, 6, 6], [5, 4, 7, 6, 5], [4, 2, 6, 5, 5], [6, 3, 5, 5, 6]]","[[3, 3, 3, 3, 1], [3, 3, 1, 3, 3], [3, 3, 1, 3, 3], [1, 1, 1, 3, 3], [3, 3, 3, 3, 3]]","[1, 7, 3, 14, 5]",18,12,3,0.052,0.052,0.0,[],0,greedy,5,5,1102,0,157,157,6.795761916595838e+18,attentional-mouselab,16,168434,0
mouselab,False,[],"[[3, 5, 3, 3, 3], [5, 5, 5, 8, 3], [6, 3, 7, 6, 4], [3, 6, 5, 4, 5], [6, 6, 5, 3, 0]]","[[1, 3, 3, 3, 3], [3, 3, 3, 1, 3], [3, 3, 1, 3, 3], [1, 3, 3, 3, 3], [3, 1, 3, 1, 3]]","[11, 2, 11, 5, 1]",20,13,1,0.045,0.045,0.0,[],0,greedy,5,5,590,0,134,134,1.1981394669422471e+19,attentional-mouselab,17,170033,0
mouselab,False,[],"[[8, 4, 3, 5, 3], [5, 9, 9, 5, 6], [0, 3, 4, 7, 6], [6, 5, 4, 5, 4], [3, 4, 6, 3, 5]]","[[1, 3, 3, 3, 3], [3, 1, 1, 3, 3], [1, 1, 3, 3, 3], [3, 3, 3, 3, 3], [3, 1, 3, 3, 3]]","[16, 4, 3, 6, 1]",20,14,2,0.042,0.042,0.0,[],0,extreme,5,5,966,0,126,126,1.1122310176929325e+19,attentional-mouselab,18,172434,0
mouselab,False,[],"[[4, 7, 3, 3, 5], [7, 5, 6, 5, 6], [5, 5, 8, 3, 3], [5, 4, 4, 4, 8], [5, 6, 5, 4, 4]]","[[3, 1, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 1, 3, 3], [3, 1, 1, 3, 3], [1, 3, 3, 3, 1]]","[4, 2, 19, 4, 1]",26,15,3,0.033,0.033,0.0,[],0,random,5,5,1006,0,99,99,1.6794635101459069e+19,attentional-mouselab,19,174921,0
mouselab,False,[],"[[5, 7, 3, 6, 6], [6, 7, 8, 5, 7], [6, 5, 6, 4, 9], [5, 5, 4, 4, 6], [4, 4, 2, 5, 7]]","[[3, 3, 3, 1, 3], [1, 3, 3, 3, 3], [3, 1, 3, 1, 3], [3, 3, 1, 3, 3], [3, 3, 3, 3, 1]]","[1, 3, 2, 10, 14]",24,16,0,0.047,0.047,0.0,[],0,random,5,5,871,0,141,141,6.254821992393915e+18,attentional-mouselab,20,177233,0
mouselab,False,[],"[[7, 2, 4, 4, 4], [6, 5, 8, 5, 5], [6, 6, 3, 5, 3], [7, 4, 1, 3, 6], [7, 5, 6, 6, 3]]","[[1, 3, 3, 3, 3], [3, 1, 3, 3, 1], [3, 3, 3, 3, 3], [1, 3, 3, 1, 3], [1, 3, 3, 3, 3]]","[10, 8, 2, 8, 2]",16,17,2,0.043,0.043,0.0,[],0,random,5,5,1006,0,130,130,6.744968927774665e+18,attentional-mouselab,21,179234,0
mouselab,False,[],"[[5, 4, 3, 6, 4], [6, 8, 3, 7, 7], [5, 6, 6, 6, 6], [3, 3, 8, 6, 3], [6, 8, 7, 6, 4]]","[[1, 3, 3, 3, 3], [3, 1, 3, 3, 3], [3, 3, 3, 3, 1], [3, 3, 1, 1, 3], [3, 1, 3, 3, 3]]","[1, 3, 13, 1, 12]",26,18,1,0.068,0.068,0.0,[],0,extreme,5,5,974,0,205,205,1.094256072206062e+19,attentional-mouselab,22,181530,0
mouselab,False,[],"[[5, 3, 6, 5, 6], [9, 3, 6, 3, 7], [5, 4, 5, 5, 3], [3, 6, 7, 6, 3], [6, 5, 4, 6, 6]]","[[3, 3, 3, 3, 3], [1, 3, 1, 3, 3], [3, 3, 3, 1, 1], [3, 1, 3, 3, 1], [3, 3, 3, 3, 3]]","[1, 6, 9, 6, 8]",10,19,4,0.047,0.047,0.0,[],0,extreme,5,5,783,0,141,141,1.0152153179664687e+19,attentional-mouselab,23,183418,0
mouselab,False,[],"[[3, 7, 7, 5, 4], [3, 3, 5, 3, 4], [6, 5, 7, 5, 5], [4, 4, 4, 6, 2], [5, 4, 6, 5, 5]]","[[3, 3, 1, 3, 3], [3, 1, 3, 1, 3], [3, 3, 1, 3, 3], [3, 3, 3, 3, 3], [3, 3, 1, 1, 3]]","[13, 7, 4, 4, 2]",16,20,3,0.047,0.047,0.0,[],0,greedy,5,5,757,0,140,140,9.242031296026763e+18,attentional-mouselab,24,185227,0
mouselab,False,[],"[[4, 4, 6, 4, 4], [3, 4, 6, 8, 7], [6, 3, 4, 4, 7], [7, 6, 7, 4, 5], [8, 6, 5, 5, 5]]","[[3, 3, 3, 3, 3], [3, 1, 3, 3, 1], [3, 1, 3, 3, 3], [3, 3, 1, 3, 3], [1, 1, 3, 3, 3]]","[7, 4, 9, 8, 2]",12,21,0,0.055,0.055,0.0,[],0,greedy,5,5,813,0,166,166,8.990598246620205e+18,attentional-mouselab,25,187018,0
mouselab,False,[],"[[4, 3, 3, 3, 3], [5, 6, 7, 7, 6], [5, 5, 7, 2, 3], [6, 6, 5, 7, 3], [8, 4, 5, 6, 6]]","[[3, 3, 3, 1, 3], [1, 3, 1, 3, 3], [3, 3, 1, 3, 3], [3, 1, 3, 3, 3], [1, 3, 3, 3, 3]]","[7, 2, 10, 5, 6]",10,22,3,0.042,0.042,0.0,[],0,greedy,5,5,1054,0,126,126,7.296166216827162e+18,attentional-mouselab,26,189210,0
mouselab,False,[],"[[5, 5, 6, 4, 3], [5, 7, 7, 5, 8], [5, 5, 4, 7, 7], [7, 3, 5, 6, 6], [6, 4, 5, 8, 4]]","[[3, 3, 3, 3, 3], [1, 3, 3, 3, 1], [3, 3, 3, 1, 3], [3, 3, 3, 1, 3], [3, 3, 3, 1, 1]]","[1, 7, 6, 12, 4]",14,23,2,0.053,0.053,0.0,[],0,greedy,5,5,830,0,159,159,4.5405123279136835e+18,attentional-mouselab,27,191138,0
mouselab,False,[],"[[7, 4, 2, 4, 3], [3, 4, 4, 6, 6], [5, 5, 3, 6, 3], [3, 5, 6, 3, 7], [3, 6, 3, 2, 5]]","[[1, 3, 1, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 1], [1, 1, 3, 3, 3], [3, 3, 3, 1, 3]]","[11, 4, 7, 5, 3]",12,24,1,0.046,0.046,0.0,[],0,extreme,5,5,670,0,138,138,1.4098686109202744e+18,attentional-mouselab,28,192858,0
mouselab,False,[],"[[4, 4, 5, 4, 8], [4, 4, 8, 4, 6], [3, 4, 5, 5, 3], [6, 3, 8, 3, 5], [6, 8, 10, 5, 5]]","[[3, 3, 3, 1, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 1, 1, 3], [3, 1, 1, 1, 3]]","[3, 20, 3, 1, 3]",28,25,0,0.042,0.042,0.0,[],0,extreme,5,5,686,0,125,125,1.4854474324414962e+19,attentional-mouselab,29,194554,0
mouselab,False,[],"[[5, 4, 6, 3, 8], [5, 6, 3, 7, 6], [4, 4, 8, 4, 3], [7, 7, 5, 6, 5], [5, 3, 5, 4, 6]]","[[3, 1, 3, 3, 1], [3, 3, 3, 1, 3], [3, 3, 1, 3, 3], [3, 1, 3, 3, 3], [3, 1, 3, 3, 3]]","[8, 8, 4, 9, 1]",14,26,4,0.058,0.058,0.0,[],0,extreme,5,5,1214,0,175,175,1.1357966517986629e+18,attentional-mouselab,30,197025,0
mouselab,False,[],"[[8, 5, 8, 4, 4], [4, 6, 4, 6, 4], [5, 1, 6, 4, 7], [5, 5, 4, 7, 6], [6, 1, 4, 0, 5]]","[[3, 3, 1, 3, 3], [3, 1, 3, 3, 3], [3, 1, 3, 3, 3], [3, 3, 3, 1, 3], [3, 1, 3, 1, 3]]","[3, 4, 5, 17, 1]",22,27,1,0.043,0.043,0.0,[],0,extreme,5,5,695,0,130,130,1.1366324717609744e+19,attentional-mouselab,31,198914,0
mouselab,False,[],"[[2, 5, 8, 4, 6], [5, 3, 4, 8, 3], [4, 6, 4, 1, 3], [3, 6, 8, 6, 6], [3, 5, 7, 4, 5]]","[[1, 3, 3, 3, 3], [3, 3, 3, 1, 3], [3, 1, 3, 1, 3], [3, 3, 3, 3, 3], [3, 1, 1, 3, 3]]","[1, 14, 4, 9, 2]",22,28,3,0.061,0.061,0.0,[],0,extreme,5,5,3166,0,182,182,6.685893525115922e+18,attentional-mouselab,32,203065,0
mouselab,False,[],"[[5, 8, 6, 5, 3], [7, 6, 4, 5, 7], [4, 4, 5, 5, 10], [6, 4, 4, 6, 6], [4, 7, 4, 6, 6]]","[[3, 1, 3, 1, 3], [3, 3, 3, 3, 1], [3, 3, 3, 3, 1], [3, 3, 3, 3, 1], [3, 3, 3, 3, 1]]","[9, 1, 12, 3, 5]",18,29,2,0.05,0.05,0.0,[],0,greedy,5,5,638,0,150,150,1.8183561035981025e+19,attentional-mouselab,33,204633,0
mouselab,False,[],"[[7, 4, 4, 6, 4], [7, 5, 7, 9, 7], [2, 3, 4, 6, 6], [2, 5, 6, 4, 5], [5, 5, 5, 6, 3]]","[[3, 1, 3, 1, 3], [3, 1, 1, 3, 1], [1, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[6, 6, 15, 2, 1]",18,30,0,0.041,0.041,0.0,[],0,random,5,5,1247,0,123,123,1.8721156915346033e+18,attentional-mouselab,34,207025,0
mouselab,False,[],"[[6, 6, 3, 3, 7], [4, 5, 2, 7, 5], [5, 5, 3, 4, 4], [10, 3, 8, 5, 2], [5, 5, 5, 5, 3]]","[[3, 3, 3, 3, 1], [3, 3, 3, 3, 1], [1, 3, 3, 1, 1], [1, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[5, 4, 5, 10, 6]",8,31,1,0.045,0.045,0.0,[],0,random,5,5,743,0,135,135,1.5403637418035714e+19,attentional-mouselab,35,208945,0
mouselab,False,[],"[[5, 3, 7, 6, 4], [6, 3, 7, 5, 5], [6, 4, 6, 6, 4], [4, 5, 4, 6, 3], [7, 3, 8, 5, 4]]","[[1, 3, 1, 1, 3], [3, 1, 3, 3, 3], [3, 1, 3, 3, 3], [3, 3, 3, 3, 3], [3, 1, 3, 3, 3]]","[1, 1, 14, 6, 8]",20,32,4,0.038,0.038,0.0,[],0,random,5,5,806,0,115,115,3.107623256668416e+18,attentional-mouselab,36,211290,0
mouselab,True,"[10, 17, 8, 1, 8, 14, 16, 10]","[[7, 5, 4, 3, 5], [5, 5, 6, 1, 5], [2, 4, 6, 5, 7], [5, 7, 1, 6, 5], [4, 5, 5, 6, 5]]","[[3, 3, 3, 3, 3], [1, 3, 3, 3, 3], [3, 3, 1, 1, 3], [3, 1, 1, 3, 1], [3, 3, 3, 3, 3]]","[2, 4, 3, 7, 14]",18,1,1,0.054,0.051333333333333335,0.0026666666666666666,"[17, 16]",2,random,5,5,22279,8,161,153,1.889358731601123e+18,attentional-mouselab,4,102528,1
mouselab,True,"[7, 10, 22, 13, 1]","[[1, 5, 5, 4, 5], [5, 4, 4, 6, 5], [6, 2, 6, 5, 7], [7, 7, 8, 6, 6], [6, 4, 7, 7, 8]]","[[3, 1, 3, 3, 3], [3, 3, 1, 3, 3], [3, 3, 3, 1, 3], [3, 3, 1, 3, 1], [3, 3, 1, 3, 3]]","[1, 8, 3, 2, 16]",24,2,2,0.061,0.059333333333333335,0.0016666666666666668,"[7, 22, 13, 1]",4,random,5,5,6524,5,183,178,2.9005083809400607e+18,attentional-mouselab,5,110566,1
mouselab,False,[],"[[7, 6, 4, 4, 1], [7, 3, 2, 8, 8], [4, 2, 1, 1, 7], [6, 8, 5, 1, 7], [5, 7, 7, 3, 3]]","[[3, 3, 3, 3, 1], [3, 3, 3, 3, 3], [3, 3, 1, 1, 3], [3, 3, 3, 1, 3], [1, 3, 3, 1, 3]]","[8, 12, 1, 3, 6]",16,3,1,0.051,0.051,0.0,[],0,extreme,5,5,895,0,152,152,8.452305014539187e+18,attentional-mouselab,7,115232,1
mouselab,False,"[7, 17, 23, 8]","[[6, 3, 7, 3, 4], [3, 2, 2, 7, 3], [6, 6, 4, 4, 5], [5, 6, 1, 4, 4], [3, 4, 1, 8, 0]]","[[3, 3, 1, 3, 3], [3, 1, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 1, 3, 3], [3, 3, 1, 1, 1]]","[2, 4, 10, 5, 9]",14,4,3,0.055,0.05366666666666667,0.0013333333333333333,"[17, 23]",2,extreme,5,5,4090,4,166,162,9.122157235728214e+18,attentional-mouselab,8,120934,1
mouselab,False,"[2, 8, 12, 17]","[[5, 3, 8, 6, 6], [6, 4, 4, 8, 6], [8, 5, 6, 4, 3], [8, 5, 1, 6, 4], [3, 5, 5, 4, 3]]","[[3, 3, 1, 3, 3], [3, 3, 3, 1, 3], [1, 3, 3, 3, 3], [1, 3, 3, 1, 3], [3, 3, 3, 1, 3]]","[1, 16, 3, 6, 4]",20,5,2,0.039,0.03766666666666667,0.0013333333333333333,"[2, 8]",2,greedy,5,5,4333,4,116,112,5.709048317288594e+18,attentional-mouselab,9,126563,1
mouselab,False,[],"[[4, 3, 4, 6, 6], [4, 4, 2, 4, 2], [5, 3, 6, 8, 2], [6, 4, 6, 6, 6], [3, 0, 6, 4, 5]]","[[3, 3, 1, 1, 3], [3, 3, 3, 3, 1], [1, 3, 3, 1, 3], [3, 3, 3, 1, 3], [3, 3, 3, 3, 3]]","[5, 3, 14, 5, 3]",16,6,4,0.036,0.036,0.0,[],0,greedy,5,5,880,0,109,109,1.2418900116086002e+19,attentional-mouselab,10,128552,1
mouselab,False,"[23, 18, 13, 8, 3]","[[7, 2, 5, 6, 1], [5, 5, 8, 7, 3], [6, 6, 4, 5, 7], [3, 6, 3, 5, 3], [4, 5, 10, 7, 4]]","[[3, 3, 3, 3, 3], [1, 1, 3, 1, 3], [3, 3, 3, 3, 3], [1, 3, 3, 3, 1], [3, 3, 1, 3, 3]]","[7, 5, 8, 7, 3]",8,7,3,0.058,0.05633333333333334,0.0016666666666666668,[8],1,random,5,5,3897,5,173,168,1.4907461469138782e+19,attentional-mouselab,11,134602,1
mouselab,False,[],"[[2, 6, 5, 4, 6], [5, 6, 5, 5, 7], [3, 7, 5, 5, 3], [6, 5, 10, 7, 2], [4, 7, 4, 9, 6]]","[[1, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 1, 1, 1, 3], [3, 3, 3, 1, 1]]","[9, 5, 9, 2, 5]",12,8,2,0.052,0.052,0.0,[],0,extreme,5,5,1737,0,155,155,7.26467300155742e+17,attentional-mouselab,12,137351,1
mouselab,False,[],"[[4, 5, 5, 3, 5], [4, 0, 7, 8, 5], [6, 5, 4, 6, 4], [8, 5, 9, 5, 4], [4, 5, 5, 2, 6]]","[[1, 3, 3, 3, 3], [3, 3, 1, 3, 1], [3, 3, 3, 3, 3], [3, 3, 1, 3, 3], [1, 3, 3, 1, 3]]","[4, 4, 2, 6, 14]",16,9,1,0.043,0.043,0.0,[],0,greedy,5,5,776,0,130,130,7.049300693592869e+18,attentional-mouselab,13,139293,1
mouselab,False,[],"[[3, 6, 5, 5, 3], [5, 6, 4, 4, 4], [7, 6, 4, 6, 6], [8, 5, 6, 2, 6], [5, 1, 6, 7, 5]]","[[3, 3, 1, 3, 1], [3, 3, 3, 3, 3], [1, 3, 3, 3, 3], [1, 3, 3, 1, 3], [3, 1, 3, 3, 3]]","[13, 9, 2, 3, 3]",20,10,1,0.054,0.054,0.0,[],0,extreme,5,5,759,0,162,162,7.927863295918141e+18,attentional-mouselab,14,140862,1
mouselab,False,[],"[[4, 7, 5, 5, 5], [6, 4, 7, 6, 6], [0, 5, 3, 7, 7], [8, 7, 3, 6, 4], [4, 1, 4, 3, 5]]","[[3, 3, 3, 1, 3], [3, 3, 3, 3, 3], [1, 1, 3, 3, 3], [1, 3, 3, 3, 3], [3, 1, 3, 1, 3]]","[16, 5, 2, 3, 4]",20,11,1,0.056,0.056,0.0,[],0,extreme,5,5,747,0,167,167,1.7316304379102824e+19,attentional-mouselab,15,142533,1
mouselab,False,[],"[[3, 3, 5, 4, 6], [2, 6, 10, 7, 6], [6, 7, 5, 2, 6], [2, 3, 3, 7, 4], [7, 5, 6, 4, 5]]","[[3, 3, 3, 3, 3], [3, 3, 1, 3, 3], [3, 3, 3, 3, 1], [3, 3, 1, 1, 3], [1, 3, 1, 3, 3]]","[6, 9, 3, 11, 1]",16,12,1,0.044,0.044,0.0,[],0,greedy,5,5,951,0,131,131,4.988030608032185e+18,attentional-mouselab,16,144902,1
mouselab,False,[],"[[4, 3, 7, 5, 4], [6, 7, 6, 5, 7], [3, 7, 5, 7, 2], [3, 5, 5, 5, 9], [4, 5, 6, 4, 5]]","[[1, 3, 1, 1, 3], [3, 3, 1, 3, 3], [3, 1, 3, 3, 3], [1, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 4, 7, 10, 7]",12,13,1,0.056,0.056,0.0,[],0,random,5,5,1018,0,168,168,8.380608825066263e+18,attentional-mouselab,17,147240,1
mouselab,False,"[15, 11, 1]","[[3, 5, 6, 5, 3], [5, 4, 6, 3, 5], [6, 6, 2, 6, 2], [6, 4, 5, 4, 4], [6, 4, 3, 6, 4]]","[[1, 3, 1, 3, 3], [3, 3, 3, 3, 3], [1, 3, 3, 3, 3], [1, 3, 1, 3, 3], [1, 3, 3, 3, 3]]","[12, 1, 3, 8, 6]",16,14,0,0.048,0.047,0.001,[15],1,greedy,5,5,3176,3,143,140,1.0884605795577115e+19,attentional-mouselab,18,151493,1
mouselab,False,"[1, 6, 11]","[[6, 7, 4, 5, 10], [4, 8, 2, 6, 6], [3, 4, 7, 4, 7], [5, 6, 4, 5, 5], [5, 1, 5, 5, 7]]","[[3, 3, 3, 3, 1], [3, 3, 3, 1, 3], [3, 1, 3, 1, 3], [3, 1, 3, 3, 3], [3, 3, 1, 3, 3]]","[6, 13, 1, 6, 4]",14,15,1,0.063,0.062,0.001,[11],1,random,5,5,2765,3,190,187,4.0204525658374374e+18,attentional-mouselab,19,155497,1
mouselab,False,"[1, 6, 11, 16, 21]","[[4, 5, 5, 5, 8], [5, 5, 4, 3, 5], [7, 4, 10, 4, 3], [4, 8, 5, 6, 0], [6, 5, 6, 5, 5]]","[[3, 3, 3, 1, 1], [3, 3, 3, 3, 3], [3, 3, 1, 3, 1], [3, 3, 3, 3, 1], [3, 3, 3, 3, 1]]","[7, 8, 2, 9, 4]",12,16,1,0.058,0.05633333333333334,0.0016666666666666668,[],0,extreme,5,5,3160,5,175,170,1.1089987029762406e+19,attentional-mouselab,20,159711,1
mouselab,False,[21],"[[4, 4, 6, 5, 6], [3, 6, 5, 3, 4], [4, 5, 6, 4, 8], [4, 7, 5, 7, 0], [2, 7, 4, 4, 2]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 1], [3, 3, 3, 3, 3], [3, 1, 3, 1, 1], [1, 3, 3, 1, 3]]","[1, 5, 9, 3, 12]",18,17,1,0.061,0.06066666666666667,0.0003333333333333333,[],0,random,5,5,1519,1,184,183,5.348032188854634e+18,attentional-mouselab,21,162153,1
mouselab,False,[],"[[5, 7, 3, 6, 4], [4, 3, 3, 7, 5], [5, 8, 7, 6, 7], [9, 7, 6, 5, 6], [6, 5, 5, 10, 2]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 1, 3, 1, 3], [3, 1, 1, 1, 1]]","[5, 2, 17, 2, 4]",22,18,2,0.057,0.057,0.0,[],0,random,5,5,823,0,172,172,1.34923865807577e+19,attentional-mouselab,22,164110,1
mouselab,False,"[13, 8, 3, 5]","[[7, 7, 4, 2, 7], [9, 2, 3, 2, 5], [5, 5, 5, 4, 5], [5, 5, 6, 4, 4], [7, 6, 5, 5, 9]]","[[1, 3, 3, 3, 3], [1, 3, 3, 3, 3], [3, 3, 1, 3, 1], [3, 3, 3, 3, 3], [3, 1, 3, 3, 1]]","[3, 5, 2, 11, 9]",16,19,3,0.038,0.03666666666666667,0.0013333333333333333,[5],1,greedy,5,5,5629,4,113,109,1.7086180172175768e+19,attentional-mouselab,23,171001,1
mouselab,False,[],"[[4, 5, 1, 4, 6], [4, 6, 2, 4, 5], [5, 1, 6, 10, 2], [7, 2, 4, 5, 4], [3, 4, 4, 6, 4]]","[[3, 3, 1, 1, 3], [3, 3, 3, 3, 3], [3, 1, 3, 1, 3], [3, 3, 3, 3, 3], [1, 3, 1, 3, 3]]","[4, 9, 8, 7, 2]",12,20,1,0.035,0.035,0.0,[],0,extreme,5,5,791,0,104,104,8.158765956003463e+18,attentional-mouselab,24,172635,1
mouselab,False,[],"[[2, 7, 4, 4, 6], [7, 5, 4, 6, 3], [4, 3, 7, 9, 7], [6, 2, 6, 6, 10], [6, 3, 5, 3, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 1, 3, 1], [1, 3, 3, 3, 1], [3, 1, 3, 3, 1]]","[3, 13, 6, 5, 3]",14,21,1,0.041,0.041,0.0,[],0,greedy,5,5,742,0,123,123,1.412830841046253e+19,attentional-mouselab,25,174462,1
mouselab,False,[],"[[4, 4, 9, 8, 7], [5, 5, 4, 2, 3], [6, 5, 7, 5, 5], [5, 4, 5, 6, 6], [6, 6, 5, 7, 4]]","[[3, 1, 3, 3, 1], [3, 3, 3, 3, 3], [3, 3, 3, 1, 3], [3, 3, 3, 3, 1], [1, 3, 3, 3, 1]]","[1, 17, 1, 10, 1]",30,22,1,0.047,0.047,0.0,[],0,random,5,5,914,0,140,140,4.979420414473318e+18,attentional-mouselab,26,176404,1
