type,is_practice,click_values,payoff_matrix,cost_matrix,weights,weights_deviation,trial_num,selected_option,gross_earnings,net_earnings,click_cost,uncovered_values,num_values_revealed,nudge_type,num_baskets,num_features,reaction_time,points_click_cost,points_action_utility,points_metalevel_reward,problem_id,trial_type,trial_index,time_elapsed,internal_node_id,prolific_pid,study_id,session_id,participant_id
mouselab,False,"[24, 24]","[[6, 3, 6, 4, 7], [4, 7, 2, 6, 6], [3, 8, 6, 4, 5], [3, 7, 4, 10, 6], [4, 6, 9, 9, 4]]","[[2, 2, 2, 2, 0], [0, 0, 2, 2, 0], [2, 2, 2, 2, 0], [2, 2, 2, 2, 2], [2, 2, 0, 2, 2]]","[5, 3, 5, 6, 11]",10,11,4,0.053,0.05233333333333333,0.0006666666666666666,[24],1,random,5,5,5940,2,158,156,9.067944074115958e+18,attentional-mouselab,15,456450,0.0-3.0-12.0,56e94d6e098153000a40d59a,5fe0d3d8e9df3d280f4d1f53,5fe10b69bc4c4db36dbe5349,0
mouselab,False,"[21, 21]","[[7, 7, 4, 5, 4], [5, 5, 8, 7, 8], [5, 4, 5, 6, 2], [6, 6, 5, 5, 6], [6, 8, 8, 5, 6]]","[[2, 0, 2, 0, 2], [2, 2, 0, 2, 2], [0, 0, 2, 2, 2], [2, 2, 0, 2, 2], [2, 2, 2, 2, 2]]","[10, 2, 1, 2, 15]",26,12,1,0.072,0.07133333333333333,0.0006666666666666666,[21],1,random,5,5,8233,2,216,214,9.457994541270157e+18,attentional-mouselab,16,466871,0.0-3.0-13.0,56e94d6e098153000a40d59a,5fe0d3d8e9df3d280f4d1f53,5fe10b69bc4c4db36dbe5349,0
mouselab,False,"[12, 12]","[[7, 1, 5, 5, 7], [6, 3, 5, 5, 5], [7, 7, 6, 2, 5], [6, 6, 9, 9, 5], [4, 7, 3, 7, 4]]","[[0, 2, 2, 2, 0], [0, 2, 2, 2, 2], [0, 2, 2, 2, 2], [0, 2, 2, 2, 2], [2, 2, 2, 0, 2]]","[3, 5, 18, 1, 3]",24,13,2,0.055,0.05433333333333333,0.0006666666666666666,[12],1,greedy,5,5,6645,2,166,164,1.581142680642684e+19,attentional-mouselab,17,475484,0.0-3.0-14.0,56e94d6e098153000a40d59a,5fe0d3d8e9df3d280f4d1f53,5fe10b69bc4c4db36dbe5349,0
mouselab,False,"[21, 21, 24, 24]","[[6, 5, 4, 7, 8], [3, 8, 6, 4, 3], [5, 5, 3, 4, 7], [2, 5, 6, 6, 8], [5, 3, 4, 4, 0]]","[[2, 2, 2, 2, 0], [2, 0, 2, 2, 2], [0, 2, 2, 2, 0], [2, 2, 2, 0, 0], [2, 2, 2, 2, 2]]","[7, 6, 3, 5, 9]",8,14,1,0.05,0.04866666666666667,0.0013333333333333333,"[21, 24]",2,greedy,5,5,15353,4,150,146,1.6794282600629385e+19,attentional-mouselab,18,493109,0.0-3.0-15.0,56e94d6e098153000a40d59a,5fe0d3d8e9df3d280f4d1f53,5fe10b69bc4c4db36dbe5349,0
mouselab,False,"[0, 0, 5, 5]","[[6, 2, 6, 2, 4], [7, 6, 3, 6, 6], [4, 3, 2, 4, 4], [5, 3, 9, 5, 6], [7, 7, 3, 6, 8]]","[[2, 2, 2, 2, 2], [2, 2, 0, 0, 2], [2, 0, 0, 2, 2], [2, 2, 2, 2, 0], [2, 0, 2, 2, 2]]","[10, 6, 5, 4, 5]",8,15,0,0.059,0.057666666666666665,0.0013333333333333333,"[0, 5]",2,random,5,5,8896,4,177,173,1.6776300132985506e+19,attentional-mouselab,19,503878,0.0-3.0-16.0,56e94d6e098153000a40d59a,5fe0d3d8e9df3d280f4d1f53,5fe10b69bc4c4db36dbe5349,0
mouselab,False,"[5, 5, 7, 7, 13, 13]","[[2, 4, 7, 4, 5], [2, 6, 1, 6, 7], [6, 3, 5, 6, 5], [4, 7, 4, 3, 4], [5, 6, 6, 4, 5]]","[[2, 0, 2, 2, 2], [2, 2, 2, 0, 2], [2, 0, 2, 2, 0], [2, 2, 2, 2, 2], [2, 2, 0, 0, 2]]","[4, 13, 10, 2, 1]",22,16,3,0.055,0.053,0.002,"[5, 7, 13]",3,random,5,5,11071,6,164,158,9.012231791750737e+18,attentional-mouselab,20,516823,0.0-3.0-17.0,56e94d6e098153000a40d59a,5fe0d3d8e9df3d280f4d1f53,5fe10b69bc4c4db36dbe5349,0
mouselab,False,[],"[[9, 8, 4, 5, 4], [7, 1, 3, 5, 5], [8, 4, 4, 6, 4], [3, 7, 4, 2, 3], [6, 6, 7, 3, 9]]","[[0, 2, 2, 2, 0], [2, 0, 2, 2, 2], [2, 0, 2, 2, 2], [2, 2, 2, 2, 2], [0, 2, 2, 2, 0]]","[15, 2, 2, 4, 7]",20,17,0,0.073,0.073,0.0,[],0,extreme,5,5,3542,0,219,219,1.6512119593612993e+19,attentional-mouselab,21,522176,0.0-3.0-18.0,56e94d6e098153000a40d59a,5fe0d3d8e9df3d280f4d1f53,5fe10b69bc4c4db36dbe5349,0
mouselab,False,[],"[[6, 3, 2, 6, 3], [7, 7, 3, 6, 4], [1, 6, 6, 5, 8], [4, 8, 4, 3, 2], [6, 6, 6, 4, 4]]","[[2, 2, 2, 2, 0], [2, 2, 0, 2, 2], [0, 2, 2, 2, 0], [2, 2, 2, 0, 0], [2, 2, 2, 2, 2]]","[3, 6, 13, 7, 1]",16,18,4,0.052,0.052,0.0,[],0,extreme,5,5,7402,0,155,155,2.810359681803398e+18,attentional-mouselab,22,531262,0.0-3.0-19.0,56e94d6e098153000a40d59a,5fe0d3d8e9df3d280f4d1f53,5fe10b69bc4c4db36dbe5349,0
mouselab,False,"[24, 24]","[[8, 6, 4, 4, 5], [5, 4, 5, 7, 3], [5, 5, 4, 3, 7], [5, 6, 6, 6, 9], [4, 3, 5, 7, 6]]","[[2, 2, 2, 2, 0], [2, 2, 2, 2, 0], [2, 2, 2, 0, 0], [2, 2, 2, 2, 0], [2, 2, 2, 0, 2]]","[6, 4, 9, 3, 8]",10,19,4,0.06,0.05933333333333333,0.0006666666666666666,[24],1,greedy,5,5,12824,2,180,178,8.060173892147907e+18,attentional-mouselab,23,545981,0.0-3.0-20.0,56e94d6e098153000a40d59a,5fe0d3d8e9df3d280f4d1f53,5fe10b69bc4c4db36dbe5349,0
mouselab,False,"[6, 6, 21, 21, 5, 5, 9, 9, 8, 8]","[[3, 6, 5, 6, 5], [4, 6, 3, 5, 5], [5, 5, 2, 3, 5], [7, 5, 7, 5, 5], [6, 4, 5, 6, 5]]","[[0, 2, 0, 2, 2], [2, 2, 2, 2, 2], [2, 0, 0, 0, 2], [2, 0, 2, 2, 2], [2, 2, 2, 2, 2]]","[2, 16, 3, 2, 7]",22,20,1,0.054,0.050666666666666665,0.0033333333333333335,"[6, 21, 5, 9, 8]",5,extreme,5,5,19651,10,161,151,1.7447911631092502e+17,attentional-mouselab,24,567125,0.0-3.0-21.0,56e94d6e098153000a40d59a,5fe0d3d8e9df3d280f4d1f53,5fe10b69bc4c4db36dbe5349,0
mouselab,False,"[16, 16]","[[5, 6, 2, 4, 3], [5, 6, 5, 6, 3], [7, 3, 4, 4, 3], [7, 3, 5, 6, 5], [4, 6, 4, 5, 5]]","[[2, 2, 2, 0, 2], [2, 2, 0, 2, 2], [2, 2, 2, 2, 0], [2, 2, 2, 0, 0], [0, 2, 2, 2, 2]]","[5, 3, 2, 12, 8]",16,21,3,0.053,0.05233333333333333,0.0006666666666666666,[16],1,random,5,5,7960,2,158,156,8.542130017440408e+18,attentional-mouselab,25,576758,0.0-3.0-22.0,56e94d6e098153000a40d59a,5fe0d3d8e9df3d280f4d1f53,5fe10b69bc4c4db36dbe5349,0
mouselab,False,[],"[[3, 4, 4, 6, 6], [4, 9, 4, 1, 8], [3, 5, 4, 2, 5], [5, 4, 4, 6, 6], [6, 8, 2, 2, 5]]","[[2, 2, 2, 2, 2], [0, 0, 2, 0, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 0, 0, 2, 0]]","[1, 10, 3, 1, 15]",26,22,1,0.078,0.078,0.0,[],0,extreme,5,5,2491,0,233,233,9.119517580776992e+18,attentional-mouselab,26,581217,0.0-3.0-23.0,56e94d6e098153000a40d59a,5fe0d3d8e9df3d280f4d1f53,5fe10b69bc4c4db36dbe5349,0
mouselab,False,"[3, 3]","[[4, 6, 5, 8, 2], [5, 5, 7, 8, 5], [3, 6, 5, 5, 7], [9, 4, 2, 4, 5], [4, 4, 3, 3, 6]]","[[0, 2, 2, 2, 0], [0, 2, 2, 2, 2], [2, 2, 2, 0, 2], [0, 2, 0, 2, 2], [2, 2, 2, 2, 2]]","[15, 6, 2, 3, 4]",18,23,3,0.067,0.06633333333333334,0.0006666666666666666,[3],1,extreme,5,5,5910,2,202,200,1.6433368985984995e+19,attentional-mouselab,27,588704,0.0-3.0-24.0,56e94d6e098153000a40d59a,5fe0d3d8e9df3d280f4d1f53,5fe10b69bc4c4db36dbe5349,0
mouselab,False,"[1, 1]","[[6, 5, 5, 0, 7], [5, 8, 4, 4, 8], [5, 4, 3, 5, 4], [6, 4, 2, 6, 5], [6, 8, 6, 4, 7]]","[[2, 2, 2, 0, 0], [0, 0, 2, 0, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 0, 2]]","[11, 6, 8, 2, 3]",14,24,4,0.063,0.06233333333333333,0.0006666666666666666,[1],1,random,5,5,9453,2,188,186,1.260570537398292e+19,attentional-mouselab,28,599556,0.0-3.0-25.0,56e94d6e098153000a40d59a,5fe0d3d8e9df3d280f4d1f53,5fe10b69bc4c4db36dbe5349,0
mouselab,False,"[22, 22, 24, 24, 20, 20]","[[6, 3, 7, 7, 8], [5, 6, 5, 3, 1], [4, 5, 9, 6, 6], [7, 4, 6, 6, 4], [5, 8, 5, 9, 2]]","[[2, 0, 2, 2, 0], [2, 2, 2, 2, 2], [0, 2, 2, 2, 2], [0, 0, 2, 2, 2], [2, 2, 2, 0, 2]]","[1, 3, 8, 4, 14]",20,25,0,0.05,0.048,0.002,"[22, 24, 20]",3,random,5,5,8569,6,151,145,1.1303365877844042e+19,attentional-mouselab,29,609778,0.0-3.0-26.0,56e94d6e098153000a40d59a,5fe0d3d8e9df3d280f4d1f53,5fe10b69bc4c4db36dbe5349,0
mouselab,False,[],"[[2, 3, 4, 3, 7], [6, 8, 7, 4, 8], [4, 6, 6, 2, 5], [5, 3, 5, 6, 2], [6, 4, 6, 3, 5]]","[[2, 0, 2, 2, 2], [2, 0, 2, 2, 2], [2, 2, 2, 2, 2], [0, 2, 2, 0, 2], [2, 2, 2, 0, 0]]","[5, 10, 8, 6, 1]",12,26,1,0.055,0.055,0.0,[],0,random,5,5,2880,0,165,165,2.27015372846382e+16,attentional-mouselab,30,614406,0.0-3.0-27.0,56e94d6e098153000a40d59a,5fe0d3d8e9df3d280f4d1f53,5fe10b69bc4c4db36dbe5349,0
mouselab,False,"[8, 8]","[[4, 8, 4, 7, 4], [4, 6, 5, 6, 1], [5, 4, 6, 7, 4], [1, 4, 5, 5, 4], [7, 5, 6, 7, 5]]","[[2, 2, 2, 0, 0], [2, 0, 2, 2, 2], [2, 2, 2, 0, 0], [2, 2, 2, 2, 2], [2, 2, 2, 0, 2]]","[7, 8, 9, 5, 1]",12,27,3,0.064,0.06333333333333334,0.0006666666666666666,[8],1,greedy,5,5,9687,2,192,190,6.1133168381236e+18,attentional-mouselab,31,625491,0.0-3.0-28.0,56e94d6e098153000a40d59a,5fe0d3d8e9df3d280f4d1f53,5fe10b69bc4c4db36dbe5349,0
mouselab,False,"[20, 20, 23, 23, 24, 24]","[[5, 3, 7, 3, 5], [6, 5, 5, 6, 7], [5, 4, 3, 3, 8], [5, 3, 6, 6, 8], [4, 3, 5, 4, 4]]","[[2, 2, 2, 0, 2], [2, 2, 2, 2, 0], [2, 0, 2, 2, 0], [2, 2, 2, 2, 0], [2, 0, 2, 2, 2]]","[4, 1, 11, 1, 13]",24,28,4,0.058,0.056,0.002,"[20, 23, 24]",3,greedy,5,5,10067,6,175,169,2.981354973238445e+18,attentional-mouselab,32,637009,0.0-3.0-29.0,56e94d6e098153000a40d59a,5fe0d3d8e9df3d280f4d1f53,5fe10b69bc4c4db36dbe5349,0
mouselab,False,"[0, 0]","[[7, 5, 2, 3, 6], [4, 4, 2, 5, 8], [6, 4, 4, 7, 1], [6, 6, 7, 3, 2], [6, 5, 5, 5, 3]]","[[2, 2, 0, 2, 2], [2, 2, 0, 2, 2], [2, 2, 0, 2, 0], [2, 2, 2, 2, 0], [2, 0, 2, 2, 2]]","[17, 3, 2, 2, 6]",22,29,0,0.064,0.06333333333333334,0.0006666666666666666,[0],1,extreme,5,5,5889,2,191,189,1.8119771025229552e+19,attentional-mouselab,33,644697,0.0-3.0-30.0,56e94d6e098153000a40d59a,5fe0d3d8e9df3d280f4d1f53,5fe10b69bc4c4db36dbe5349,0
mouselab,False,"[15, 15]","[[6, 7, 5, 10, 5], [3, 6, 5, 5, 9], [8, 3, 5, 5, 4], [6, 7, 5, 3, 1], [7, 6, 5, 6, 4]]","[[2, 2, 2, 0, 2], [2, 2, 2, 2, 0], [0, 2, 0, 2, 2], [2, 2, 2, 2, 0], [2, 2, 2, 0, 2]]","[4, 1, 2, 22, 1]",32,30,0,0.061,0.06033333333333333,0.0006666666666666666,[15],1,extreme,5,5,5698,2,182,180,1.1285882372266468e+18,attentional-mouselab,34,652099,0.0-3.0-31.0,56e94d6e098153000a40d59a,5fe0d3d8e9df3d280f4d1f53,5fe10b69bc4c4db36dbe5349,0
mouselab,False,"[5, 5]","[[4, 6, 2, 8, 5], [5, 6, 6, 6, 8], [6, 7, 8, 3, 0], [7, 6, 6, 7, 7], [3, 6, 5, 3, 6]]","[[2, 0, 0, 0, 2], [2, 2, 2, 2, 2], [0, 2, 2, 2, 0], [2, 2, 0, 2, 2], [2, 2, 2, 2, 2]]","[2, 8, 13, 3, 4]",18,31,0,0.053,0.05233333333333333,0.0006666666666666666,[5],1,extreme,5,5,8180,2,159,157,9.517422732880695e+18,attentional-mouselab,35,661964,0.0-3.0-32.0,56e94d6e098153000a40d59a,5fe0d3d8e9df3d280f4d1f53,5fe10b69bc4c4db36dbe5349,0
mouselab,False,[],"[[4, 3, 6, 6, 4], [8, 7, 4, 5, 3], [5, 1, 6, 4, 7], [6, 5, 4, 3, 6], [3, 8, 6, 6, 6]]","[[2, 2, 2, 2, 2], [0, 2, 2, 2, 0], [2, 2, 2, 2, 0], [2, 2, 0, 0, 2], [2, 2, 2, 0, 2]]","[1, 2, 4, 5, 18]",24,32,3,0.052,0.052,0.0,[],0,greedy,5,5,4331,0,155,155,5.992678152867066e+18,attentional-mouselab,36,667726,0.0-3.0-33.0,56e94d6e098153000a40d59a,5fe0d3d8e9df3d280f4d1f53,5fe10b69bc4c4db36dbe5349,0
mouselab,True,"[13, 13, 8, 8]","[[5, 4, 2, 3, 9], [3, 7, 7, 7, 4], [6, 1, 4, 1, 6], [3, 3, 4, 9, 3], [6, 4, 10, 4, 5]]","[[2, 2, 2, 0, 0], [2, 0, 2, 2, 0], [2, 2, 2, 2, 2], [2, 2, 2, 0, 2], [2, 2, 2, 0, 2]]","[6, 13, 1, 7, 3]",16,1,3,0.062,0.06066666666666667,0.0013333333333333333,"[13, 8]",2,random,5,5,15704,4,185,181,9.756388240355189e+18,attentional-mouselab,4,123582,0.0-3.0-1.0,58820ef3846b830001085942,5fe0d3d8e9df3d280f4d1f53,5fe10c7a88f057b4988d8760,1
mouselab,True,"[5, 5, 20, 20, 2, 2, 18, 18]","[[4, 4, 3, 8, 1], [6, 5, 5, 7, 3], [6, 1, 2, 3, 4], [6, 4, 7, 8, 6], [4, 5, 5, 6, 7]]","[[0, 2, 2, 2, 2], [2, 2, 0, 2, 2], [0, 0, 2, 0, 2], [0, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[2, 10, 8, 5, 5]",12,2,3,0.06,0.05733333333333333,0.0026666666666666666,"[5, 20, 2, 18]",4,random,5,5,15703,8,180,172,1.5124496326205227e+19,attentional-mouselab,5,142853,0.0-3.0-2.0,58820ef3846b830001085942,5fe0d3d8e9df3d280f4d1f53,5fe10c7a88f057b4988d8760,1
mouselab,False,"[12, 12]","[[6, 5, 8, 4, 6], [5, 5, 7, 6, 4], [6, 6, 6, 4, 9], [2, 2, 6, 4, 7], [7, 5, 5, 6, 4]]","[[2, 2, 0, 2, 2], [2, 2, 0, 2, 2], [2, 2, 2, 2, 0], [2, 0, 0, 2, 2], [0, 2, 2, 2, 2]]","[6, 5, 6, 7, 6]",2,3,2,0.064,0.06333333333333334,0.0006666666666666666,[12],1,greedy,5,5,5150,2,191,189,1.7559539325082555e+18,attentional-mouselab,7,152831,0.0-3.0-4.0,58820ef3846b830001085942,5fe0d3d8e9df3d280f4d1f53,5fe10c7a88f057b4988d8760,1
mouselab,False,"[14, 14, 24, 24, 10, 10, 12, 12]","[[1, 5, 5, 4, 2], [5, 1, 5, 5, 8], [3, 3, 7, 6, 6], [3, 5, 7, 5, 7], [4, 4, 1, 2, 4]]","[[0, 2, 0, 2, 2], [2, 0, 2, 2, 0], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 0, 0, 2]]","[9, 5, 1, 9, 6]",12,4,4,0.05,0.04733333333333334,0.0026666666666666666,"[14, 24, 10, 12]",4,extreme,5,5,16604,8,151,143,1.3978845886108006e+19,attentional-mouselab,8,171270,0.0-3.0-5.0,58820ef3846b830001085942,5fe0d3d8e9df3d280f4d1f53,5fe10c7a88f057b4988d8760,1
mouselab,False,"[12, 12]","[[9, 1, 8, 3, 5], [5, 7, 4, 7, 5], [4, 6, 6, 5, 7], [5, 6, 7, 5, 5], [6, 8, 7, 2, 4]]","[[2, 0, 0, 2, 2], [2, 2, 0, 2, 2], [2, 0, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 0, 0, 2]]","[5, 2, 14, 8, 1]",20,5,2,0.065,0.06433333333333334,0.0006666666666666666,[12],1,random,5,5,5544,2,195,193,1.0728131733677605e+19,attentional-mouselab,9,178492,0.0-3.0-6.0,58820ef3846b830001085942,5fe0d3d8e9df3d280f4d1f53,5fe10c7a88f057b4988d8760,1
mouselab,False,"[19, 19, 6, 6, 17, 17]","[[7, 7, 4, 5, 4], [5, 5, 8, 7, 8], [5, 4, 5, 6, 2], [6, 6, 5, 5, 6], [6, 8, 8, 5, 6]]","[[2, 0, 2, 2, 2], [2, 2, 2, 2, 0], [0, 0, 2, 2, 0], [2, 2, 2, 2, 2], [2, 2, 0, 2, 2]]","[7, 8, 1, 13, 1]",20,6,4,0.059,0.056999999999999995,0.002,"[19, 6, 17]",3,extreme,5,5,7862,6,178,172,9.457994541270157e+18,attentional-mouselab,10,189821,0.0-3.0-7.0,58820ef3846b830001085942,5fe0d3d8e9df3d280f4d1f53,5fe10c7a88f057b4988d8760,1
mouselab,False,"[5, 5, 8, 8, 2, 2, 6, 6]","[[6, 2, 5, 8, 4], [3, 5, 5, 4, 7], [5, 4, 4, 7, 4], [7, 7, 5, 5, 2], [7, 5, 5, 4, 6]]","[[2, 2, 2, 0, 0], [2, 2, 2, 2, 0], [2, 2, 2, 2, 2], [0, 2, 2, 2, 2], [0, 2, 0, 2, 2]]","[3, 18, 3, 5, 1]",24,7,3,0.049,0.04633333333333334,0.0026666666666666666,"[5, 8, 2, 6]",4,greedy,5,5,12689,8,146,138,5.996841966507962e+18,attentional-mouselab,11,204276,0.0-3.0-8.0,58820ef3846b830001085942,5fe0d3d8e9df3d280f4d1f53,5fe10c7a88f057b4988d8760,1
mouselab,False,[],"[[7, 5, 4, 5, 6], [2, 4, 3, 7, 6], [8, 6, 5, 6, 7], [5, 7, 5, 7, 5], [7, 6, 6, 3, 4]]","[[0, 2, 2, 2, 2], [2, 0, 2, 0, 2], [0, 2, 2, 2, 2], [2, 2, 2, 2, 2], [0, 2, 2, 2, 0]]","[3, 7, 4, 15, 1]",20,8,0,0.05,0.05,0.0,[],0,greedy,5,5,2418,0,149,149,1.2142532938358028e+19,attentional-mouselab,12,208146,0.0-3.0-9.0,58820ef3846b830001085942,5fe0d3d8e9df3d280f4d1f53,5fe10c7a88f057b4988d8760,1
