type,is_practice,click_values,payoff_matrix,cost_matrix,weights,weights_deviation,trial_num,selected_option,gross_earnings,net_earnings,click_cost,uncovered_values,num_values_revealed,nudge_type,num_baskets,num_features,reaction_time,points_click_cost,points_action_utility,points_metalevel_reward,problem_id,trial_type,trial_index,time_elapsed,internal_node_id,prolific_pid,study_id,session_id,participant_id
mouselab,False,[],"[[9, 6, 7, 1, 6], [4, 8, 4, 5, 2], [6, 4, 7, 6, 4], [7, 6, 3, 5, 7], [7, 3, 4, 3, 6]]","[[0, 2, 0, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [0, 0, 2, 2, 2], [0, 2, 0, 2, 2]]","[13, 5, 6, 5, 1]",14,19,0,0.072,0.072,0.0,[],0,greedy,5,5,4139,0,215,215,6.593880749041214e+18,attentional-mouselab,23,202619,0.0-3.0-20.0,5fc590f261a3a0111d53a300,5fe0d3d8e9df3d280f4d1f53,5fe118abbf9ae4b62d6e973f,58
mouselab,False,[],"[[4, 7, 7, 3, 6], [5, 5, 5, 7, 7], [5, 8, 1, 5, 4], [7, 4, 8, 3, 5], [10, 8, 2, 7, 6]]","[[2, 0, 2, 2, 2], [2, 2, 2, 0, 2], [2, 0, 2, 2, 2], [2, 2, 2, 0, 2], [0, 2, 0, 2, 2]]","[2, 6, 9, 5, 8]",10,20,0,0.066,0.066,0.0,[],0,greedy,5,5,1402,0,198,198,1.5020298817292898e+19,attentional-mouselab,24,205549,0.0-3.0-21.0,5fc590f261a3a0111d53a300,5fe0d3d8e9df3d280f4d1f53,5fe118abbf9ae4b62d6e973f,58
mouselab,False,[],"[[4, 1, 5, 3, 6], [7, 5, 7, 6, 4], [9, 1, 6, 4, 6], [5, 6, 7, 3, 4], [4, 7, 6, 4, 6]]","[[2, 2, 2, 0, 2], [2, 2, 2, 2, 2], [2, 2, 2, 0, 2], [2, 0, 2, 2, 2], [2, 0, 0, 0, 2]]","[9, 5, 7, 7, 2]",10,21,1,0.032,0.032,0.0,[],0,random,5,5,3601,0,97,97,1.4867498520259328e+19,attentional-mouselab,25,209971,0.0-3.0-22.0,5fc590f261a3a0111d53a300,5fe0d3d8e9df3d280f4d1f53,5fe118abbf9ae4b62d6e973f,58
mouselab,False,[],"[[6, 3, 5, 8, 4], [6, 5, 6, 6, 5], [4, 5, 5, 4, 5], [6, 7, 7, 3, 3], [5, 6, 4, 3, 5]]","[[2, 0, 2, 2, 2], [2, 2, 2, 2, 2], [0, 0, 0, 2, 2], [2, 2, 2, 2, 2], [0, 2, 2, 0, 2]]","[6, 2, 4, 6, 12]",12,22,4,0.044,0.044,0.0,[],0,random,5,5,1693,0,132,132,2.608683312876386e+18,attentional-mouselab,26,213460,0.0-3.0-23.0,5fc590f261a3a0111d53a300,5fe0d3d8e9df3d280f4d1f53,5fe118abbf9ae4b62d6e973f,58
mouselab,False,[],"[[7, 5, 5, 2, 5], [4, 3, 3, 4, 5], [7, 4, 4, 5, 2], [5, 3, 6, 2, 4], [5, 5, 3, 7, 6]]","[[2, 2, 2, 0, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 0], [2, 2, 2, 0, 0], [2, 2, 0, 0, 2]]","[8, 1, 1, 18, 2]",28,23,0,0.056,0.056,0.0,[],0,extreme,5,5,1240,0,167,167,9.216555650440551e+18,attentional-mouselab,27,215605,0.0-3.0-24.0,5fc590f261a3a0111d53a300,5fe0d3d8e9df3d280f4d1f53,5fe118abbf9ae4b62d6e973f,58
mouselab,False,[],"[[6, 6, 3, 2, 3], [7, 8, 6, 2, 6], [8, 4, 4, 6, 6], [6, 8, 5, 5, 5], [10, 7, 3, 5, 7]]","[[2, 0, 2, 2, 2], [0, 2, 2, 0, 0], [0, 2, 2, 2, 2], [2, 2, 0, 2, 2], [2, 2, 2, 2, 2]]","[9, 1, 3, 12, 5]",18,24,0,0.069,0.069,0.0,[],0,random,5,5,966,0,207,207,1.337030644983553e+19,attentional-mouselab,28,219074,0.0-3.0-25.0,5fc590f261a3a0111d53a300,5fe0d3d8e9df3d280f4d1f53,5fe118abbf9ae4b62d6e973f,58
mouselab,False,[],"[[5, 5, 8, 6, 5], [4, 2, 4, 3, 5], [6, 2, 5, 5, 5], [7, 3, 3, 4, 4], [5, 6, 5, 5, 5]]","[[2, 2, 0, 2, 2], [0, 0, 2, 2, 2], [2, 0, 2, 2, 2], [2, 2, 2, 2, 0], [2, 2, 2, 0, 2]]","[6, 3, 8, 6, 7]",6,25,2,0.051,0.051,0.0,[],0,extreme,5,5,9089,0,153,153,5.578899025430751e+18,attentional-mouselab,29,241606,0.0-3.0-26.0,5fc590f261a3a0111d53a300,5fe0d3d8e9df3d280f4d1f53,5fe118abbf9ae4b62d6e973f,58
mouselab,False,[],"[[5, 8, 5, 5, 5], [4, 6, 6, 2, 6], [7, 6, 4, 5, 8], [1, 3, 8, 3, 6], [7, 8, 7, 5, 4]]","[[2, 0, 2, 2, 2], [2, 2, 2, 2, 2], [0, 2, 2, 2, 2], [0, 2, 0, 2, 2], [2, 0, 0, 2, 2]]","[3, 11, 9, 1, 6]",16,26,2,0.056,0.056,0.0,[],0,greedy,5,5,2038,0,167,167,4.4998749077437297e+18,attentional-mouselab,30,244772,0.0-3.0-27.0,5fc590f261a3a0111d53a300,5fe0d3d8e9df3d280f4d1f53,5fe118abbf9ae4b62d6e973f,58
mouselab,False,[],"[[5, 7, 6, 7, 5], [7, 6, 7, 4, 7], [6, 3, 6, 5, 8], [5, 6, 3, 0, 5], [3, 2, 3, 7, 6]]","[[2, 2, 2, 2, 2], [2, 2, 0, 2, 0], [2, 0, 2, 2, 0], [2, 2, 0, 0, 2], [2, 2, 2, 2, 2]]","[1, 11, 10, 6, 2]",18,27,4,0.068,0.068,0.0,[],0,greedy,5,5,1122,0,204,204,1.185641352043302e+19,attentional-mouselab,31,247380,0.0-3.0-28.0,5fc590f261a3a0111d53a300,5fe0d3d8e9df3d280f4d1f53,5fe118abbf9ae4b62d6e973f,58
mouselab,False,[],"[[6, 5, 5, 4, 4], [5, 4, 4, 4, 4], [4, 8, 7, 5, 4], [7, 4, 6, 3, 7], [1, 3, 8, 7, 3]]","[[0, 2, 2, 2, 2], [0, 2, 2, 0, 2], [2, 2, 2, 0, 2], [2, 2, 2, 2, 2], [2, 2, 0, 0, 2]]","[10, 3, 7, 4, 6]",10,28,4,0.042,0.042,0.0,[],0,random,5,5,1337,0,126,126,3.848382586209375e+18,attentional-mouselab,32,249952,0.0-3.0-29.0,5fc590f261a3a0111d53a300,5fe0d3d8e9df3d280f4d1f53,5fe118abbf9ae4b62d6e973f,58
mouselab,False,[],"[[4, 6, 9, 3, 4], [7, 7, 7, 4, 4], [2, 4, 5, 3, 6], [8, 5, 3, 4, 5], [7, 5, 8, 5, 7]]","[[0, 2, 0, 2, 2], [2, 2, 2, 2, 2], [0, 0, 0, 2, 2], [0, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[2, 1, 19, 4, 4]",26,29,2,0.055,0.055,0.0,[],0,extreme,5,5,11230,0,164,164,1.398828179801905e+19,attentional-mouselab,33,276138,0.0-3.0-30.0,5fc590f261a3a0111d53a300,5fe0d3d8e9df3d280f4d1f53,5fe118abbf9ae4b62d6e973f,58
mouselab,False,[],"[[5, 5, 4, 7, 7], [7, 5, 9, 4, 9], [4, 3, 4, 5, 3], [2, 6, 5, 7, 7], [4, 8, 3, 7, 4]]","[[0, 2, 2, 2, 2], [2, 0, 0, 2, 0], [2, 2, 2, 2, 2], [0, 0, 2, 2, 2], [2, 2, 2, 2, 2]]","[12, 8, 3, 1, 6]",16,30,4,0.065,0.065,0.0,[],0,extreme,5,5,1333,0,196,196,9.206490961615036e+18,attentional-mouselab,34,278369,0.0-3.0-31.0,5fc590f261a3a0111d53a300,5fe0d3d8e9df3d280f4d1f53,5fe118abbf9ae4b62d6e973f,58
mouselab,False,[],"[[6, 7, 5, 5, 6], [5, 7, 3, 5, 5], [8, 4, 8, 5, 6], [2, 6, 4, 6, 3], [8, 5, 3, 7, 5]]","[[2, 0, 2, 2, 2], [2, 0, 2, 2, 2], [0, 0, 2, 0, 2], [2, 2, 0, 2, 2], [2, 2, 2, 2, 2]]","[3, 2, 4, 20, 1]",28,31,1,0.059,0.059,0.0,[],0,greedy,5,5,1317,0,176,176,2.1376168762625728e+18,attentional-mouselab,35,281314,0.0-3.0-32.0,5fc590f261a3a0111d53a300,5fe0d3d8e9df3d280f4d1f53,5fe118abbf9ae4b62d6e973f,58
mouselab,False,[],"[[6, 7, 6, 7, 5], [7, 2, 3, 6, 5], [10, 5, 5, 4, 6], [6, 7, 4, 3, 6], [6, 7, 6, 8, 5]]","[[0, 2, 2, 2, 0], [2, 2, 2, 2, 0], [2, 2, 2, 0, 2], [0, 2, 2, 2, 0], [2, 2, 2, 2, 2]]","[13, 4, 2, 10, 1]",22,32,0,0.064,0.064,0.0,[],0,random,5,5,7927,0,192,192,3.4326465952862377e+18,attentional-mouselab,36,290346,0.0-3.0-33.0,5fc590f261a3a0111d53a300,5fe0d3d8e9df3d280f4d1f53,5fe118abbf9ae4b62d6e973f,58
mouselab,True,"[0, 0, 11, 11, 10, 10, 5, 5, 1, 1, 16, 16, 22, 22, 17, 17, 12, 12, 2, 2]","[[5, 6, 1, 1, 5], [6, 6, 7, 4, 3], [5, 2, 4, 4, 6], [7, 5, 4, 7, 4], [6, 6, 3, 4, 5]]","[[2, 2, 2, 2, 2], [2, 0, 0, 0, 2], [2, 2, 2, 2, 2], [0, 2, 2, 2, 2], [0, 0, 2, 2, 2]]","[4, 2, 15, 8, 1]",22,1,0,0.056,0.04933333333333333,0.006666666666666667,"[0, 11, 10, 5, 1, 16, 22, 17, 12, 2]",10,random,5,5,51142,20,169,149,1.0397236901466585e+19,attentional-mouselab,4,257130,0.0-3.0-1.0,5fd10f90ab4f60044c20aeeb,5fe0d3d8e9df3d280f4d1f53,5fe116efefea40b0e3475b06,59
mouselab,True,"[17, 17, 16, 16, 15, 15, 10, 10, 5, 5, 0, 0, 20, 20, 9, 9, 21, 21, 11, 11, 6, 6, 1, 1]","[[6, 5, 6, 6, 6], [5, 3, 6, 5, 7], [4, 4, 8, 7, 6], [8, 4, 6, 3, 6], [5, 7, 5, 5, 5]]","[[2, 2, 2, 2, 0], [2, 2, 2, 0, 2], [2, 2, 2, 2, 0], [2, 2, 2, 0, 0], [2, 2, 2, 2, 0]]","[2, 3, 8, 10, 7]",14,2,0,0.058,0.05,0.008,"[17, 16, 15, 10, 5, 0, 20, 9, 21, 11, 6, 1]",12,random,5,5,26181,24,174,150,1.6007761076229511e+19,attentional-mouselab,5,290026,0.0-3.0-2.0,5fd10f90ab4f60044c20aeeb,5fe0d3d8e9df3d280f4d1f53,5fe116efefea40b0e3475b06,59
mouselab,False,"[5, 5, 8, 8, 6, 6, 9, 9, 10, 10, 20, 20, 0, 0]","[[4, 1, 5, 7, 5], [5, 6, 6, 6, 4], [7, 4, 8, 5, 0], [6, 2, 8, 6, 8], [4, 5, 4, 5, 6]]","[[2, 0, 2, 2, 2], [2, 2, 0, 2, 2], [2, 2, 2, 2, 0], [0, 0, 2, 2, 2], [2, 0, 2, 2, 2]]","[7, 10, 3, 6, 4]",10,3,0,0.05,0.04533333333333334,0.004666666666666667,"[5, 8, 6, 9, 10, 20, 0]",7,extreme,5,5,20243,14,151,137,2.4627279414588206e+18,attentional-mouselab,7,316999,0.0-3.0-4.0,5fd10f90ab4f60044c20aeeb,5fe0d3d8e9df3d280f4d1f53,5fe116efefea40b0e3475b06,59
mouselab,False,"[7, 11, 11, 10, 10, 14, 14, 22, 22, 23, 23, 24, 24, 20, 20, 8, 8, 3, 3]","[[4, 6, 6, 6, 6], [4, 6, 7, 6, 5], [6, 2, 8, 6, 5], [4, 7, 5, 4, 7], [3, 5, 6, 8, 5]]","[[0, 0, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 0, 0, 2], [2, 2, 2, 0, 2], [2, 0, 2, 2, 2]]","[1, 2, 3, 4, 20]",28,4,3,0.071,0.06466666666666666,0.006333333333333333,"[11, 10, 14, 22, 23, 24, 20, 8, 3]",9,random,5,5,22488,19,212,193,1.0024787856033255e+19,attentional-mouselab,8,347589,0.0-3.0-5.0,5fd10f90ab4f60044c20aeeb,5fe0d3d8e9df3d280f4d1f53,5fe116efefea40b0e3475b06,59
mouselab,False,"[16, 16, 15, 15, 18, 18, 19, 19, 0, 0, 1, 1, 4, 4, 5, 5, 20, 20]","[[7, 2, 3, 4, 5], [8, 7, 4, 4, 4], [6, 5, 5, 5, 5], [6, 2, 4, 5, 5], [4, 7, 4, 5, 1]]","[[2, 2, 0, 0, 2], [2, 2, 2, 2, 2], [0, 2, 2, 2, 2], [2, 2, 0, 2, 2], [2, 0, 2, 0, 2]]","[9, 4, 3, 9, 5]",12,5,0,0.062,0.056,0.006,"[16, 15, 18, 19, 0, 1, 4, 5, 20]",9,random,5,5,17437,18,187,169,1.5619994583259988e+19,attentional-mouselab,9,366913,0.0-3.0-6.0,5fd10f90ab4f60044c20aeeb,5fe0d3d8e9df3d280f4d1f53,5fe116efefea40b0e3475b06,59
mouselab,False,"[21, 21, 7, 7, 8, 8, 9, 9, 20, 20, 24, 24, 16, 16, 10, 10, 1, 1, 0, 0]","[[6, 5, 3, 5, 7], [6, 7, 6, 2, 6], [6, 8, 6, 6, 6], [8, 5, 3, 8, 6], [7, 7, 2, 2, 6]]","[[2, 2, 2, 2, 2], [0, 0, 2, 2, 2], [2, 0, 2, 2, 2], [0, 2, 2, 2, 2], [2, 2, 0, 0, 2]]","[2, 10, 4, 6, 8]",12,6,0,0.067,0.060333333333333336,0.006666666666666667,"[21, 7, 8, 9, 20, 24, 16, 10, 1, 0]",10,greedy,5,5,53377,20,200,180,2.653629992184578e+18,attentional-mouselab,10,421764,0.0-3.0-7.0,5fd10f90ab4f60044c20aeeb,5fe0d3d8e9df3d280f4d1f53,5fe116efefea40b0e3475b06,59
mouselab,False,"[12, 12, 13, 13, 14, 14, 21, 21, 1, 1]","[[4, 8, 5, 8, 5], [5, 5, 7, 3, 5], [7, 9, 5, 6, 5], [5, 6, 7, 1, 1], [9, 5, 6, 5, 3]]","[[2, 2, 2, 2, 2], [2, 0, 2, 2, 2], [0, 0, 2, 2, 2], [2, 0, 2, 2, 0], [0, 2, 2, 2, 2]]","[1, 1, 26, 1, 1]",40,7,1,0.086,0.08266666666666667,0.0033333333333333335,"[12, 13, 14, 21, 1]",5,extreme,5,5,9737,10,258,248,9.986981472187853e+18,attentional-mouselab,11,433066,0.0-3.0-8.0,5fd10f90ab4f60044c20aeeb,5fe0d3d8e9df3d280f4d1f53,5fe116efefea40b0e3475b06,59
mouselab,False,"[23, 23, 22, 22, 21, 21, 20, 20, 19, 19, 9, 9, 4, 4, 13, 13, 18, 18]","[[6, 6, 7, 4, 6], [7, 4, 2, 9, 3], [3, 3, 5, 5, 2], [5, 7, 5, 5, 5], [5, 4, 6, 5, 9]]","[[2, 0, 2, 0, 2], [2, 2, 0, 0, 2], [2, 2, 2, 2, 0], [2, 2, 2, 2, 2], [2, 2, 2, 2, 0]]","[3, 10, 2, 1, 14]",24,8,3,0.062,0.056,0.006,"[23, 22, 21, 20, 19, 9, 4, 13, 18]",9,extreme,5,5,16638,18,187,169,4.949118610745036e+18,attentional-mouselab,12,451600,0.0-3.0-9.0,5fd10f90ab4f60044c20aeeb,5fe0d3d8e9df3d280f4d1f53,5fe116efefea40b0e3475b06,59
mouselab,False,"[7, 7, 9, 9, 11, 11]","[[3, 6, 7, 7, 5], [1, 8, 8, 4, 2], [7, 5, 2, 6, 3], [5, 6, 5, 6, 6], [7, 7, 6, 4, 8]]","[[2, 0, 2, 2, 2], [0, 0, 2, 0, 2], [2, 2, 2, 2, 2], [2, 0, 2, 2, 2], [2, 0, 2, 2, 2]]","[1, 16, 3, 2, 8]",24,9,1,0.072,0.06999999999999999,0.002,"[7, 9, 11]",3,greedy,5,5,6862,6,217,211,1.034885344913678e+19,attentional-mouselab,13,459938,0.0-3.0-10.0,5fd10f90ab4f60044c20aeeb,5fe0d3d8e9df3d280f4d1f53,5fe116efefea40b0e3475b06,59
mouselab,False,"[18, 18, 17, 17, 16, 16, 15, 15, 13, 13, 8, 8, 23, 23]","[[3, 4, 4, 6, 6], [4, 9, 4, 1, 8], [3, 5, 4, 2, 5], [5, 4, 4, 6, 6], [6, 8, 2, 2, 5]]","[[2, 2, 2, 2, 2], [0, 2, 2, 2, 0], [2, 2, 2, 2, 0], [2, 2, 2, 2, 0], [2, 2, 0, 2, 0]]","[9, 4, 4, 10, 3]",14,10,4,0.06,0.05533333333333333,0.004666666666666667,"[18, 17, 16, 15, 13, 8, 23]",7,random,5,5,13177,14,181,167,9.119517580776992e+18,attentional-mouselab,14,479261,0.0-3.0-11.0,5fd10f90ab4f60044c20aeeb,5fe0d3d8e9df3d280f4d1f53,5fe116efefea40b0e3475b06,59
mouselab,False,"[7, 7, 5, 5, 8, 8, 9, 9, 14, 14, 24, 24, 4, 4, 10, 10, 20, 20]","[[7, 6, 4, 6, 6], [6, 5, 4, 2, 7], [4, 4, 2, 9, 7], [8, 7, 6, 4, 1], [7, 6, 5, 6, 4]]","[[0, 2, 2, 2, 2], [2, 0, 2, 2, 2], [2, 2, 2, 2, 2], [0, 2, 2, 2, 0], [2, 0, 0, 2, 2]]","[2, 20, 2, 1, 5]",28,11,0,0.062,0.056,0.006,"[7, 5, 8, 9, 14, 24, 4, 10, 20]",9,greedy,5,5,16776,18,185,167,4.807004777657455e+18,attentional-mouselab,15,498814,0.0-3.0-12.0,5fd10f90ab4f60044c20aeeb,5fe0d3d8e9df3d280f4d1f53,5fe116efefea40b0e3475b06,59
mouselab,False,"[10, 10, 11, 11, 12, 12, 13, 13, 18, 18]","[[5, 4, 7, 7, 4], [7, 5, 7, 6, 7], [7, 6, 5, 5, 0], [6, 5, 5, 4, 6], [5, 6, 8, 7, 4]]","[[0, 2, 2, 0, 2], [2, 2, 2, 0, 0], [2, 2, 2, 2, 0], [2, 2, 2, 2, 2], [2, 2, 2, 0, 2]]","[1, 2, 11, 8, 8]",18,12,3,0.054,0.050666666666666665,0.0033333333333333335,"[10, 11, 12, 13, 18]",5,random,5,5,15612,10,162,152,1.8249571375343794e+19,attentional-mouselab,16,517232,0.0-3.0-13.0,5fd10f90ab4f60044c20aeeb,5fe0d3d8e9df3d280f4d1f53,5fe116efefea40b0e3475b06,59
mouselab,False,"[1, 1, 0, 0, 2, 2, 3, 3, 4, 4]","[[6, 8, 5, 4, 6], [6, 6, 4, 6, 9], [3, 3, 4, 3, 6], [4, 5, 6, 6, 2], [2, 5, 6, 7, 4]]","[[2, 2, 2, 2, 2], [2, 2, 2, 0, 0], [0, 2, 2, 2, 0], [2, 2, 2, 2, 2], [2, 2, 2, 0, 0]]","[17, 2, 4, 3, 4]",22,13,1,0.065,0.06166666666666667,0.0033333333333333335,"[1, 0, 2, 3, 4]",5,random,5,5,16026,10,195,185,9.217187632812362e+18,attentional-mouselab,17,535395,0.0-3.0-14.0,5fd10f90ab4f60044c20aeeb,5fe0d3d8e9df3d280f4d1f53,5fe116efefea40b0e3475b06,59
mouselab,False,"[0, 0, 1, 1, 2, 2, 3, 3, 4, 4, 18, 18]","[[5, 3, 3, 5, 3], [5, 4, 4, 4, 5], [7, 4, 6, 4, 5], [3, 4, 8, 6, 6], [4, 5, 6, 5, 7]]","[[2, 2, 2, 2, 2], [2, 0, 2, 0, 0], [0, 2, 2, 2, 2], [2, 0, 2, 2, 2], [0, 2, 2, 2, 2]]","[13, 3, 4, 2, 8]",18,14,3,0.048,0.044,0.004,"[0, 1, 2, 3, 4, 18]",6,random,5,5,14829,12,145,133,1.351368080480367e+19,attentional-mouselab,18,551641,0.0-3.0-15.0,5fd10f90ab4f60044c20aeeb,5fe0d3d8e9df3d280f4d1f53,5fe116efefea40b0e3475b06,59
mouselab,False,"[20, 20, 21, 21, 22, 22, 24, 24, 13, 13]","[[5, 2, 4, 3, 5], [7, 3, 6, 6, 3], [3, 6, 4, 6, 8], [4, 4, 4, 8, 8], [6, 4, 2, 6, 2]]","[[2, 2, 2, 0, 2], [2, 2, 2, 0, 2], [2, 0, 2, 2, 2], [2, 0, 2, 0, 2], [2, 2, 2, 0, 2]]","[5, 8, 2, 5, 10]",12,15,3,0.058,0.05466666666666667,0.0033333333333333335,"[20, 21, 22, 24, 13]",5,greedy,5,5,11234,10,175,165,3.5355119122491464e+18,attentional-mouselab,19,564201,0.0-3.0-16.0,5fd10f90ab4f60044c20aeeb,5fe0d3d8e9df3d280f4d1f53,5fe116efefea40b0e3475b06,59
mouselab,False,"[6, 6, 5, 5]","[[6, 7, 9, 6, 2], [5, 5, 8, 8, 2], [2, 5, 4, 4, 4], [4, 5, 3, 5, 3], [5, 4, 2, 5, 3]]","[[2, 2, 0, 2, 2], [2, 2, 0, 0, 0], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 0, 2, 0]]","[2, 5, 3, 15, 5]",18,16,2,0.042,0.04066666666666667,0.0013333333333333333,"[6, 5]",2,extreme,5,5,6067,4,125,121,9.147404896603855e+18,attentional-mouselab,20,571897,0.0-3.0-17.0,5fd10f90ab4f60044c20aeeb,5fe0d3d8e9df3d280f4d1f53,5fe116efefea40b0e3475b06,59
mouselab,False,"[0, 0, 15, 15, 18, 18, 19, 19, 4, 4, 3, 3, 1, 1, 7, 7, 22, 22, 20, 20]","[[5, 3, 2, 4, 6], [8, 4, 3, 4, 3], [6, 5, 8, 6, 5], [4, 3, 6, 2, 7], [5, 5, 3, 9, 4]]","[[2, 2, 0, 2, 2], [0, 2, 2, 2, 2], [0, 2, 0, 2, 2], [2, 0, 0, 2, 2], [2, 2, 2, 2, 2]]","[11, 2, 3, 11, 3]",20,17,0,0.049,0.042333333333333334,0.006666666666666667,"[0, 15, 18, 19, 4, 3, 1, 7, 22, 20]",10,greedy,5,5,25539,20,148,128,1.2062330637835756e+19,attentional-mouselab,21,598682,0.0-3.0-18.0,5fd10f90ab4f60044c20aeeb,5fe0d3d8e9df3d280f4d1f53,5fe116efefea40b0e3475b06,59
mouselab,False,"[20, 20, 22, 22, 23, 23]","[[8, 5, 7, 9, 6], [5, 3, 5, 5, 8], [2, 9, 5, 3, 5], [4, 3, 6, 4, 4], [6, 6, 5, 4, 1]]","[[2, 2, 2, 0, 2], [2, 2, 2, 2, 2], [0, 0, 2, 2, 2], [0, 2, 2, 2, 2], [2, 0, 2, 2, 0]]","[3, 7, 2, 6, 12]",14,18,1,0.048,0.046,0.002,"[20, 22, 23]",3,extreme,5,5,9090,6,144,138,1.0128368857431386e+19,attentional-mouselab,22,609889,0.0-3.0-19.0,5fd10f90ab4f60044c20aeeb,5fe0d3d8e9df3d280f4d1f53,5fe116efefea40b0e3475b06,59
mouselab,False,"[6, 6, 7, 7, 8, 8]","[[6, 5, 5, 0, 7], [5, 8, 4, 4, 8], [5, 4, 3, 5, 4], [6, 4, 2, 6, 5], [6, 8, 6, 4, 7]]","[[2, 2, 2, 0, 0], [0, 2, 2, 2, 0], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 0, 0]]","[2, 10, 8, 1, 9]",18,19,4,0.065,0.063,0.002,"[6, 7, 8]",3,greedy,5,5,9992,6,194,188,1.260570537398292e+19,attentional-mouselab,23,621692,0.0-3.0-20.0,5fd10f90ab4f60044c20aeeb,5fe0d3d8e9df3d280f4d1f53,5fe116efefea40b0e3475b06,59
mouselab,False,"[11, 11, 12, 12, 13, 13, 14, 14, 9, 8, 7, 5, 5, 7, 8, 9]","[[6, 7, 6, 7, 5], [7, 2, 3, 6, 5], [10, 5, 5, 4, 6], [6, 7, 4, 3, 6], [6, 7, 6, 8, 5]]","[[0, 2, 2, 2, 0], [2, 0, 2, 2, 2], [0, 2, 2, 2, 2], [2, 2, 2, 2, 0], [2, 2, 2, 0, 2]]","[3, 11, 6, 2, 8]",14,20,0,0.072,0.06666666666666667,0.005333333333333333,"[11, 12, 13, 14, 5, 7, 8, 9]",8,extreme,5,5,14484,16,215,199,3.4326465952862377e+18,attentional-mouselab,24,637617,0.0-3.0-21.0,5fd10f90ab4f60044c20aeeb,5fe0d3d8e9df3d280f4d1f53,5fe116efefea40b0e3475b06,59
mouselab,False,"[10, 10, 12, 12, 11, 11]","[[6, 4, 4, 6, 6], [5, 6, 6, 8, 3], [5, 5, 8, 4, 3], [7, 5, 5, 5, 5], [8, 4, 6, 6, 7]]","[[2, 0, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 0, 0], [0, 2, 0, 2, 2], [2, 2, 0, 2, 2]]","[2, 8, 14, 3, 3]",20,21,2,0.067,0.065,0.002,"[10, 12, 11]",3,random,5,5,13322,6,201,195,3.3934837964546e+18,attentional-mouselab,25,652701,0.0-3.0-22.0,5fd10f90ab4f60044c20aeeb,5fe0d3d8e9df3d280f4d1f53,5fe116efefea40b0e3475b06,59
mouselab,False,"[20, 20, 21, 21, 22, 22, 23, 23, 24, 24]","[[7, 6, 3, 4, 5], [8, 5, 5, 4, 3], [6, 3, 3, 5, 6], [4, 1, 4, 5, 5], [6, 7, 4, 5, 6]]","[[0, 2, 0, 0, 0], [2, 2, 2, 2, 2], [0, 2, 2, 2, 2], [2, 2, 2, 2, 0], [2, 2, 2, 2, 2]]","[5, 9, 1, 5, 10]",14,22,1,0.051,0.04766666666666666,0.0033333333333333335,"[20, 21, 22, 23, 24]",5,random,5,5,10156,10,153,143,1.5406485141479457e+19,attentional-mouselab,26,664506,0.0-3.0-23.0,5fd10f90ab4f60044c20aeeb,5fe0d3d8e9df3d280f4d1f53,5fe116efefea40b0e3475b06,59
mouselab,False,"[6, 6, 2, 2, 1, 1, 12, 12, 17, 17, 22, 22]","[[5, 6, 5, 8, 5], [6, 4, 10, 5, 2], [5, 5, 5, 2, 6], [2, 8, 5, 9, 2], [7, 5, 5, 6, 6]]","[[0, 2, 2, 0, 2], [2, 2, 0, 2, 2], [2, 2, 2, 2, 2], [0, 0, 2, 0, 2], [2, 2, 2, 2, 2]]","[9, 8, 5, 6, 2]",10,23,2,0.063,0.059,0.004,"[6, 2, 1, 12, 17, 22]",6,greedy,5,5,10981,12,190,178,1.3306836032672135e+19,attentional-mouselab,27,677118,0.0-3.0-24.0,5fd10f90ab4f60044c20aeeb,5fe0d3d8e9df3d280f4d1f53,5fe116efefea40b0e3475b06,59
mouselab,False,"[10, 10, 11, 11, 12, 12, 13, 13, 14, 14]","[[7, 2, 2, 4, 7], [3, 4, 3, 8, 8], [6, 5, 6, 7, 4], [7, 5, 2, 6, 8], [5, 6, 7, 8, 5]]","[[2, 0, 2, 2, 2], [2, 2, 2, 0, 2], [2, 2, 2, 2, 2], [2, 2, 0, 2, 2], [0, 2, 0, 0, 2]]","[4, 3, 10, 1, 12]",20,24,3,0.071,0.06766666666666667,0.0033333333333333335,"[10, 11, 12, 13, 14]",5,random,5,5,9980,10,212,202,4.249527562425078e+18,attentional-mouselab,28,688556,0.0-3.0-25.0,5fd10f90ab4f60044c20aeeb,5fe0d3d8e9df3d280f4d1f53,5fe116efefea40b0e3475b06,59
