"","type","is_practice","click_values","payoff_matrix","cost_matrix","weights","weights_deviation","trial_num","selected_option","gross_earnings","net_earnings","click_cost","uncovered_values","num_values_revealed","nudge_type","num_baskets","num_features","reaction_time","points_click_cost","points_action_utility","points_metalevel_reward","problem_id","trial_type","trial_index","time_elapsed","participant_id"
"11","mouselab","False","[20, 10, 5]","[[6, 5, 5, 4, 5], [7, 7, 5, 3, 6], [6, 6, 3, 6, 0], [5, 7, 6, 7, 9], [9, 3, 6, 4, 5]]","[[3, 3, 3, 3, 3], [1, 3, 3, 3, 3], [1, 3, 3, 3, 1], [3, 3, 1, 3, 3], [1, 3, 1, 3, 3]]","[12, 6, 6, 5, 1]",12,11,0,0.061,0.06,0.001,"[20, 10, 5]",3,"greedy",5,5,3343,3,184,181,10087389533550698496,"attentional-mouselab",15,291203,0
"12","mouselab","False","[0, 15, 14, 4, 8, 16]","[[3, 5, 6, 3, 6], [0, 6, 4, 2, 5], [4, 6, 4, 6, 3], [4, 3, 3, 3, 7], [6, 2, 4, 4, 4]]","[[1, 3, 3, 3, 1], [3, 3, 3, 1, 3], [3, 3, 3, 3, 1], [1, 1, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 7, 6, 3, 12]",14,12,2,0.04,0.038,0.002,"[0, 15, 14, 4, 8, 16]",6,"random",5,5,6335,6,121,115,1241159490087320320,"attentional-mouselab",16,299331,0
"13","mouselab","False","[21, 16, 18, 8, 12, 4]","[[6, 2, 4, 2, 4], [6, 7, 7, 6, 6], [5, 4, 7, 6, 5], [4, 2, 6, 5, 5], [6, 3, 5, 5, 6]]","[[3, 3, 3, 3, 1], [3, 3, 3, 1, 3], [3, 3, 1, 3, 3], [3, 1, 3, 1, 3], [3, 1, 3, 3, 3]]","[4, 3, 8, 10, 5]",12,13,3,0.05,0.048,0.002,"[21, 16, 18, 8, 12, 4]",6,"random",5,5,4654,6,149,143,6795761916595837952,"attentional-mouselab",17,306828,0
"14","mouselab","False","[17, 2, 3, 18, 23, 19]","[[6, 3, 8, 6, 4], [5, 4, 6, 6, 4], [5, 8, 5, 4, 2], [5, 5, 8, 7, 5], [5, 2, 4, 7, 6]]","[[3, 3, 1, 1, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 1, 1, 1], [3, 3, 3, 1, 3]]","[6, 13, 5, 5, 1]",14,14,3,0.059,0.057,0.002,"[17, 2, 3, 18, 23, 19]",6,"greedy",5,5,7303,6,176,170,5983980976498723840,"attentional-mouselab",18,315699,0
"15","mouselab","False","[18, 13, 8, 3]","[[6, 5, 4, 9, 8], [8, 4, 6, 8, 8], [6, 5, 4, 7, 8], [4, 2, 4, 8, 6], [6, 4, 6, 5, 4]]","[[3, 3, 3, 1, 3], [3, 1, 3, 1, 3], [3, 3, 3, 1, 3], [3, 3, 3, 1, 3], [1, 3, 3, 3, 3]]","[7, 5, 11, 2, 5]",12,15,3,0.074,0.0726666666666667,0.00133333333333333,"[18, 13, 8, 3]",4,"greedy",5,5,2639,4,221,217,10014257310272610304,"attentional-mouselab",19,320843,0
"16","mouselab","False","[22, 17, 12, 19, 14, 13]","[[5, 6, 5, 6, 7], [6, 6, 4, 4, 4], [4, 6, 2, 5, 5], [5, 4, 4, 4, 7], [4, 5, 7, 5, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 1, 1, 1], [3, 3, 1, 3, 1], [3, 3, 1, 3, 3]]","[3, 7, 10, 6, 4]",10,16,0,0.048,0.046,0.002,"[22, 17, 12, 19, 14, 13]",6,"extreme",5,5,10080,6,143,137,9775313833387243520,"attentional-mouselab",20,335467,0
"17","mouselab","False","[20, 5, 16, 2, 13, 19]","[[7, 4, 4, 6, 7], [7, 6, 6, 5, 9], [4, 4, 6, 6, 6], [4, 5, 3, 7, 6], [6, 8, 8, 8, 7]]","[[3, 3, 1, 3, 3], [1, 3, 3, 3, 3], [3, 3, 3, 1, 3], [3, 1, 3, 3, 1], [1, 3, 3, 3, 3]]","[10, 10, 3, 5, 2]",16,17,0,0.061,0.059,0.002,"[20, 5, 16, 2, 13, 19]",6,"random",5,5,4816,6,184,178,16796986918540187648,"attentional-mouselab",21,341979,0
"18","mouselab","False","[12, 7, 2, 14, 4]","[[7, 7, 5, 3, 5], [4, 5, 5, 9, 5], [2, 6, 3, 6, 7], [6, 8, 2, 7, 6], [4, 5, 5, 4, 7]]","[[3, 3, 1, 3, 1], [3, 3, 1, 3, 3], [3, 3, 1, 3, 1], [3, 3, 3, 1, 3], [3, 3, 3, 3, 3]]","[2, 6, 1, 11, 10]",18,18,4,0.061,0.0593333333333333,0.00166666666666667,"[12, 7, 2, 14, 4]",5,"random",5,5,3904,5,183,178,12634240091604267008,"attentional-mouselab",22,347635,0
"19","mouselab","False","[5, 15, 13, 3, 9, 2]","[[5, 3, 3, 3, 6], [6, 6, 4, 5, 6], [6, 5, 5, 3, 4], [6, 6, 6, 6, 4], [6, 5, 7, 7, 5]]","[[3, 3, 1, 1, 3], [1, 3, 3, 3, 1], [3, 3, 3, 1, 3], [1, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[13, 12, 1, 2, 2]",26,19,0,0.056,0.054,0.002,"[5, 15, 13, 3, 9, 2]",6,"extreme",5,5,9471,6,167,161,2474693085035724800,"attentional-mouselab",23,358939,0
"20","mouselab","False","[12, 7, 2]","[[8, 6, 8, 2, 6], [4, 7, 5, 6, 6], [6, 6, 9, 4, 5], [5, 4, 7, 8, 5], [7, 9, 7, 7, 6]]","[[3, 3, 1, 3, 3], [3, 3, 1, 3, 3], [3, 3, 1, 3, 3], [3, 3, 3, 1, 3], [3, 1, 3, 3, 1]]","[1, 8, 7, 1, 13]",20,20,2,0.07,0.069,0.001,"[12, 7, 2]",3,"extreme",5,5,3582,3,209,206,15590174176918874112,"attentional-mouselab",24,364131,0
"21","mouselab","False","[21, 11, 6, 7, 3, 14]","[[3, 5, 6, 4, 5], [6, 7, 9, 3, 8], [8, 7, 6, 4, 5], [3, 8, 6, 4, 5], [4, 2, 5, 4, 5]]","[[3, 3, 3, 1, 3], [3, 1, 1, 3, 3], [3, 1, 3, 3, 1], [3, 3, 3, 3, 3], [3, 1, 3, 3, 3]]","[2, 6, 12, 1, 9]",18,21,0,0.059,0.057,0.002,"[21, 11, 6, 7, 3, 14]",6,"greedy",5,5,6206,6,177,171,14920728493487267840,"attentional-mouselab",25,371938,0
"22","mouselab","False","[24, 19, 14, 10, 11, 17]","[[7, 5, 4, 7, 6], [3, 6, 5, 5, 5], [8, 1, 5, 5, 7], [3, 5, 2, 5, 6], [4, 6, 3, 7, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 3, 3, 1], [3, 3, 1, 3, 1], [3, 3, 3, 3, 1]]","[7, 2, 4, 9, 8]",12,22,0,0.049,0.047,0.002,"[24, 19, 14, 10, 11, 17]",6,"extreme",5,5,5424,6,146,140,1135590645018953344,"attentional-mouselab",26,385019,0
"23","mouselab","False","[15, 5]","[[5, 4, 4, 6, 6], [9, 6, 4, 5, 3], [2, 2, 3, 4, 3], [8, 7, 9, 7, 6], [5, 6, 6, 7, 9]]","[[3, 3, 3, 3, 3], [1, 1, 3, 1, 3], [3, 3, 1, 3, 3], [1, 3, 3, 3, 3], [3, 3, 3, 3, 1]]","[6, 3, 14, 2, 5]",16,23,0,0.042,0.0413333333333333,0.000666666666666667,"[15, 5]",2,"greedy",5,5,3166,2,126,124,18326115816456552448,"attentional-mouselab",27,389851,0
"24","mouselab","False","[6, 1, 24, 9]","[[6, 6, 5, 4, 4], [4, 5, 6, 4, 9], [3, 1, 4, 8, 5], [4, 6, 9, 4, 4], [6, 4, 6, 4, 7]]","[[1, 1, 3, 3, 3], [3, 1, 3, 3, 1], [3, 3, 3, 3, 3], [3, 3, 1, 3, 3], [3, 3, 3, 3, 1]]","[10, 2, 6, 7, 5]",10,24,4,0.05,0.0486666666666667,0.00133333333333333,"[6, 1, 24, 9]",4,"greedy",5,5,4751,4,151,147,7803630592869301248,"attentional-mouselab",28,396011,0
"25","mouselab","False","[14, 4, 17, 5, 20, 6]","[[6, 5, 6, 6, 5], [0, 8, 6, 5, 6], [4, 6, 5, 5, 4], [5, 5, 8, 5, 4], [4, 5, 5, 7, 8]]","[[3, 3, 3, 3, 1], [1, 1, 3, 3, 3], [3, 3, 3, 3, 1], [3, 3, 1, 3, 3], [1, 3, 3, 3, 3]]","[10, 4, 5, 8, 3]",12,25,1,0.056,0.054,0.002,"[14, 4, 17, 5, 20, 6]",6,"extreme",5,5,12038,6,167,161,9369186435402594304,"attentional-mouselab",29,409796,0
"26","mouselab","False","[16, 6, 22, 12, 5, 20, 3, 3, 3]","[[5, 7, 3, 4, 5], [3, 7, 4, 1, 4], [7, 7, 6, 3, 3], [6, 5, 4, 5, 10], [4, 5, 3, 3, 5]]","[[3, 3, 3, 3, 3], [1, 1, 3, 3, 3], [3, 3, 1, 3, 3], [3, 1, 3, 3, 3], [1, 3, 1, 3, 3]]","[20, 1, 4, 2, 3]",28,26,2,0.035,0.032,0.003,"[16, 6, 22, 12, 5, 20, 3]",7,"random",5,5,10502,9,105,96,2055494657274344192,"attentional-mouselab",30,422339,0
"27","mouselab","False","[2, 22, 21, 5, 14, 13]","[[2, 3, 5, 6, 2], [3, 3, 6, 4, 6], [0, 3, 7, 2, 6], [4, 4, 4, 7, 5], [5, 3, 5, 6, 5]]","[[3, 3, 1, 3, 3], [1, 3, 3, 3, 3], [3, 3, 3, 1, 1], [3, 3, 3, 3, 3], [3, 1, 1, 3, 3]]","[3, 13, 11, 1, 2]",24,27,4,0.055,0.053,0.002,"[2, 22, 21, 5, 14, 13]",6,"random",5,5,7863,6,165,159,2902380802231426048,"attentional-mouselab",31,431579,0
"28","mouselab","False","[0, 20, 1, 17, 8, 24]","[[5, 7, 3, 6, 7], [6, 4, 7, 4, 4], [5, 5, 4, 5, 3], [8, 3, 3, 5, 6], [7, 4, 5, 2, 3]]","[[1, 1, 3, 3, 3], [3, 3, 3, 1, 3], [3, 3, 3, 3, 3], [3, 3, 1, 3, 3], [1, 3, 3, 3, 1]]","[1, 2, 21, 1, 5]",30,28,0,0.055,0.053,0.002,"[0, 20, 1, 17, 8, 24]",6,"random",5,5,8543,6,165,159,3405312285168718848,"attentional-mouselab",32,442547,0
"29","mouselab","False","[24, 19, 4]","[[5, 4, 3, 6, 4], [4, 7, 7, 6, 4], [6, 1, 4, 1, 6], [6, 6, 6, 7, 3], [4, 7, 6, 3, 7]]","[[3, 1, 3, 3, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 1, 1, 1], [3, 3, 3, 3, 1]]","[1, 5, 7, 13, 4]",16,29,4,0.044,0.043,0.001,"[24, 19, 4]",3,"random",5,5,3406,3,133,130,15257394374067597312,"attentional-mouselab",33,448851,0
"30","mouselab","False","[]","[[4, 6, 6, 2, 5], [9, 5, 6, 9, 5], [5, 7, 3, 6, 3], [5, 9, 6, 4, 1], [5, 5, 2, 6, 4]]","[[3, 3, 1, 3, 3], [3, 3, 3, 1, 3], [3, 1, 1, 3, 1], [3, 3, 3, 3, 3], [3, 1, 3, 3, 3]]","[1, 2, 6, 16, 5]",20,30,0,0.052,0.052,0,"[]",0,"random",5,5,2694,0,157,157,15848790106198056960,"attentional-mouselab",34,453331,0
"31","mouselab","False","[]","[[4, 6, 7, 3, 2], [5, 4, 3, 9, 3], [8, 7, 6, 6, 4], [5, 2, 5, 2, 5], [10, 4, 2, 9, 5]]","[[3, 1, 3, 3, 3], [3, 3, 3, 1, 1], [1, 3, 3, 3, 3], [3, 3, 1, 3, 3], [1, 3, 3, 3, 3]]","[3, 4, 3, 11, 9]",16,31,2,0.041,0.041,0,"[]",0,"greedy",5,5,2103,0,124,124,9375582561791078400,"attentional-mouselab",35,457139,0
"32","mouselab","False","[]","[[3, 1, 5, 7, 3], [6, 7, 3, 6, 2], [8, 3, 6, 4, 4], [6, 4, 4, 5, 4], [7, 4, 4, 4, 4]]","[[3, 1, 3, 3, 3], [3, 3, 3, 3, 1], [1, 3, 3, 1, 3], [3, 1, 3, 1, 3], [3, 3, 3, 3, 3]]","[5, 6, 5, 3, 11]",10,32,2,0.043,0.043,0,"[]",0,"extreme",5,5,2262,0,129,129,3252776471401283584,"attentional-mouselab",36,460955,0
"33","mouselab","True","[6, 20, 13, 3, 4, 9, 15, 10, 5, 0, 24, 17, 7, 16, 11, 21, 22, 23, 18, 12, 8, 2, 1, 14, 19, 20, 4, 4, 14, 19, 24, 23, 18, 8, 7, 12, 17, 22, 21, 16, 11, 2, 1, 0, 5, 10, 15, 14, 19, 24, 11, 16, 21, 22, 12, 2, 0, 10, 16, 11, 7, 8, 18, 23, 17, 15, 5, 1, 15, 7]","[[8, 4, 4, 5, 4], [5, 5, 6, 3, 5], [10, 3, 8, 4, 2], [5, 6, 7, 5, 5], [10, 5, 2, 6, 3]]","[[3, 3, 3, 1, 1], [3, 1, 3, 3, 1], [3, 3, 3, 1, 3], [3, 3, 3, 3, 3], [1, 3, 3, 3, 3]]","[1, 18, 4, 5, 2]",24,1,0,0.061,0.04,0.021,"[6, 20, 13, 3, 4, 9, 14, 19, 24, 11, 16, 21, 22, 12, 2, 0, 10, 7, 8, 18, 23, 17, 15, 5, 1]",25,"random",5,5,220041,63,183,120,7428667766645370880,"attentional-mouselab",4,564750,1
"34","mouselab","True","[0, 10, 20]","[[3, 3, 4, 4, 3], [4, 6, 5, 4, 4], [5, 3, 4, 6, 3], [5, 3, 4, 9, 3], [5, 7, 7, 5, 4]]","[[1, 3, 3, 3, 3], [3, 3, 3, 3, 1], [1, 3, 3, 3, 3], [3, 1, 1, 3, 3], [1, 3, 3, 3, 3]]","[6, 4, 7, 1, 12]",14,2,0,0.045,0.044,0.001,"[0, 10, 20]",3,"random",5,5,15086,3,134,131,13017799944591378432,"attentional-mouselab",5,584697,1
"35","mouselab","False","[1, 11, 21, 20, 10, 13, 3, 2, 17, 24, 4]","[[6, 5, 3, 4, 5], [8, 7, 5, 2, 7], [5, 7, 4, 8, 8], [5, 5, 3, 3, 5], [3, 3, 3, 7, 5]]","[[1, 3, 3, 3, 3], [3, 3, 1, 3, 1], [3, 3, 3, 3, 1], [3, 3, 3, 1, 3], [3, 3, 3, 1, 3]]","[8, 11, 7, 3, 1]",16,3,0,0.063,0.0593333333333333,0.00366666666666667,"[]",0,"greedy",5,5,16671,11,189,178,17865148498496233472,"attentional-mouselab",7,611956,1
"36","mouselab","False","[0, 5]","[[7, 4, 4, 6, 8], [7, 1, 8, 4, 6], [7, 6, 6, 4, 3], [6, 4, 7, 2, 7], [4, 6, 4, 8, 3]]","[[3, 1, 1, 3, 1], [3, 1, 3, 1, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 1, 3]]","[3, 6, 9, 7, 5]",8,4,0,0.063,0.0623333333333333,0.000666666666666667,"[]",0,"extreme",5,5,12284,2,188,186,9401549732085469184,"attentional-mouselab",8,628696,1
"37","mouselab","False","[2, 17, 11]","[[7, 6, 6, 5, 6], [9, 7, 2, 5, 6], [5, 5, 5, 5, 6], [5, 4, 6, 2, 6], [4, 7, 4, 5, 3]]","[[3, 3, 3, 3, 3], [1, 3, 3, 1, 3], [3, 3, 1, 3, 3], [3, 3, 3, 1, 3], [1, 3, 3, 3, 1]]","[1, 3, 13, 7, 6]",16,5,2,0.048,0.047,0.001,"[]",0,"random",5,5,6760,3,143,140,17783538072275853312,"attentional-mouselab",9,637528,1
"38","mouselab","False","[4, 19]","[[7, 4, 2, 4, 3], [3, 4, 4, 6, 6], [5, 5, 3, 6, 3], [3, 5, 6, 3, 7], [3, 6, 3, 2, 5]]","[[1, 3, 1, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 1], [1, 1, 3, 3, 3], [3, 3, 3, 1, 3]]","[1, 6, 10, 4, 9]",14,6,4,0.047,0.0463333333333333,0.000666666666666667,"[]",0,"extreme",5,5,4983,2,142,140,1409868610920274432,"attentional-mouselab",10,644030,1
"39","mouselab","False","[1, 11]","[[7, 6, 5, 6, 5], [7, 4, 4, 7, 5], [6, 5, 6, 6, 7], [5, 5, 3, 4, 7], [5, 3, 3, 5, 4]]","[[1, 3, 3, 3, 3], [3, 3, 1, 1, 3], [3, 3, 3, 3, 1], [3, 3, 3, 3, 3], [3, 1, 1, 3, 3]]","[11, 6, 11, 1, 1]",20,7,1,0.051,0.0503333333333333,0.000666666666666667,"[]",0,"extreme",5,5,6805,2,153,151,18352713824288657408,"attentional-mouselab",11,652389,1
"40","mouselab","False","[5, 10, 15, 20]","[[2, 4, 2, 5, 3], [6, 8, 5, 6, 1], [5, 3, 5, 5, 6], [6, 7, 1, 4, 4], [5, 5, 3, 5, 5]]","[[1, 3, 3, 1, 1], [3, 1, 3, 3, 3], [3, 3, 3, 1, 3], [3, 1, 3, 3, 3], [3, 3, 3, 3, 3]]","[6, 5, 3, 3, 13]",14,8,0,0.047,0.0456666666666667,0.00133333333333333,"[]",0,"greedy",5,5,7030,4,140,136,15222990869482067968,"attentional-mouselab",12,661164,1
"41","mouselab","False","[6, 11, 21, 16]","[[7, 7, 5, 7, 7], [4, 6, 6, 6, 8], [8, 5, 6, 5, 4], [3, 8, 3, 1, 4], [4, 5, 7, 4, 5]]","[[3, 1, 3, 3, 3], [3, 3, 3, 3, 1], [3, 3, 1, 3, 3], [3, 1, 3, 3, 3], [3, 3, 3, 1, 1]]","[11, 2, 8, 5, 4]",14,9,1,0.063,0.0616666666666667,0.00133333333333333,"[16]",1,"greedy",5,5,30172,4,189,185,13646835255331831808,"attentional-mouselab",13,693250,1
"42","mouselab","False","[24, 19, 14, 9, 4]","[[5, 1, 4, 8, 0], [2, 6, 5, 5, 5], [7, 4, 5, 7, 6], [0, 4, 7, 6, 5], [5, 4, 4, 4, 3]]","[[1, 3, 1, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 1, 3], [3, 3, 3, 3, 3], [1, 1, 3, 3, 1]]","[3, 4, 3, 10, 10]",16,10,4,0.039,0.0373333333333333,0.00166666666666667,"[24]",1,"random",5,5,7920,5,118,113,16329315507694612480,"attentional-mouselab",14,703116,1
"43","mouselab","False","[21, 11, 1]","[[5, 6, 2, 5, 4], [6, 5, 4, 5, 6], [6, 7, 5, 1, 7], [8, 3, 6, 5, 7], [2, 5, 5, 7, 8]]","[[1, 1, 3, 3, 1], [3, 3, 3, 1, 3], [3, 3, 1, 1, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[7, 9, 6, 3, 5]",8,11,1,0.054,0.053,0.001,"[1]",1,"random",5,5,5433,3,163,160,4173863896540396032,"attentional-mouselab",15,710541,1
"44","mouselab","False","[3, 13, 23]","[[7, 5, 10, 6, 6], [4, 4, 6, 6, 5], [5, 2, 4, 6, 6], [3, 7, 7, 10, 3], [4, 5, 6, 7, 5]]","[[3, 3, 1, 3, 3], [3, 3, 1, 3, 3], [3, 3, 3, 3, 3], [3, 1, 3, 1, 3], [3, 3, 3, 1, 1]]","[1, 10, 12, 3, 4]",20,12,3,0.065,0.064,0.001,"[23]",1,"greedy",5,5,7627,3,196,193,5213520223006531584,"attentional-mouselab",16,720205,1
"45","mouselab","False","[4, 14, 24]","[[5, 6, 5, 5, 4], [3, 3, 5, 2, 5], [2, 4, 4, 7, 3], [5, 5, 7, 7, 4], [6, 5, 5, 8, 6]]","[[1, 1, 3, 3, 1], [3, 3, 3, 3, 3], [3, 3, 3, 1, 3], [3, 3, 3, 1, 3], [3, 3, 3, 1, 3]]","[10, 5, 7, 6, 2]",10,13,4,0.041,0.04,0.001,"[4]",1,"greedy",5,5,5467,3,122,119,1161197681209234432,"attentional-mouselab",17,727810,1
"46","mouselab","False","[1, 11, 21]","[[2, 7, 9, 3, 6], [0, 3, 3, 3, 2], [5, 6, 6, 8, 4], [8, 5, 4, 6, 5], [7, 4, 6, 6, 7]]","[[1, 3, 1, 3, 3], [1, 3, 3, 3, 3], [3, 3, 3, 1, 1], [3, 3, 3, 3, 3], [1, 3, 3, 3, 3]]","[16, 7, 2, 2, 3]",22,14,1,0.056,0.055,0.001,"[]",0,"greedy",5,5,6997,3,167,164,7791683680795347968,"attentional-mouselab",18,736720,1
"47","mouselab","False","[0, 10, 20]","[[4, 3, 2, 2, 2], [8, 7, 5, 4, 6], [6, 6, 3, 3, 5], [7, 3, 7, 7, 4], [3, 5, 6, 3, 5]]","[[3, 1, 3, 1, 3], [3, 3, 3, 3, 3], [3, 1, 3, 3, 1], [3, 1, 1, 3, 3], [3, 3, 3, 3, 3]]","[16, 4, 3, 5, 2]",20,15,0,0.052,0.051,0.001,"[]",0,"random",5,5,4915,3,155,152,1283684762200988928,"attentional-mouselab",19,743133,1
"48","mouselab","False","[9, 19]","[[5, 4, 4, 7, 6], [7, 3, 5, 5, 2], [2, 8, 5, 4, 3], [5, 7, 6, 4, 7], [2, 7, 4, 6, 2]]","[[3, 3, 3, 3, 1], [1, 3, 3, 3, 3], [3, 1, 3, 3, 3], [3, 1, 3, 3, 3], [3, 1, 1, 3, 3]]","[1, 4, 7, 9, 9]",14,16,4,0.039,0.0383333333333333,0.000666666666666667,"[]",0,"greedy",5,5,6896,2,116,114,16025433319028944896,"attentional-mouselab",20,751402,1
"49","mouselab","False","[0, 10, 20]","[[4, 5, 7, 6, 4], [5, 3, 4, 5, 4], [8, 4, 4, 4, 4], [5, 7, 4, 3, 5], [2, 4, 4, 10, 5]]","[[3, 3, 1, 3, 3], [1, 1, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 3, 3, 1], [3, 3, 3, 3, 3]]","[10, 2, 9, 6, 3]",14,17,0,0.053,0.052,0.001,"[]",0,"random",5,5,4781,3,158,155,7650918994044478464,"attentional-mouselab",21,757837,1
