type,is_practice,click_values,payoff_matrix,cost_matrix,weights,weights_deviation,trial_num,selected_option,gross_earnings,net_earnings,click_cost,uncovered_values,experiment_type,trial_nudge,nudge_index,chose_nudge,og_baskets,shown_baskets,num_features,cost,reaction_time,naive,trial_type,trial_index,time_elapsed,nudge_type,participant_id
mouselab,False,[],"[[7, 6, 5, 4, 6], [4, 9, 3, 3, 6], [3, 6, 2, 5, 4], [7, 3, 4, 5, 6], [6, 3, 5, 6, 5]]","[[4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4]]","[16, 4, 4, 1, 5]",20,18,1,0.058,0.058,0.0,[],supersize,control,-1,False,5,5,5,4,3985,True,implicit-mouselab,22,897859,supersize,35
mouselab,False,[],"[[2, 5, 5, 2, 5, 7], [5, 5, 6, 5, 7, 7], [5, 5, 7, 4, 6, 4], [3, 5, 5, 6, 6, 5], [7, 5, 6, 6, 6, 0]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[8, 4, 12, 5, 1]",16,19,5,0.052,0.052,0.0,[],supersize,post-supersize,5,True,5,6,5,1,5046,True,implicit-mouselab,23,908545,supersize,35
mouselab,False,[],"[[6, 3, 5, 4, 5, 6], [5, 6, 4, 4, 6, 5], [4, 6, 4, 3, 4, 2], [6, 2, 7, 6, 5, 5], [8, 6, 7, 7, 6, 2]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[9, 7, 4, 1, 9]",14,20,2,0.053,0.053,0.0,[],supersize,pre-supersize,2,True,5,6,5,1,10068,True,implicit-mouselab,24,923500,supersize,35
mouselab,False,[],"[[2, 5, 5, 4, 5, 4], [4, 4, 5, 6, 5, 4], [4, 5, 6, 3, 6, 6], [6, 6, 7, 2, 5, 0], [6, 5, 4, 5, 3, 9]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[5, 10, 2, 9, 4]",14,21,4,0.048,0.048,0.0,[],supersize,post-supersize,5,False,5,6,5,4,9428,True,implicit-mouselab,25,943713,supersize,35
mouselab,False,[],"[[2, 4, 5, 6, 5, 5], [9, 3, 3, 4, 5, 6], [5, 4, 2, 4, 6, 4], [0, 8, 6, 2, 4, 5], [4, 7, 2, 4, 5, 5]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[8, 3, 5, 10, 4]",12,22,5,0.049,0.049,0.0,[],supersize,post-supersize,5,True,5,6,5,4,7588,True,implicit-mouselab,26,955559,supersize,35
mouselab,False,[],"[[5, 4, 5, 7, 3, 3], [9, 4, 3, 5, 3, 6], [5, 4, 7, 4, 6, 5], [5, 5, 4, 5, 5, 1], [5, 6, 8, 5, 5, 9]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[4, 8, 4, 10, 4]",12,23,0,0.061,0.061,0.0,[],supersize,pre-supersize,5,False,5,6,5,4,3675,True,implicit-mouselab,27,965013,supersize,35
mouselab,False,[],"[[6, 3, 7, 6, 5, 8], [4, 5, 6, 7, 5, 5], [6, 4, 3, 4, 7, 8], [4, 3, 7, 7, 2, 7], [7, 3, 6, 4, 7, 4]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[6, 4, 7, 4, 9]",8,24,2,0.056,0.056,0.0,[],supersize,pre-supersize,2,True,5,6,5,1,9709,True,implicit-mouselab,28,978648,supersize,35
mouselab,False,[],"[[5, 6, 5, 6, 6], [4, 3, 2, 9, 8], [6, 4, 2, 5, 5], [5, 6, 9, 7, 5], [4, 5, 4, 6, 6]]","[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]","[14, 4, 2, 5, 5]",16,25,0,0.048,0.048,0.0,[],supersize,control,-1,False,5,5,5,1,7240,True,implicit-mouselab,29,991380,supersize,35
mouselab,False,[],"[[4, 5, 5, 5, 6, 3], [3, 7, 2, 6, 5, 6], [8, 1, 3, 5, 4, 7], [5, 4, 7, 6, 6, 3], [6, 6, 7, 6, 6, 7]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[5, 4, 6, 14, 1]",16,26,4,0.055,0.055,0.0,[],supersize,pre-supersize,4,True,5,6,5,1,9302,True,implicit-mouselab,30,1003066,supersize,35
mouselab,False,[],"[[4, 4, 4, 7, 7], [6, 5, 4, 2, 3], [6, 7, 2, 3, 2], [4, 4, 6, 6, 6], [8, 7, 8, 4, 5]]","[[4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4]]","[2, 1, 3, 10, 14]",24,27,4,0.051,0.051,0.0,[],supersize,control,-1,False,5,5,5,4,8093,True,implicit-mouselab,31,1016146,supersize,35
mouselab,False,[],"[[7, 5, 4, 4, 6, 5], [6, 3, 1, 5, 3, 7], [3, 6, 8, 4, 2, 7], [4, 6, 10, 7, 4, 5], [6, 2, 6, 5, 7, 5]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[3, 1, 5, 19, 2]",26,28,0,0.043,0.043,0.0,[],supersize,pre-supersize,4,False,5,6,5,1,6983,True,implicit-mouselab,32,1029955,supersize,35
mouselab,False,[],"[[3, 5, 2, 4, 3, 4], [6, 8, 5, 5, 8, 6], [7, 7, 4, 4, 2, 7], [3, 3, 5, 5, 2, 4], [3, 7, 6, 10, 6, 6]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[5, 2, 14, 4, 5]",16,29,1,0.062,0.062,0.0,[],supersize,pre-supersize,1,True,5,6,5,4,5329,True,implicit-mouselab,33,1040223,supersize,35
mouselab,False,[],"[[4, 2, 4, 10, 6, 8], [6, 5, 6, 4, 3, 3], [8, 4, 5, 6, 5, 6], [6, 4, 5, 7, 6, 6], [3, 7, 5, 6, 5, 5]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[6, 3, 2, 7, 12]",14,30,5,0.057,0.057,0.0,[],supersize,pre-supersize,5,True,5,6,5,1,4231,True,implicit-mouselab,34,1053292,supersize,35
mouselab,False,[],"[[7, 5, 5, 1, 3, 4], [5, 4, 4, 5, 4, 7], [5, 5, 5, 4, 4, 6], [4, 8, 4, 4, 7, 4], [5, 2, 6, 6, 6, 2]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[2, 2, 2, 14, 10]",24,31,5,0.037,0.037,0.0,[],supersize,post-supersize,5,True,5,6,5,1,10536,True,implicit-mouselab,35,1070162,supersize,35
mouselab,False,[],"[[7, 4, 5, 5, 6], [3, 4, 4, 5, 2], [7, 7, 5, 4, 7], [7, 4, 6, 6, 4], [5, 7, 4, 8, 1]]","[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]","[1, 15, 4, 2, 8]",22,32,0,0.045,0.045,0.0,[],supersize,control,-1,False,5,5,5,1,3208,True,implicit-mouselab,36,1079036,supersize,35
mouselab,True,"[8, 8, 8, 8, 8, 18, 18, 18, 18, 4, 4, 4, 4, 15, 15, 15, 15, 1, 1, 1, 1, 0, 0, 0, 0, 6, 6, 6, 6, 7, 7, 7, 7, 2, 2, 2, 2, 3, 3, 3, 3, 9, 9, 9, 9, 10, 10, 10, 10]","[[7, 5, 4, 2, 6], [7, 6, 4, 5, 4], [5, 5, 5, 8, 7], [8, 7, 3, 3, 6], [3, 7, 3, 5, 5]]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [4, 4, 4, 0, 4], [0, 4, 4, 4, 4], [4, 4, 4, 4, 4]]","[2, 4, 2, 15, 7]",20,1,3,0.04,0.024,0.016,"[8, 18, 4, 15, 1, 0, 6, 7, 2, 3, 9, 10]",supersize,control,-1,False,5,5,5,4,61382,True,implicit-mouselab,4,187572,supersize,36
mouselab,True,"[8, 8, 20, 2]","[[4, 3, 4, 8, 5], [6, 4, 7, 4, 6], [5, 6, 2, 4, 3], [4, 5, 5, 3, 3], [4, 5, 4, 1, 2]]","[[1, 1, 0, 1, 1], [1, 1, 0, 1, 1], [1, 1, 1, 1, 1], [1, 1, 0, 1, 1], [1, 1, 1, 1, 1]]","[4, 21, 1, 2, 2]",30,2,2,0.061,0.06,0.001,"[8, 20, 2]",supersize,control,-1,False,5,5,5,1,15201,True,implicit-mouselab,5,205618,supersize,36
mouselab,False,[],"[[6, 4, 2, 2, 9, 4], [8, 3, 5, 6, 5, 7], [8, 7, 5, 7, 5, 5], [6, 5, 5, 5, 7, 5], [2, 5, 8, 4, 4, 7]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[6, 2, 16, 1, 5]",20,3,2,0.049,0.049,0.0,[],supersize,pre-supersize,2,True,5,6,5,4,5837,True,implicit-mouselab,7,222302,supersize,36
mouselab,False,[],"[[2, 5, 6, 2, 5, 4], [7, 4, 4, 5, 2, 4], [5, 5, 5, 6, 4, 7], [6, 4, 4, 5, 6, 5], [2, 5, 4, 3, 4, 4]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[1, 5, 3, 5, 16]",20,4,5,0.045,0.045,0.0,[],supersize,pre-supersize,5,True,5,6,5,4,7148,True,implicit-mouselab,8,235852,supersize,36
mouselab,False,"[26, 26, 26, 26]","[[4, 4, 2, 5, 2, 2], [6, 7, 2, 2, 7, 4], [5, 3, 7, 8, 5, 4], [3, 8, 2, 4, 4, 5], [4, 5, 5, 4, 8, 6]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 0, 4, 4, 4]]","[5, 2, 6, 2, 15]",18,5,5,0.047,0.04566666666666667,0.0013333333333333333,[26],supersize,post-supersize,5,True,5,6,5,4,23912,True,implicit-mouselab,9,265325,supersize,36
mouselab,False,"[26, 27, 28, 25, 24]","[[3, 6, 6, 4, 5], [6, 6, 2, 4, 3], [8, 6, 2, 5, 6], [3, 7, 1, 3, 3], [4, 4, 2, 4, 2]]","[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [0, 0, 0, 0, 0]]","[1, 2, 9, 5, 13]",20,6,0,0.051,0.04933333333333333,0.0016666666666666668,"[26, 27, 28, 25, 24]",supersize,control,-1,False,5,5,5,1,23096,True,implicit-mouselab,10,292607,supersize,36
mouselab,False,[],"[[6, 9, 5, 3, 2], [7, 3, 4, 0, 6], [5, 6, 6, 7, 4], [3, 8, 4, 5, 5], [6, 5, 6, 5, 3]]","[[4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4]]","[1, 8, 12, 5, 4]",16,7,3,0.044,0.044,0.0,[],supersize,control,-1,False,5,5,5,4,6966,True,implicit-mouselab,11,304014,supersize,36
mouselab,False,"[18, 12, 6]","[[3, 7, 4, 8, 5, 4], [4, 4, 6, 5, 7, 5], [5, 8, 8, 6, 7, 5], [6, 3, 7, 9, 6, 6], [3, 4, 4, 2, 3, 6]]","[[1, 1, 1, 1, 1, 1], [0, 1, 1, 1, 1, 1], [0, 1, 1, 1, 1, 1], [0, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[1, 9, 13, 6, 1]",20,8,5,0.052,0.051,0.001,"[18, 12, 6]",supersize,post-supersize,5,True,5,6,5,1,21042,True,implicit-mouselab,12,327299,supersize,36
mouselab,False,[],"[[7, 3, 6, 3, 6, 4], [5, 3, 6, 3, 4, 7], [7, 4, 4, 9, 2, 6], [4, 5, 4, 3, 4, 5], [8, 6, 6, 5, 5, 6]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[5, 6, 1, 16, 2]",20,9,5,0.053,0.053,0.0,[],supersize,post-supersize,5,True,5,6,5,4,12816,True,implicit-mouselab,13,342677,supersize,36
mouselab,False,[],"[[4, 2, 5, 6, 5], [6, 5, 6, 5, 7], [7, 3, 1, 5, 6], [5, 3, 3, 4, 3], [6, 4, 4, 4, 6]]","[[4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4]]","[5, 14, 1, 7, 3]",18,10,0,0.055,0.055,0.0,[],supersize,control,-1,False,5,5,5,4,2504,True,implicit-mouselab,14,350273,supersize,36
mouselab,False,[],"[[7, 3, 7, 2, 6, 6], [2, 7, 2, 5, 3, 4], [4, 4, 4, 2, 5, 2], [4, 4, 1, 4, 7, 7], [7, 5, 7, 5, 6, 5]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[14, 3, 9, 2, 2]",22,11,5,0.046,0.046,0.0,[],supersize,post-supersize,5,True,5,6,5,4,7192,True,implicit-mouselab,15,359719,supersize,36
mouselab,False,[],"[[3, 7, 3, 6, 6, 5], [2, 6, 5, 4, 3, 8], [7, 5, 7, 3, 5, 4], [5, 6, 3, 5, 5, 3], [6, 5, 4, 6, 5, 4]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[1, 3, 1, 3, 22]",32,12,5,0.043,0.043,0.0,[],supersize,post-supersize,5,True,5,6,5,1,4796,True,implicit-mouselab,16,368062,supersize,36
mouselab,False,[],"[[4, 5, 4, 6, 4, 5], [7, 4, 9, 7, 5, 8], [5, 5, 5, 4, 2, 5], [2, 7, 5, 4, 3, 3], [3, 6, 3, 6, 3, 6]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[6, 13, 3, 1, 7]",16,13,5,0.065,0.065,0.0,[],supersize,post-supersize,5,True,5,6,5,1,3800,True,implicit-mouselab,17,373255,supersize,36
mouselab,False,[],"[[3, 4, 1, 1, 5, 8], [5, 2, 5, 5, 6, 5], [6, 4, 5, 3, 4, 6], [5, 3, 3, 3, 4, 6], [10, 6, 7, 5, 5, 6]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[7, 9, 6, 4, 4]",8,14,2,0.041,0.041,0.0,[],supersize,pre-supersize,2,True,5,6,5,1,4269,True,implicit-mouselab,18,386873,supersize,36
mouselab,False,[],"[[8, 5, 7, 4, 6, 4], [9, 5, 4, 0, 5, 9], [6, 4, 5, 4, 4, 5], [4, 4, 4, 3, 1, 4], [6, 6, 3, 7, 6, 4]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[1, 16, 1, 8, 4]",24,15,5,0.067,0.067,0.0,[],supersize,pre-supersize,5,True,5,6,5,4,2543,True,implicit-mouselab,19,392926,supersize,36
mouselab,False,[],"[[5, 4, 0, 5, 6, 6], [2, 5, 7, 5, 3, 4], [5, 7, 8, 3, 5, 7], [5, 6, 5, 6, 4, 6], [8, 4, 3, 0, 6, 5]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[2, 3, 7, 12, 6]",14,16,4,0.047,0.047,0.0,[],supersize,pre-supersize,4,True,5,6,5,1,2008,True,implicit-mouselab,20,401997,supersize,36
mouselab,False,[],"[[5, 6, 5, 7, 6, 4], [2, 5, 5, 4, 6, 7], [4, 6, 4, 6, 6, 6], [4, 6, 5, 2, 5, 4], [6, 8, 4, 6, 3, 7]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[2, 7, 15, 2, 4]",20,17,0,0.039,0.039,0.0,[],supersize,pre-supersize,2,False,5,6,5,1,2845,True,implicit-mouselab,21,408565,supersize,36
mouselab,False,[],"[[5, 5, 5, 2, 4, 5], [4, 10, 1, 3, 5, 5], [4, 3, 5, 7, 5, 5], [8, 5, 4, 2, 4, 7], [6, 10, 3, 7, 4, 4]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[11, 13, 3, 2, 1]",24,18,5,0.051,0.051,0.0,[],supersize,post-supersize,5,True,5,6,5,1,4758,True,implicit-mouselab,22,415541,supersize,36
mouselab,False,[],"[[6, 5, 6, 6, 7], [4, 7, 4, 7, 4], [4, 5, 5, 5, 2], [5, 4, 6, 4, 3], [3, 6, 5, 6, 6]]","[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]","[6, 5, 2, 7, 10]",10,19,2,0.053,0.053,0.0,[],supersize,control,-1,False,5,5,5,1,4839,True,implicit-mouselab,23,422700,supersize,36
mouselab,False,[],"[[7, 4, 4, 9, 6, 5], [2, 2, 3, 4, 2, 5], [5, 5, 6, 3, 5, 3], [5, 7, 4, 5, 5, 10], [6, 7, 4, 8, 4, 4]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[10, 5, 4, 10, 1]",16,20,5,0.064,0.064,0.0,[],supersize,pre-supersize,5,True,5,6,5,4,3152,True,implicit-mouselab,24,428651,supersize,36
mouselab,False,[],"[[5, 6, 5, 5, 3], [3, 7, 5, 5, 4], [3, 4, 6, 2, 3], [8, 5, 5, 6, 6], [6, 4, 4, 6, 5]]","[[4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4]]","[13, 3, 5, 7, 2]",16,21,2,0.051,0.051,0.0,[],supersize,control,-1,False,5,5,5,4,5192,True,implicit-mouselab,25,436924,supersize,36
mouselab,False,"[1, 0, 2, 3, 4]","[[5, 5, 7, 4, 4, 7], [4, 4, 4, 8, 5, 6], [5, 4, 6, 6, 2, 7], [5, 3, 5, 4, 5, 6], [7, 3, 5, 6, 4, 4]]","[[0, 0, 0, 0, 0, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[12, 7, 1, 7, 3]",16,22,5,0.062,0.060333333333333336,0.0016666666666666668,"[1, 0, 2, 3, 4]",supersize,post-supersize,5,True,5,6,5,1,15138,True,implicit-mouselab,26,454604,supersize,36
mouselab,False,"[24, 25, 26, 27, 28, 29]","[[5, 4, 5, 3, 6, 3], [5, 6, 3, 5, 5, 3], [4, 4, 4, 4, 6, 7], [4, 3, 7, 1, 4, 5], [5, 6, 8, 5, 5, 2]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0]]","[1, 7, 3, 4, 15]",20,23,2,0.062,0.06,0.002,"[24, 25, 26, 27, 28, 29]",supersize,pre-supersize,4,False,5,6,5,1,10749,True,implicit-mouselab,27,468091,supersize,36
mouselab,False,"[18, 19, 20, 21, 22, 23]","[[4, 4, 5, 5, 6, 3], [6, 2, 4, 5, 5, 6], [5, 8, 7, 5, 1, 7], [8, 5, 4, 5, 4, 3], [8, 7, 3, 6, 3, 7]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1]]","[7, 7, 2, 11, 3]",14,24,0,0.064,0.062,0.002,"[18, 19, 20, 21, 22, 23]",supersize,pre-supersize,3,False,5,6,5,1,14338,True,implicit-mouselab,28,485047,supersize,36
mouselab,False,[],"[[2, 1, 4, 6, 6], [5, 5, 0, 3, 6], [7, 7, 5, 5, 5], [4, 5, 7, 4, 7], [8, 8, 4, 5, 4]]","[[4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4]]","[2, 6, 3, 10, 9]",14,25,0,0.056,0.056,0.0,[],supersize,control,-1,False,5,5,5,4,5759,True,implicit-mouselab,29,493093,supersize,36
mouselab,False,[],"[[3, 5, 5, 3, 2, 2], [5, 5, 7, 6, 6, 5], [7, 6, 7, 5, 5, 4], [4, 8, 3, 4, 5, 2], [6, 2, 5, 7, 5, 5]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[11, 9, 3, 3, 4]",16,26,0,0.045,0.045,0.0,[],supersize,pre-supersize,0,True,5,6,5,4,7469,True,implicit-mouselab,30,502735,supersize,36
mouselab,False,"[24, 25, 26, 27, 28]","[[3, 0, 6, 6, 6], [5, 3, 7, 5, 7], [7, 5, 2, 6, 6], [7, 7, 1, 2, 5], [6, 7, 4, 4, 7]]","[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [0, 0, 0, 0, 0]]","[4, 6, 1, 3, 16]",20,27,1,0.052,0.050333333333333334,0.0016666666666666668,"[24, 25, 26, 27, 28]",supersize,control,-1,False,5,5,5,1,14023,True,implicit-mouselab,31,519666,supersize,36
mouselab,False,[],"[[6, 7, 4, 3, 6], [5, 7, 5, 4, 4], [5, 8, 6, 6, 4], [5, 2, 3, 7, 6], [5, 8, 8, 3, 4]]","[[4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4]]","[7, 6, 12, 4, 1]",14,28,4,0.047,0.047,0.0,[],supersize,control,-1,False,5,5,5,4,4003,True,implicit-mouselab,32,526101,supersize,36
mouselab,False,[],"[[8, 4, 5, 4, 7], [4, 4, 5, 9, 7], [5, 5, 6, 4, 6], [7, 7, 7, 6, 5], [4, 3, 6, 4, 2]]","[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]","[1, 4, 16, 6, 3]",20,29,1,0.05,0.05,0.0,[],supersize,control,-1,False,5,5,5,1,3785,True,implicit-mouselab,33,533141,supersize,36
mouselab,False,"[12, 13, 14, 15, 16]","[[3, 3, 7, 4, 4], [1, 6, 4, 6, 4], [6, 4, 4, 4, 8], [5, 2, 2, 2, 5], [7, 3, 10, 5, 5]]","[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [0, 0, 0, 0, 0], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]","[2, 8, 10, 2, 8]",16,30,4,0.057,0.05533333333333334,0.0016666666666666668,"[12, 13, 14, 15, 16]",supersize,control,-1,False,5,5,5,1,8669,True,implicit-mouselab,34,543987,supersize,36
mouselab,False,[],"[[2, 6, 6, 3, 3, 6], [4, 5, 5, 3, 7, 4], [5, 3, 5, 5, 3, 5], [4, 2, 9, 6, 5, 5], [9, 3, 6, 0, 3, 5]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[7, 5, 2, 8, 8]",10,31,5,0.051,0.051,0.0,[],supersize,post-supersize,5,True,5,6,5,4,12232,True,implicit-mouselab,35,558185,supersize,36
mouselab,False,[],"[[5, 3, 7, 5, 4, 4], [5, 5, 7, 7, 2, 5], [4, 2, 5, 6, 3, 7], [7, 5, 3, 5, 2, 4], [5, 8, 5, 7, 4, 2]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[9, 5, 2, 10, 4]",14,32,5,0.041,0.041,0.0,[],supersize,post-supersize,5,True,5,6,5,4,8228,True,implicit-mouselab,36,568875,supersize,36
mouselab,True,"[26, 14, 6, 22, 18, 13, 1, 0, 6, 18, 26, 14, 26, 26, 18, 18, 13, 13, 13, 22, 22, 22, 9, 9, 9, 9, 8, 8, 8, 7, 7, 7, 7, 6, 6, 6, 1, 1, 1, 27, 27, 27, 27, 21, 21, 21, 21, 21, 20, 20, 20, 20, 20, 14, 14, 14, 8, 8, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 10, 10, 10, 10, 16, 16, 16, 16, 15, 15, 15, 15, 28, 28, 28, 28, 25, 25, 25, 25, 19, 19, 19, 19, 19, 24, 24, 24, 24, 24, 12, 12, 12, 12, 0, 0, 0, 0]","[[6, 5, 5, 5, 2], [3, 3, 7, 4, 4], [8, 5, 7, 6, 4], [0, 4, 5, 4, 6], [5, 5, 5, 4, 4]]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[10, 4, 7, 1, 8]",14,1,4,0.034,0.0006666666666666696,0.03333333333333333,"[26, 18, 13, 22, 9, 7, 6, 1, 27, 21, 20, 14, 8, 2, 3, 4, 10, 16, 15, 28, 25, 19, 24, 12, 0]",supersize,control,-1,False,5,5,5,4,58768,True,implicit-mouselab,4,120529,supersize,37
