type,is_practice,click_values,payoff_matrix,cost_matrix,weights,weights_deviation,trial_num,selected_option,gross_earnings,net_earnings,click_cost,uncovered_values,experiment_type,trial_nudge,nudge_index,chose_nudge,og_baskets,shown_baskets,num_features,cost,reaction_time,naive,trial_type,trial_index,time_elapsed,nudge_type,participant_id
mouselab,True,"[7, 27, 12, 10, 20]","[[7, 6, 3, 3, 4], [6, 4, 3, 5, 8], [7, 4, 4, 6, 4], [5, 5, 2, 6, 6], [0, 4, 5, 8, 3]]","[[1, 1, 1, 1, 1], [1, 0, 1, 1, 0], [0, 1, 1, 1, 1], [1, 1, 0, 1, 1], [1, 1, 1, 0, 1]]","[4, 11, 4, 4, 7]",12,1,4,0.055,0.05333333333333334,0.0016666666666666668,"[7, 27, 12, 10, 20]",supersize,control,-1,False,5,5,5,1,10425,True,implicit-mouselab,4,98189,supersize,0
mouselab,True,[],"[[5, 7, 4, 5, 6], [2, 6, 5, 4, 5], [5, 6, 4, 8, 6], [2, 2, 4, 6, 4], [5, 5, 2, 6, 7]]","[[4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4]]","[5, 3, 14, 4, 4]",16,2,2,0.038,0.038,0.0,[],supersize,control,-1,False,5,5,5,4,2104,True,implicit-mouselab,5,102100,supersize,0
mouselab,False,[],"[[5, 5, 5, 6, 8], [4, 7, 3, 7, 3], [7, 7, 5, 4, 4], [6, 7, 3, 7, 1], [6, 4, 5, 6, 10]]","[[4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4]]","[6, 3, 1, 11, 9]",16,3,1,0.057,0.057,0.0,[],supersize,control,-1,False,5,5,5,4,927,True,implicit-mouselab,7,105125,supersize,0
mouselab,False,[],"[[5, 6, 7, 5, 5, 3], [5, 7, 7, 6, 7, 6], [6, 8, 5, 4, 4, 6], [4, 6, 5, 7, 0, 8], [6, 4, 4, 5, 7, 5]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[2, 6, 9, 4, 9]",12,4,3,0.052,0.052,0.0,[],supersize,pre-supersize,4,False,5,6,5,4,976,True,implicit-mouselab,8,107349,supersize,0
mouselab,False,[],"[[5, 4, 7, 4, 5, 2], [4, 3, 6, 7, 5, 5], [4, 4, 4, 5, 3, 4], [4, 6, 4, 6, 6, 1], [3, 8, 7, 4, 3, 7]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[9, 10, 1, 9, 1]",20,5,1,0.044,0.044,0.0,[],supersize,post-supersize,5,False,5,6,5,4,3760,True,implicit-mouselab,9,111932,supersize,0
mouselab,False,[],"[[3, 3, 4, 7, 8, 5], [5, 4, 3, 5, 5, 2], [4, 6, 3, 4, 9, 8], [6, 6, 2, 3, 4, 5], [5, 6, 4, 5, 7, 5]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[3, 18, 6, 2, 1]",24,6,2,0.031,0.031,0.0,[],supersize,post-supersize,5,False,5,6,5,4,2241,True,implicit-mouselab,10,115278,supersize,0
mouselab,False,[],"[[2, 4, 2, 4, 4], [4, 4, 1, 3, 7], [2, 7, 6, 4, 6], [2, 3, 6, 2, 7], [9, 5, 7, 5, 5]]","[[4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4]]","[5, 5, 3, 5, 12]",12,7,3,0.039,0.039,0.0,[],supersize,control,-1,False,5,5,5,4,1655,True,implicit-mouselab,11,118837,supersize,0
mouselab,False,[],"[[3, 6, 2, 6, 4, 4], [4, 2, 4, 7, 6, 6], [4, 6, 6, 5, 5, 1], [3, 4, 5, 5, 4, 7], [6, 7, 4, 6, 5, 4]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[6, 12, 3, 7, 2]",14,8,2,0.04,0.04,0.0,[],supersize,pre-supersize,1,False,5,6,5,4,3287,True,implicit-mouselab,12,123278,supersize,0
mouselab,False,[],"[[6, 4, 6, 4, 3, 5], [3, 6, 4, 4, 4, 4], [7, 5, 4, 1, 4, 0], [7, 4, 5, 3, 4, 7], [3, 5, 9, 3, 4, 5]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[2, 3, 2, 20, 3]",28,9,4,0.039,0.039,0.0,[],supersize,post-supersize,5,False,5,6,5,4,2023,True,implicit-mouselab,13,127077,supersize,0
mouselab,False,[],"[[4, 3, 6, 5, 5, 6], [5, 3, 4, 7, 5, 5], [2, 3, 10, 3, 7, 5], [4, 4, 5, 3, 5, 3], [5, 2, 7, 5, 8, 5]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[9, 6, 5, 9, 1]",12,10,1,0.033,0.033,0.0,[],supersize,pre-supersize,4,False,5,6,5,4,1663,True,implicit-mouselab,14,129742,supersize,0
mouselab,False,[],"[[5, 8, 6, 8, 5, 3], [7, 5, 6, 6, 9, 4], [4, 6, 5, 5, 3, 3], [4, 6, 5, 5, 4, 5], [6, 6, 2, 6, 5, 6]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[7, 2, 1, 10, 10]",18,11,5,0.047,0.047,0.0,[],supersize,pre-supersize,5,True,5,6,5,1,871,True,implicit-mouselab,15,131526,supersize,0
mouselab,False,[],"[[6, 8, 3, 3, 5, 6], [4, 4, 8, 6, 6, 3], [9, 2, 4, 2, 8, 4], [6, 5, 5, 7, 5, 4], [9, 3, 6, 6, 6, 5]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[1, 4, 2, 4, 19]",26,12,4,0.06,0.06,0.0,[],supersize,pre-supersize,4,True,5,6,5,1,918,True,implicit-mouselab,16,133485,supersize,0
mouselab,False,[],"[[3, 7, 6, 4, 4], [7, 7, 5, 4, 2], [5, 4, 4, 3, 6], [5, 6, 5, 5, 4], [5, 2, 5, 7, 9]]","[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]","[1, 1, 17, 3, 8]",26,13,2,0.045,0.045,0.0,[],supersize,control,-1,False,5,5,5,1,2384,True,implicit-mouselab,17,136925,supersize,0
mouselab,False,[],"[[5, 5, 6, 4, 4, 7], [5, 7, 3, 5, 6, 7], [5, 6, 5, 3, 5, 5], [3, 4, 6, 10, 6, 7], [5, 5, 5, 5, 6, 8]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[2, 7, 4, 8, 9]",12,14,2,0.049,0.049,0.0,[],supersize,pre-supersize,2,True,5,6,5,1,1687,True,implicit-mouselab,18,139349,supersize,0
mouselab,False,[],"[[3, 5, 6, 5, 5], [6, 3, 8, 7, 6], [5, 4, 7, 7, 5], [6, 8, 6, 5, 5], [6, 6, 2, 5, 6]]","[[4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4]]","[7, 3, 10, 4, 6]",10,15,0,0.05,0.05,0.0,[],supersize,control,-1,False,5,5,5,4,1184,True,implicit-mouselab,19,141525,supersize,0
mouselab,False,[],"[[5, 5, 7, 2, 4], [4, 4, 7, 5, 3], [5, 7, 5, 10, 6], [6, 4, 5, 5, 5], [3, 7, 6, 4, 4]]","[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]","[1, 4, 7, 14, 4]",18,16,1,0.051,0.051,0.0,[],supersize,control,-1,False,5,5,5,1,911,True,implicit-mouselab,20,143222,supersize,0
mouselab,False,[],"[[6, 3, 5, 7, 5, 7], [6, 6, 9, 4, 3, 5], [8, 6, 1, 4, 3, 6], [6, 8, 7, 7, 5, 2], [5, 4, 6, 6, 6, 3]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[14, 7, 5, 2, 2]",18,17,5,0.058,0.058,0.0,[],supersize,post-supersize,5,True,5,6,5,4,1991,True,implicit-mouselab,21,146270,supersize,0
mouselab,False,[],"[[2, 5, 5, 5, 5], [7, 2, 3, 3, 9], [5, 6, 6, 5, 4], [1, 6, 5, 6, 4], [5, 3, 5, 3, 5]]","[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]","[14, 1, 6, 8, 1]",20,18,2,0.051,0.051,0.0,[],supersize,control,-1,False,5,5,5,1,774,True,implicit-mouselab,22,148054,supersize,0
mouselab,False,[],"[[3, 3, 5, 2, 4], [6, 2, 2, 5, 5], [3, 2, 6, 6, 5], [8, 6, 6, 4, 7], [5, 4, 5, 5, 6]]","[[4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4]]","[1, 3, 2, 5, 19]",26,19,3,0.048,0.048,0.0,[],supersize,control,-1,False,5,5,5,4,848,True,implicit-mouselab,23,149797,supersize,0
mouselab,False,[],"[[7, 3, 7, 6, 5, 8], [3, 6, 6, 6, 5, 4], [6, 5, 6, 5, 5, 7], [8, 6, 4, 6, 2, 1], [8, 4, 4, 3, 5, 4]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[1, 2, 4, 22, 1]",32,20,1,0.057,0.057,0.0,[],supersize,pre-supersize,5,False,5,6,5,4,1071,True,implicit-mouselab,24,151861,supersize,0
mouselab,False,[],"[[4, 4, 5, 9, 3, 6], [6, 5, 3, 3, 4, 5], [3, 7, 4, 6, 3, 7], [5, 8, 6, 4, 4, 8], [4, 3, 4, 4, 3, 2]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[17, 3, 2, 5, 3]",22,21,3,0.069,0.069,0.0,[],supersize,pre-supersize,0,False,5,6,5,1,535,True,implicit-mouselab,25,153525,supersize,0
mouselab,False,[],"[[4, 7, 9, 4, 2, 5], [3, 1, 5, 5, 9, 7], [5, 6, 4, 4, 4, 6], [3, 7, 3, 4, 2, 5], [6, 6, 5, 6, 6, 10]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[2, 3, 22, 1, 2]",32,22,4,0.044,0.044,0.0,[],supersize,pre-supersize,3,False,5,6,5,1,759,True,implicit-mouselab,26,154967,supersize,0
mouselab,False,[],"[[3, 6, 5, 8, 4], [6, 4, 6, 6, 5], [5, 5, 5, 6, 8], [5, 2, 6, 4, 6], [5, 3, 5, 3, 4]]","[[4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4]]","[5, 1, 8, 7, 9]",12,23,2,0.053,0.053,0.0,[],supersize,control,-1,False,5,5,5,4,742,True,implicit-mouselab,27,156557,supersize,0
mouselab,False,[],"[[5, 6, 6, 8, 5, 5], [4, 6, 7, 3, 4, 7], [6, 6, 5, 5, 4, 7], [9, 4, 5, 7, 5, 6], [4, 2, 4, 6, 5, 7]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[5, 1, 3, 18, 3]",24,24,4,0.049,0.049,0.0,[],supersize,pre-supersize,5,False,5,6,5,4,615,True,implicit-mouselab,28,157797,supersize,0
mouselab,False,[],"[[3, 2, 4, 4, 2], [10, 4, 7, 7, 3], [7, 7, 3, 7, 6], [4, 8, 6, 6, 4], [3, 1, 5, 5, 6]]","[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]","[1, 19, 2, 7, 1]",28,25,0,0.079,0.079,0.0,[],supersize,control,-1,False,5,5,5,1,631,True,implicit-mouselab,29,159229,supersize,0
mouselab,False,[],"[[7, 4, 5, 7, 8, 3], [5, 2, 5, 4, 5, 4], [5, 4, 8, 4, 4, 5], [4, 3, 6, 5, 8, 5], [7, 5, 4, 6, 6, 9]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[6, 3, 6, 2, 13]",14,26,5,0.062,0.062,0.0,[],supersize,post-supersize,5,True,5,6,5,1,2279,True,implicit-mouselab,30,162637,supersize,0
mouselab,False,[],"[[2, 2, 7, 4, 4, 7], [5, 6, 7, 2, 7, 3], [5, 4, 5, 5, 6, 5], [3, 7, 6, 6, 3, 3], [7, 3, 3, 7, 5, 2]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[1, 15, 9, 3, 2]",24,27,2,0.06,0.06,0.0,[],supersize,post-supersize,5,False,5,6,5,1,1311,True,implicit-mouselab,31,165373,supersize,0
mouselab,False,[],"[[7, 5, 8, 6, 2], [3, 3, 5, 6, 1], [5, 7, 7, 4, 6], [3, 6, 7, 4, 4], [5, 5, 3, 5, 3]]","[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]","[3, 8, 9, 8, 2]",14,28,3,0.048,0.048,0.0,[],supersize,control,-1,False,5,5,5,1,503,True,implicit-mouselab,32,166925,supersize,0
mouselab,False,[],"[[6, 6, 8, 5, 7, 5], [6, 4, 2, 4, 2, 4], [7, 3, 2, 6, 4, 4], [6, 5, 5, 5, 2, 5], [5, 4, 5, 0, 4, 4]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[12, 6, 2, 5, 5]",12,29,1,0.049,0.049,0.0,[],supersize,post-supersize,5,False,5,6,5,1,1951,True,implicit-mouselab,33,169735,supersize,0
mouselab,False,[],"[[3, 5, 7, 5, 4, 4], [5, 5, 6, 2, 7, 5], [6, 3, 3, 5, 4, 4], [7, 6, 3, 6, 3, 5], [5, 3, 6, 2, 5, 4]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[8, 4, 4, 5, 9]",10,30,2,0.054,0.054,0.0,[],supersize,post-supersize,5,False,5,6,5,1,1326,True,implicit-mouselab,34,172037,supersize,0
mouselab,False,[],"[[4, 3, 3, 7, 2, 5], [3, 3, 3, 6, 6, 8], [4, 1, 5, 4, 8, 7], [5, 5, 6, 5, 6, 5], [5, 6, 1, 3, 6, 7]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[16, 1, 2, 3, 8]",24,31,3,0.055,0.055,0.0,[],supersize,post-supersize,5,False,5,6,5,1,1054,True,implicit-mouselab,35,173901,supersize,0
mouselab,False,[],"[[7, 6, 3, 7, 7, 5], [5, 6, 7, 6, 3, 4], [4, 1, 8, 5, 3, 8], [6, 5, 5, 7, 3, 6], [6, 6, 6, 6, 3, 7]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[9, 2, 1, 3, 15]",24,32,4,0.042,0.042,0.0,[],supersize,post-supersize,5,False,5,6,5,4,1335,True,implicit-mouselab,36,175988,supersize,0
mouselab,True,"[2, 9, 27, 21, 15, 3, 26, 20, 14, 8]","[[6, 6, 3, 6, 5], [6, 3, 6, 4, 4], [6, 5, 7, 6, 5], [4, 4, 4, 5, 2], [7, 6, 8, 6, 4]]","[[1, 1, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 0, 0, 1]]","[3, 12, 3, 10, 2]",20,1,2,0.053,0.049666666666666665,0.0033333333333333335,"[2, 9, 27, 21, 15, 3, 26, 20, 14, 8]",supersize,control,-1,False,5,5,5,1,76850,True,implicit-mouselab,4,236108,supersize,1
mouselab,True,"[1, 1, 1, 3, 9, 15, 21, 27]","[[5, 5, 5, 5, 6], [4, 3, 5, 5, 7], [7, 6, 7, 1, 7], [5, 4, 5, 8, 6], [6, 6, 7, 6, 6]]","[[4, 1, 4, 3, 4], [4, 4, 4, 3, 4], [4, 4, 4, 3, 4], [4, 4, 4, 3, 4], [4, 4, 4, 3, 4]]","[6, 3, 1, 18, 2]",24,2,3,0.067,0.06433333333333334,0.0026666666666666666,[],supersize,control,-1,False,5,5,5,4,26439,True,implicit-mouselab,5,270175,supersize,1
mouselab,False,"[1, 7, 13, 19, 25]","[[2, 4, 4, 4, 6], [5, 6, 3, 5, 6], [6, 6, 5, 5, 5], [8, 7, 6, 3, 3], [2, 4, 2, 2, 4]]","[[4, 3, 4, 4, 4], [4, 3, 4, 4, 4], [4, 3, 4, 4, 4], [4, 3, 4, 4, 4], [4, 3, 4, 4, 4]]","[1, 5, 8, 4, 12]",16,3,1,0.053,0.051333333333333335,0.0016666666666666668,[],supersize,control,-1,False,5,5,5,4,19445,True,implicit-mouselab,7,299164,supersize,1
mouselab,False,"[3, 9, 15, 21, 27]","[[4, 5, 4, 7, 5], [6, 7, 8, 4, 2], [5, 4, 6, 7, 6], [8, 7, 7, 4, 3], [8, 7, 3, 5, 3]]","[[4, 4, 4, 3, 4], [4, 4, 4, 3, 4], [4, 4, 4, 3, 4], [4, 4, 4, 3, 4], [4, 4, 4, 3, 4]]","[11, 1, 8, 9, 1]",20,4,3,0.059,0.05733333333333333,0.0016666666666666668,[],supersize,control,-1,False,5,5,5,4,7915,True,implicit-mouselab,8,309710,supersize,1
mouselab,False,"[0, 6, 12, 18, 24, 4, 10, 16, 22]","[[7, 6, 2, 6, 5, 4], [6, 0, 5, 5, 5, 2], [5, 3, 3, 6, 6, 7], [3, 6, 7, 5, 5, 7], [5, 7, 9, 6, 7, 2]]","[[0, 1, 1, 1, 0, 1], [0, 1, 1, 1, 0, 1], [0, 1, 1, 1, 0, 1], [0, 1, 1, 1, 0, 1], [0, 1, 1, 1, 1, 1]]","[1, 5, 10, 7, 7]",12,5,4,0.058,0.055,0.003,"[0, 6, 12, 18, 24, 4, 10, 16, 22]",supersize,pre-supersize,4,True,5,6,5,1,27131,True,implicit-mouselab,9,338663,supersize,1
mouselab,False,"[9, 15, 21, 27, 5, 11, 17, 23, 29, 26, 20, 14, 8, 2]","[[6, 4, 10, 5, 3, 1], [6, 4, 4, 2, 4, 3], [4, 3, 8, 5, 4, 8], [5, 4, 5, 5, 5, 4], [6, 4, 4, 4, 4, 5]]","[[1, 1, 0, 1, 1, 0], [1, 1, 0, 0, 1, 0], [1, 1, 0, 0, 1, 0], [1, 1, 0, 0, 1, 0], [1, 1, 0, 0, 1, 0]]","[3, 1, 13, 5, 8]",18,6,2,0.065,0.060333333333333336,0.004666666666666667,"[9, 15, 21, 27, 5, 11, 17, 23, 29, 26, 20, 14, 8, 2]",supersize,pre-supersize,3,False,5,6,5,1,33478,True,implicit-mouselab,10,375266,supersize,1
mouselab,False,"[11, 17, 23, 29, 28, 22, 16, 10, 4, 1, 7, 13, 19, 25]","[[4, 6, 5, 5, 5, 6], [7, 6, 7, 6, 3, 5], [4, 5, 7, 3, 6, 3], [4, 5, 4, 5, 5, 1], [6, 6, 7, 3, 4, 6]]","[[1, 0, 1, 1, 0, 1], [1, 0, 1, 1, 0, 0], [1, 0, 1, 1, 0, 0], [1, 0, 1, 1, 0, 0], [1, 0, 1, 1, 0, 0]]","[11, 8, 3, 5, 3]",14,7,1,0.057,0.052333333333333336,0.004666666666666667,"[11, 17, 23, 29, 28, 22, 16, 10, 4, 1, 7, 13, 19, 25]",supersize,post-supersize,5,False,5,6,5,1,82806,True,implicit-mouselab,11,461864,supersize,1
mouselab,False,[],"[[6, 7, 4, 7, 4], [2, 6, 4, 4, 7], [5, 4, 6, 2, 5], [7, 7, 5, 3, 5], [6, 7, 7, 4, 3]]","[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]","[4, 8, 3, 2, 13]",18,8,2,0.056,0.056,0.0,[],supersize,control,-1,False,5,5,5,1,7873,True,implicit-mouselab,12,477766,supersize,1
mouselab,False,"[11, 17]","[[5, 7, 3, 6, 6, 5], [6, 2, 8, 5, 7, 2], [6, 4, 5, 6, 7, 8], [8, 4, 6, 5, 5, 6], [4, 4, 5, 5, 3, 4]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 3], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[3, 1, 3, 4, 19]",26,9,5,0.047,0.04666666666666667,0.0003333333333333333,[],supersize,post-supersize,5,True,5,6,5,4,32290,True,implicit-mouselab,13,512591,supersize,1
mouselab,False,[],"[[6, 5, 7, 4, 5, 10], [5, 6, 4, 2, 6, 5], [4, 6, 6, 3, 4, 4], [5, 3, 6, 6, 10, 5], [4, 6, 5, 8, 4, 4]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[6, 14, 2, 3, 5]",16,10,5,0.058,0.058,0.0,[],supersize,post-supersize,5,True,5,6,5,4,16638,True,implicit-mouselab,14,531514,supersize,1
mouselab,False,[],"[[6, 2, 7, 4, 7, 7], [4, 6, 8, 9, 5, 8], [6, 4, 7, 4, 5, 7], [5, 5, 7, 5, 7, 7], [6, 5, 3, 6, 4, 5]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[10, 7, 2, 4, 7]",12,11,2,0.063,0.063,0.0,[],supersize,pre-supersize,2,True,5,6,5,1,3255,True,implicit-mouselab,15,537744,supersize,1
mouselab,False,[],"[[5, 2, 7, 5, 4, 4], [7, 8, 6, 6, 2, 6], [5, 5, 8, 5, 5, 6], [5, 2, 8, 1, 7, 5], [3, 6, 6, 4, 5, 4]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[4, 5, 11, 3, 7]",12,12,3,0.045,0.045,0.0,[],supersize,pre-supersize,3,True,5,6,5,4,15413,True,implicit-mouselab,16,555631,supersize,1
mouselab,False,[],"[[5, 6, 5, 5, 10, 2], [6, 5, 2, 6, 5, 5], [2, 8, 6, 4, 7, 8], [6, 4, 6, 3, 7, 5], [6, 5, 8, 8, 5, 4]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[7, 3, 9, 8, 3]",12,13,1,0.059,0.059,0.0,[],supersize,post-supersize,5,False,5,6,5,4,4964,True,implicit-mouselab,17,562872,supersize,1
mouselab,False,[],"[[5, 5, 3, 5, 7], [4, 6, 5, 5, 6], [7, 5, 3, 7, 7], [4, 4, 3, 4, 7], [5, 6, 5, 4, 3]]","[[4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4]]","[7, 7, 5, 6, 5]",4,14,4,0.061,0.061,0.0,[],supersize,control,-1,False,5,5,5,4,7881,True,implicit-mouselab,18,574764,supersize,1
mouselab,False,[],"[[3, 5, 5, 4, 8, 6], [7, 3, 5, 6, 5, 4], [3, 2, 7, 7, 5, 5], [6, 5, 7, 2, 4, 8], [6, 5, 7, 5, 5, 5]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[7, 5, 2, 2, 14]",18,15,1,0.045,0.045,0.0,[],supersize,pre-supersize,3,False,5,6,5,4,3874,True,implicit-mouselab,19,581034,supersize,1
mouselab,False,[],"[[2, 2, 5, 6, 7, 4], [6, 7, 5, 5, 6, 7], [5, 6, 6, 2, 6, 3], [7, 5, 4, 2, 6, 2], [4, 9, 6, 7, 5, 6]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[9, 4, 6, 4, 7]",8,16,0,0.043,0.043,0.0,[],supersize,post-supersize,5,False,5,6,5,1,6107,True,implicit-mouselab,20,589208,supersize,1
mouselab,False,[],"[[3, 7, 2, 4, 1], [4, 6, 6, 6, 6], [5, 2, 8, 6, 4], [8, 6, 4, 5, 3], [5, 6, 5, 2, 7]]","[[4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4]]","[3, 11, 5, 6, 5]",10,17,3,0.049,0.049,0.0,[],supersize,control,-1,False,5,5,5,4,2295,True,implicit-mouselab,21,593742,supersize,1
mouselab,False,[],"[[6, 5, 7, 3, 5, 6], [6, 2, 5, 3, 5, 4], [5, 8, 6, 8, 4, 5], [5, 4, 6, 5, 6, 5], [6, 4, 4, 7, 4, 8]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[9, 5, 4, 7, 5]",8,18,5,0.056,0.056,0.0,[],supersize,pre-supersize,0,False,5,6,5,4,3473,True,implicit-mouselab,22,599062,supersize,1
