type,is_practice,original_item_cost,sale_item_cost,click_values,payoff_matrix,cost_matrix,weights,weights_deviation,trial_num,selected_option,gross_earnings,net_earnings,click_cost,uncovered_values,num_values_revealed,num_options,num_features,reaction_time,points_click_cost,points_action_utility,points_metalevel_reward,sale_type,is_control,sale_index,trial_type,trial_index,time_elapsed,highlight_option_value,maximized_highlighted_option,highlight_num_clicks,highlight_weight,num_highlight_reveals,participant_id
traffic-light-mouselab,False,3,1,"[10, 10, 10]","[[3, 3, 7, 3, 6], [5, 7, 5, 7, 6], [5, 5, 6, 4, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 3, 3, 3, 3]]","[2, 10, 18]",16,21,0,0.049,0.048,0.001,[10],1,5,3,2865,3,146,143,medium,True,1,traffic-light-mouselab,25,274633,5,0,0,10,0,16
traffic-light-mouselab,False,3,1,"[6, 6, 6, 7, 7, 7]","[[4, 5, 3, 7, 6], [2, 4, 1, 5, 3], [3, 5, 7, 5, 7]]","[[3, 3, 3, 3, 3], [3, 0, 0, 3, 3], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,22,1,0.044,0.041999999999999996,0.002,"[6, 7]",2,5,3,3321,6,132,126,low,True,2,traffic-light-mouselab,26,278735,5,0,0,2,0,16
traffic-light-mouselab,False,3,1,"[10, 10, 10]","[[2, 4, 5, 7, 3], [6, 8, 1, 3, 6], [6, 4, 6, 6, 5]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [0, 3, 3, 3, 3]]","[10, 2, 18]",16,23,0,0.047,0.046,0.001,[10],1,5,3,3537,3,140,137,low,False,1,traffic-light-mouselab,27,283069,6,0,0,2,0,16
traffic-light-mouselab,False,3,1,"[12, 13, 14, 11, 10]","[[8, 5, 5, 5, 1], [5, 6, 5, 6, 4], [3, 6, 2, 6, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[10, 2, 18]",16,24,1,0.057,0.05533333333333334,0.0016666666666666668,"[12, 13, 14, 11, 10]",5,5,3,3931,5,170,165,hi,False,2,traffic-light-mouselab,28,287689,6,1,5,18,5,16
traffic-light-mouselab,False,3,1,"[6, 6, 6]","[[4, 6, 3, 5, 5], [6, 7, 3, 5, 5], [9, 5, 8, 6, 7]]","[[3, 3, 3, 3, 3], [3, 0, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,25,1,0.065,0.064,0.001,[6],1,5,3,2487,3,196,193,hi,True,1,traffic-light-mouselab,29,291033,7,1,3,18,1,16
traffic-light-mouselab,False,3,1,"[6, 6, 6, 7, 7, 7]","[[4, 8, 7, 5, 6], [5, 4, 8, 7, 7], [1, 5, 5, 7, 4]]","[[1, 1, 1, 1, 1], [3, 0, 0, 3, 3], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,26,2,0.069,0.067,0.002,"[6, 7]",2,5,3,3693,6,208,202,low,False,0,traffic-light-mouselab,30,295577,7,0,0,2,0,16
traffic-light-mouselab,False,3,1,"[2, 2, 2]","[[4, 7, 7, 3, 7], [3, 4, 4, 4, 4], [4, 4, 7, 4, 5]]","[[3, 3, 0, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[18, 2, 10]",16,27,2,0.068,0.067,0.001,[2],1,5,3,3359,3,204,201,medium,False,2,traffic-light-mouselab,31,299811,7,1,0,10,0,16
traffic-light-mouselab,False,3,1,"[3, 3, 3]","[[6, 6, 3, 5, 4], [6, 3, 5, 7, 3], [3, 4, 7, 2, 8]]","[[3, 3, 3, 0, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 10, 2]",16,28,3,0.055,0.054,0.001,[3],1,5,3,2100,3,164,161,low,True,2,traffic-light-mouselab,32,302607,2,0,0,2,0,16
traffic-light-mouselab,False,3,1,"[6, 6, 6]","[[7, 6, 3, 6, 6], [6, 8, 4, 5, 4], [4, 7, 4, 6, 4]]","[[1, 1, 1, 1, 1], [3, 0, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,29,1,0.073,0.072,0.001,[6],1,5,3,3036,3,218,215,medium,False,0,traffic-light-mouselab,33,306283,6,0,0,10,0,16
traffic-light-mouselab,False,3,1,"[1, 1, 1]","[[5, 8, 3, 3, 3], [7, 4, 4, 6, 6], [3, 0, 6, 4, 9]]","[[3, 0, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 2, 10]",16,30,1,0.051,0.049999999999999996,0.001,[1],1,5,3,2635,3,152,149,hi,True,0,traffic-light-mouselab,34,310015,8,1,3,18,1,16
traffic-light-mouselab,False,3,1,"[2, 2, 2, 7, 7, 7]","[[7, 2, 6, 2, 5], [3, 5, 6, 4, 6], [1, 7, 1, 4, 5]]","[[3, 3, 0, 3, 3], [3, 3, 0, 3, 3], [1, 1, 1, 1, 1]]","[10, 18, 2]",16,31,2,0.057,0.055,0.002,"[2, 7]",2,5,3,3923,6,170,164,low,False,2,traffic-light-mouselab,35,314527,1,0,0,2,0,16
traffic-light-mouselab,False,3,1,"[1, 1, 1]","[[5, 7, 4, 6, 3], [8, 5, 3, 3, 2], [1, 1, 4, 2, 4]]","[[3, 0, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 2, 10]",16,32,1,0.049,0.048,0.001,[1],1,5,3,2037,3,146,143,medium,True,2,traffic-light-mouselab,36,317439,1,0,0,10,0,16
traffic-light-mouselab,True,3,1,[],"[[3, 6, 8, 6, 3], [8, 3, 7, 3, 7], [4, 5, 5, 3, 4]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,1,2,0.072,0.072,0.0,[],0,5,3,7326,0,216,216,medium,False,0,traffic-light-mouselab,4,265922,8,1,0,10,0,17
traffic-light-mouselab,True,3,1,[],"[[6, 7, 6, 6, 3], [4, 10, 2, 2, 7], [5, 5, 6, 4, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,2,1,0.081,0.081,0.0,[],0,5,3,3951,0,244,244,hi,True,1,traffic-light-mouselab,5,274298,10,1,0,18,0,17
traffic-light-mouselab,False,3,1,[],"[[6, 5, 6, 3, 6], [5, 5, 3, 5, 7], [5, 7, 7, 6, 7]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,3,3,0.052,0.052,0.0,[],0,5,3,1807,0,156,156,hi,False,1,traffic-light-mouselab,7,284610,5,0,0,18,0,17
traffic-light-mouselab,False,3,1,[],"[[5, 2, 5, 6, 5], [5, 6, 2, 5, 7], [8, 5, 5, 4, 3]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,4,0,0.052,0.052,0.0,[],0,5,3,2383,0,156,156,medium,False,0,traffic-light-mouselab,8,290658,5,0,0,10,0,17
traffic-light-mouselab,False,3,1,[],"[[10, 4, 5, 6, 6], [7, 6, 7, 5, 5], [6, 7, 6, 3, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 2, 18]",16,5,4,0.065,0.065,0.0,[],0,5,3,2055,0,196,196,low,True,1,traffic-light-mouselab,9,296074,5,0,0,2,0,17
traffic-light-mouselab,False,3,1,[],"[[6, 5, 2, 9, 4], [3, 6, 8, 3, 2], [6, 1, 6, 4, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 10, 2]",16,6,2,0.043,0.043,0.0,[],0,5,3,1479,0,128,128,low,True,2,traffic-light-mouselab,10,299994,6,1,0,2,0,17
traffic-light-mouselab,False,3,1,[],"[[8, 3, 6, 4, 6], [8, 5, 2, 9, 6], [7, 5, 3, 4, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 10, 18]",16,7,1,0.049,0.049,0.0,[],0,5,3,1287,0,146,146,hi,True,2,traffic-light-mouselab,11,304090,5,0,0,18,0,17
traffic-light-mouselab,False,3,1,[],"[[5, 6, 1, 6, 7], [4, 5, 5, 8, 5], [5, 6, 2, 2, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[18, 10, 2]",16,8,1,0.057,0.057,0.0,[],0,5,3,2047,0,170,170,low,False,2,traffic-light-mouselab,12,308546,6,1,0,2,0,17
traffic-light-mouselab,False,3,1,[],"[[6, 5, 5, 5, 6], [4, 7, 5, 6, 7], [5, 5, 6, 5, 4]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,9,0,0.047,0.047,0.0,[],0,5,3,2807,0,142,142,medium,False,0,traffic-light-mouselab,13,313162,6,1,0,10,0,17
traffic-light-mouselab,False,3,1,[],"[[3, 6, 3, 4, 6], [0, 8, 8, 4, 3], [6, 9, 7, 4, 5]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,10,3,0.04,0.04,0.0,[],0,5,3,1128,0,120,120,low,False,0,traffic-light-mouselab,14,316114,4,0,0,2,0,17
traffic-light-mouselab,False,3,1,[],"[[3, 8, 6, 3, 5], [5, 6, 7, 6, 5], [6, 3, 7, 6, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 2, 10]",16,11,3,0.042,0.042,0.0,[],0,5,3,1119,0,126,126,medium,True,2,traffic-light-mouselab,15,319354,6,0,0,10,0,17
traffic-light-mouselab,False,3,1,[],"[[3, 8, 8, 6, 4], [6, 7, 4, 5, 7], [8, 3, 4, 5, 5]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,12,2,0.043,0.043,0.0,[],0,5,3,1383,0,128,128,hi,False,1,traffic-light-mouselab,16,323162,4,0,0,18,0,17
traffic-light-mouselab,False,3,1,[],"[[6, 2, 2, 5, 2], [1, 6, 5, 5, 6], [5, 6, 6, 7, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 10, 2]",16,13,2,0.033,0.033,0.0,[],0,5,3,1623,0,98,98,hi,True,0,traffic-light-mouselab,17,326378,2,0,0,18,0,17
traffic-light-mouselab,False,3,1,[],"[[5, 3, 7, 7, 5], [8, 6, 6, 7, 7], [4, 6, 6, 4, 4]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 10, 2]",16,14,4,0.056,0.056,0.0,[],0,5,3,1263,0,168,168,hi,False,0,traffic-light-mouselab,18,329578,5,0,0,18,0,17
traffic-light-mouselab,False,3,1,[],"[[6, 5, 6, 7, 3], [4, 5, 4, 6, 6], [3, 4, 7, 5, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 2, 10]",16,15,4,0.039,0.039,0.0,[],0,5,3,1743,0,116,116,hi,True,0,traffic-light-mouselab,19,333002,3,0,0,18,0,17
traffic-light-mouselab,False,3,1,[],"[[6, 5, 6, 8, 4], [5, 4, 4, 4, 3], [3, 5, 6, 7, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 10, 18]",16,16,4,0.037,0.037,0.0,[],0,5,3,1336,0,110,110,low,True,0,traffic-light-mouselab,20,336762,4,0,0,2,0,17
traffic-light-mouselab,False,3,1,[],"[[6, 6, 5, 3, 5], [5, 3, 4, 5, 5], [4, 7, 4, 4, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 2, 18]",16,17,0,0.047,0.047,0.0,[],0,5,3,1215,0,142,142,medium,True,0,traffic-light-mouselab,21,339898,6,1,0,10,0,17
traffic-light-mouselab,False,3,1,[],"[[4, 7, 5, 5, 6], [9, 8, 5, 6, 4], [7, 3, 6, 3, 7]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,18,2,0.051,0.051,0.0,[],0,5,3,1439,0,152,152,medium,False,0,traffic-light-mouselab,22,342890,5,0,0,10,0,17
traffic-light-mouselab,False,3,1,[],"[[5, 7, 5, 6, 5], [4, 5, 2, 4, 7], [5, 4, 6, 2, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 2, 10]",16,19,2,0.051,0.051,0.0,[],0,5,3,1504,0,154,154,medium,True,2,traffic-light-mouselab,23,345834,6,0,0,10,0,17
traffic-light-mouselab,False,3,1,[],"[[4, 10, 7, 5, 5], [5, 5, 4, 7, 3], [3, 0, 4, 6, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,20,1,0.037,0.037,0.0,[],0,5,3,2023,0,110,110,hi,True,1,traffic-light-mouselab,24,350034,5,0,0,18,0,17
traffic-light-mouselab,False,3,1,[],"[[4, 7, 5, 3, 4], [5, 4, 5, 5, 8], [4, 4, 7, 2, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,21,1,0.05,0.05,0.0,[],0,5,3,1151,0,150,150,medium,True,0,traffic-light-mouselab,25,353146,7,1,0,10,0,17
traffic-light-mouselab,False,3,1,[],"[[2, 5, 5, 3, 3], [9, 5, 8, 5, 9], [7, 5, 5, 2, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 2, 10]",16,22,0,0.041,0.041,0.0,[],0,5,3,1576,0,124,124,low,True,1,traffic-light-mouselab,26,356634,9,1,0,2,0,17
traffic-light-mouselab,False,3,1,[],"[[2, 2, 6, 4, 5], [7, 6, 6, 8, 4], [4, 4, 5, 1, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,23,4,0.043,0.043,0.0,[],0,5,3,975,0,130,130,low,True,2,traffic-light-mouselab,27,359450,4,0,0,2,0,17
traffic-light-mouselab,False,3,1,[],"[[7, 5, 8, 5, 7], [6, 3, 5, 5, 6], [3, 7, 6, 4, 4]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[18, 2, 10]",16,24,4,0.059,0.059,0.0,[],0,5,3,1095,0,178,178,low,False,1,traffic-light-mouselab,28,361922,6,1,0,2,0,17
traffic-light-mouselab,False,3,1,[],"[[7, 7, 5, 4, 6], [6, 5, 4, 4, 4], [4, 5, 6, 6, 4]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 2, 18]",16,25,2,0.055,0.055,0.0,[],0,5,3,1135,0,166,166,medium,False,0,traffic-light-mouselab,29,364210,5,0,0,10,0,17
traffic-light-mouselab,False,3,1,[],"[[7, 1, 6, 2, 4], [4, 4, 5, 6, 4], [6, 5, 5, 4, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[18, 2, 10]",16,26,2,0.056,0.056,0.0,[],0,5,3,1632,0,168,168,medium,False,2,traffic-light-mouselab,30,367162,5,0,0,10,0,17
traffic-light-mouselab,False,3,1,[],"[[8, 6, 5, 4, 6], [6, 6, 5, 7, 8], [4, 4, 2, 5, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 10, 18]",16,27,1,0.048,0.048,0.0,[],0,5,3,943,0,144,144,hi,True,2,traffic-light-mouselab,31,369426,4,0,0,18,0,17
traffic-light-mouselab,False,3,1,[],"[[5, 7, 5, 4, 4], [7, 5, 5, 4, 5], [3, 0, 5, 5, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[10, 18, 2]",16,28,3,0.041,0.041,0.0,[],0,5,3,1128,0,122,122,low,False,2,traffic-light-mouselab,32,371874,5,1,0,2,0,17
traffic-light-mouselab,False,3,1,[],"[[6, 5, 10, 5, 7], [5, 7, 6, 3, 5], [4, 5, 6, 9, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[10, 18, 2]",16,29,3,0.041,0.041,0.0,[],0,5,3,1023,0,122,122,low,False,2,traffic-light-mouselab,33,374050,9,1,0,2,0,17
traffic-light-mouselab,False,3,1,[0],"[[5, 9, 5, 4, 8], [5, 8, 1, 5, 4], [5, 3, 3, 2, 5]]","[[2, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[2, 10, 18]",16,30,0,0.05,0.04966666666666667,0.0003333333333333333,[],0,5,3,2255,1,150,149,hi,False,2,traffic-light-mouselab,34,377666,5,1,0,18,0,17
traffic-light-mouselab,False,3,1,[],"[[6, 3, 5, 7, 4], [6, 3, 4, 5, 8], [7, 3, 5, 4, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 10, 18]",16,31,0,0.066,0.066,0.0,[],0,5,3,1303,0,198,198,medium,True,1,traffic-light-mouselab,35,380481,6,0,0,10,0,17
traffic-light-mouselab,False,3,1,[],"[[7, 9, 9, 5, 5], [4, 4, 5, 3, 7], [3, 1, 3, 6, 2]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,32,2,0.062,0.062,0.0,[],0,5,3,1232,0,186,186,hi,False,1,traffic-light-mouselab,36,383370,5,0,0,18,0,17
traffic-light-mouselab,True,3,1,[],"[[7, 6, 8, 2, 4], [3, 9, 6, 7, 4], [6, 5, 6, 5, 6]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,1,0,0.045,0.045,0.0,[],0,5,3,4598,0,136,136,medium,False,0,traffic-light-mouselab,4,191837,7,0,0,10,0,18
traffic-light-mouselab,True,3,1,[],"[[7, 5, 9, 4, 5], [7, 6, 5, 6, 4], [5, 5, 4, 2, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,2,2,0.063,0.063,0.0,[],0,5,3,2143,0,188,188,low,True,2,traffic-light-mouselab,5,196828,4,0,0,2,0,18
traffic-light-mouselab,False,3,1,[],"[[7, 3, 4, 7, 7], [4, 1, 3, 6, 4], [5, 4, 5, 3, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 10, 2]",16,3,2,0.037,0.037,0.0,[],0,5,3,2820,0,112,112,hi,True,0,traffic-light-mouselab,7,205390,4,0,0,18,0,18
traffic-light-mouselab,False,3,1,[],"[[6, 3, 6, 3, 7], [4, 10, 4, 4, 6], [6, 9, 3, 5, 9]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[10, 18, 2]",16,4,0,0.048,0.048,0.0,[],0,5,3,3560,0,144,144,low,False,2,traffic-light-mouselab,8,214474,6,0,0,2,0,18
traffic-light-mouselab,False,3,1,[],"[[3, 3, 4, 5, 5], [3, 2, 4, 7, 6], [6, 6, 6, 4, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,5,3,0.061,0.061,0.0,[],0,5,3,2698,0,184,184,hi,True,1,traffic-light-mouselab,9,223119,7,1,0,18,0,18
traffic-light-mouselab,False,3,1,[],"[[6, 5, 3, 5, 2], [2, 7, 4, 3, 5], [5, 7, 8, 3, 6]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,6,1,0.069,0.069,0.0,[],0,5,3,2559,0,206,206,hi,False,1,traffic-light-mouselab,10,228365,7,1,0,18,0,18
traffic-light-mouselab,False,3,1,[],"[[6, 6, 3, 5, 7], [6, 4, 7, 6, 5], [6, 3, 6, 10, 5]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,7,3,0.073,0.073,0.0,[],0,5,3,2045,0,218,218,low,False,0,traffic-light-mouselab,11,232695,5,0,0,2,0,18
traffic-light-mouselab,False,3,1,[],"[[4, 6, 5, 5, 8], [4, 8, 4, 3, 5], [3, 6, 1, 3, 5]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,8,1,0.072,0.072,0.0,[],0,5,3,2290,0,216,216,hi,False,1,traffic-light-mouselab,12,237772,8,1,0,18,0,18
traffic-light-mouselab,False,3,1,[],"[[7, 5, 5, 5, 5], [5, 2, 7, 4, 5], [3, 2, 5, 1, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 2, 10]",16,9,4,0.053,0.053,0.0,[],0,5,3,1282,0,160,160,medium,True,2,traffic-light-mouselab,13,241080,6,1,0,10,0,18
traffic-light-mouselab,False,3,1,[],"[[7, 3, 5, 5, 4], [1, 3, 6, 5, 4], [5, 5, 3, 5, 7]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 2, 18]",16,10,0,0.054,0.054,0.0,[],0,5,3,4475,0,162,162,medium,False,0,traffic-light-mouselab,14,247556,7,1,0,10,0,18
traffic-light-mouselab,False,3,1,[],"[[4, 6, 3, 5, 6], [5, 4, 2, 4, 3], [5, 6, 5, 3, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 10, 2]",16,11,0,0.044,0.044,0.0,[],0,5,3,6744,0,132,132,hi,True,0,traffic-light-mouselab,15,256747,4,0,0,18,0,18
traffic-light-mouselab,False,3,1,[],"[[3, 5, 5, 3, 7], [4, 5, 4, 9, 3], [4, 2, 7, 6, 7]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[10, 2, 18]",16,12,0,0.037,0.037,0.0,[],0,5,3,9036,0,110,110,low,False,1,traffic-light-mouselab,16,268139,4,0,0,2,0,18
traffic-light-mouselab,False,3,1,[],"[[6, 3, 7, 4, 5], [6, 5, 4, 4, 5], [7, 6, 4, 4, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 10, 2]",16,13,2,0.058,0.058,0.0,[],0,5,3,2344,0,174,174,low,True,2,traffic-light-mouselab,17,271938,4,0,0,2,0,18
traffic-light-mouselab,False,3,1,[],"[[5, 6, 5, 4, 6], [6, 4, 6, 5, 3], [6, 3, 4, 5, 3]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 2, 18]",16,14,3,0.047,0.047,0.0,[],0,5,3,1614,0,140,140,medium,False,0,traffic-light-mouselab,18,274822,4,0,0,10,0,18
traffic-light-mouselab,False,3,1,[],"[[3, 5, 4, 4, 5], [4, 7, 4, 6, 3], [3, 7, 4, 5, 3]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,15,4,0.037,0.037,0.0,[],0,5,3,2090,0,110,110,medium,False,0,traffic-light-mouselab,19,279245,5,1,0,10,0,18
traffic-light-mouselab,False,3,1,[],"[[6, 4, 7, 4, 5], [4, 8, 5, 2, 4], [5, 5, 3, 8, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 10, 2]",16,16,1,0.054,0.054,0.0,[],0,5,3,1467,0,162,162,low,True,2,traffic-light-mouselab,20,282714,5,0,0,2,0,18
traffic-light-mouselab,False,3,1,[],"[[4, 6, 2, 7, 8], [5, 5, 6, 6, 3], [5, 4, 8, 5, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[10, 2, 18]",16,17,2,0.059,0.059,0.0,[],0,5,3,2036,0,176,176,hi,False,2,traffic-light-mouselab,21,286144,8,1,0,18,0,18
traffic-light-mouselab,False,3,1,[],"[[6, 7, 4, 9, 2], [7, 5, 1, 5, 7], [5, 2, 8, 6, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 2, 18]",16,18,0,0.055,0.055,0.0,[],0,5,3,1143,0,164,164,hi,True,2,traffic-light-mouselab,22,289197,5,0,0,18,0,18
traffic-light-mouselab,False,3,1,[],"[[5, 5, 3, 6, 6], [5, 5, 7, 8, 5], [6, 5, 8, 5, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 2, 10]",16,19,4,0.053,0.053,0.0,[],0,5,3,1545,0,158,158,medium,True,2,traffic-light-mouselab,23,293128,4,0,0,10,0,18
traffic-light-mouselab,False,3,1,[],"[[4, 5, 3, 4, 4], [3, 6, 9, 2, 4], [6, 7, 7, 6, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[2, 18, 10]",16,20,2,0.079,0.079,0.0,[],0,5,3,1375,0,238,238,medium,False,2,traffic-light-mouselab,24,297842,7,1,0,10,0,18
traffic-light-mouselab,False,3,1,[],"[[5, 6, 4, 7, 4], [5, 5, 3, 5, 4], [5, 5, 4, 6, 5]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 2, 10]",16,21,1,0.056,0.056,0.0,[],0,5,3,1729,0,168,168,hi,False,0,traffic-light-mouselab,25,305409,6,0,0,18,0,18
traffic-light-mouselab,False,3,1,[],"[[9, 3, 5, 5, 3], [4, 2, 3, 1, 9], [6, 4, 6, 4, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 2, 10]",16,22,2,0.052,0.052,0.0,[],0,5,3,1521,0,156,156,low,True,1,traffic-light-mouselab,26,308978,3,0,0,2,0,18
traffic-light-mouselab,False,3,1,[],"[[4, 3, 5, 5, 6], [5, 6, 5, 5, 6], [8, 3, 4, 6, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 2, 10]",16,23,3,0.053,0.053,0.0,[],0,5,3,1475,0,160,160,low,True,1,traffic-light-mouselab,27,312555,5,0,0,2,0,18
traffic-light-mouselab,False,3,1,[],"[[7, 6, 7, 5, 9], [5, 5, 4, 5, 6], [6, 4, 5, 10, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[10, 2, 18]",16,24,0,0.063,0.063,0.0,[],0,5,3,1021,0,188,188,hi,False,2,traffic-light-mouselab,28,315769,6,0,0,18,0,18
traffic-light-mouselab,False,3,1,[],"[[5, 4, 7, 4, 5], [7, 7, 5, 5, 6], [7, 3, 2, 6, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,25,1,0.055,0.055,0.0,[],0,5,3,1260,0,164,164,medium,True,2,traffic-light-mouselab,29,318653,3,0,0,10,0,18
