type,is_practice,original_item_cost,sale_item_cost,click_values,payoff_matrix,cost_matrix,weights,weights_deviation,trial_num,selected_option,gross_earnings,net_earnings,click_cost,uncovered_values,num_values_revealed,num_options,num_features,reaction_time,points_click_cost,points_action_utility,points_metalevel_reward,sale_type,is_control,sale_index,trial_type,trial_index,time_elapsed,highlight_option_value,maximized_highlighted_option,highlight_num_clicks,highlight_weight,num_highlight_reveals,participant_id
traffic-light-mouselab,False,3,1,[],"[[2, 7, 6, 3, 6], [7, 4, 3, 6, 5], [6, 4, 10, 6, 2]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 2, 18]",16,31,2,0.082,0.082,0.0,[],0,5,3,977,0,246,246,low,True,1,traffic-light-mouselab,35,239131,3,0,0,2,0,4
traffic-light-mouselab,False,3,1,[],"[[4, 2, 6, 4, 5], [6, 5, 5, 7, 3], [5, 4, 5, 2, 5]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 2, 18]",16,32,1,0.034,0.034,0.0,[],0,5,3,1477,0,102,102,medium,False,0,traffic-light-mouselab,36,241875,2,0,0,10,0,4
traffic-light-mouselab,True,3,1,"[0, 7, 14, 10, 5, 1, 6, 11, 12, 2, 3, 8, 13, 4, 9]","[[5, 4, 6, 6, 2], [3, 7, 4, 6, 5], [1, 5, 4, 4, 4]]","[[2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[18, 10, 2]",16,1,3,0.059,0.054,0.005,[],0,5,3,82610,15,176,161,medium,True,1,traffic-light-mouselab,4,506612,6,0,5,10,0,5
traffic-light-mouselab,True,3,1,[1],"[[4, 5, 6, 5, 4], [10, 8, 6, 6, 3], [5, 5, 5, 7, 4]]","[[3, 2, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,2,1,0.068,0.06766666666666667,0.0003333333333333333,[],0,5,3,5334,1,204,203,hi,False,1,traffic-light-mouselab,5,522086,8,0,0,18,0,5
traffic-light-mouselab,False,3,1,[2],"[[3, 5, 2, 5, 4], [7, 7, 4, 6, 6], [8, 7, 6, 0, 2]]","[[1, 1, 0, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 2, 18]",16,3,2,0.045,0.04466666666666667,0.0003333333333333333,[2],1,5,3,6348,1,136,135,medium,False,0,traffic-light-mouselab,7,538669,2,0,1,10,1,5
traffic-light-mouselab,False,3,1,[0],"[[4, 6, 4, 7, 3], [9, 4, 4, 6, 3], [3, 6, 7, 5, 1]]","[[2, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[10, 2, 18]",16,4,0,0.037,0.03666666666666667,0.0003333333333333333,[],0,5,3,3081,1,112,111,hi,False,2,traffic-light-mouselab,8,545118,3,0,0,18,0,5
traffic-light-mouselab,False,3,1,[4],"[[3, 3, 7, 5, 5], [5, 8, 4, 4, 7], [6, 6, 4, 5, 5]]","[[3, 3, 3, 3, 2], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 10, 18]",16,5,4,0.057,0.05666666666666667,0.0003333333333333333,[],0,5,3,4673,1,170,169,low,True,0,traffic-light-mouselab,9,552812,5,0,1,2,0,5
traffic-light-mouselab,False,3,1,[],"[[5, 8, 5, 5, 6], [6, 4, 5, 4, 7], [6, 2, 5, 3, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 10, 2]",16,6,2,0.05,0.05,0.0,[],0,5,3,1831,0,150,150,medium,True,1,traffic-light-mouselab,10,560250,5,0,0,10,0,5
traffic-light-mouselab,False,3,1,[5],"[[7, 5, 3, 4, 4], [6, 3, 4, 2, 4], [7, 6, 4, 6, 4]]","[[3, 3, 3, 3, 3], [0, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[10, 2, 18]",16,7,0,0.069,0.06866666666666667,0.0003333333333333333,[5],1,5,3,4995,1,208,207,low,False,1,traffic-light-mouselab,11,568121,6,1,1,2,1,5
traffic-light-mouselab,False,3,1,[12],"[[7, 6, 7, 8, 4], [6, 6, 4, 7, 7], [7, 5, 5, 6, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 2, 3, 3]]","[18, 2, 10]",16,8,2,0.061,0.06066666666666667,0.0003333333333333333,[],0,5,3,3057,1,184,183,hi,True,0,traffic-light-mouselab,12,573665,7,0,0,18,0,5
traffic-light-mouselab,False,3,1,[11],"[[6, 7, 5, 7, 4], [3, 4, 4, 2, 4], [3, 4, 7, 6, 6]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 2, 3, 3, 3]]","[2, 18, 10]",16,9,1,0.042,0.04166666666666667,0.0003333333333333333,[],0,5,3,3372,1,126,125,low,False,0,traffic-light-mouselab,13,579074,7,1,0,2,0,5
traffic-light-mouselab,False,3,1,[4],"[[7, 5, 5, 5, 5], [5, 5, 5, 2, 7], [3, 2, 5, 6, 9]]","[[3, 3, 3, 3, 2], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,10,4,0.065,0.06466666666666666,0.0003333333333333333,[],0,5,3,3107,1,194,193,hi,True,1,traffic-light-mouselab,14,584815,7,1,0,18,0,5
traffic-light-mouselab,False,3,1,[4],"[[6, 4, 5, 7, 7], [4, 4, 1, 0, 5], [4, 6, 7, 7, 5]]","[[3, 3, 3, 3, 2], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,11,4,0.057,0.05666666666666667,0.0003333333333333333,[],0,5,3,3106,1,170,169,low,True,2,traffic-light-mouselab,15,590167,5,0,0,2,0,5
traffic-light-mouselab,False,3,1,[0],"[[2, 5, 2, 9, 5], [6, 6, 6, 9, 7], [7, 3, 5, 8, 5]]","[[2, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[2, 18, 10]",16,12,0,0.061,0.06066666666666667,0.0003333333333333333,[],0,5,3,5737,1,182,181,medium,False,2,traffic-light-mouselab,16,598774,7,0,0,10,0,5
traffic-light-mouselab,False,3,1,[],"[[8, 5, 4, 4, 7], [6, 4, 7, 4, 6], [6, 5, 6, 9, 7]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[18, 2, 10]",16,13,1,0.049,0.049,0.0,[],0,5,3,4092,0,148,148,low,False,1,traffic-light-mouselab,17,607631,4,0,0,2,0,5
traffic-light-mouselab,False,3,1,[2],"[[4, 6, 6, 8, 6], [4, 6, 5, 1, 4], [4, 4, 2, 3, 6]]","[[3, 3, 2, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,14,2,0.051,0.050666666666666665,0.0003333333333333333,[],0,5,3,4232,1,154,153,hi,True,1,traffic-light-mouselab,18,614790,5,0,0,18,0,5
traffic-light-mouselab,False,3,1,"[10, 11]","[[6, 6, 4, 7, 5], [4, 4, 5, 3, 2], [5, 4, 3, 3, 5]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [2, 2, 3, 3, 3]]","[10, 2, 18]",16,15,1,0.047,0.04633333333333333,0.0006666666666666666,[],0,5,3,5589,2,140,138,medium,False,0,traffic-light-mouselab,19,623682,6,0,0,10,0,5
traffic-light-mouselab,False,3,1,[],"[[6, 6, 5, 5, 5], [7, 3, 5, 4, 6], [4, 5, 3, 5, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 2, 10]",16,16,4,0.054,0.054,0.0,[],0,5,3,2732,0,162,162,low,True,1,traffic-light-mouselab,20,630599,6,0,0,2,0,5
traffic-light-mouselab,False,3,1,[],"[[8, 5, 6, 5, 7], [5, 7, 6, 6, 2], [6, 6, 4, 3, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[2, 10, 18]",16,17,1,0.063,0.063,0.0,[],0,5,3,2447,0,188,188,hi,False,2,traffic-light-mouselab,21,635828,6,0,0,18,0,5
traffic-light-mouselab,False,3,1,[],"[[6, 7, 4, 4, 4], [7, 7, 5, 5, 8], [5, 6, 5, 8, 6]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 2, 18]",16,18,0,0.055,0.055,0.0,[],0,5,3,1486,0,164,164,medium,False,0,traffic-light-mouselab,22,639467,6,0,0,10,0,5
traffic-light-mouselab,False,3,1,[],"[[6, 4, 3, 6, 4], [3, 5, 3, 4, 5], [4, 7, 5, 7, 5]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[10, 2, 18]",16,19,3,0.065,0.065,0.0,[],0,5,3,1666,0,194,194,low,False,1,traffic-light-mouselab,23,642645,4,0,0,2,0,5
traffic-light-mouselab,False,3,1,[],"[[3, 4, 2, 5, 3], [5, 4, 8, 9, 7], [3, 3, 2, 7, 7]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[2, 10, 18]",16,20,4,0.067,0.067,0.0,[],0,5,3,1296,0,202,202,medium,False,1,traffic-light-mouselab,24,645759,7,0,0,10,0,5
traffic-light-mouselab,False,3,1,[],"[[6, 3, 9, 4, 2], [2, 5, 8, 5, 7], [8, 4, 5, 5, 4]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[10, 2, 18]",16,21,0,0.069,0.069,0.0,[],0,5,3,1752,0,208,208,low,False,1,traffic-light-mouselab,25,651772,2,0,0,2,0,5
traffic-light-mouselab,False,3,1,"[1, 1]","[[8, 3, 6, 1, 5], [3, 9, 6, 7, 4], [6, 6, 3, 6, 8]]","[[3, 1, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 2, 18]",16,22,1,0.052,0.05133333333333333,0.0006666666666666666,[],0,5,3,6608,2,156,154,medium,True,0,traffic-light-mouselab,26,661252,3,0,2,10,0,5
traffic-light-mouselab,False,3,1,"[7, 8]","[[4, 4, 1, 5, 4], [8, 5, 4, 3, 2], [5, 5, 6, 6, 5]]","[[3, 3, 3, 3, 3], [1, 1, 0, 0, 1], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,23,2,0.045,0.04433333333333333,0.0006666666666666666,"[7, 8]",2,5,3,11851,2,134,132,hi,False,1,traffic-light-mouselab,27,676529,4,0,2,18,2,5
traffic-light-mouselab,False,3,1,"[5, 5, 5]","[[5, 8, 5, 5, 7], [4, 1, 7, 4, 5], [4, 5, 4, 1, 5]]","[[3, 3, 3, 3, 3], [0, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 10, 2]",16,24,0,0.046,0.045,0.001,[5],1,5,3,8043,3,138,135,low,True,2,traffic-light-mouselab,28,686640,4,0,0,2,0,5
traffic-light-mouselab,False,3,1,[],"[[3, 4, 2, 5, 4], [5, 3, 4, 5, 9], [6, 5, 4, 4, 4]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 2, 10]",16,25,4,0.043,0.043,0.0,[],0,5,3,2327,0,130,130,hi,False,0,traffic-light-mouselab,29,692392,4,0,0,18,0,5
traffic-light-mouselab,False,3,1,[],"[[9, 4, 6, 5, 7], [5, 4, 6, 3, 6], [3, 4, 3, 6, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,26,4,0.054,0.054,0.0,[],0,5,3,2001,0,162,162,low,True,0,traffic-light-mouselab,30,696210,7,0,0,2,0,5
traffic-light-mouselab,False,3,1,[],"[[3, 5, 3, 7, 3], [4, 10, 4, 6, 5], [7, 4, 4, 7, 5]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 2, 10]",16,27,0,0.044,0.044,0.0,[],0,5,3,1670,0,132,132,hi,False,0,traffic-light-mouselab,31,699714,3,0,0,18,0,5
traffic-light-mouselab,False,3,1,[],"[[7, 6, 6, 6, 4], [4, 6, 7, 6, 4], [6, 5, 4, 5, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 2, 18]",16,28,2,0.049,0.049,0.0,[],0,5,3,1337,0,146,146,hi,True,2,traffic-light-mouselab,32,703324,4,0,0,18,0,5
traffic-light-mouselab,False,3,1,[],"[[7, 7, 5, 5, 5], [5, 6, 5, 10, 4], [4, 3, 6, 4, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,29,1,0.051,0.051,0.0,[],0,5,3,1661,0,152,152,medium,True,2,traffic-light-mouselab,33,707187,3,0,0,10,0,5
traffic-light-mouselab,False,3,1,[],"[[3, 6, 6, 6, 5], [4, 6, 4, 8, 5], [5, 5, 3, 4, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 10, 2]",16,30,1,0.059,0.059,0.0,[],0,5,3,2327,0,178,178,medium,True,1,traffic-light-mouselab,34,711467,6,0,0,10,0,5
traffic-light-mouselab,False,3,1,[],"[[10, 5, 2, 5, 2], [6, 1, 6, 5, 4], [3, 3, 7, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 10, 18]",16,31,2,0.063,0.063,0.0,[],0,5,3,1610,0,190,190,medium,True,1,traffic-light-mouselab,35,715234,6,1,0,10,0,5
traffic-light-mouselab,False,3,1,[],"[[6, 4, 6, 4, 5], [9, 4, 3, 7, 2], [4, 5, 7, 4, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 2, 18]",16,32,1,0.046,0.046,0.0,[],0,5,3,2792,0,138,138,hi,True,2,traffic-light-mouselab,36,719886,5,0,0,18,0,5
traffic-light-mouselab,True,3,1,[],"[[7, 8, 5, 7, 5], [3, 3, 7, 4, 5], [6, 5, 6, 4, 5]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[10, 2, 18]",16,1,1,0.059,0.059,0.0,[],0,5,3,6029,0,176,176,low,False,1,traffic-light-mouselab,4,223690,3,0,0,2,0,6
traffic-light-mouselab,True,3,1,[],"[[6, 7, 5, 7, 2], [6, 5, 6, 4, 6], [5, 2, 4, 2, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 10, 2]",16,2,3,0.057,0.057,0.0,[],0,5,3,2005,0,170,170,low,True,2,traffic-light-mouselab,5,229210,2,0,0,2,0,6
traffic-light-mouselab,False,3,1,[],"[[6, 2, 8, 4, 7], [4, 8, 4, 9, 2], [9, 6, 6, 6, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[2, 18, 10]",16,3,0,0.058,0.058,0.0,[],0,5,3,4538,0,174,174,medium,False,2,traffic-light-mouselab,7,244805,9,1,0,10,0,6
traffic-light-mouselab,False,3,1,[],"[[6, 6, 10, 3, 7], [7, 0, 6, 8, 6], [2, 3, 3, 4, 5]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,4,1,0.022,0.022,0.0,[],0,5,3,3082,0,66,66,medium,False,0,traffic-light-mouselab,8,250880,6,0,0,10,0,6
traffic-light-mouselab,False,3,1,"[12, 3, 0]","[[6, 7, 4, 4, 4], [6, 7, 8, 6, 5], [9, 5, 3, 6, 6]]","[[0, 1, 1, 0, 1], [3, 3, 3, 3, 3], [3, 3, 2, 3, 3]]","[10, 2, 18]",16,5,0,0.078,0.077,0.001,"[3, 0]",2,5,3,14202,3,234,231,medium,False,0,traffic-light-mouselab,9,268026,6,0,2,10,2,6
traffic-light-mouselab,False,3,1,[],"[[5, 7, 4, 3, 4], [6, 8, 4, 4, 5], [7, 2, 6, 5, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 2, 10]",16,6,4,0.044,0.044,0.0,[],0,5,3,3431,0,132,132,hi,True,0,traffic-light-mouselab,10,274556,4,0,0,18,0,6
traffic-light-mouselab,False,3,1,"[6, 8]","[[6, 5, 6, 5, 7], [7, 7, 7, 3, 3], [6, 6, 3, 3, 6]]","[[3, 3, 3, 3, 3], [1, 0, 1, 0, 1], [3, 3, 3, 3, 3]]","[18, 10, 2]",16,7,1,0.057,0.05633333333333333,0.0006666666666666666,"[6, 8]",2,5,3,7460,2,172,170,medium,False,1,traffic-light-mouselab,11,284230,7,1,2,10,2,6
traffic-light-mouselab,False,3,1,[0],"[[7, 3, 8, 3, 3], [6, 6, 6, 6, 3], [2, 6, 4, 3, 5]]","[[0, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 10, 2]",16,8,0,0.063,0.06266666666666666,0.0003333333333333333,[0],1,5,3,4460,1,190,189,hi,False,0,traffic-light-mouselab,12,290731,7,0,1,18,1,6
traffic-light-mouselab,False,3,1,[],"[[4, 5, 2, 4, 6], [6, 4, 4, 3, 6], [5, 6, 6, 4, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 10, 2]",16,9,2,0.029,0.029,0.0,[],0,5,3,2196,0,88,88,low,True,2,traffic-light-mouselab,13,295681,6,1,0,2,0,6
traffic-light-mouselab,False,3,1,[],"[[7, 6, 7, 7, 7], [3, 4, 4, 3, 3], [5, 5, 6, 0, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,10,3,0.041,0.041,0.0,[],0,5,3,3755,0,124,124,low,True,2,traffic-light-mouselab,14,301727,0,0,0,2,0,6
traffic-light-mouselab,False,3,1,"[0, 3, 1]","[[3, 7, 5, 5, 6], [6, 3, 4, 4, 7], [5, 4, 5, 7, 5]]","[[0, 0, 1, 0, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 10, 2]",16,11,1,0.055,0.054,0.001,"[0, 3, 1]",3,5,3,8014,3,164,161,hi,False,0,traffic-light-mouselab,15,313837,7,1,3,18,3,6
traffic-light-mouselab,False,3,1,[],"[[5, 6, 5, 5, 4], [5, 3, 5, 4, 3], [5, 7, 4, 4, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,12,2,0.047,0.047,0.0,[],0,5,3,2729,0,140,140,low,True,0,traffic-light-mouselab,16,318454,5,0,0,2,0,6
traffic-light-mouselab,False,3,1,[],"[[5, 6, 5, 6, 4], [5, 8, 7, 5, 5], [3, 2, 1, 8, 5]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,13,1,0.059,0.059,0.0,[],0,5,3,2920,0,176,176,low,False,0,traffic-light-mouselab,17,323272,6,1,0,2,0,6
traffic-light-mouselab,False,3,1,[],"[[6, 8, 5, 6, 6], [4, 3, 2, 4, 8], [6, 3, 9, 3, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 10, 18]",16,14,1,0.033,0.033,0.0,[],0,5,3,3052,0,100,100,medium,True,1,traffic-light-mouselab,18,329203,3,0,0,10,0,6
traffic-light-mouselab,False,3,1,[],"[[5, 4, 5, 2, 5], [10, 4, 6, 4, 7], [9, 3, 4, 2, 8]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 2, 18]",16,15,2,0.045,0.045,0.0,[],0,5,3,2356,0,134,134,hi,True,2,traffic-light-mouselab,19,334249,4,0,0,18,0,6
traffic-light-mouselab,False,3,1,[],"[[4, 4, 7, 6, 5], [2, 5, 3, 5, 6], [4, 7, 3, 5, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 2, 18]",16,16,3,0.053,0.053,0.0,[],0,5,3,2626,0,160,160,medium,True,0,traffic-light-mouselab,20,340094,6,0,0,10,0,6
traffic-light-mouselab,False,3,1,[],"[[4, 4, 6, 8, 5], [3, 4, 5, 4, 5], [9, 7, 4, 5, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,17,2,0.047,0.047,0.0,[],0,5,3,1825,0,142,142,medium,True,2,traffic-light-mouselab,21,343550,4,0,0,10,0,6
traffic-light-mouselab,False,3,1,[],"[[6, 3, 5, 2, 5], [4, 6, 7, 4, 2], [1, 2, 5, 3, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 10, 18]",16,18,0,0.023,0.023,0.0,[],0,5,3,2302,0,70,70,hi,True,2,traffic-light-mouselab,22,347303,1,0,0,18,0,6
traffic-light-mouselab,False,3,1,[],"[[5, 5, 9, 2, 4], [7, 6, 4, 8, 6], [6, 5, 2, 5, 6]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 10, 18]",16,19,1,0.053,0.053,0.0,[],0,5,3,2300,0,160,160,low,False,0,traffic-light-mouselab,23,351121,5,0,0,2,0,6
traffic-light-mouselab,False,3,1,[],"[[5, 6, 5, 7, 5], [5, 6, 7, 6, 8], [5, 6, 3, 4, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 10, 18]",16,20,1,0.06,0.06,0.0,[],0,5,3,2308,0,180,180,hi,True,2,traffic-light-mouselab,24,355537,6,1,0,18,0,6
traffic-light-mouselab,False,3,1,[],"[[3, 5, 6, 5, 4], [7, 4, 7, 10, 10], [6, 6, 6, 6, 9]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[2, 10, 18]",16,21,1,0.053,0.053,0.0,[],0,5,3,2995,0,158,158,medium,False,1,traffic-light-mouselab,25,361134,4,0,0,10,0,6
traffic-light-mouselab,False,3,1,[],"[[5, 9, 3, 5, 7], [6, 4, 2, 4, 4], [3, 7, 4, 3, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,22,1,0.053,0.053,0.0,[],0,5,3,2340,0,160,160,low,True,0,traffic-light-mouselab,26,365305,9,1,0,2,0,6
traffic-light-mouselab,False,3,1,[],"[[3, 5, 6, 4, 3], [6, 4, 3, 6, 6], [7, 6, 6, 7, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,23,1,0.047,0.047,0.0,[],0,5,3,2264,0,142,142,medium,True,2,traffic-light-mouselab,27,369388,6,0,0,10,0,6
traffic-light-mouselab,False,3,1,[],"[[3, 4, 7, 4, 5], [7, 5, 4, 4, 6], [7, 5, 6, 4, 4]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[10, 2, 18]",16,24,1,0.047,0.047,0.0,[],0,5,3,2377,0,140,140,medium,True,0,traffic-light-mouselab,28,373273,4,0,0,10,0,6
traffic-light-mouselab,False,3,1,[],"[[8, 3, 5, 7, 3], [6, 6, 5, 6, 4], [7, 7, 3, 2, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 10, 18]",16,25,2,0.038,0.038,0.0,[],0,5,3,2044,0,114,114,hi,True,2,traffic-light-mouselab,29,376681,3,0,0,18,0,6
traffic-light-mouselab,False,3,1,[],"[[7, 7, 7, 7, 7], [5, 9, 8, 6, 2], [7, 5, 3, 4, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[18, 2, 10]",16,26,1,0.065,0.065,0.0,[],0,5,3,1615,0,194,194,low,True,1,traffic-light-mouselab,30,380651,9,1,0,2,0,6
traffic-light-mouselab,False,3,1,[],"[[6, 4, 6, 7, 8], [4, 5, 5, 5, 0], [5, 5, 3, 6, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[10, 18, 2]",16,27,4,0.031,0.031,0.0,[],0,5,3,3254,0,94,94,low,False,2,traffic-light-mouselab,31,386392,7,1,0,2,0,6
traffic-light-mouselab,False,3,1,[5],"[[4, 3, 2, 3, 6], [8, 6, 5, 2, 8], [7, 3, 7, 4, 5]]","[[3, 3, 3, 3, 3], [0, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,28,0,0.074,0.07366666666666666,0.0003333333333333333,[5],1,5,3,4434,1,222,221,hi,False,1,traffic-light-mouselab,32,392780,8,1,1,18,1,6
traffic-light-mouselab,False,3,1,"[12, 10, 14]","[[5, 4, 8, 3, 7], [3, 2, 4, 3, 5], [1, 7, 1, 4, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 1, 0, 1, 0]]","[2, 10, 18]",16,29,4,0.051,0.049999999999999996,0.001,"[12, 10, 14]",3,5,3,8022,3,154,151,hi,False,2,traffic-light-mouselab,33,402576,5,0,3,18,3,6
traffic-light-mouselab,False,3,1,[],"[[7, 2, 5, 2, 2], [5, 6, 5, 3, 5], [6, 6, 6, 5, 5]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[2, 18, 10]",16,30,1,0.057,0.057,0.0,[],0,5,3,2463,0,172,172,low,False,0,traffic-light-mouselab,34,406498,2,0,0,2,0,6
traffic-light-mouselab,False,3,1,[],"[[4, 2, 7, 8, 6], [7, 6, 5, 5, 4], [5, 4, 3, 5, 3]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[10, 2, 18]",16,31,2,0.045,0.045,0.0,[],0,5,3,3054,0,134,134,low,False,1,traffic-light-mouselab,35,411221,5,0,0,2,0,6
traffic-light-mouselab,False,3,1,"[6, 8]","[[3, 2, 5, 2, 7], [1, 4, 5, 7, 5], [4, 7, 4, 6, 5]]","[[3, 3, 3, 3, 3], [1, 0, 1, 0, 1], [3, 3, 3, 3, 3]]","[10, 18, 2]",16,32,3,0.053,0.05233333333333333,0.0006666666666666666,"[6, 8]",2,5,3,4710,2,158,156,hi,False,1,traffic-light-mouselab,36,417742,7,1,2,18,2,6
traffic-light-mouselab,True,3,1,"[1, 9, 9, 9, 2, 4, 0, 10, 10, 10, 5, 5, 5]","[[3, 5, 5, 1, 3], [3, 5, 6, 4, 5], [1, 8, 4, 4, 5]]","[[0, 0, 0, 1, 0], [0, 3, 3, 3, 0], [0, 3, 3, 3, 3]]","[18, 2, 10]",16,1,3,0.022,0.017666666666666664,0.004333333333333333,"[1, 9, 2, 4, 0, 10, 5]",7,5,3,39479,13,66,53,hi,False,0,traffic-light-mouselab,4,127163,1,0,4,18,4,7
