type,is_practice,click_values,payoff_matrix,cost_matrix,weights,weights_variance,trial_num,selected_option,gross_earnings,net_earnings,click_cost,uncovered_values,trial_nudge,nudge_index,accepted_default,accepted_supersize,chose_default,chose_supersize,num_baskets,num_features,cost,trial_type,trial_index,time_elapsed,internal_node_id,prolific_pid,study_id,session_id,nudge_type,participant_id
mouselab,False,[],"[[4, 5, 6, 8, 6, 7, 7], [6, 7, 6, 6, 6, 6, 4]]","[[3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3]]","[5, 5]",0.0,10,0,0.05,0.05,0.0,[],default,0,True,False,True,False,7,2,3,implicit-mouselab,12,328263,0.0-3.0-9.0,5e7e36dd2b3c384f477c8117,5faed821735c4c09a01dbe66,5faeda229c356e0a21d03846,default,34
mouselab,False,"[8, 9, 4, 5]","[[6, 7], [7, 7], [5, 3], [5, 3], [6, 6]]","[[1, 1], [1, 1], [0, 0], [1, 1], [0, 0]]","[1, 1, 2, 2, 4]",1.2,11,0,0.057,0.053000000000000005,0.004,"[8, 9, 4, 5]",control,-1,False,False,False,False,2,5,1,implicit-mouselab,13,342445,0.0-3.0-10.0,5e7e36dd2b3c384f477c8117,5faed821735c4c09a01dbe66,5faeda229c356e0a21d03846,default,34
mouselab,False,[],"[[2, 5], [7, 4]]","[[2, 2], [2, 2]]","[7, 3]",4.0,12,1,0.047,0.047,0.0,[],default,0,False,False,False,False,2,2,2,implicit-mouselab,14,351489,0.0-3.0-11.0,5e7e36dd2b3c384f477c8117,5faed821735c4c09a01dbe66,5faeda229c356e0a21d03846,default,34
mouselab,False,[],"[[8, 6], [4, 6]]","[[2, 2], [2, 2]]","[4, 6]",1.0,13,0,0.056,0.056,0.0,[],default,0,True,False,True,False,2,2,2,implicit-mouselab,15,357427,0.0-3.0-12.0,5e7e36dd2b3c384f477c8117,5faed821735c4c09a01dbe66,5faeda229c356e0a21d03846,default,34
mouselab,False,"[2, 2, 2]","[[5, 3, 8, 4, 5, 6, 6], [2, 5, 2, 8, 6, 3, 3], [6, 2, 3, 5, 3, 3, 3], [5, 5, 5, 6, 5, 5, 6], [2, 0, 3, 7, 5, 5, 6]]","[[3, 3, 0, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3]]","[4, 1, 1, 1, 3]",1.6,14,2,0.051,0.047999999999999994,0.003,[2],default,4,False,False,False,False,7,5,3,implicit-mouselab,16,374069,0.0-3.0-13.0,5e7e36dd2b3c384f477c8117,5faed821735c4c09a01dbe66,5faeda229c356e0a21d03846,default,34
mouselab,False,[],"[[5, 3], [2, 5], [7, 2], [3, 4], [4, 7]]","[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]","[3, 2, 1, 3, 1]",0.8,15,1,0.04,0.04,0.0,[],default,1,True,False,True,False,2,5,2,implicit-mouselab,17,379715,0.0-3.0-14.0,5e7e36dd2b3c384f477c8117,5faed821735c4c09a01dbe66,5faeda229c356e0a21d03846,default,34
mouselab,False,"[22, 22, 22, 25, 25, 25, 27, 27, 27]","[[2, 6, 4, 5, 3, 8, 4], [6, 1, 8, 2, 7, 6, 4], [5, 5, 7, 2, 4, 6, 4], [6, 6, 3, 6, 4, 2, 6], [6, 3, 3, 7, 6, 3, 5]]","[[3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3], [3, 0, 3, 3, 0, 3, 0], [3, 3, 3, 3, 3, 3, 3]]","[3, 1, 1, 4, 1]",1.6,16,1,0.051,0.041999999999999996,0.009,"[22, 25, 27]",control,-1,False,False,False,False,7,5,3,implicit-mouselab,18,400134,0.0-3.0-15.0,5e7e36dd2b3c384f477c8117,5faed821735c4c09a01dbe66,5faeda229c356e0a21d03846,default,34
mouselab,False,[],"[[7, 3], [7, 6]]","[[4, 4], [4, 4]]","[8, 2]",9.0,17,1,0.036,0.036,0.0,[],default,0,False,False,False,False,2,2,4,implicit-mouselab,19,406422,0.0-3.0-16.0,5e7e36dd2b3c384f477c8117,5faed821735c4c09a01dbe66,5faeda229c356e0a21d03846,default,34
mouselab,False,"[5, 5, 5, 4, 4, 4, 2, 2, 2]","[[7, 4], [5, 6], [5, 5], [1, 3], [8, 6]]","[[3, 3], [0, 3], [0, 0], [3, 3], [3, 3]]","[1, 2, 4, 1, 2]",1.2,18,0,0.054,0.045,0.009,"[5, 4, 2]",control,-1,False,False,False,False,2,5,3,implicit-mouselab,20,424837,0.0-3.0-17.0,5e7e36dd2b3c384f477c8117,5faed821735c4c09a01dbe66,5faeda229c356e0a21d03846,default,34
mouselab,False,[],"[[6, 4], [5, 5]]","[[4, 4], [4, 4]]","[3, 7]",4.0,19,0,0.053,0.053,0.0,[],default,1,False,False,False,False,2,2,4,implicit-mouselab,21,430283,0.0-3.0-18.0,5e7e36dd2b3c384f477c8117,5faed821735c4c09a01dbe66,5faeda229c356e0a21d03846,default,34
mouselab,False,"[14, 14, 14, 14, 17, 17, 17, 17, 22, 22, 22, 22]","[[8, 5, 6, 5, 5, 8, 2], [6, 3, 6, 6, 7, 3, 7], [6, 9, 8, 4, 4, 4, 5], [5, 6, 2, 4, 7, 6, 8], [7, 3, 3, 6, 5, 3, 3]]","[[4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [0, 4, 4, 0, 4, 4, 4], [4, 0, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4]]","[1, 2, 3, 3, 1]",0.8,20,1,0.059,0.047,0.012,"[14, 17, 22]",control,-1,False,False,False,False,7,5,4,implicit-mouselab,22,450050,0.0-3.0-19.0,5e7e36dd2b3c384f477c8117,5faed821735c4c09a01dbe66,5faeda229c356e0a21d03846,default,34
mouselab,False,"[2, 3]","[[3, 3], [7, 9]]","[[1, 1], [0, 0]]","[2, 8]",9.0,21,1,0.078,0.076,0.002,"[2, 3]",control,-1,False,False,False,False,2,2,1,implicit-mouselab,23,457403,0.0-3.0-20.0,5e7e36dd2b3c384f477c8117,5faed821735c4c09a01dbe66,5faeda229c356e0a21d03846,default,34
mouselab,False,"[8, 8, 10, 10, 12, 12]","[[6, 5, 7, 4, 4, 10, 5], [2, 3, 4, 4, 4, 7, 7]]","[[2, 2, 2, 2, 2, 2, 2], [2, 0, 2, 0, 2, 0, 2]]","[2, 8]",9.0,22,5,0.076,0.06999999999999999,0.006,"[8, 10, 12]",control,-1,False,False,False,False,7,2,2,implicit-mouselab,24,466868,0.0-3.0-21.0,5e7e36dd2b3c384f477c8117,5faed821735c4c09a01dbe66,5faeda229c356e0a21d03846,default,34
mouselab,False,"[15, 15, 15, 15, 18, 18, 18, 18]","[[4, 4, 10, 4, 6, 5, 5], [6, 9, 7, 3, 5, 8, 5], [7, 3, 6, 4, 4, 6, 1], [2, 5, 4, 5, 7, 5, 3], [3, 5, 7, 4, 5, 4, 4]]","[[4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 0, 4, 4, 0, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4]]","[1, 2, 3, 2, 2]",0.4,23,4,0.052,0.044,0.008,"[15, 18]",control,-1,False,False,False,False,7,5,4,implicit-mouselab,25,479121,0.0-3.0-22.0,5e7e36dd2b3c384f477c8117,5faed821735c4c09a01dbe66,5faeda229c356e0a21d03846,default,34
mouselab,False,[],"[[4, 8, 4, 2, 4, 5, 5], [7, 4, 6, 1, 5, 5, 5]]","[[1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1]]","[5, 5]",0.0,24,3,0.015,0.015,0.0,[],default,3,True,False,True,False,7,2,1,implicit-mouselab,26,483857,0.0-3.0-23.0,5e7e36dd2b3c384f477c8117,5faed821735c4c09a01dbe66,5faeda229c356e0a21d03846,default,34
mouselab,True,"[2, 2, 3, 3, 8, 8, 9, 9, 0, 0, 1, 1, 4, 4, 5, 5, 6, 6, 7, 7, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 8, 8, 9, 9]","[[5, 4], [6, 7], [6, 3], [4, 7], [4, 2]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]","[1, 5, 1, 1, 2]",2.4,1,1,0.053,0.033,0.02,"[2, 3, 8, 9, 0, 1, 4, 5, 6, 7]",control,-1,False,False,False,False,2,5,2,implicit-mouselab,4,278769,0.0-3.0-1.0,5c1a503788bca5000142d5be,5faed821735c4c09a01dbe66,5faeda37c87f82099590d483,default,35
mouselab,True,"[0, 0, 0, 2, 2, 2, 4, 4, 4, 6, 6, 6, 1, 1, 10, 10, 8, 8, 7, 7, 3, 3, 5, 5, 12, 12, 13, 13, 11, 11, 9, 9]","[[8, 6, 5, 8, 5, 5, 5], [6, 7, 6, 8, 4, 5, 3]]","[[0, 1, 0, 1, 0, 1, 0], [1, 1, 1, 1, 1, 1, 1]]","[6, 4]",1.0,2,0,0.072,0.039999999999999994,0.032,"[0, 2, 4, 6]",control,-1,False,False,False,False,7,2,3,implicit-mouselab,5,321407,0.0-3.0-2.0,5c1a503788bca5000142d5be,5faed821735c4c09a01dbe66,5faeda37c87f82099590d483,default,35
mouselab,False,[],"[[3, 1, 3, 3, 6, 8, 6], [7, 5, 3, 5, 2, 6, 3]]","[[3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3]]","[2, 8]",9.0,5,2,0.03,0.03,0.0,[],default,2,True,False,True,False,7,2,3,implicit-mouselab,7,331723,0.0-3.0-4.0,5c1a503788bca5000142d5be,5faed821735c4c09a01dbe66,5faeda37c87f82099590d483,default,35
mouselab,False,"[6, 6, 7, 7, 0, 0, 2, 2, 4, 4, 8, 8, 9, 9, 5, 5, 3, 3, 1, 1]","[[4, 6], [2, 6], [4, 5], [3, 5], [4, 5]]","[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1]]","[1, 1, 1, 5, 2]",2.4,6,1,0.052,0.032,0.02,[],default,0,False,False,False,False,2,5,3,implicit-mouselab,8,358891,0.0-3.0-5.0,5c1a503788bca5000142d5be,5faed821735c4c09a01dbe66,5faeda37c87f82099590d483,default,35
mouselab,False,[],"[[3, 6], [8, 5]]","[[4, 4], [4, 4]]","[2, 8]",9.0,7,0,0.07,0.07,0.0,[],default,0,True,False,True,False,2,2,4,implicit-mouselab,9,366034,0.0-3.0-6.0,5c1a503788bca5000142d5be,5faed821735c4c09a01dbe66,5faeda37c87f82099590d483,default,35
mouselab,False,[],"[[4, 8, 4, 4, 9, 5, 2], [4, 5, 5, 3, 4, 4, 5]]","[[4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4]]","[3, 7]",4.0,8,6,0.041,0.041,0.0,[],default,6,True,False,True,False,7,2,4,implicit-mouselab,10,376879,0.0-3.0-7.0,5c1a503788bca5000142d5be,5faed821735c4c09a01dbe66,5faeda37c87f82099590d483,default,35
mouselab,False,"[0, 0, 6, 6, 7, 7, 4, 4, 5, 5]","[[4, 6], [4, 6], [3, 3], [6, 8], [5, 3]]","[[1, 3], [3, 3], [1, 1], [1, 1], [3, 3]]","[1, 1, 3, 4, 1]",1.6,9,0,0.046,0.036,0.01,[],control,-1,False,False,False,False,2,5,3,implicit-mouselab,11,397062,0.0-3.0-8.0,5c1a503788bca5000142d5be,5faed821735c4c09a01dbe66,5faeda37c87f82099590d483,default,35
mouselab,False,"[0, 0, 2, 2]","[[6, 7], [4, 5]]","[[0, 1], [0, 1]]","[6, 4]",1.0,10,0,0.052,0.049999999999999996,0.002,"[0, 2]",control,-1,False,False,False,False,2,2,1,implicit-mouselab,12,403664,0.0-3.0-9.0,5c1a503788bca5000142d5be,5faed821735c4c09a01dbe66,5faeda37c87f82099590d483,default,35
mouselab,False,"[5, 5, 12, 12]","[[4, 5, 6, 5, 4, 6, 3], [5, 6, 5, 4, 4, 4, 6]]","[[2, 2, 2, 2, 2, 0, 2], [2, 2, 2, 2, 2, 0, 2]]","[8, 2]",9.0,11,5,0.056,0.052000000000000005,0.004,"[5, 12]",default,6,False,False,False,False,7,2,2,implicit-mouselab,13,413205,0.0-3.0-10.0,5c1a503788bca5000142d5be,5faed821735c4c09a01dbe66,5faeda37c87f82099590d483,default,35
mouselab,False,"[3, 3, 10, 10, 17, 17, 24, 24, 31, 31]","[[3, 7, 1, 7, 9, 3, 5], [5, 8, 5, 4, 6, 6, 5], [3, 4, 5, 4, 2, 3, 8], [6, 6, 8, 8, 5, 0, 6], [6, 7, 6, 4, 5, 5, 5]]","[[2, 2, 2, 0, 2, 2, 2], [2, 2, 2, 0, 2, 2, 2], [2, 2, 2, 0, 2, 2, 2], [2, 2, 2, 0, 2, 2, 2], [2, 2, 2, 0, 2, 2, 2]]","[1, 1, 2, 5, 1]",2.4,12,3,0.063,0.053,0.01,"[3, 10, 17, 24, 31]",default,1,False,False,False,False,7,5,2,implicit-mouselab,14,426198,0.0-3.0-11.0,5c1a503788bca5000142d5be,5faed821735c4c09a01dbe66,5faeda37c87f82099590d483,default,35
mouselab,False,[],"[[3, 2], [4, 5], [4, 4], [5, 4], [6, 6]]","[[3, 3], [3, 3], [3, 3], [3, 3], [3, 3]]","[1, 1, 1, 2, 5]",2.4,13,1,0.049,0.049,0.0,[],default,1,True,False,True,False,2,5,3,implicit-mouselab,15,429821,0.0-3.0-12.0,5c1a503788bca5000142d5be,5faed821735c4c09a01dbe66,5faeda37c87f82099590d483,default,35
mouselab,False,"[6, 6, 13, 13]","[[4, 3, 6, 4, 6, 4, 1], [4, 1, 5, 7, 5, 5, 5]]","[[2, 2, 2, 2, 2, 2, 0], [2, 2, 2, 2, 2, 2, 0]]","[2, 8]",9.0,14,6,0.042,0.038000000000000006,0.004,"[6, 13]",control,-1,False,False,False,False,7,2,2,implicit-mouselab,16,439395,0.0-3.0-13.0,5c1a503788bca5000142d5be,5faed821735c4c09a01dbe66,5faeda37c87f82099590d483,default,35
mouselab,False,"[0, 0, 7, 7]","[[5, 5, 7, 8, 5, 5, 7], [4, 8, 5, 6, 6, 8, 3]]","[[2, 4, 4, 4, 4, 4, 4], [2, 4, 4, 4, 4, 4, 4]]","[7, 3]",4.0,15,0,0.047,0.043,0.004,[],control,-1,False,False,False,False,7,2,4,implicit-mouselab,17,446392,0.0-3.0-14.0,5c1a503788bca5000142d5be,5faed821735c4c09a01dbe66,5faeda37c87f82099590d483,default,35
mouselab,False,"[0, 7, 14, 21, 28]","[[2, 6, 3, 7, 4, 6, 3], [7, 5, 6, 4, 3, 6, 5], [5, 6, 5, 0, 4, 3, 7], [3, 4, 7, 5, 4, 7, 6], [10, 8, 4, 2, 1, 7, 4]]","[[0, 1, 1, 1, 1, 1, 1], [0, 1, 1, 1, 1, 1, 1], [0, 1, 1, 1, 1, 1, 1], [0, 1, 1, 1, 1, 1, 1], [0, 1, 1, 1, 1, 1, 1]]","[3, 1, 1, 2, 3]",0.8,16,0,0.054,0.049,0.005,"[0, 7, 14, 21, 28]",control,-1,False,False,False,False,7,5,1,implicit-mouselab,18,467293,0.0-3.0-15.0,5c1a503788bca5000142d5be,5faed821735c4c09a01dbe66,5faeda37c87f82099590d483,default,35
mouselab,False,"[0, 7]","[[2, 5, 6, 6, 5, 3, 5], [4, 7, 4, 4, 4, 7, 6]]","[[0, 1, 1, 1, 1, 1, 1], [0, 1, 1, 1, 1, 1, 1]]","[9, 1]",16.0,17,0,0.022,0.019999999999999997,0.002,"[0, 7]",control,-1,False,False,False,False,7,2,1,implicit-mouselab,19,470826,0.0-3.0-16.0,5c1a503788bca5000142d5be,5faed821735c4c09a01dbe66,5faeda37c87f82099590d483,default,35
mouselab,False,"[1, 3, 5, 7, 9]","[[5, 5], [3, 5], [5, 0], [1, 7], [5, 2]]","[[1, 0], [1, 0], [1, 0], [1, 0], [1, 0]]","[2, 1, 1, 3, 3]",0.8,18,1,0.042,0.037000000000000005,0.005,"[1, 3, 5, 7, 9]",control,-1,False,False,False,False,2,5,1,implicit-mouselab,20,475450,0.0-3.0-17.0,5c1a503788bca5000142d5be,5faed821735c4c09a01dbe66,5faeda37c87f82099590d483,default,35
mouselab,False,[],"[[6, 6], [5, 6], [4, 7], [6, 7], [4, 7]]","[[4, 4], [4, 4], [4, 4], [4, 4], [4, 4]]","[3, 3, 1, 1, 2]",0.8,19,1,0.064,0.064,0.0,[],default,1,True,False,True,False,2,5,4,implicit-mouselab,21,478488,0.0-3.0-18.0,5c1a503788bca5000142d5be,5faed821735c4c09a01dbe66,5faeda37c87f82099590d483,default,35
mouselab,False,"[0, 2, 4, 6, 8]","[[8, 6], [4, 5], [4, 7], [4, 5], [6, 7]]","[[1, 2], [1, 2], [1, 2], [1, 2], [1, 2]]","[2, 1, 2, 4, 1]",1.2,20,0,0.05,0.045000000000000005,0.005,[],default,1,False,False,False,False,2,5,2,implicit-mouselab,22,484405,0.0-3.0-19.0,5c1a503788bca5000142d5be,5faed821735c4c09a01dbe66,5faeda37c87f82099590d483,default,35
mouselab,False,"[1, 3, 5, 7, 9]","[[4, 4], [5, 4], [4, 7], [8, 4], [8, 2]]","[[3, 2], [3, 2], [3, 2], [3, 2], [3, 2]]","[4, 1, 3, 1, 1]",1.6,21,1,0.047,0.042,0.005,[],control,-1,False,False,False,False,2,5,3,implicit-mouselab,23,489197,0.0-3.0-20.0,5c1a503788bca5000142d5be,5faed821735c4c09a01dbe66,5faeda37c87f82099590d483,default,35
mouselab,False,"[5, 12, 19, 26, 33]","[[6, 4, 4, 5, 4, 6, 5], [5, 7, 6, 5, 7, 6, 5], [7, 6, 4, 4, 6, 4, 6], [7, 5, 5, 8, 5, 6, 3], [1, 7, 6, 7, 6, 5, 1]]","[[2, 2, 2, 2, 2, 1, 2], [2, 2, 2, 2, 2, 1, 2], [2, 2, 2, 2, 2, 1, 2], [2, 2, 2, 2, 2, 1, 2], [2, 2, 2, 2, 2, 1, 2]]","[1, 2, 3, 1, 3]",0.8,22,5,0.051,0.046,0.005,[],control,-1,False,False,False,False,7,5,2,implicit-mouselab,24,495879,0.0-3.0-21.0,5c1a503788bca5000142d5be,5faed821735c4c09a01dbe66,5faeda37c87f82099590d483,default,35
mouselab,False,[0],"[[7, 5], [6, 5]]","[[0, 1], [1, 1]]","[8, 2]",9.0,23,0,0.068,0.067,0.001,[0],control,-1,False,False,False,False,2,2,1,implicit-mouselab,25,498602,0.0-3.0-22.0,5c1a503788bca5000142d5be,5faed821735c4c09a01dbe66,5faeda37c87f82099590d483,default,35
mouselab,False,[],"[[8, 4, 5, 4, 6, 4, 5], [4, 4, 7, 6, 6, 1, 7]]","[[4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4]]","[4, 6]",1.0,24,6,0.062,0.062,0.0,[],default,6,True,False,True,False,7,2,4,implicit-mouselab,26,502259,0.0-3.0-23.0,5c1a503788bca5000142d5be,5faed821735c4c09a01dbe66,5faeda37c87f82099590d483,default,35
mouselab,True,"[2, 2, 2, 3, 3, 3, 4, 4, 4, 5, 5, 5]","[[4, 7], [5, 5], [7, 4], [3, 5], [4, 4]]","[[3, 3], [0, 0], [0, 0], [3, 3], [3, 3]]","[1, 4, 3, 1, 1]",1.6,1,0,0.052,0.039999999999999994,0.012,"[2, 3, 4, 5]",control,-1,False,False,False,False,2,5,3,implicit-mouselab,4,222398,0.0-3.0-1.0,5e7b96850b53c319cc7a538f,5faed821735c4c09a01dbe66,5faeda463a5ee10993599474,default,36
mouselab,True,"[8, 8, 10, 10]","[[8, 7, 6, 5, 8, 2, 5], [5, 7, 4, 4, 10, 6, 4]]","[[2, 2, 2, 2, 2, 2, 2], [2, 0, 2, 0, 2, 2, 2]]","[3, 7]",4.0,2,1,0.07,0.066,0.004,"[8, 10]",control,-1,False,False,False,False,7,2,2,implicit-mouselab,5,236649,0.0-3.0-2.0,5e7b96850b53c319cc7a538f,5faed821735c4c09a01dbe66,5faeda463a5ee10993599474,default,36
mouselab,False,"[2, 2, 2, 2]","[[5, 2], [2, 3]]","[[4, 4], [0, 4]]","[1, 9]",16.0,5,1,0.029,0.025,0.004,[2],control,-1,False,False,False,False,2,2,4,implicit-mouselab,7,255321,0.0-3.0-4.0,5e7b96850b53c319cc7a538f,5faed821735c4c09a01dbe66,5faeda463a5ee10993599474,default,36
mouselab,False,"[0, 1, 3, 2]","[[7, 6], [7, 7], [6, 7], [5, 4], [7, 2]]","[[0, 0], [0, 0], [1, 1], [1, 1], [1, 1]]","[3, 3, 1, 1, 2]",0.8,6,0,0.067,0.063,0.004,"[0, 1, 3, 2]",control,-1,False,False,False,False,2,5,1,implicit-mouselab,8,273161,0.0-3.0-5.0,5e7b96850b53c319cc7a538f,5faed821735c4c09a01dbe66,5faeda463a5ee10993599474,default,36
mouselab,False,[],"[[8, 3, 9, 2, 3, 3, 4], [4, 9, 6, 4, 5, 6, 3], [7, 7, 4, 3, 6, 4, 9], [6, 7, 5, 5, 5, 5, 5], [5, 7, 2, 3, 4, 7, 6]]","[[4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4]]","[4, 1, 2, 1, 2]",1.2,7,5,0.045,0.045,0.0,[],default,5,True,False,True,False,7,5,4,implicit-mouselab,9,292818,0.0-3.0-6.0,5e7b96850b53c319cc7a538f,5faed821735c4c09a01dbe66,5faeda463a5ee10993599474,default,36
mouselab,False,[],"[[6, 4, 8, 7, 9, 4, 4], [3, 6, 4, 4, 5, 6, 6], [6, 2, 7, 1, 9, 6, 3], [7, 7, 5, 2, 9, 9, 5], [4, 8, 4, 6, 8, 4, 5]]","[[4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4]]","[2, 1, 1, 3, 3]",0.8,8,3,0.043,0.043,0.0,[],default,3,True,False,True,False,7,5,4,implicit-mouselab,10,299791,0.0-3.0-7.0,5e7b96850b53c319cc7a538f,5faed821735c4c09a01dbe66,5faeda463a5ee10993599474,default,36
mouselab,False,"[0, 1, 2, 3]","[[6, 5], [3, 4]]","[[0, 0], [0, 0]]","[6, 4]",1.0,9,0,0.048,0.044,0.004,"[0, 1, 2, 3]",default,0,False,False,True,False,2,2,1,implicit-mouselab,11,326316,0.0-3.0-8.0,5e7b96850b53c319cc7a538f,5faed821735c4c09a01dbe66,5faeda463a5ee10993599474,default,36
mouselab,False,"[11, 11, 10, 10]","[[4, 5, 3, 5, 4, 3, 6], [5, 1, 5, 6, 4, 2, 6]]","[[2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 0, 0, 2, 2]]","[4, 6]",1.0,10,3,0.056,0.052000000000000005,0.004,"[11, 10]",control,-1,False,False,False,False,7,2,2,implicit-mouselab,12,338235,0.0-3.0-9.0,5e7b96850b53c319cc7a538f,5faed821735c4c09a01dbe66,5faeda463a5ee10993599474,default,36
mouselab,False,"[3, 3, 3, 2, 2, 2]","[[6, 5], [7, 6]]","[[3, 3], [0, 0]]","[2, 8]",9.0,11,0,0.068,0.062000000000000006,0.006,"[3, 2]",default,1,False,False,False,False,2,2,3,implicit-mouselab,13,350739,0.0-3.0-10.0,5e7b96850b53c319cc7a538f,5faed821735c4c09a01dbe66,5faeda463a5ee10993599474,default,36
mouselab,False,[],"[[1, 5], [3, 6]]","[[3, 3], [3, 3]]","[5, 5]",0.0,12,0,0.02,0.02,0.0,[],default,0,True,False,True,False,2,2,3,implicit-mouselab,14,357643,0.0-3.0-11.0,5e7b96850b53c319cc7a538f,5faed821735c4c09a01dbe66,5faeda463a5ee10993599474,default,36
mouselab,False,"[9, 9, 9, 9, 11, 11, 11, 11, 12, 12, 12, 12]","[[4, 5, 8, 4, 5, 1, 3], [5, 3, 5, 4, 5, 7, 3]]","[[4, 4, 4, 4, 4, 4, 4], [4, 4, 0, 4, 0, 0, 4]]","[3, 7]",4.0,13,5,0.052,0.039999999999999994,0.012,"[9, 11, 12]",control,-1,False,False,False,False,7,2,4,implicit-mouselab,15,370914,0.0-3.0-12.0,5e7b96850b53c319cc7a538f,5faed821735c4c09a01dbe66,5faeda463a5ee10993599474,default,36
mouselab,False,"[2, 2, 2, 3, 3, 3]","[[8, 5], [6, 5], [3, 5], [6, 6], [5, 5]]","[[3, 3], [0, 0], [3, 3], [3, 3], [3, 3]]","[1, 3, 2, 3, 1]",0.8,14,0,0.055,0.049,0.006,"[2, 3]",control,-1,False,False,False,False,2,5,3,implicit-mouselab,16,382509,0.0-3.0-13.0,5e7b96850b53c319cc7a538f,5faed821735c4c09a01dbe66,5faeda463a5ee10993599474,default,36
mouselab,False,"[0, 1, 2, 3]","[[3, 2], [6, 6], [4, 8], [6, 7], [4, 4]]","[[0, 0], [0, 0], [1, 1], [1, 1], [1, 1]]","[4, 3, 1, 1, 1]",1.6,15,0,0.044,0.039999999999999994,0.004,"[0, 1, 2, 3]",default,0,False,False,True,False,2,5,1,implicit-mouselab,17,394918,0.0-3.0-14.0,5e7b96850b53c319cc7a538f,5faed821735c4c09a01dbe66,5faeda463a5ee10993599474,default,36
mouselab,False,[],"[[5, 4], [5, 1]]","[[2, 2], [2, 2]]","[5, 5]",0.0,16,0,0.05,0.05,0.0,[],default,0,True,False,True,False,2,2,2,implicit-mouselab,18,407554,0.0-3.0-15.0,5e7b96850b53c319cc7a538f,5faed821735c4c09a01dbe66,5faeda463a5ee10993599474,default,36
mouselab,False,"[26, 25, 27, 24, 23, 22, 21]","[[6, 8, 7, 4, 6, 8, 7], [5, 4, 7, 2, 6, 6, 8], [7, 6, 3, 4, 5, 5, 6], [7, 8, 7, 5, 6, 6, 4], [4, 5, 4, 6, 5, 7, 5]]","[[1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1, 1]]","[1, 2, 2, 3, 2]",0.4,17,1,0.062,0.055,0.007,"[26, 25, 27, 24, 23, 22, 21]",default,5,False,False,False,False,7,5,1,implicit-mouselab,19,425448,0.0-3.0-16.0,5e7b96850b53c319cc7a538f,5faed821735c4c09a01dbe66,5faeda463a5ee10993599474,default,36
mouselab,False,"[2, 2, 3, 3, 0, 0, 1, 1]","[[4, 8], [5, 5]]","[[0, 0], [0, 0]]","[4, 6]",1.0,18,1,0.062,0.054,0.008,"[2, 3, 0, 1]",control,-1,False,False,False,False,2,2,2,implicit-mouselab,20,437757,0.0-3.0-17.0,5e7b96850b53c319cc7a538f,5faed821735c4c09a01dbe66,5faeda463a5ee10993599474,default,36
mouselab,False,[],"[[5, 7, 5, 4, 5, 5, 7], [5, 5, 4, 5, 8, 4, 6], [0, 4, 8, 7, 4, 6, 5], [4, 5, 5, 6, 4, 4, 5], [3, 5, 5, 5, 5, 6, 9]]","[[4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4]]","[2, 2, 1, 4, 1]",1.2,19,3,0.054,0.054,0.0,[],control,-1,False,False,False,False,7,5,4,implicit-mouselab,21,446086,0.0-3.0-18.0,5e7b96850b53c319cc7a538f,5faed821735c4c09a01dbe66,5faeda463a5ee10993599474,default,36
