type,is_practice,click_values,payoff_matrix,cost_matrix,weights,weights_variance,trial_num,selected_option,gross_earnings,net_earnings,click_cost,uncovered_values,trial_nudge,nudge_index,accepted_default,accepted_supersize,chose_default,chose_supersize,num_baskets,num_features,cost,trial_type,trial_index,time_elapsed,internal_node_id,prolific_pid,study_id,session_id,nudge_type,participant_id
mouselab,True,"[31, 31, 31, 26, 26, 26, 30, 30, 30, 34, 34, 34, 28, 28, 28, 29, 29, 29, 33, 33, 33, 32, 32, 32, 0, 0, 0, 21, 21, 21, 27, 27, 27, 24, 24, 24, 22, 22, 22, 25, 25, 25, 23, 23, 23, 14, 14, 14]","[[1, 5, 6, 7, 4, 1, 8], [5, 5, 7, 4, 7, 9, 3], [4, 9, 4, 5, 7, 7, 6], [4, 5, 6, 6, 7, 3, 5], [6, 5, 5, 6, 4, 4, 4]]","[[0, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3], [0, 3, 3, 3, 3, 3, 3], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0]]","[1, 1, 1, 2, 5]",2.4,1,5,0.043,-0.0050000000000000044,0.048,"[31, 26, 30, 34, 28, 29, 33, 32, 0, 21, 27, 24, 22, 25, 23, 14]",control,-1,False,False,False,False,7,5,3,implicit-mouselab,4,283652,0.0-3.0-1.0,5a725c66f1530b000103dd16,5faed821735c4c09a01dbe66,5faed95dc95e4c092b6025af,default,22
mouselab,True,"[0, 0, 0, 1, 1, 3, 3, 2, 2]","[[9, 5], [6, 4]]","[[0, 0], [0, 0]]","[7, 3]",4.0,2,0,0.081,0.07300000000000001,0.008,"[0, 1, 3, 2]",control,-1,False,False,False,False,2,2,2,implicit-mouselab,5,300176,0.0-3.0-2.0,5a725c66f1530b000103dd16,5faed821735c4c09a01dbe66,5faed95dc95e4c092b6025af,default,22
mouselab,False,[],"[[6, 5], [5, 2]]","[[3, 3], [3, 3]]","[1, 9]",16.0,5,0,0.051,0.051,0.0,[],default,0,True,False,True,False,2,2,3,implicit-mouselab,7,322798,0.0-3.0-4.0,5a725c66f1530b000103dd16,5faed821735c4c09a01dbe66,5faed95dc95e4c092b6025af,default,22
mouselab,False,[],"[[3, 4, 6, 4, 4, 6, 6], [4, 6, 4, 4, 4, 5, 6]]","[[2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2]]","[7, 3]",4.0,6,2,0.054,0.054,0.0,[],default,2,True,False,True,False,7,2,2,implicit-mouselab,8,332914,0.0-3.0-5.0,5a725c66f1530b000103dd16,5faed821735c4c09a01dbe66,5faed95dc95e4c092b6025af,default,22
mouselab,False,"[6, 6, 0, 1, 5]","[[7, 6, 7, 7, 4, 5, 5], [5, 5, 7, 5, 7, 4, 6]]","[[0, 0, 1, 1, 1, 0, 0], [1, 1, 1, 1, 1, 1, 1]]","[9, 1]",16.0,7,0,0.068,0.064,0.004,"[6, 0, 1, 5]",control,-1,False,False,False,False,7,2,1,implicit-mouselab,9,348190,0.0-3.0-6.0,5a725c66f1530b000103dd16,5faed821735c4c09a01dbe66,5faed95dc95e4c092b6025af,default,22
mouselab,False,[],"[[5, 5, 4, 3, 2, 6, 6], [2, 2, 3, 3, 7, 5, 6], [5, 6, 3, 4, 7, 3, 5], [6, 8, 7, 5, 6, 5, 2], [0, 7, 2, 5, 4, 4, 3]]","[[2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2]]","[1, 5, 1, 2, 1]",2.4,8,0,0.032,0.032,0.0,[],default,0,True,False,True,False,7,5,2,implicit-mouselab,10,360324,0.0-3.0-7.0,5a725c66f1530b000103dd16,5faed821735c4c09a01dbe66,5faed95dc95e4c092b6025af,default,22
mouselab,False,"[5, 5, 5, 2, 2, 2, 0, 0, 0]","[[4, 7, 5, 7, 3, 4, 6], [8, 5, 6, 6, 5, 7, 7]]","[[0, 3, 0, 3, 3, 0, 3], [3, 3, 3, 3, 3, 3, 3]]","[7, 3]",4.0,9,6,0.063,0.054,0.009,"[5, 2, 0]",control,-1,False,False,False,False,7,2,3,implicit-mouselab,11,378586,0.0-3.0-8.0,5a725c66f1530b000103dd16,5faed821735c4c09a01dbe66,5faed95dc95e4c092b6025af,default,22
mouselab,False,"[8, 8, 8, 8]","[[4, 6], [4, 7], [3, 4], [6, 5], [3, 4]]","[[4, 4], [4, 4], [4, 4], [4, 4], [0, 4]]","[2, 1, 1, 2, 4]",1.2,10,1,0.049,0.045,0.004,[8],control,-1,False,False,False,False,2,5,4,implicit-mouselab,12,394134,0.0-3.0-9.0,5a725c66f1530b000103dd16,5faed821735c4c09a01dbe66,5faed95dc95e4c092b6025af,default,22
mouselab,False,"[0, 1]","[[4, 5], [4, 6], [2, 7], [4, 6], [5, 4]]","[[0, 0], [1, 1], [1, 1], [1, 1], [1, 1]]","[4, 2, 1, 1, 2]",1.2,11,1,0.053,0.051,0.002,"[0, 1]",control,-1,False,False,False,False,2,5,1,implicit-mouselab,13,403266,0.0-3.0-10.0,5a725c66f1530b000103dd16,5faed821735c4c09a01dbe66,5faed95dc95e4c092b6025af,default,22
mouselab,False,"[4, 4, 4, 4]","[[7, 5], [8, 2], [9, 5], [6, 6], [4, 5]]","[[4, 4], [4, 4], [0, 4], [4, 4], [4, 4]]","[2, 1, 4, 1, 2]",1.2,12,0,0.072,0.06799999999999999,0.004,[4],control,-1,False,False,False,False,2,5,4,implicit-mouselab,14,415160,0.0-3.0-11.0,5a725c66f1530b000103dd16,5faed821735c4c09a01dbe66,5faed95dc95e4c092b6025af,default,22
mouselab,False,[],"[[4, 8, 4, 6, 8, 3, 5], [4, 9, 4, 6, 5, 5, 2], [6, 4, 6, 3, 6, 4, 6], [5, 3, 5, 6, 6, 6, 6], [6, 6, 7, 4, 5, 6, 5]]","[[4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4]]","[1, 2, 2, 2, 3]",0.4,13,5,0.051,0.051,0.0,[],default,5,True,False,True,False,7,5,4,implicit-mouselab,15,422067,0.0-3.0-12.0,5a725c66f1530b000103dd16,5faed821735c4c09a01dbe66,5faed95dc95e4c092b6025af,default,22
mouselab,False,"[13, 13, 13, 9, 9, 9]","[[2, 5, 5, 10, 5, 4, 2], [7, 7, 6, 4, 6, 4, 1]]","[[3, 3, 3, 3, 3, 3, 3], [3, 3, 0, 3, 3, 3, 0]]","[1, 9]",16.0,14,2,0.059,0.053,0.006,"[13, 9]",control,-1,False,False,False,False,7,2,3,implicit-mouselab,16,433842,0.0-3.0-13.0,5a725c66f1530b000103dd16,5faed821735c4c09a01dbe66,5faed95dc95e4c092b6025af,default,22
mouselab,False,[],"[[5, 6], [5, 7], [2, 4], [2, 7], [4, 4]]","[[4, 4], [4, 4], [4, 4], [4, 4], [4, 4]]","[3, 2, 1, 2, 2]",0.4,15,0,0.039,0.039,0.0,[],default,0,True,False,True,False,2,5,4,implicit-mouselab,17,439489,0.0-3.0-14.0,5a725c66f1530b000103dd16,5faed821735c4c09a01dbe66,5faed95dc95e4c092b6025af,default,22
mouselab,False,"[2, 2]","[[3, 8], [2, 2]]","[[1, 1], [0, 1]]","[2, 8]",9.0,16,1,0.032,0.031,0.001,[2],default,1,False,False,True,False,2,2,1,implicit-mouselab,18,449250,0.0-3.0-15.0,5a725c66f1530b000103dd16,5faed821735c4c09a01dbe66,5faed95dc95e4c092b6025af,default,22
mouselab,False,[],"[[6, 5, 4, 5, 5, 4, 9], [2, 4, 3, 9, 5, 6, 4]]","[[2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2]]","[1, 9]",16.0,17,5,0.058,0.058,0.0,[],default,5,True,False,True,False,7,2,2,implicit-mouselab,19,453888,0.0-3.0-16.0,5a725c66f1530b000103dd16,5faed821735c4c09a01dbe66,5faed95dc95e4c092b6025af,default,22
mouselab,False,"[8, 8, 8]","[[5, 3, 2, 3, 6, 5, 2], [5, 5, 4, 1, 6, 9, 5]]","[[3, 3, 3, 3, 3, 3, 3], [3, 0, 3, 3, 3, 3, 3]]","[4, 6]",1.0,18,1,0.042,0.039,0.003,[8],control,-1,False,False,False,False,7,2,3,implicit-mouselab,20,462996,0.0-3.0-17.0,5a725c66f1530b000103dd16,5faed821735c4c09a01dbe66,5faed95dc95e4c092b6025af,default,22
mouselab,False,"[2, 3]","[[7, 5], [5, 4], [4, 7], [2, 4], [6, 7]]","[[1, 1], [0, 0], [1, 1], [1, 1], [1, 1]]","[1, 4, 1, 1, 3]",1.6,19,0,0.051,0.048999999999999995,0.002,"[2, 3]",control,-1,False,False,False,False,2,5,1,implicit-mouselab,21,474116,0.0-3.0-18.0,5a725c66f1530b000103dd16,5faed821735c4c09a01dbe66,5faed95dc95e4c092b6025af,default,22
mouselab,False,"[2, 2, 6, 6]","[[7, 7, 4, 5, 4, 4, 3], [6, 9, 7, 7, 6, 6, 6]]","[[2, 2, 0, 2, 2, 2, 0], [2, 2, 2, 2, 2, 2, 2]]","[9, 1]",16.0,20,4,0.042,0.038000000000000006,0.004,"[2, 6]",control,-1,False,False,False,False,7,2,2,implicit-mouselab,22,484299,0.0-3.0-19.0,5a725c66f1530b000103dd16,5faed821735c4c09a01dbe66,5faed95dc95e4c092b6025af,default,22
mouselab,False,[],"[[4, 4, 3, 6, 6, 9, 5], [5, 5, 4, 7, 7, 5, 6], [5, 5, 6, 3, 5, 6, 2], [9, 4, 3, 8, 4, 7, 4], [6, 5, 6, 4, 6, 1, 7]]","[[4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4]]","[3, 1, 4, 1, 1]",1.6,21,2,0.046,0.046,0.0,[],default,2,True,False,True,False,7,5,4,implicit-mouselab,23,491114,0.0-3.0-20.0,5a725c66f1530b000103dd16,5faed821735c4c09a01dbe66,5faed95dc95e4c092b6025af,default,22
mouselab,False,"[3, 3, 1, 1]","[[5, 6], [7, 4], [6, 5], [6, 6], [2, 8]]","[[2, 0], [2, 0], [2, 2], [2, 2], [2, 2]]","[3, 3, 1, 1, 2]",0.8,22,1,0.057,0.053000000000000005,0.004,"[3, 1]",default,0,False,False,False,False,2,5,2,implicit-mouselab,24,502264,0.0-3.0-21.0,5a725c66f1530b000103dd16,5faed821735c4c09a01dbe66,5faed95dc95e4c092b6025af,default,22
mouselab,False,"[0, 0, 0]","[[6, 3], [8, 4], [7, 4], [3, 4], [7, 6]]","[[0, 3], [3, 3], [3, 3], [3, 3], [3, 3]]","[3, 1, 3, 2, 1]",0.8,23,0,0.06,0.056999999999999995,0.003,[0],control,-1,False,False,False,False,2,5,3,implicit-mouselab,25,513728,0.0-3.0-22.0,5a725c66f1530b000103dd16,5faed821735c4c09a01dbe66,5faed95dc95e4c092b6025af,default,22
mouselab,False,[],"[[4, 2], [6, 4]]","[[1, 1], [1, 1]]","[3, 7]",4.0,24,1,0.034,0.034,0.0,[],default,1,True,False,True,False,2,2,1,implicit-mouselab,26,518352,0.0-3.0-23.0,5a725c66f1530b000103dd16,5faed821735c4c09a01dbe66,5faed95dc95e4c092b6025af,default,22
mouselab,True,"[0, 3, 2]","[[8, 5], [5, 2]]","[[2, 3], [2, 2]]","[2, 8]",9.0,1,0,0.056,0.053,0.003,[],control,-1,False,False,False,False,2,2,3,implicit-mouselab,4,462962,0.0-3.0-1.0,5eb5c39a3c8a5b4ac2f06827,5faed821735c4c09a01dbe66,5faed8fa0f80c109443e3149,default,23
mouselab,True,[1],"[[5, 5, 4, 3, 3, 6, 2], [4, 4, 6, 5, 5, 2, 5], [5, 7, 3, 6, 4, 5, 5], [8, 5, 7, 7, 4, 3, 6], [6, 3, 6, 6, 6, 4, 7]]","[[2, 1, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2]]","[5, 2, 1, 1, 1]",2.4,2,1,0.048,0.047,0.001,[],control,-1,False,False,False,False,7,5,2,implicit-mouselab,5,472109,0.0-3.0-2.0,5eb5c39a3c8a5b4ac2f06827,5faed821735c4c09a01dbe66,5faed8fa0f80c109443e3149,default,23
mouselab,False,"[1, 2, 6, 7, 3]","[[4, 4], [6, 6], [4, 3], [4, 5], [6, 5]]","[[1, 0], [0, 0], [1, 1], [0, 0], [1, 1]]","[3, 2, 2, 2, 1]",0.4,5,1,0.045,0.04,0.005,"[1, 2, 6, 7, 3]",control,-1,False,False,False,False,2,5,1,implicit-mouselab,7,521356,0.0-3.0-4.0,5eb5c39a3c8a5b4ac2f06827,5faed821735c4c09a01dbe66,5faed8fa0f80c109443e3149,default,23
mouselab,False,"[0, 8, 9]","[[7, 5, 4, 8, 4, 5, 5], [5, 7, 7, 3, 4, 3, 5], [5, 8, 4, 7, 5, 6, 3], [3, 5, 6, 5, 3, 7, 2], [3, 7, 4, 8, 6, 6, 6]]","[[2, 3, 3, 3, 3, 3, 3], [3, 2, 2, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3]]","[1, 2, 2, 2, 3]",0.4,6,2,0.05,0.047,0.003,[],control,-1,False,False,False,False,7,5,3,implicit-mouselab,8,553510,0.0-3.0-5.0,5eb5c39a3c8a5b4ac2f06827,5faed821735c4c09a01dbe66,5faed8fa0f80c109443e3149,default,23
mouselab,False,"[0, 1, 2, 3]","[[5, 7, 5, 4, 5, 5, 7], [5, 4, 7, 6, 5, 5, 2]]","[[2, 2, 2, 2, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3]]","[6, 4]",1.0,7,1,0.058,0.054000000000000006,0.004,[],control,-1,False,False,False,False,7,2,3,implicit-mouselab,9,576595,0.0-3.0-6.0,5eb5c39a3c8a5b4ac2f06827,5faed821735c4c09a01dbe66,5faed8fa0f80c109443e3149,default,23
mouselab,False,"[2, 10]","[[4, 6, 6, 3, 6, 6, 5], [7, 6, 3, 7, 3, 4, 5]]","[[4, 4, 3, 4, 4, 4, 4], [4, 4, 4, 3, 4, 4, 4]]","[1, 9]",16.0,8,2,0.033,0.031,0.002,[],control,-1,False,False,False,False,7,2,4,implicit-mouselab,10,579492,0.0-3.0-7.0,5eb5c39a3c8a5b4ac2f06827,5faed821735c4c09a01dbe66,5faed8fa0f80c109443e3149,default,23
mouselab,False,[0],"[[4, 5], [5, 7]]","[[3, 4], [4, 4]]","[3, 7]",4.0,9,0,0.047,0.046,0.001,[],default,1,False,False,False,False,2,2,4,implicit-mouselab,11,590571,0.0-3.0-8.0,5eb5c39a3c8a5b4ac2f06827,5faed821735c4c09a01dbe66,5faed8fa0f80c109443e3149,default,23
mouselab,False,"[1, 8]","[[5, 3, 5, 7, 6, 7, 7], [6, 6, 3, 3, 6, 7, 5]]","[[3, 2, 3, 3, 3, 3, 3], [3, 2, 3, 3, 3, 3, 3]]","[8, 2]",9.0,10,1,0.036,0.033999999999999996,0.002,[],control,-1,False,False,False,False,7,2,3,implicit-mouselab,12,593237,0.0-3.0-9.0,5eb5c39a3c8a5b4ac2f06827,5faed821735c4c09a01dbe66,5faed8fa0f80c109443e3149,default,23
mouselab,False,"[1, 9, 23, 22]","[[3, 6, 3, 4, 8, 5, 5], [2, 7, 6, 3, 7, 4, 2], [6, 3, 3, 7, 5, 4, 5], [8, 4, 6, 4, 1, 3, 5], [7, 5, 7, 3, 7, 5, 3]]","[[3, 2, 3, 3, 3, 3, 3], [3, 3, 2, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3], [3, 2, 2, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3]]","[2, 1, 1, 5, 1]",2.4,11,2,0.052,0.048,0.004,[],control,-1,False,False,False,False,7,5,3,implicit-mouselab,13,596819,0.0-3.0-10.0,5eb5c39a3c8a5b4ac2f06827,5faed821735c4c09a01dbe66,5faed8fa0f80c109443e3149,default,23
mouselab,False,[],"[[3, 2, 5, 7, 5, 3, 3], [4, 5, 5, 4, 2, 3, 2], [6, 5, 6, 4, 4, 5, 7], [4, 5, 4, 3, 3, 7, 5], [4, 8, 8, 3, 4, 4, 3]]","[[2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2]]","[2, 1, 4, 2, 1]",1.2,12,6,0.049,0.049,0.0,[],default,6,True,False,True,False,7,5,2,implicit-mouselab,14,598887,0.0-3.0-11.0,5eb5c39a3c8a5b4ac2f06827,5faed821735c4c09a01dbe66,5faed8fa0f80c109443e3149,default,23
mouselab,False,"[3, 2, 10]","[[5, 5, 3, 7, 5, 4, 6], [5, 8, 3, 4, 5, 5, 8]]","[[4, 4, 3, 3, 4, 4, 4], [4, 4, 4, 3, 4, 4, 4]]","[7, 3]",4.0,13,2,0.03,0.027,0.003,[],default,6,False,False,False,False,7,2,4,implicit-mouselab,15,625279,0.0-3.0-12.0,5eb5c39a3c8a5b4ac2f06827,5faed821735c4c09a01dbe66,5faed8fa0f80c109443e3149,default,23
mouselab,False,[],"[[5, 7, 6, 7, 3, 6, 5], [7, 5, 3, 8, 8, 4, 5], [8, 8, 7, 6, 5, 7, 4], [5, 4, 2, 5, 8, 3, 6], [5, 5, 6, 6, 5, 6, 9]]","[[2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2]]","[1, 4, 3, 1, 1]",1.6,14,4,0.063,0.063,0.0,[],default,4,True,False,True,False,7,5,2,implicit-mouselab,16,627003,0.0-3.0-13.0,5eb5c39a3c8a5b4ac2f06827,5faed821735c4c09a01dbe66,5faed8fa0f80c109443e3149,default,23
mouselab,False,"[9, 10]","[[7, 5, 5, 3, 6, 6, 7], [4, 5, 2, 5, 5, 5, 6], [5, 4, 6, 5, 7, 4, 4], [8, 7, 5, 8, 5, 5, 4], [4, 4, 4, 4, 8, 7, 2]]","[[2, 2, 2, 2, 2, 2, 2], [2, 2, 1, 1, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2]]","[4, 1, 2, 1, 2]",1.2,15,3,0.043,0.040999999999999995,0.002,[],default,5,False,False,False,False,7,5,2,implicit-mouselab,17,633307,0.0-3.0-14.0,5eb5c39a3c8a5b4ac2f06827,5faed821735c4c09a01dbe66,5faed8fa0f80c109443e3149,default,23
mouselab,False,[],"[[4, 6], [3, 3], [7, 3], [2, 6], [6, 5]]","[[4, 4], [4, 4], [4, 4], [4, 4], [4, 4]]","[2, 4, 2, 1, 1]",1.2,16,1,0.041,0.041,0.0,[],control,-1,False,False,False,False,2,5,4,implicit-mouselab,18,639627,0.0-3.0-15.0,5eb5c39a3c8a5b4ac2f06827,5faed821735c4c09a01dbe66,5faed8fa0f80c109443e3149,default,23
mouselab,False,[],"[[7, 5], [3, 4]]","[[4, 4], [4, 4]]","[5, 5]",0.0,17,0,0.05,0.05,0.0,[],default,0,True,False,True,False,2,2,4,implicit-mouselab,19,641129,0.0-3.0-16.0,5eb5c39a3c8a5b4ac2f06827,5faed821735c4c09a01dbe66,5faed8fa0f80c109443e3149,default,23
mouselab,False,[],"[[3, 7], [2, 8]]","[[2, 2], [2, 2]]","[1, 9]",16.0,18,1,0.079,0.079,0.0,[],default,0,False,False,False,False,2,2,2,implicit-mouselab,20,642798,0.0-3.0-17.0,5eb5c39a3c8a5b4ac2f06827,5faed821735c4c09a01dbe66,5faed8fa0f80c109443e3149,default,23
mouselab,False,[],"[[5, 7], [5, 5], [7, 5], [3, 6], [4, 5]]","[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1]]","[2, 2, 1, 4, 1]",1.2,19,0,0.043,0.043,0.0,[],control,-1,False,False,False,False,2,5,1,implicit-mouselab,21,644154,0.0-3.0-18.0,5eb5c39a3c8a5b4ac2f06827,5faed821735c4c09a01dbe66,5faed8fa0f80c109443e3149,default,23
mouselab,False,[],"[[8, 4, 4, 6, 5, 4, 4], [6, 5, 6, 4, 4, 5, 6]]","[[2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2]]","[8, 2]",9.0,20,3,0.056,0.056,0.0,[],default,1,False,False,False,False,7,2,2,implicit-mouselab,22,645910,0.0-3.0-19.0,5eb5c39a3c8a5b4ac2f06827,5faed821735c4c09a01dbe66,5faed8fa0f80c109443e3149,default,23
mouselab,False,[],"[[6, 3], [7, 7], [5, 5], [6, 2], [5, 6]]","[[3, 3], [3, 3], [3, 3], [3, 3], [3, 3]]","[4, 1, 1, 3, 1]",1.6,21,1,0.036,0.036,0.0,[],control,-1,False,False,False,False,2,5,3,implicit-mouselab,23,647078,0.0-3.0-20.0,5eb5c39a3c8a5b4ac2f06827,5faed821735c4c09a01dbe66,5faed8fa0f80c109443e3149,default,23
mouselab,False,[],"[[3, 4], [2, 3], [6, 1], [4, 2], [4, 4]]","[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1]]","[1, 2, 2, 4, 1]",1.2,22,1,0.024,0.024,0.0,[],default,0,False,False,False,False,2,5,1,implicit-mouselab,24,649085,0.0-3.0-21.0,5eb5c39a3c8a5b4ac2f06827,5faed821735c4c09a01dbe66,5faed8fa0f80c109443e3149,default,23
mouselab,False,[],"[[2, 4], [6, 4]]","[[1, 1], [1, 1]]","[6, 4]",1.0,23,0,0.036,0.036,0.0,[],default,0,True,False,True,False,2,2,1,implicit-mouselab,25,650675,0.0-3.0-22.0,5eb5c39a3c8a5b4ac2f06827,5faed821735c4c09a01dbe66,5faed8fa0f80c109443e3149,default,23
mouselab,False,[],"[[3, 6], [5, 2]]","[[1, 1], [1, 1]]","[6, 4]",1.0,24,1,0.044,0.044,0.0,[],control,-1,False,False,False,False,2,2,1,implicit-mouselab,26,651873,0.0-3.0-23.0,5eb5c39a3c8a5b4ac2f06827,5faed821735c4c09a01dbe66,5faed8fa0f80c109443e3149,default,23
mouselab,True,"[3, 3, 3, 4, 4, 4, 0, 0, 0, 6, 6, 6, 9, 9, 9, 9, 9, 9, 9, 6, 4]","[[2, 2], [5, 3], [6, 7], [2, 7], [7, 4]]","[[0, 3], [3, 0], [0, 3], [0, 3], [3, 0]]","[2, 3, 3, 1, 1]",0.8,1,0,0.046,0.031,0.015,"[3, 4, 0, 6, 9]",control,-1,False,False,False,False,2,5,3,implicit-mouselab,4,263779,0.0-3.0-1.0,5d433248638dca0015da9d7b,5faed821735c4c09a01dbe66,5faed9fe81fe930a8f1ef11b,default,24
mouselab,True,"[4, 4]","[[3, 4, 4, 3, 5, 2, 6], [5, 4, 5, 4, 9, 5, 6]]","[[2, 2, 2, 2, 0, 2, 2], [2, 2, 2, 2, 2, 2, 2]]","[9, 1]",16.0,2,4,0.054,0.052,0.002,[4],control,-1,False,False,False,False,7,2,2,implicit-mouselab,5,295797,0.0-3.0-2.0,5d433248638dca0015da9d7b,5faed821735c4c09a01dbe66,5faed9fe81fe930a8f1ef11b,default,24
mouselab,False,[],"[[5, 0], [4, 4], [6, 2], [9, 8], [5, 3]]","[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1]]","[1, 1, 2, 2, 4]",1.2,5,1,0.036,0.036,0.0,[],control,-1,False,False,False,False,2,5,1,implicit-mouselab,7,308814,0.0-3.0-4.0,5d433248638dca0015da9d7b,5faed821735c4c09a01dbe66,5faed9fe81fe930a8f1ef11b,default,24
mouselab,False,"[6, 6, 6, 7, 7, 7]","[[8, 4], [6, 6], [6, 5], [1, 7], [7, 5]]","[[3, 3], [3, 3], [3, 3], [0, 0], [3, 3]]","[3, 1, 1, 4, 1]",1.6,6,1,0.056,0.05,0.006,"[6, 7]",control,-1,False,False,False,False,2,5,3,implicit-mouselab,8,319151,0.0-3.0-5.0,5d433248638dca0015da9d7b,5faed821735c4c09a01dbe66,5faed9fe81fe930a8f1ef11b,default,24
mouselab,False,[],"[[6, 6], [5, 7], [2, 5], [7, 5], [3, 3]]","[[3, 3], [3, 3], [3, 3], [3, 3], [3, 3]]","[2, 2, 2, 2, 2]",0.0,7,0,0.046,0.046,0.0,[],default,0,True,False,True,False,2,5,3,implicit-mouselab,9,327012,0.0-3.0-6.0,5d433248638dca0015da9d7b,5faed821735c4c09a01dbe66,5faed9fe81fe930a8f1ef11b,default,24
mouselab,False,[],"[[6, 5], [3, 4]]","[[4, 4], [4, 4]]","[6, 4]",1.0,8,1,0.046,0.046,0.0,[],default,1,True,False,True,False,2,2,4,implicit-mouselab,10,332348,0.0-3.0-7.0,5d433248638dca0015da9d7b,5faed821735c4c09a01dbe66,5faed9fe81fe930a8f1ef11b,default,24
mouselab,False,[],"[[8, 0, 5, 8, 4, 4, 2], [8, 6, 5, 6, 4, 3, 3], [2, 3, 7, 10, 8, 4, 6], [7, 5, 7, 9, 4, 6, 5], [5, 6, 5, 6, 4, 3, 4]]","[[4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4, 4]]","[2, 2, 4, 1, 1]",1.2,9,4,0.056,0.056,0.0,[],default,4,True,False,True,False,7,5,4,implicit-mouselab,11,346638,0.0-3.0-8.0,5d433248638dca0015da9d7b,5faed821735c4c09a01dbe66,5faed9fe81fe930a8f1ef11b,default,24
mouselab,False,"[2, 2, 2]","[[2, 1, 6, 4, 4, 6, 7], [6, 6, 4, 4, 6, 7, 4]]","[[3, 3, 0, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3]]","[7, 3]",4.0,10,2,0.054,0.051,0.003,[2],control,-1,False,False,False,False,7,2,3,implicit-mouselab,12,353014,0.0-3.0-9.0,5d433248638dca0015da9d7b,5faed821735c4c09a01dbe66,5faed9fe81fe930a8f1ef11b,default,24
mouselab,False,[1],"[[3, 8], [4, 3]]","[[1, 0], [1, 1]]","[7, 3]",4.0,11,1,0.065,0.064,0.001,[1],control,-1,False,False,False,False,2,2,1,implicit-mouselab,13,358253,0.0-3.0-10.0,5d433248638dca0015da9d7b,5faed821735c4c09a01dbe66,5faed9fe81fe930a8f1ef11b,default,24
mouselab,False,"[2, 2, 2, 2]","[[5, 3], [6, 5]]","[[4, 4], [0, 4]]","[3, 7]",4.0,12,0,0.057,0.053000000000000005,0.004,[2],control,-1,False,False,False,False,2,2,4,implicit-mouselab,14,363866,0.0-3.0-11.0,5d433248638dca0015da9d7b,5faed821735c4c09a01dbe66,5faed9fe81fe930a8f1ef11b,default,24
mouselab,False,[],"[[5, 4], [5, 4]]","[[2, 2], [2, 2]]","[7, 3]",4.0,13,1,0.04,0.04,0.0,[],default,1,True,False,True,False,2,2,2,implicit-mouselab,15,367179,0.0-3.0-12.0,5d433248638dca0015da9d7b,5faed821735c4c09a01dbe66,5faed9fe81fe930a8f1ef11b,default,24
mouselab,False,"[1, 1, 1]","[[4, 3], [6, 3]]","[[3, 0], [3, 3]]","[6, 4]",1.0,14,0,0.048,0.045,0.003,[1],control,-1,False,False,False,False,2,2,3,implicit-mouselab,16,374636,0.0-3.0-13.0,5d433248638dca0015da9d7b,5faed821735c4c09a01dbe66,5faed9fe81fe930a8f1ef11b,default,24
